root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Corners Taken (incl short corners),Successful Dribbles,Duels lost,PutThrough/Blocked Distribution,Touches,Time Played,Ground Duels lost,Backward Passes,Total Fouls Won,Successful Crosses & Corners,Successful Passes Own Half,Successful Short Passes,Unsuccessful Short Passes,Tackles Lost,Goals Conceded Inside Box,Penalty Goals Conceded,Starts,Key Passes (Attempt Assists),Total Touches In Opposition Box,Ground Duels won,Total Tackles,Successful Crosses open play,Tackles Won,Unsuccessful Passes Opposition Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Substitute Off,Forward Passes,Unsuccessful Long Passes,Total Clearances,Total Passes,Throw Ins to Own Player,Unsuccessful Passes Own Half,Successful Lay-offs,Aerial Duels,Index,Successful Passes Opposition Half,Total Losses Of Possession,Blocked Shots,Goals Conceded,Aerial Duels lost,Ground Duels,Interceptions,Duels won,Unsuccessful Crosses open play,Unsuccessful Dribbles,Leftside Passes,Aerial Duels won,Unsuccessful Launches,Total Shots,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Times Tackled,Recoveries,Unsuccessful Crosses & Corners,Appearances,Games Played,Blocks,Total Fouls Conceded,PutThrough/Blocked Distribution Won,Duels,Successful Open Play Passes,Successful Long Passes,Corners Won,Shots Off Target (inc woodwork),Rightside Passes,Winning Goal,Successful Launches,Clean Sheets,Saves Made from Outside Box,Saves made - parried,Saves Made,GK Successful Distribution,Goal Kicks,Catches,Punches,GK Unsuccessful Distribution,Saves Made from Inside Box,Substitute On,Foul Attempted Tackle,Shots On Target ( inc goals ),Goals from Inside Box,Handballs conceded,Right Foot Goals,Goals,Assists (Intentional),Yellow Cards,Goal Assists,Attempts from Set Pieces,Home Goals,Away Goals,Unsuccessful Corners into Box,Penalty Goals,Offsides,Penalties Taken,Successful Corners into Box,Throw Ins to Opposition Player,Own Goal Scored,Headed Goals,Second Goal Assists,Left Foot Goals,Penalties Conceded,Penalties Faced,Goals Conceded Outside Box,Through balls,Goalkeeper Smother,Foul Won Penalty,Clearances Off the Line,Saves from Penalty,Penalties Saved,Unsuccessful lay-offs,Last Man Tackle,Total Red Cards,Straight Red Cards,Drops,Saves made - caught,Goals from Outside Box,Hit Woodwork,Red Cards - 2nd Yellow,Fifty Fifty,Successful Fifty Fifty,Overruns,Crosses not Claimed,Set Pieces Goals
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Panama,Panama,acwiykxj3g5ubwqatl0s3dd6,E. Anderson,Defender,14,,,1.0,,14.0,16.0,1.0,2.0,,,6.0,7.0,1.0,,1.0,,,,,,,,,4.0,4.0,,7.0,3.0,1.0,12.0,1.0,,,,10.0,2.0,4.0,,1.0,,1.0,,,,,2.0,,1.0,,11.0,8.0,,1.0,,1.0,1.0,,1.0,,1.0,7.0,1.0,1.0,,1.0,0.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Panama,Panama,8e0dqnvgoo9zqxvsbyd90bxii,I. Anderson,Defender,25,,4.0,4.0,7.0,51.0,58.0,3.0,3.0,1.0,,3.0,15.0,6.0,1.0,2.0,,,1.0,4.0,6.0,1.0,,,7.0,8.0,,9.0,2.0,4.0,23.0,4.0,4.0,,5.0,10.0,12.0,15.0,,2.0,1.0,9.0,1.0,10.0,3.0,2.0,9.0,4.0,2.0,2.0,23.0,15.0,2.0,3.0,3.0,2.0,2.0,,,1.0,14.0,15.0,,1.0,,2.0,0.0,,,,,,,,,,,,2.0,,2.0,1.0,,1.0,1.0,,,,,0.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Panama,Panama,dg2scgqi9fb7fa7bjhm8kq21,A. Andrade,Defender,16,,1.0,25.0,7.0,506.0,516.0,18.0,34.0,2.0,,258.0,338.0,33.0,2.0,4.0,,5.0,2.0,3.0,9.0,6.0,,4.0,52.0,70.0,1.0,164.0,37.0,18.0,440.0,7.0,22.0,,21.0,10.0,112.0,79.0,1.0,4.0,7.0,27.0,10.0,23.0,4.0,3.0,51.0,14.0,11.0,3.0,429.0,370.0,3.0,36.0,4.0,6.0,6.0,2.0,8.0,4.0,48.0,359.0,32.0,3.0,2.0,191.0,0.0,4.0,1.0,,,,4.0,4.0,,,,,1.0,6.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Panama,Panama,78rxvyelnj7orbbzs4u1fghrd,C. Blackman,Defender,2,,2.0,6.0,1.0,54.0,105.0,6.0,11.0,1.0,,14.0,30.0,5.0,1.0,1.0,,1.0,,5.0,5.0,2.0,,1.0,8.0,5.0,,8.0,,,35.0,6.0,,,,10.0,16.0,12.0,,2.0,,11.0,,5.0,3.0,1.0,13.0,,,1.0,33.0,30.0,2.0,2.0,3.0,2.0,2.0,,3.0,,11.0,28.0,,1.0,1.0,3.0,0.0,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Panama,Panama,1fz6kqbr8i7sunii6wymjkonp,Y. Bárcenas,Forward,10,12.0,10.0,36.0,12.0,393.0,538.0,25.0,85.0,8.0,10.0,83.0,212.0,36.0,3.0,3.0,,6.0,10.0,14.0,26.0,8.0,7.0,5.0,45.0,44.0,2.0,50.0,8.0,10.0,268.0,18.0,16.0,,20.0,10.0,151.0,76.0,,4.0,11.0,51.0,4.0,35.0,12.0,6.0,66.0,9.0,5.0,10.0,259.0,224.0,12.0,39.0,17.0,6.0,6.0,,9.0,7.0,71.0,215.0,12.0,1.0,5.0,67.0,2.0,1.0,1.0,,,,,,,,,,,6.0,5.0,2.0,,,2.0,,,,,1.0,1.0,5.0,,1.0,,3.0,,,2.0,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,1.0,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Panama,Panama,6knzu4ywl5yag1h8ij16g2rqh,A. Carrasquilla,Midfielder,8,4.0,5.0,20.0,8.0,377.0,504.0,18.0,47.0,15.0,,117.0,219.0,24.0,2.0,5.0,,5.0,9.0,2.0,24.0,4.0,,2.0,35.0,39.0,1.0,83.0,15.0,3.0,308.0,1.0,7.0,2.0,6.0,10.0,152.0,62.0,2.0,5.0,2.0,42.0,7.0,28.0,,6.0,102.0,4.0,2.0,2.0,297.0,269.0,7.0,37.0,3.0,6.0,6.0,,9.0,4.0,48.0,260.0,50.0,,2.0,76.0,1.0,1.0,,,,,,,,,,,1.0,7.0,,,1.0,,,2.0,2.0,2.0,,,,3.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Panama,Panama,6ft1b49m92zwa7y7yqqprm5lh,H. Cummings,Defender,3,,2.0,18.0,5.0,444.0,519.0,9.0,20.0,4.0,,283.0,325.0,10.0,3.0,4.0,,6.0,,2.0,18.0,12.0,,9.0,14.0,24.0,3.0,65.0,14.0,29.0,370.0,1.0,10.0,,18.0,10.0,63.0,24.0,,5.0,9.0,27.0,7.0,27.0,,,144.0,9.0,6.0,1.0,354.0,346.0,,15.0,,6.0,6.0,4.0,7.0,4.0,45.0,330.0,21.0,,,141.0,0.0,1.0,,,,,3.0,3.0,,,,,,5.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Panama,Panama,6fmrelr9khhkywqr8goutjkr9,É. Davis,Defender,15,10.0,2.0,20.0,6.0,304.0,401.0,16.0,68.0,1.0,16.0,70.0,151.0,22.0,5.0,,,5.0,7.0,8.0,13.0,10.0,11.0,5.0,43.0,30.0,4.0,42.0,8.0,2.0,186.0,32.0,14.0,,7.0,10.0,102.0,70.0,1.0,,4.0,29.0,2.0,16.0,20.0,4.0,5.0,3.0,3.0,3.0,182.0,156.0,9.0,26.0,27.0,5.0,5.0,,4.0,2.0,36.0,154.0,5.0,4.0,1.0,71.0,0.0,,1.0,,,,,,,,,,,3.0,2.0,,,,,3.0,,3.0,1.0,,,6.0,,,,3.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,2.0,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Panama,Panama,5memdz6q0gzcn892t31c5a6l1,I. Díaz,Forward,11,,12.0,31.0,4.0,200.0,447.0,27.0,36.0,2.0,1.0,31.0,99.0,14.0,,4.0,,5.0,4.0,29.0,15.0,1.0,1.0,1.0,15.0,15.0,2.0,28.0,1.0,1.0,116.0,1.0,1.0,1.0,10.0,10.0,71.0,53.0,5.0,5.0,4.0,42.0,2.0,21.0,1.0,10.0,11.0,6.0,,16.0,116.0,101.0,23.0,17.0,1.0,6.0,6.0,,2.0,3.0,52.0,101.0,2.0,4.0,9.0,41.0,0.0,,,,,,,,,,,,1.0,,7.0,4.0,1.0,4.0,4.0,,,1.0,,4.0,0.0,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Panama,Panama,abh60zcb8agg0l5ifzzvlyymt,F. Escobar,Defender,4,,5.0,17.0,3.0,511.0,570.0,10.0,35.0,2.0,,227.0,326.0,32.0,2.0,5.0,,6.0,2.0,3.0,11.0,5.0,,3.0,52.0,65.0,,176.0,33.0,17.0,436.0,17.0,18.0,,20.0,10.0,144.0,72.0,3.0,6.0,7.0,21.0,3.0,24.0,5.0,,183.0,13.0,12.0,4.0,422.0,371.0,,33.0,5.0,6.0,6.0,4.0,4.0,,41.0,358.0,45.0,1.0,3.0,42.0,0.0,1.0,1.0,,,,,,,,,,,4.0,1.0,1.0,,,1.0,,,,1.0,1.0,0.0,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
