matchday,id,equipo_local,link_local,equipo_visitante,link_visitante,link_partido,date,season,liga
Final,cdmdo0u9sp57vks9whan3id7u,Mexico,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2019-usa-costa-rica-jamaica/4jnci33be15y2npzrzwfvui5m/teams/view/4vofb84dzb5fyc81n2ssws6ah,United States,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2019-usa-costa-rica-jamaica/4jnci33be15y2npzrzwfvui5m/teams/view/9vh2u1p4ppm597tjfahst2m3n,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2019-usa-costa-rica-jamaica/4jnci33be15y2npzrzwfvui5m/match/view/cdmdo0u9sp57vks9whan3id7u,08/07/2019,2019 USA - Costa Rica - Jamaica,Concacaf_Concacaf_Gold_Cup
Semi-finals,97w6kjiwvkcy2rak09vudguay,Jamaica,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2019-usa-costa-rica-jamaica/4jnci33be15y2npzrzwfvui5m/teams/view/8yhjl13p7luh3v905btbvz42t,United States,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2019-usa-costa-rica-jamaica/4jnci33be15y2npzrzwfvui5m/teams/view/9vh2u1p4ppm597tjfahst2m3n,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2019-usa-costa-rica-jamaica/4jnci33be15y2npzrzwfvui5m/match/view/97w6kjiwvkcy2rak09vudguay,04/07/2019,2019 USA - Costa Rica - Jamaica,Concacaf_Concacaf_Gold_Cup
Semi-finals,97rn7zziysxp0qr5achqnn0q2,Haiti,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2019-usa-costa-rica-jamaica/4jnci33be15y2npzrzwfvui5m/teams/view/151psmk1h1c846f2lqmflkx75,Mexico,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2019-usa-costa-rica-jamaica/4jnci33be15y2npzrzwfvui5m/teams/view/4vofb84dzb5fyc81n2ssws6ah,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2019-usa-costa-rica-jamaica/4jnci33be15y2npzrzwfvui5m/match/view/97rn7zziysxp0qr5achqnn0q2,03/07/2019,2019 USA - Costa Rica - Jamaica,Concacaf_Concacaf_Gold_Cup
Quarter-finals,45dtvimnr3860fqvraa58ik4q,United States,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2019-usa-costa-rica-jamaica/4jnci33be15y2npzrzwfvui5m/teams/view/9vh2u1p4ppm597tjfahst2m3n,Curaçao,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2019-usa-costa-rica-jamaica/4jnci33be15y2npzrzwfvui5m/teams/view/3csexoalt9hfesmo2p4619ga4,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2019-usa-costa-rica-jamaica/4jnci33be15y2npzrzwfvui5m/match/view/45dtvimnr3860fqvraa58ik4q,01/07/2019,2019 USA - Costa Rica - Jamaica,Concacaf_Concacaf_Gold_Cup
Quarter-finals,4589iyo7ub37raalpw1hdu4bu,Jamaica,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2019-usa-costa-rica-jamaica/4jnci33be15y2npzrzwfvui5m/teams/view/8yhjl13p7luh3v905btbvz42t,Panama,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2019-usa-costa-rica-jamaica/4jnci33be15y2npzrzwfvui5m/teams/view/8856r86rattc8kxn6a0l9tb2t,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2019-usa-costa-rica-jamaica/4jnci33be15y2npzrzwfvui5m/match/view/4589iyo7ub37raalpw1hdu4bu,30/06/2019,2019 USA - Costa Rica - Jamaica,Concacaf_Concacaf_Gold_Cup
Quarter-finals,4544ze5sw1vkob2aj2foup4ru,Mexico,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2019-usa-costa-rica-jamaica/4jnci33be15y2npzrzwfvui5m/teams/view/4vofb84dzb5fyc81n2ssws6ah,Costa Rica,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2019-usa-costa-rica-jamaica/4jnci33be15y2npzrzwfvui5m/teams/view/bfgqfm4qa3mal7fll74wd04mu,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2019-usa-costa-rica-jamaica/4jnci33be15y2npzrzwfvui5m/match/view/4544ze5sw1vkob2aj2foup4ru,30/06/2019,2019 USA - Costa Rica - Jamaica,Concacaf_Concacaf_Gold_Cup
Quarter-finals,44yxq7oly2qi4y47g64dhm73e,Haiti,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2019-usa-costa-rica-jamaica/4jnci33be15y2npzrzwfvui5m/teams/view/151psmk1h1c846f2lqmflkx75,Canada,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2019-usa-costa-rica-jamaica/4jnci33be15y2npzrzwfvui5m/teams/view/eg7vduna0h3vis1wd47s41za7,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2019-usa-costa-rica-jamaica/4jnci33be15y2npzrzwfvui5m/match/view/44yxq7oly2qi4y47g64dhm73e,30/06/2019,2019 USA - Costa Rica - Jamaica,Concacaf_Concacaf_Gold_Cup
Group Stage,6269mkp53oqgxm6lr18zjeoh6,Panama,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2019-usa-costa-rica-jamaica/4jnci33be15y2npzrzwfvui5m/teams/view/8856r86rattc8kxn6a0l9tb2t,United States,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2019-usa-costa-rica-jamaica/4jnci33be15y2npzrzwfvui5m/teams/view/9vh2u1p4ppm597tjfahst2m3n,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2019-usa-costa-rica-jamaica/4jnci33be15y2npzrzwfvui5m/match/view/6269mkp53oqgxm6lr18zjeoh6,27/06/2019,2019 USA - Costa Rica - Jamaica,Concacaf_Concacaf_Gold_Cup
Group Stage,620jcvjw0ep280baqcdzqgu3u,Trinidad,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2019-usa-costa-rica-jamaica/4jnci33be15y2npzrzwfvui5m/teams/view/8vxfv3p9ff60t5v4mm1t5si4s,Guyana,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2019-usa-costa-rica-jamaica/4jnci33be15y2npzrzwfvui5m/teams/view/bvo5fwy7p1zrkdy5gbcnrx9ed,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2019-usa-costa-rica-jamaica/4jnci33be15y2npzrzwfvui5m/match/view/620jcvjw0ep280baqcdzqgu3u,27/06/2019,2019 USA - Costa Rica - Jamaica,Concacaf_Concacaf_Gold_Cup
Group Stage,ef8miho6g80b0zlwagjgro3fu,Honduras,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2019-usa-costa-rica-jamaica/4jnci33be15y2npzrzwfvui5m/teams/view/6ngz19ekzqqufux1sswnhzlsw,El Salvador,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2019-usa-costa-rica-jamaica/4jnci33be15y2npzrzwfvui5m/teams/view/avc9qnhswi33ld54pvpp4fmkg,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2019-usa-costa-rica-jamaica/4jnci33be15y2npzrzwfvui5m/match/view/ef8miho6g80b0zlwagjgro3fu,26/06/2019,2019 USA - Costa Rica - Jamaica,Concacaf_Concacaf_Gold_Cup
