temporada,link,liga_url,cod_liga,folder,url_match,url_standings
2026,https://www.scoresway.com/en_GB/soccer/us-open-cup-2026/5e1xetw29nk8519zs133hf28k/fixtures,us-open-cup-2026,5e1xetw29nk8519zs133hf28k,USA_US_Open_Cup,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=5e1xetw29nk8519zs133hf28k&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3136a26822fdbd5ccca6d3941c83e3ab801b2613a,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=5e1xetw29nk8519zs133hf28k&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W317f0c7f933a012044f244d96a7fd152cfd7c7843
2025,https://www.scoresway.com/en_GB/soccer/us-open-cup-2025/cg9jkml9zkekrf2j9pv5s3w9g/fixtures,us-open-cup-2025,cg9jkml9zkekrf2j9pv5s3w9g,USA_US_Open_Cup,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cg9jkml9zkekrf2j9pv5s3w9g&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W32bcc196448e733de6828c4c6896be970a1649c94,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cg9jkml9zkekrf2j9pv5s3w9g&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W37b31969e6b886e6467894f7d3d19e152868d55c3
2024,https://www.scoresway.com/en_GB/soccer/us-open-cup-2024/dh2sb8k8qnboef5ev5p1a01lg/results,us-open-cup-2024,dh2sb8k8qnboef5ev5p1a01lg,USA_US_Open_Cup,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dh2sb8k8qnboef5ev5p1a01lg&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W399539d094149aed754c66d2ac39827cc1fd8c54f,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dh2sb8k8qnboef5ev5p1a01lg&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W304599aa23bac1646f94743f7d6444a7c0bc1c4e1
2023,https://www.scoresway.com/en_GB/soccer/us-open-cup-2023/5375c8qg9sy48l9wr2o8sjpxw/results,us-open-cup-2023,5375c8qg9sy48l9wr2o8sjpxw,USA_US_Open_Cup,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=5375c8qg9sy48l9wr2o8sjpxw&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W311f96dcaec2097cf3d43ce6f72e5dbb4ed4a82fd,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=5375c8qg9sy48l9wr2o8sjpxw&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W373754a78b7483ffb7c0b80cb2b6a2ea79d142e99
2022,https://www.scoresway.com/en_GB/soccer/us-open-cup-2022/dhzyoostrc6so36xhzo5l1kb8/results,us-open-cup-2022,dhzyoostrc6so36xhzo5l1kb8,USA_US_Open_Cup,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dhzyoostrc6so36xhzo5l1kb8&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W398d9071e2a49c178a1f09e325bc0f0188be9a81e,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dhzyoostrc6so36xhzo5l1kb8&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W38a422b3a7065ac6cc2dd179b2f0ae452572e0d8e
2020,https://www.scoresway.com/en_GB/soccer/us-open-cup-2020/3n0zoyhnmxo7iu70s0oqjep9m/results,us-open-cup-2020,3n0zoyhnmxo7iu70s0oqjep9m,USA_US_Open_Cup,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=3n0zoyhnmxo7iu70s0oqjep9m&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W368dda6fcc240adf8c38512d39ae54669d3e073ca,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=3n0zoyhnmxo7iu70s0oqjep9m&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3f3007128fcc5e387b59845d23c04755f19c46a22
2019,https://www.scoresway.com/en_GB/soccer/us-open-cup-2019/c7tmg7pxkutef9ymogovz4huy/results,us-open-cup-2019,c7tmg7pxkutef9ymogovz4huy,USA_US_Open_Cup,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=c7tmg7pxkutef9ymogovz4huy&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3c28863f718290019ae08c98fc9029aba2bdb4ba1,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=c7tmg7pxkutef9ymogovz4huy&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W31b1adfdd45f996d4e900b1a032e0f490e85f03c9
2018,https://www.scoresway.com/en_GB/soccer/us-open-cup-2018/cxw5w4qfd7logmfcqvoby2noq/results,us-open-cup-2018,cxw5w4qfd7logmfcqvoby2noq,USA_US_Open_Cup,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cxw5w4qfd7logmfcqvoby2noq&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W353d85a938aed9eef6ef09a455fc497de373e0467,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cxw5w4qfd7logmfcqvoby2noq&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3e9b4be168907a084c8d4456d1df92587e6b35c33
2017,https://www.scoresway.com/en_GB/soccer/us-open-cup-2017/cd8sfgfqq5fv387wemrjmlrl5/results,us-open-cup-2017,cd8sfgfqq5fv387wemrjmlrl5,USA_US_Open_Cup,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cd8sfgfqq5fv387wemrjmlrl5&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3281ada8ebc13f79d802916198febbad3269c7497,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cd8sfgfqq5fv387wemrjmlrl5&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W38b1bb0a80d70c3327b14cf927a20e7099f6f4f1f
2016,https://www.scoresway.com/en_GB/soccer/us-open-cup-2016/jd3ycveqnkjvntl7b8wndb6x/results,us-open-cup-2016,jd3ycveqnkjvntl7b8wndb6x,USA_US_Open_Cup,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=jd3ycveqnkjvntl7b8wndb6x&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3e46bf75e4e893f535f1b58c3d3c3a912f3c9494f,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=jd3ycveqnkjvntl7b8wndb6x&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3321785de9c9e97d1d0b959236c7314baf1585a2e
