liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Successful Lay-offs,Successful Launches,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Penalties Conceded,Successful Corners into Box,Corners Taken (incl short corners),Attempts from Set Pieces,Unsuccessful Corners into Box,Clearances Off the Line,Goals from Inside Box,Penalties Taken,Penalty Goals,Saves Made,GK Successful Distribution,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Left Foot Goals,Last Man Tackle,Total Touches In Opposition Box,Foul Won Penalty,Headed Goals,Own Goal Scored,Punches,Goalkeeper Smother,Drops,Penalties Faced,Other Goals,Crosses not Claimed,Penalties Saved,Saves from Penalty,Penalties Off Target,Set Pieces Goals
USA_MLS,2013,Seattle Sounders FC,abbr148gjj0whyyijov67knv9,O. Alonso,Midfielder,6.0,29.0,1.0,3.0,2.0,2.0,,,4.0,12.0,1.0,2443.0,7.0,71.0,9.0,,1592.0,4.0,144.0,3.0,819.0,21.0,46.0,16.0,4.0,14.0,314.0,660.0,109.0,150.0,1672.0,60.0,44.0,1287.0,25.0,21.0,196.0,588.0,16.0,155.0,15.0,,282.0,29.0,54.0,2200.0,29.0,13.0,317.0,,456.0,64.0,222.0,5.0,189.0,3.0,44.0,25.0,7.0,356.0,60.0,29.0,13.0,1.0,,1.0,120.0,484.0,1405.0,1476.0,39.0,10.0,2.0,1.0,7.0,89.0,134.0,20.0,73.0,197.0,,,,3.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,
USA_MLS,2013,Seattle Sounders FC,7728unff4imi0hr91hifq7t1x,M. Burch,Defender,8.0,23.0,,1.0,,,,9.0,7.0,53.0,,1299.0,77.0,11.0,6.0,,561.0,17.0,91.0,28.0,269.0,31.0,55.0,6.0,2.0,10.0,293.0,174.0,20.0,103.0,573.0,16.0,4.0,390.0,21.0,6.0,158.0,195.0,14.0,203.0,3.0,9.0,83.0,14.0,29.0,936.0,23.0,4.0,80.0,,258.0,32.0,48.0,,25.0,11.0,14.0,10.0,6.0,100.0,24.0,23.0,74.0,,1.0,4.0,42.0,29.0,406.0,415.0,20.0,,2.0,4.0,3.0,18.0,52.0,2.0,25.0,38.0,,11.0,29.0,3.0,16.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
USA_MLS,2013,Seattle Sounders FC,61fjyclc80jqcemkibgaffvmd,S. Carrasco,Midfielder,23.0,23.0,1.0,2.0,,,,10.0,2.0,1.0,1.0,1271.0,5.0,23.0,2.0,1.0,616.0,3.0,71.0,3.0,261.0,17.0,45.0,5.0,1.0,21.0,180.0,252.0,37.0,91.0,646.0,30.0,3.0,453.0,15.0,7.0,136.0,164.0,10.0,109.0,6.0,,100.0,13.0,28.0,864.0,23.0,13.0,113.0,,243.0,100.0,81.0,2.0,57.0,2.0,18.0,23.0,4.0,157.0,30.0,16.0,1.0,2.0,,,55.0,168.0,485.0,510.0,44.0,5.0,,1.0,7.0,30.0,76.0,7.0,33.0,58.0,,,,3.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,Seattle Sounders FC,a2nh07nmrplv0tcxrhunhy6z9,A. Caskey,Midfielder,14.0,10.0,,,,,,5.0,4.0,3.0,,430.0,2.0,8.0,2.0,,198.0,2.0,40.0,4.0,98.0,4.0,9.0,1.0,,8.0,84.0,59.0,6.0,39.0,201.0,4.0,2.0,145.0,7.0,1.0,48.0,73.0,6.0,43.0,2.0,2.0,28.0,5.0,8.0,291.0,10.0,,39.0,,58.0,62.0,17.0,,8.0,3.0,6.0,3.0,5.0,50.0,4.0,7.0,3.0,,,,25.0,30.0,151.0,153.0,11.0,1.0,1.0,,1.0,5.0,33.0,1.0,11.0,14.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,Seattle Sounders FC,1l550ygo81yhbyuecd36rx711,C. Dempsey,Midfielder,2.0,12.0,1.0,2.0,,,,3.0,1.0,7.0,1.0,921.0,3.0,37.0,1.0,1.0,437.0,13.0,87.0,4.0,270.0,,1.0,22.0,2.0,16.0,165.0,114.0,8.0,62.0,443.0,8.0,8.0,365.0,13.0,32.0,63.0,102.0,17.0,76.0,14.0,,48.0,9.0,7.0,673.0,12.0,1.0,98.0,,135.0,65.0,60.0,10.0,15.0,2.0,27.0,17.0,16.0,131.0,3.0,15.0,20.0,1.0,3.0,,55.0,119.0,376.0,380.0,33.0,3.0,1.0,1.0,7.0,5.0,71.0,3.0,2.0,43.0,,1.0,12.0,6.0,11.0,,1.0,,,,,,,,,,,,,12.0,,,,,,,,,,,,,
USA_MLS,2013,Seattle Sounders FC,s2xrhnx17w5swb66vaynmuvp,D. Estrada,Midfielder,16.0,17.0,,,,,,13.0,3.0,5.0,2.0,498.0,7.0,23.0,1.0,,210.0,2.0,77.0,3.0,113.0,,1.0,1.0,1.0,12.0,83.0,59.0,4.0,40.0,210.0,4.0,3.0,165.0,3.0,4.0,41.0,57.0,4.0,41.0,1.0,,20.0,4.0,5.0,299.0,17.0,,45.0,,34.0,22.0,24.0,3.0,4.0,3.0,6.0,11.0,5.0,68.0,3.0,4.0,5.0,,,,32.0,42.0,169.0,169.0,23.0,,1.0,,1.0,4.0,44.0,,3.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,Seattle Sounders FC,774fgdux4lyp6ee3h3e4rhvit,B. Evans,Midfielder,3.0,27.0,5.0,3.0,,,,3.0,6.0,37.0,7.0,2031.0,37.0,44.0,7.0,4.0,934.0,15.0,160.0,13.0,433.0,14.0,28.0,24.0,3.0,40.0,372.0,315.0,44.0,183.0,946.0,26.0,11.0,698.0,29.0,37.0,211.0,225.0,21.0,199.0,8.0,18.0,98.0,24.0,52.0,1382.0,27.0,5.0,168.0,,314.0,55.0,143.0,13.0,37.0,8.0,31.0,57.0,11.0,265.0,31.0,32.0,40.0,2.0,2.0,5.0,82.0,247.0,723.0,735.0,97.0,6.0,1.0,5.0,8.0,36.0,122.0,8.0,30.0,86.0,1.0,4.0,7.0,,3.0,,5.0,2.0,2.0,,,,,,,,,1.0,,7.0,,,,,,,,,,,,,
USA_MLS,2013,Seattle Sounders FC,4id0nrrejc3n3mmpqf5l910b9,B. Gavin,Midfielder,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,Seattle Sounders FC,9cpveg5hypf5zi7artti4f5cl,L. González,Defender,12.0,29.0,,4.0,1.0,1.0,,,4.0,29.0,,2492.0,216.0,11.0,25.0,,1173.0,1.0,91.0,10.0,464.0,87.0,110.0,3.0,5.0,25.0,508.0,402.0,108.0,224.0,1190.0,43.0,16.0,813.0,24.0,3.0,334.0,373.0,11.0,292.0,4.0,69.0,186.0,29.0,71.0,1966.0,29.0,10.0,233.0,,674.0,55.0,165.0,,43.0,10.0,19.0,22.0,4.0,280.0,100.0,29.0,29.0,2.0,,1.0,90.0,52.0,842.0,856.0,47.0,10.0,1.0,1.0,4.0,89.0,115.0,19.0,83.0,143.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
USA_MLS,2013,Seattle Sounders FC,10hv6zee3pej8kvxd1t8b3x05,M. Gspurning,Goalkeeper,1.0,30.0,,,1.0,1.0,,,1.0,,,2650.0,,,83.0,,352.0,,,,108.0,135.0,216.0,,6.0,2.0,331.0,215.0,1.0,15.0,554.0,1.0,,180.0,32.0,,231.0,46.0,2.0,196.0,,,301.0,30.0,35.0,1028.0,30.0,,7.0,,424.0,56.0,12.0,,143.0,,4.0,6.0,,15.0,30.0,38.0,,1.0,,,1.0,84.0,240.0,323.0,8.0,10.0,,,,1.0,3.0,,3.0,6.0,,,,,,,,,,81.0,251.0,21.0,32.0,14.0,49.0,22.0,113.0,,1.0,,,,,23.0,5.0,4.0,3.0,,3.0,,,,
