liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Penalties Taken,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Penalty Goals,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Blocks,Right Foot Goals,Total Red Cards,Straight Red Cards,GK Successful Distribution,Headed Goals,GK Unsuccessful Distribution,Penalties Conceded,Clearances Off the Line,Saves Made,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,Set Pieces Goals,Other Goals,Own Goal Scored,Foul Won Penalty,Penalty Goals Conceded,Second Goal Assists,Red Cards - 2nd Yellow,Penalties Off Target,Last Man Tackle,Penalties Saved,Saves from Penalty,Crosses not Claimed,Home Goals,Away Goals,Winning Goal,Times Tackled
USA_MLS,2017,Portland Timbers,ejmps4o7wp1pqmx1727prw91x,F. Adi,Forward,9,8.0,30.0,1885.0,2.0,,58.0,10.0,419.0,15.0,164.0,,249.0,,2.0,4.0,3.0,19.0,5.0,36.0,275.0,68.0,10.0,129.0,450.0,4.0,44.0,15.0,316.0,29.0,47.0,133.0,,115.0,23.0,130.0,19.0,1.0,31.0,22.0,9.0,11.0,780.0,,22.0,9.0,169.0,,81.0,154.0,63.0,114.0,28.0,1.0,1.0,,41.0,51.0,16.0,256.0,18.0,34.0,1.0,8.0,22.0,,1.0,2.0,1.0,106.0,90.0,10.0,3.0,290.0,317.0,87.0,3.0,11.0,2.0,3.0,,7.0,142.0,3.0,5.0,63.0,,4.0,8.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
USA_MLS,2017,Portland Timbers,9sikm3npb6t3adk1dsad7omvp,V. Andriuškevičius,Defender,5,55.0,,1951.0,129.0,4.0,3.0,,883.0,9.0,182.0,23.0,438.0,32.0,5.0,60.0,9.0,3.0,5.0,14.0,302.0,304.0,42.0,116.0,895.0,4.0,28.0,5.0,680.0,26.0,6.0,176.0,,335.0,14.0,183.0,3.0,39.0,87.0,21.0,26.0,48.0,1376.0,,25.0,15.0,106.0,,356.0,27.0,47.0,93.0,3.0,,39.0,23.0,12.0,35.0,2.0,155.0,75.0,31.0,,55.0,25.0,,,,5.0,48.0,22.0,,,711.0,719.0,49.0,4.0,,5.0,,,30.0,62.0,12.0,26.0,58.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Portland Timbers,4ad2o4s96o9lnwn0h4m4mpgb9,V. Arboleda,Forward,19,,1.0,54.0,1.0,5.0,1.0,,21.0,2.0,3.0,,11.0,,,,1.0,4.0,,1.0,17.0,2.0,,8.0,21.0,,3.0,1.0,12.0,2.0,5.0,8.0,,4.0,2.0,7.0,1.0,,4.0,,3.0,1.0,43.0,,5.0,,13.0,,10.0,11.0,17.0,2.0,1.0,,1.0,,1.0,,4.0,14.0,,2.0,,,5.0,,,,,11.0,4.0,,,13.0,13.0,1.0,,,,,,,12.0,,1.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Portland Timbers,6qmzaju2rlnvj46dvycvalrkl,D. Asprilla,Forward,27,32.0,8.0,1575.0,11.0,10.0,7.0,3.0,501.0,24.0,147.0,6.0,288.0,4.0,1.0,8.0,17.0,22.0,6.0,50.0,296.0,109.0,39.0,104.0,503.0,12.0,45.0,37.0,379.0,22.0,31.0,112.0,,37.0,19.0,126.0,12.0,1.0,90.0,19.0,38.0,18.0,931.0,,29.0,19.0,251.0,,115.0,95.0,100.0,145.0,9.0,1.0,12.0,6.0,25.0,45.0,34.0,346.0,22.0,28.0,,32.0,29.0,,1.0,1.0,4.0,151.0,204.0,3.0,,389.0,391.0,95.0,3.0,2.0,4.0,,,28.0,201.0,11.0,17.0,100.0,,1.0,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Portland Timbers,8u8lde31ao6odpe4xetifykt1,J. Attinella,Goalkeeper,1,,,1422.0,,1.0,,,138.0,,,,65.0,59.0,,146.0,,,2.0,1.0,148.0,116.0,1.0,,327.0,,,,79.0,20.0,,146.0,,25.0,,133.0,,,161.0,15.0,,13.0,525.0,,16.0,,2.0,,259.0,,63.0,10.0,,,102.0,,3.0,8.0,,11.0,12.0,22.0,,,16.0,,,,,,43.0,,,92.0,181.0,9.0,5.0,,,,,,1.0,1.0,1.0,2.0,32.0,,,,,178.0,,74.0,,,49.0,8.0,1.0,1.0,15.0,23.0,13.0,26.0,1.0,3.0,,,,,,,,,1.0,1.0,1.0,,,,,
USA_MLS,2017,Portland Timbers,2ctjr7ezhy5er14sdnos80y51,J. Barmby,Midfielder,23,5.0,,108.0,3.0,11.0,4.0,1.0,75.0,,14.0,3.0,47.0,4.0,3.0,8.0,1.0,2.0,,1.0,34.0,17.0,1.0,8.0,77.0,,6.0,3.0,55.0,1.0,4.0,16.0,,21.0,4.0,19.0,1.0,1.0,9.0,,1.0,3.0,116.0,2.0,11.0,5.0,20.0,1.0,24.0,3.0,90.0,6.0,2.0,1.0,6.0,3.0,2.0,,4.0,21.0,1.0,1.0,1.0,6.0,11.0,1.0,,,,14.0,18.0,,,59.0,61.0,1.0,,,,,,1.0,15.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Portland Timbers,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,Midfielder,10,83.0,2.0,2818.0,15.0,2.0,47.0,8.0,1343.0,36.0,226.0,20.0,800.0,10.0,7.0,61.0,28.0,39.0,6.0,13.0,546.0,279.0,50.0,238.0,1358.0,11.0,60.0,50.0,951.0,40.0,71.0,299.0,9.0,430.0,54.0,360.0,15.0,5.0,184.0,32.0,59.0,44.0,1940.0,34.0,34.0,32.0,300.0,2.0,431.0,127.0,68.0,146.0,32.0,1.0,108.0,13.0,41.0,5.0,38.0,318.0,8.0,46.0,3.0,105.0,34.0,21.0,8.0,,3.0,159.0,271.0,6.0,,1044.0,1059.0,18.0,5.0,2.0,4.0,,8.0,39.0,172.0,11.0,19.0,141.0,4.0,,5.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Portland Timbers,b4etfnmz4dzoa4r9g0403catx,D. Chará,Midfielder,21,6.0,,2575.0,4.0,,34.0,1.0,1335.0,,146.0,5.0,702.0,7.0,8.0,33.0,37.0,2.0,2.0,14.0,219.0,526.0,101.0,117.0,1373.0,2.0,58.0,11.0,1119.0,35.0,4.0,150.0,,401.0,26.0,115.0,1.0,1.0,179.0,30.0,53.0,41.0,1766.0,,30.0,37.0,277.0,,445.0,12.0,50.0,175.0,2.0,,104.0,5.0,48.0,16.0,11.0,307.0,27.0,37.0,,6.0,30.0,,2.0,,1.0,118.0,381.0,1.0,,1187.0,1223.0,30.0,7.0,,1.0,,5.0,73.0,132.0,28.0,44.0,159.0,4.0,9.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Portland Timbers,bro4055aqtfk9xs9b52hvpgwl,R. Clarke,Defender,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Portland Timbers,6a6mbb6e462y31yyfprw3br3d,J. Ebobisse,Forward,17,2.0,5.0,425.0,,14.0,9.0,1.0,95.0,2.0,34.0,,52.0,,,2.0,2.0,3.0,1.0,20.0,63.0,14.0,3.0,30.0,98.0,2.0,10.0,5.0,66.0,6.0,6.0,32.0,,26.0,9.0,33.0,2.0,,9.0,2.0,5.0,1.0,164.0,,16.0,2.0,35.0,,17.0,40.0,97.0,23.0,3.0,,,,4.0,11.0,3.0,66.0,3.0,7.0,1.0,2.0,16.0,,1.0,,1.0,23.0,21.0,1.0,,64.0,66.0,31.0,,1.0,3.0,,,2.0,43.0,1.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
