liga,temporada,equipo,id,nombre,posicion,dorsal,Rightside Passes,Fifty Fifty,Backward Passes,Unsuccessful Launches,Substitute On,Starts,Total Losses Of Possession,Ground Duels,Total Unsuccessful Passes ( Excl Crosses & Corners ),Times Tackled,Total Tackles,Duels,Forward Passes,Total Fouls Won,Successful Dribbles,Goals Conceded Outside Box,Interceptions,Duels lost,Goal Assists,Successful Lay-offs,Total Fouls Conceded,Successful Short Passes,Games Played,Unsuccessful Dribbles,Appearances,Unsuccessful Passes Own Half,Unsuccessful Crosses open play,Total Shots,Total Passes,Unsuccessful Short Passes,Successful Fifty Fifty,Aerial Duels won,Aerial Duels lost,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Throw Ins to Own Player,Time Played,Yellow Cards,Substitute Off,Duels won,Unsuccessful Passes Opposition Half,Goals Conceded,Successful Passes Opposition Half,Unsuccessful Crosses & Corners,Successful Long Passes,Blocks,Total Clearances,Successful Open Play Passes,Shots Off Target (inc woodwork),Corners Won,Tackles Lost,Foul Attempted Tackle,Index,Goals Conceded Inside Box,Recoveries,Key Passes (Attempt Assists),PutThrough/Blocked Distribution Won,Touches,Aerial Duels,Unsuccessful Long Passes,Tackles Won,Ground Duels won,Ground Duels lost,Assists (Intentional),Leftside Passes,Successful Passes Own Half,PutThrough/Blocked Distribution,Total Touches In Opposition Box,Home Goals,Away Goals,Winning Goal,Throw Ins to Opposition Player,Blocked Shots,Second Goal Assists,Unsuccessful lay-offs,Corners Taken (incl short corners),Right Foot Goals,Goals from Inside Box,Penalties Taken,Successful Corners into Box,Goals from Outside Box,Through balls,Goals,Attempts from Set Pieces,Shots On Target ( inc goals ),Unsuccessful Corners into Box,Offsides,Successful Crosses & Corners,Clean Sheets,Hit Woodwork,Clearances Off the Line,Successful Crosses open play,Left Foot Goals,Successful Launches,Handballs conceded,Foul Won Penalty,Red Cards - 2nd Yellow,Total Red Cards,Last Man Tackle,GK Successful Distribution,Headed Goals,Punches,Saves Made from Outside Box,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Saves made - parried,Goalkeeper Smother,Catches,Saves Made,Crosses not Claimed,Drops,Penalty Goals,Straight Red Cards,Penalty Goals Conceded,Own Goal Scored,Penalties Conceded,Penalties Faced,Overruns,Goal Kicks,Penalties Saved,Saves from Penalty,Set Pieces Goals,Penalties Off Target,Carries,Progressive Carries,Final Third Touches,Goals Openplay,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Last Player Tackle,Total Big Chances Saved,Other Goals
USA_MLS,2020,Atlanta United FC,9i90uqmmz5zmi5m9tod2yse7d,Mohammed Adams,Midfielder,29,148.0,16.0,68.0,4.0,4.0,9.0,76.0,83.0,47.0,9.0,23.0,91.0,103.0,6.0,12.0,1.0,10.0,48.0,1.0,1.0,25.0,371.0,13.0,3.0,13.0,13.0,1.0,1.0,443.0,33.0,6.0,2.0,6.0,396.0,434.0,2.0,778.0,3.0,5.0,43.0,35.0,12.0,181.0,1.0,25.0,3.0,2.0,387.0,1.0,2.0,11.0,17.0,21.0,11.0,54.0,3.0,8.0,556.0,8.0,14.0,12.0,41.0,42.0,1.0,124.0,215.0,18.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Atlanta United FC,9crw9og5xe70mc0m1etggpdk9,E. Barco,Midfielder,8,191.0,12.0,140.0,2.0,4.0,11.0,164.0,132.0,77.0,31.0,10.0,137.0,127.0,47.0,29.0,2.0,2.0,51.0,2.0,14.0,8.0,446.0,15.0,17.0,15.0,9.0,5.0,21.0,546.0,70.0,9.0,,5.0,469.0,527.0,12.0,1034.0,3.0,4.0,86.0,95.0,19.0,352.0,27.0,23.0,,1.0,453.0,7.0,5.0,3.0,7.0,56.0,17.0,47.0,14.0,9.0,789.0,5.0,7.0,7.0,86.0,46.0,2.0,88.0,119.0,14.0,25.0,1.0,1.0,0.0,1.0,10.0,1.0,1.0,20.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,9.0,14.0,18.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Atlanta United FC,61zjhp2dn7uy819kdei4qqqga,G. Bello,Defender,21,285.0,21.0,196.0,12.0,1.0,19.0,220.0,160.0,101.0,39.0,50.0,188.0,227.0,23.0,26.0,1.0,18.0,79.0,1.0,,12.0,616.0,20.0,16.0,20.0,40.0,30.0,6.0,743.0,80.0,9.0,10.0,18.0,642.0,731.0,115.0,1648.0,2.0,6.0,109.0,91.0,26.0,329.0,30.0,26.0,4.0,10.0,630.0,4.0,9.0,18.0,6.0,57.0,25.0,89.0,6.0,11.0,1175.0,28.0,21.0,32.0,99.0,61.0,1.0,35.0,318.0,29.0,30.0,0.0,1.0,0.0,17.0,2.0,,,,,1.0,,,,,1.0,,2.0,,1.0,5.0,4.0,1.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Atlanta United FC,ebhq4fl7e2p1zwhwpeu65a4iy,G. Campbell,Defender,32,3.0,,2.0,1.0,1.0,,8.0,4.0,7.0,1.0,1.0,4.0,18.0,,,1.0,1.0,3.0,,,2.0,33.0,1.0,,1.0,2.0,,,43.0,5.0,,,,36.0,43.0,1.0,46.0,,,1.0,5.0,1.0,14.0,,3.0,2.0,2.0,36.0,,,1.0,1.0,63.0,,1.0,,,52.0,,2.0,,1.0,3.0,,20.0,22.0,1.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Atlanta United FC,bhihqkknr89j9ygk9aj2gnoph,E. Castillo,Defender,19,37.0,1.0,21.0,2.0,3.0,1.0,23.0,18.0,15.0,,7.0,20.0,22.0,2.0,3.0,1.0,1.0,7.0,,1.0,2.0,68.0,4.0,,4.0,2.0,1.0,1.0,84.0,11.0,1.0,1.0,1.0,69.0,84.0,6.0,145.0,,2.0,13.0,14.0,1.0,33.0,1.0,1.0,,4.0,69.0,,2.0,2.0,1.0,58.0,,8.0,,3.0,129.0,2.0,4.0,5.0,12.0,6.0,,4.0,37.0,4.0,6.0,0.0,0.0,0.0,,1.0,,,,,,,,,1.0,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Atlanta United FC,81ct2eg33vpg3xd0d724ju7kl,M. Castro,Midfielder,15,18.0,3.0,21.0,1.0,7.0,3.0,41.0,32.0,16.0,7.0,8.0,43.0,11.0,7.0,2.0,1.0,1.0,22.0,,2.0,7.0,42.0,10.0,4.0,10.0,5.0,4.0,5.0,59.0,14.0,1.0,4.0,7.0,43.0,57.0,4.0,257.0,,3.0,21.0,15.0,4.0,28.0,4.0,1.0,,,41.0,3.0,1.0,4.0,5.0,22.0,3.0,11.0,2.0,1.0,118.0,11.0,2.0,4.0,17.0,15.0,,9.0,15.0,5.0,13.0,0.0,0.0,0.0,,2.0,,1.0,1.0,,,,,,,,,2.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Atlanta United FC,evk0esdocrzt5zxqmv4ostdcl,J. Damm,Midfielder,22,20.0,13.0,52.0,1.0,7.0,7.0,107.0,58.0,38.0,20.0,6.0,72.0,36.0,5.0,17.0,1.0,4.0,36.0,3.0,1.0,5.0,165.0,14.0,12.0,14.0,11.0,28.0,4.0,205.0,36.0,3.0,8.0,6.0,167.0,205.0,,635.0,1.0,8.0,36.0,55.0,11.0,113.0,28.0,2.0,,1.0,167.0,3.0,15.0,3.0,3.0,23.0,10.0,38.0,8.0,3.0,336.0,14.0,2.0,3.0,28.0,30.0,3.0,97.0,60.0,15.0,37.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,,,,,,,1.0,,,1.0,,2.0,6.0,,,,6.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Atlanta United FC,5tz98dy8lh2p8a7mq3x9uagnp,F. Escobar,Defender,2,103.0,22.0,139.0,20.0,,16.0,220.0,149.0,145.0,23.0,40.0,197.0,281.0,24.0,20.0,1.0,31.0,92.0,1.0,2.0,24.0,644.0,16.0,5.0,16.0,51.0,14.0,6.0,882.0,91.0,7.0,22.0,26.0,737.0,856.0,57.0,1376.0,7.0,2.0,105.0,108.0,16.0,275.0,14.0,93.0,7.0,19.0,711.0,6.0,2.0,18.0,16.0,85.0,15.0,100.0,3.0,10.0,1207.0,48.0,54.0,22.0,83.0,66.0,,359.0,468.0,21.0,19.0,0.0,0.0,0.0,10.0,1.0,1.0,,,,,,,,,,,,,,6.0,6.0,,,6.0,,6.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Atlanta United FC,ecp53k8d0t7yczah3aebn0yne,J. Gallagher,Forward,26,71.0,27.0,85.0,,5.0,11.0,132.0,78.0,62.0,20.0,9.0,101.0,51.0,24.0,9.0,,7.0,54.0,,5.0,11.0,175.0,16.0,11.0,16.0,13.0,16.0,9.0,244.0,58.0,10.0,6.0,17.0,182.0,233.0,2.0,982.0,,8.0,47.0,75.0,14.0,144.0,26.0,7.0,2.0,3.0,171.0,2.0,11.0,6.0,5.0,68.0,14.0,36.0,12.0,7.0,420.0,23.0,4.0,3.0,41.0,37.0,,37.0,54.0,21.0,37.0,2.0,2.0,1.0,2.0,4.0,,1.0,18.0,1.0,4.0,,8.0,,,4.0,,7.0,6.0,7.0,16.0,1.0,,,7.0,2.0,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Atlanta United FC,26r7731d42flwc6ikxb90jxlh,B. Guzan,Goalkeeper,1,206.0,,,95.0,,23.0,194.0,3.0,187.0,,1.0,10.0,436.0,2.0,,3.0,1.0,3.0,,,1.0,423.0,23.0,,23.0,90.0,,,825.0,8.0,,5.0,2.0,638.0,590.0,,2070.0,1.0,,7.0,97.0,30.0,60.0,,215.0,,14.0,461.0,,,,1.0,58.0,27.0,194.0,,,1033.0,7.0,179.0,1.0,2.0,1.0,,183.0,578.0,2.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,6.0,,,,,39.0,,,,,1.0,234.0,,4.0,24.0,35.0,5.0,23.0,16.0,3.0,10.0,59.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
