liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Successful Launches,Goals,Open Play Passes,Corners Won,Times Tackled,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Total Red Cards,Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Straight Red Cards,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Winning Goal,Right Foot Goals,Red Cards - 2nd Yellow,Goals from Outside Box,Headed Goals,Throw Ins to Opposition Player,Unsuccessful lay-offs,Foul Won Penalty,Penalties Taken,Penalty Goals,GK Successful Distribution,Attempts from Set Pieces,Saves Made,Penalties Conceded,Punches,Penalties Saved,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Clean Sheets,Second Goal Assists,Clearances Off the Line,Last Man Tackle,Own Goal Scored,Crosses not Claimed,Set Pieces Goals,Other Goals,Penalties Off Target,Home Goals,Away Goals
USA_USL_Championship,2020,Loudoun United FC,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,Forward,7,,,724.0,,,3.0,,4.0,329.0,2.0,20.0,51.0,,116.0,5.0,6.0,23.0,12.0,14.0,2.0,17.0,125.0,140.0,31.0,57.0,2.0,336.0,7.0,30.0,18.0,223.0,17.0,20.0,80.0,,110.0,6.0,,54.0,2.0,71.0,10.0,16.0,26.0,518.0,,10.0,17.0,3.0,115.0,93.0,21.0,10.0,88.0,6.0,33.0,,7.0,,33.0,9.0,165.0,7.0,19.0,1.0,,10.0,,3.0,,,60.0,82.0,3.0,251.0,256.0,50.0,,2.0,19.0,77.0,12.0,13.0,55.0,1.0,3.0,,1.0,,,,1.0,3.0,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Loudoun United FC,asop7wf4w05agzeq52mlm4sbu,K. Amoustapha,Forward,12,15.0,5.0,712.0,,1.0,,1.0,3.0,134.0,8.0,36.0,34.0,3.0,67.0,,3.0,2.0,9.0,4.0,,20.0,134.0,31.0,13.0,38.0,,135.0,4.0,25.0,30.0,91.0,17.0,12.0,40.0,,25.0,15.0,,51.0,6.0,38.0,8.0,16.0,4.0,328.0,,9.0,19.0,,117.0,35.0,53.0,10.0,53.0,8.0,4.0,3.0,6.0,,4.0,23.0,141.0,1.0,17.0,1.0,15.0,9.0,,,,,68.0,41.0,3.0,94.0,95.0,24.0,1.0,,9.0,88.0,4.0,4.0,49.0,0.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Loudoun United FC,1bzabfgp5kbkdrl2q7cbh3qad,P. Doue,Defender,3,14.0,5.0,530.0,38.0,4.0,1.0,3.0,,200.0,,11.0,39.0,7.0,73.0,20.0,2.0,24.0,4.0,1.0,1.0,8.0,115.0,58.0,20.0,53.0,,201.0,3.0,12.0,5.0,116.0,12.0,1.0,77.0,,48.0,7.0,,62.0,1.0,38.0,6.0,15.0,29.0,359.0,,10.0,8.0,3.0,56.0,106.0,6.0,10.0,47.0,,8.0,7.0,6.0,,18.0,4.0,82.0,10.0,13.0,,14.0,10.0,,,,,27.0,8.0,,123.0,124.0,26.0,,,14.0,35.0,6.0,8.0,29.0,0.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
USA_USL_Championship,2020,Loudoun United FC,5lfsx6h5cktgy9mbk5hg6mt0q,J. Dengler,Defender,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Loudoun United FC,1t10ey55ce6oklne0h9vhh5d6,J. Fawole,Forward,21,2.0,3.0,612.0,1.0,3.0,6.0,1.0,1.0,117.0,3.0,16.0,34.0,,49.0,1.0,1.0,3.0,3.0,4.0,2.0,23.0,86.0,26.0,6.0,41.0,2.0,119.0,5.0,9.0,10.0,70.0,12.0,11.0,44.0,,28.0,5.0,,41.0,3.0,21.0,7.0,8.0,5.0,240.0,,10.0,6.0,1.0,64.0,30.0,32.0,10.0,58.0,7.0,5.0,,24.0,,18.0,6.0,105.0,4.0,14.0,,2.0,10.0,,1.0,,,24.0,27.0,1.0,73.0,75.0,41.0,,,5.0,47.0,1.0,3.0,40.0,0.0,1.0,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Loudoun United FC,1xta1z2f7yq8bdl2grpffecmi,M. Ferrin,Midfielder,16,1.0,,271.0,,2.0,,,,81.0,,5.0,24.0,,41.0,2.0,,4.0,,3.0,,11.0,40.0,19.0,4.0,19.0,,83.0,4.0,4.0,8.0,59.0,6.0,5.0,23.0,,21.0,3.0,,19.0,1.0,9.0,4.0,5.0,5.0,136.0,,6.0,3.0,2.0,30.0,31.0,8.0,10.0,20.0,2.0,1.0,,8.0,,,2.0,41.0,,6.0,,1.0,6.0,,1.0,1.0,,10.0,7.0,,58.0,60.0,11.0,,,3.0,21.0,1.0,4.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Loudoun United FC,f0wu69xff8o7zf45ad5v67jvu,R. Fuentes,Midfielder,43,1.0,,53.0,1.0,2.0,,1.0,,18.0,,2.0,4.0,,9.0,1.0,,1.0,,,,,9.0,9.0,,,,19.0,,2.0,1.0,17.0,1.0,,1.0,,3.0,,,2.0,,2.0,,,1.0,31.0,1.0,2.0,1.0,,8.0,4.0,2.0,10.0,1.0,,1.0,,,,,1.0,8.0,,1.0,,2.0,2.0,1.0,,,,7.0,8.0,,17.0,18.0,,,,,7.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Loudoun United FC,8t43vqt12hcoivh1j9q3rytt6,T. Gabarra,Midfielder,28,9.0,2.0,510.0,43.0,2.0,,3.0,,224.0,3.0,14.0,61.0,2.0,80.0,9.0,2.0,12.0,5.0,2.0,1.0,11.0,85.0,113.0,9.0,27.0,2.0,230.0,4.0,3.0,11.0,182.0,12.0,4.0,39.0,1.0,54.0,4.0,,39.0,,41.0,6.0,12.0,13.0,380.0,3.0,8.0,1.0,,47.0,89.0,6.0,10.0,31.0,2.0,9.0,1.0,5.0,,6.0,5.0,64.0,2.0,13.0,,13.0,8.0,2.0,,1.0,,22.0,26.0,,185.0,191.0,17.0,,,6.0,33.0,3.0,6.0,25.0,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Loudoun United FC,cck9l8jgv8i7ydhfqu0nz68rt,M. Gamble,Forward,10,3.0,2.0,924.0,13.0,1.0,3.0,4.0,,346.0,7.0,42.0,79.0,3.0,149.0,1.0,,14.0,10.0,3.0,1.0,5.0,189.0,117.0,10.0,89.0,2.0,366.0,4.0,5.0,19.0,244.0,18.0,10.0,103.0,2.0,77.0,11.0,1.0,98.0,3.0,63.0,11.0,23.0,17.0,567.0,6.0,12.0,3.0,,111.0,142.0,29.0,10.0,52.0,7.0,19.0,,21.0,1.0,2.0,18.0,118.0,3.0,19.0,,12.0,12.0,4.0,1.0,,1.0,61.0,68.0,,244.0,263.0,7.0,1.0,,5.0,66.0,5.0,7.0,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Loudoun United FC,6z4eha1ejqruj39ddvzvy0ju2,J. Garay,Midfielder,24,,,667.0,,2.0,,4.0,,485.0,2.0,7.0,55.0,9.0,158.0,6.0,1.0,27.0,10.0,,1.0,7.0,86.0,304.0,12.0,37.0,2.0,517.0,2.0,4.0,6.0,405.0,16.0,,64.0,7.0,150.0,6.0,,48.0,,37.0,7.0,13.0,25.0,614.0,15.0,9.0,4.0,2.0,43.0,126.0,1.0,10.0,28.0,,48.0,,4.0,,6.0,4.0,56.0,8.0,17.0,,9.0,9.0,6.0,,,1.0,21.0,186.0,,425.0,453.0,13.0,1.0,,9.0,28.0,3.0,9.0,22.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
USA_USL_Championship,2020,Loudoun United FC,bim3kkegc9iw1n9a4glxdqlwq,D. Gomez,Midfielder,56,,,72.0,,2.0,,2.0,,60.0,,,2.0,,10.0,8.0,,16.0,2.0,,,3.0,21.0,31.0,,4.0,,61.0,,1.0,2.0,35.0,,,20.0,,19.0,1.0,,10.0,,3.0,,4.0,10.0,71.0,,2.0,,1.0,4.0,38.0,1.0,10.0,2.0,,6.0,,,,,,7.0,1.0,,,,2.0,,,,,2.0,2.0,,40.0,41.0,3.0,,,,5.0,,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Loudoun United FC,1xvyljm0mb6oxmaq7kdhr4222,L. Gordon,Goalkeeper,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Loudoun United FC,cc7auv8d89ohifqg7qwz62mwa,J. Greene,Defender,33,7.0,2.0,661.0,66.0,1.0,,2.0,,290.0,3.0,13.0,36.0,4.0,130.0,11.0,1.0,24.0,10.0,1.0,1.0,15.0,111.0,111.0,15.0,42.0,2.0,303.0,,5.0,8.0,225.0,17.0,1.0,66.0,,77.0,5.0,,53.0,1.0,44.0,7.0,16.0,20.0,493.0,,8.0,2.0,1.0,53.0,135.0,4.0,10.0,35.0,,12.0,4.0,8.0,,4.0,9.0,72.0,14.0,18.0,,7.0,8.0,,1.0,,,22.0,55.0,,224.0,237.0,19.0,,,11.0,37.0,4.0,2.0,31.0,0.0,,,,,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Loudoun United FC,7g00qtxessjsu4legxzk1e2fp,G. Gómez,Midfielder,13,,,51.0,,2.0,,,,15.0,,1.0,1.0,2.0,10.0,,,,1.0,,,3.0,11.0,1.0,,6.0,,15.0,,2.0,1.0,9.0,2.0,,6.0,2.0,3.0,2.0,,5.0,,3.0,,2.0,2.0,28.0,3.0,2.0,1.0,,5.0,10.0,1.0,10.0,3.0,,,,2.0,,,,8.0,,2.0,,1.0,2.0,1.0,,,,2.0,1.0,,9.0,9.0,3.0,,,,5.0,,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Loudoun United FC,2r46dy0lmb3dkws1elpdo63ca,T. Ku-DiPietro,Midfielder,17,7.0,1.0,456.0,3.0,5.0,1.0,1.0,1.0,147.0,3.0,16.0,31.0,3.0,61.0,4.0,1.0,12.0,7.0,1.0,1.0,7.0,96.0,45.0,12.0,41.0,2.0,156.0,3.0,3.0,15.0,94.0,11.0,2.0,53.0,1.0,36.0,9.0,,47.0,2.0,28.0,4.0,13.0,16.0,267.0,3.0,9.0,,,59.0,65.0,16.0,10.0,35.0,1.0,9.0,1.0,8.0,,,6.0,66.0,2.0,12.0,,10.0,9.0,1.0,,,,24.0,24.0,1.0,96.0,103.0,7.0,,3.0,10.0,31.0,2.0,4.0,35.0,0.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Loudoun United FC,4dlalj3vbf8mlytbkox94yhg5,S. Lefebvre,Goalkeeper,40,,,540.0,,,,8.0,,85.0,,,,,15.0,19.0,,51.0,,,2.0,,55.0,92.0,,1.0,2.0,159.0,,,,82.0,11.0,,52.0,,32.0,,,35.0,,63.0,6.0,,17.0,246.0,,6.0,,,1.0,91.0,,10.0,2.0,,25.0,,1.0,,2.0,,3.0,5.0,13.0,,,6.0,,,,,1.0,36.0,,52.0,107.0,2.0,,,,1.0,,,,0.0,,,,,,,,,,79.0,,35.0,,3.0,,1.0,1.0,,11.0,10.0,24.0,2.0,,,12.0,,,,,,,,,,,
USA_USL_Championship,2020,Loudoun United FC,8co2xq5prdbndukscry8w7nfu,A. Lundegard,Defender,36,,,387.0,,2.0,,3.0,,206.0,1.0,1.0,19.0,,43.0,11.0,,32.0,1.0,,1.0,9.0,56.0,121.0,8.0,19.0,,215.0,2.0,3.0,1.0,139.0,7.0,,51.0,,69.0,1.0,1.0,24.0,1.0,29.0,5.0,3.0,27.0,273.0,,7.0,2.0,3.0,20.0,103.0,,10.0,18.0,,25.0,,4.0,,5.0,,34.0,19.0,8.0,,,7.0,,1.0,,,7.0,24.0,,155.0,164.0,14.0,,,3.0,16.0,5.0,6.0,13.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,
USA_USL_Championship,2020,Loudoun United FC,59lwxugpehgpevbqui1xpv3vu,N. Martinez,Defender,14,2.0,,528.0,4.0,2.0,1.0,3.0,,302.0,,3.0,51.0,2.0,109.0,6.0,,35.0,3.0,1.0,1.0,2.0,83.0,161.0,5.0,32.0,,335.0,2.0,7.0,1.0,233.0,11.0,2.0,67.0,1.0,94.0,7.0,1.0,61.0,1.0,27.0,6.0,10.0,13.0,406.0,8.0,8.0,6.0,2.0,36.0,113.0,3.0,10.0,23.0,1.0,35.0,,10.0,,7.0,,45.0,9.0,12.0,,7.0,8.0,5.0,,,,20.0,77.0,,239.0,268.0,9.0,,,2.0,22.0,3.0,11.0,16.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Loudoun United FC,e9shind4h8y8q9j18k7tiwmzu,T. Mehl,Defender,29,,,750.0,1.0,1.0,,3.0,,386.0,1.0,2.0,18.0,,88.0,15.0,1.0,57.0,4.0,,2.0,2.0,91.0,228.0,6.0,27.0,2.0,400.0,2.0,11.0,3.0,268.0,19.0,1.0,84.0,,64.0,1.0,1.0,62.0,1.0,38.0,9.0,5.0,22.0,495.0,,10.0,7.0,4.0,37.0,184.0,2.0,10.0,31.0,1.0,48.0,,11.0,,12.0,2.0,51.0,29.0,21.0,,,10.0,,,,,18.0,134.0,,305.0,316.0,14.0,,,5.0,20.0,1.0,19.0,19.0,0.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Loudoun United FC,e6kvx4jytfzr9rxfdnuut0oru,J. Mennell,Goalkeeper,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Loudoun United FC,4ca9qjztb1iiushu85f1lj0iy,C. Miller,Goalkeeper,99,,,630.0,,,,6.0,,147.0,,,,,10.0,26.0,,53.0,,,,,56.0,153.0,,2.0,,218.0,,1.0,,125.0,15.0,,55.0,,43.0,,,29.0,,74.0,7.0,,26.0,317.0,,7.0,1.0,,2.0,123.0,,10.0,5.0,,38.0,,1.0,,4.0,,6.0,16.0,15.0,,,7.0,,,,,1.0,52.0,,108.0,163.0,4.0,,,,1.0,,1.0,1.0,0.0,,,,,,,,,,92.0,,28.0,1.0,12.0,2.0,1.0,1.0,5.0,10.0,7.0,18.0,2.0,2.0,,11.0,1.0,,,,,,,,,,
USA_USL_Championship,2020,Loudoun United FC,ahmhm5gz6s0uukn3do24jp7u,E. Momoh,Midfielder,27,3.0,,66.0,7.0,5.0,,,,39.0,,,14.0,,16.0,,,,,,,1.0,16.0,15.0,1.0,8.0,,39.0,,3.0,,29.0,,,8.0,,3.0,,,8.0,,6.0,,2.0,3.0,62.0,,5.0,3.0,,4.0,13.0,,10.0,1.0,,2.0,,,,,,5.0,2.0,,,3.0,5.0,,,,,3.0,9.0,,31.0,31.0,1.0,,,1.0,4.0,,3.0,1.0,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
