liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Successful Launches,Goals,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Penalties Taken,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Penalty Goals,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Penalties Conceded,Own Goal Scored,Clearances Off the Line,Headed Goals,Total Red Cards,Straight Red Cards,Saves Made,GK Successful Distribution,Crosses not Claimed,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Foul Won Penalty,Set Pieces Goals,Penalties Saved,Saves from Penalty,Last Man Tackle,Red Cards - 2nd Yellow,Penalties Off Target,Other Goals,Second Goal Assists,Penalty Goals Conceded,Times Tackled,Home Goals,Away Goals,Winning Goal
USA_MLS,2016,Houston Dynamo FC,9qjtctagf147jg0c5mk53bb9x,E. Alexander,Midfielder,6,3.0,,1374.0,5.0,7.0,6.0,,,,772.0,1.0,133.0,,333.0,9.0,1.0,34.0,8.0,2.0,3.0,6.0,154.0,361.0,19.0,58.0,786.0,3.0,14.0,8.0,641.0,17.0,3.0,92.0,,201.0,8.0,66.0,,,90.0,15.0,12.0,30.0,944.0,2.0,22.0,11.0,2.0,84.0,,238.0,5.0,36.0,43.0,1.0,,53.0,,8.0,8.0,4.0,98.0,10.0,20.0,,4.0,22.0,1.0,,,,49.0,214.0,,,681.0,694.0,14.0,3.0,,,,,15.0,55.0,4.0,16.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Houston Dynamo FC,cfucb8do9rkxdk9381cinmqd,J. Anibaba,Defender,2,43.0,1.0,2614.0,137.0,2.0,,18.0,,,965.0,11.0,110.0,16.0,357.0,76.0,4.0,148.0,19.0,5.0,5.0,41.0,439.0,366.0,65.0,126.0,981.0,,27.0,3.0,637.0,35.0,9.0,274.0,,200.0,21.0,237.0,3.0,55.0,112.0,28.0,37.0,80.0,1592.0,,30.0,13.0,16.0,144.0,,494.0,31.0,40.0,130.0,4.0,,70.0,16.0,8.0,54.0,5.0,239.0,73.0,40.0,,43.0,30.0,,,,1.0,68.0,177.0,,,695.0,707.0,95.0,7.0,,1.0,,,44.0,109.0,21.0,62.0,76.0,1.0,,1.0,,,,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Houston Dynamo FC,dargxcr3ikk73hnqxclpe6or9,Y. Arboleda,Midfielder,28,1.0,,62.0,,,,,,,23.0,,10.0,,10.0,1.0,,1.0,,1.0,,,18.0,7.0,1.0,6.0,24.0,1.0,,1.0,17.0,,1.0,7.0,,,,6.0,,,6.0,1.0,2.0,2.0,40.0,,1.0,,,8.0,,5.0,1.0,21.0,3.0,,,,,1.0,,3.0,8.0,,,,1.0,1.0,,,,,5.0,9.0,,,16.0,17.0,,,,,,,,5.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Houston Dynamo FC,ba0arukvcwn1gagiglyxqz5jp,G. Barnes,Midfielder,10,38.0,7.0,1807.0,15.0,3.0,5.0,3.0,6.0,4.0,465.0,29.0,112.0,16.0,266.0,3.0,1.0,11.0,13.0,24.0,2.0,46.0,284.0,101.0,17.0,127.0,489.0,8.0,27.0,9.0,331.0,26.0,43.0,138.0,2.0,135.0,21.0,160.0,8.0,1.0,56.0,21.0,22.0,19.0,839.0,4.0,24.0,11.0,2.0,143.0,2.0,160.0,46.0,52.0,113.0,19.0,6.0,20.0,11.0,33.0,55.0,26.0,244.0,20.0,28.0,2.0,41.0,24.0,1.0,3.0,2.0,1.0,85.0,82.0,4.0,,328.0,351.0,101.0,2.0,1.0,2.0,,,13.0,131.0,4.0,12.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Houston Dynamo FC,1knx6w8nx8sd81peciwtes3x1,D. Beasley,Defender,7,14.0,1.0,1979.0,179.0,,1.0,11.0,1.0,1.0,856.0,7.0,144.0,7.0,400.0,32.0,1.0,57.0,14.0,1.0,5.0,22.0,306.0,343.0,62.0,109.0,902.0,7.0,15.0,14.0,689.0,25.0,5.0,166.0,,305.0,10.0,116.0,,55.0,116.0,24.0,41.0,64.0,1498.0,,24.0,6.0,4.0,168.0,,388.0,25.0,66.0,149.0,4.0,,47.0,7.0,49.0,24.0,15.0,214.0,43.0,30.0,,14.0,24.0,,,,,43.0,65.0,1.0,,695.0,736.0,46.0,5.0,1.0,,,,43.0,65.0,19.0,55.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Houston Dynamo FC,1612zaoj1lx3v08ko4tdl1vxl,C. Brown,Goalkeeper,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Houston Dynamo FC,62q2795zcocwjl1ugo6wayqj9,K. Brown,Defender,30,,,285.0,2.0,1.0,,3.0,,,82.0,,9.0,1.0,12.0,3.0,,8.0,1.0,1.0,,7.0,29.0,56.0,4.0,12.0,87.0,,2.0,,61.0,3.0,1.0,20.0,,25.0,1.0,9.0,,1.0,12.0,3.0,3.0,11.0,124.0,,4.0,,1.0,8.0,,39.0,1.0,86.0,7.0,,,6.0,1.0,,3.0,,18.0,9.0,3.0,,,4.0,,,1.0,,4.0,14.0,,,65.0,67.0,10.0,1.0,,,,,4.0,11.0,,9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Houston Dynamo FC,dut4jl28mnzev74hm4pc9s2j9,W. Bruin,Forward,12,12.0,5.0,1554.0,,13.0,11.0,,4.0,2.0,335.0,18.0,71.0,1.0,205.0,1.0,1.0,1.0,11.0,23.0,3.0,47.0,232.0,48.0,6.0,107.0,360.0,12.0,22.0,9.0,244.0,21.0,45.0,108.0,,98.0,18.0,108.0,14.0,,42.0,18.0,21.0,12.0,627.0,,31.0,4.0,1.0,106.0,,87.0,94.0,31.0,66.0,22.0,,8.0,1.0,24.0,31.0,13.0,184.0,9.0,24.0,2.0,12.0,31.0,,,2.0,2.0,71.0,104.0,4.0,,227.0,252.0,78.0,3.0,1.0,2.0,,1.0,4.0,118.0,2.0,5.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Houston Dynamo FC,8i548jt5cee1vc5woeh5zmmz9,R. Clark,Midfielder,13,6.0,1.0,2551.0,3.0,3.0,9.0,3.0,4.0,3.0,944.0,11.0,120.0,1.0,452.0,14.0,4.0,40.0,24.0,12.0,4.0,42.0,270.0,334.0,65.0,131.0,956.0,6.0,51.0,8.0,718.0,33.0,25.0,171.0,,283.0,14.0,141.0,18.0,,110.0,29.0,36.0,36.0,1393.0,,32.0,30.0,16.0,200.0,2.0,319.0,39.0,59.0,142.0,13.0,,67.0,1.0,27.0,42.0,14.0,284.0,48.0,37.0,1.0,6.0,32.0,,3.0,2.0,1.0,100.0,234.0,2.0,,774.0,785.0,84.0,7.0,,2.0,,2.0,42.0,142.0,23.0,70.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Houston Dynamo FC,tyov0w4vvjp4v8w9rw4fl9zp,Alex,Midfielder,14,28.0,4.0,2476.0,3.0,1.0,4.0,4.0,5.0,,1154.0,13.0,174.0,12.0,578.0,19.0,8.0,55.0,21.0,24.0,5.0,38.0,372.0,377.0,87.0,169.0,1167.0,5.0,40.0,22.0,878.0,35.0,35.0,224.0,1.0,271.0,20.0,205.0,7.0,,217.0,29.0,41.0,53.0,1655.0,8.0,30.0,29.0,5.0,291.0,1.0,422.0,49.0,52.0,193.0,11.0,,65.0,11.0,55.0,30.0,18.0,359.0,18.0,40.0,5.0,34.0,30.0,6.0,2.0,,2.0,128.0,300.0,4.0,,931.0,943.0,68.0,4.0,,2.0,,3.0,71.0,166.0,16.0,35.0,163.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Houston Dynamo FC,7aq775owdtnqe0p1k0qab2qc5,T. Deric,Goalkeeper,1,,,772.0,,,,25.0,,,84.0,,,,49.0,74.0,,152.0,,,,,158.0,32.0,1.0,,233.0,1.0,2.0,,24.0,6.0,,152.0,,8.0,,141.0,,,88.0,10.0,,11.0,323.0,,10.0,1.0,,4.0,,211.0,,100.0,5.0,,,57.0,,1.0,3.0,,7.0,7.0,6.0,,,10.0,,,,,2.0,14.0,,,37.0,81.0,3.0,4.0,,,,,1.0,2.0,,4.0,2.0,1.0,,,,2.0,2.0,32.0,39.0,,4.0,,2.0,9.0,10.0,14.0,21.0,,3.0,51.0,,,,,,,,,,,,,,
USA_MLS,2016,Houston Dynamo FC,79xw5l1zq2huxdmeod9t19nmd,J. Escalante,Midfielder,23,1.0,,109.0,,2.0,1.0,,,,20.0,1.0,8.0,3.0,12.0,,,,1.0,,1.0,,23.0,5.0,2.0,6.0,20.0,1.0,1.0,1.0,14.0,1.0,1.0,6.0,1.0,3.0,4.0,9.0,1.0,,4.0,1.0,1.0,2.0,51.0,3.0,3.0,1.0,,14.0,,8.0,5.0,91.0,5.0,1.0,,,1.0,2.0,,4.0,14.0,,2.0,,5.0,3.0,2.0,,,,9.0,1.0,,,14.0,14.0,,,,,,,2.0,9.0,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
