liga,temporada,equipo,id,nombre,posicion,dorsal,Duels lost,Tackles Lost,Total Clearances,Aerial Duels won,Yellow Cards,Time Played,Unsuccessful Short Passes,Throw Ins to Own Player,Goals Conceded Outside Box,Assists (Intentional),Unsuccessful Dribbles,Forward Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Foul Attempted Tackle,Unsuccessful Passes Opposition Half,Tackles Won,Blocked Shots,Successful Passes Own Half,Substitute On,Key Passes (Attempt Assists),Goals Conceded Inside Box,Substitute Off,Total Fouls Won,Successful Crosses & Corners,Successful Dribbles,Recoveries,Overruns,Throw Ins to Opposition Player,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Leftside Passes,Total Fouls Conceded,Goals Conceded,PutThrough/Blocked Distribution,Duels,Starts,Unsuccessful Launches,Through balls,Aerial Duels lost,Aerial Duels,Total Shots,Total Losses Of Possession,Successful Open Play Passes,Times Tackled,Ground Duels,Successful Crosses open play,Penalty Goals Conceded,Goal Assists,Appearances,Unsuccessful Passes Own Half,Unsuccessful Crosses & Corners,Total Touches In Opposition Box,Backward Passes,Penalties Conceded,Total Tackles,Touches,Interceptions,Successful Short Passes,Successful Passes Opposition Half,Successful Lay-offs,Successful Launches,Total Successful Passes ( Excl Crosses & Corners ) ,Unsuccessful lay-offs,Total Passes,Blocks,Open Play Passes,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Ground Duels lost,Games Played,Rightside Passes,Index,PutThrough/Blocked Distribution Won,Unsuccessful Crosses open play,Ground Duels won,Corners Won,Winning Goal,Right Foot Goals,Goals,Offsides,Left Foot Goals,Hit Woodwork,Headed Goals,Goals from Inside Box,Clean Sheets,Home Goals,Away Goals,Total Red Cards,Goal Kicks,GK Successful Distribution,Straight Red Cards,Goals from Outside Box,Attempts from Set Pieces,Clearances Off the Line,Successful Corners into Box,Foul Won Penalty,Red Cards - 2nd Yellow,Set Pieces Goals,Unsuccessful Corners into Box,Corners Taken (incl short corners),Penalties Taken,Penalty Goals,Handballs conceded,Other Goals,Own Goal Scored,Punches,Saves made - parried,Saves Made,GK Unsuccessful Distribution,Catches,Saves Made from Outside Box,Saves Made from Inside Box,Penalties Faced,Drops,Goalkeeper Smother,Saves made - caught,Last Player Tackle,Second Goal Assists,Penalties Saved,Saves from Penalty,Penalties Off Target,Crosses not Claimed
USA_USL_League_One,2024,Charlotte Independence,9jkyl8iz1bijq4nu2ac4kahg,D. Akyeampong,Defender,24,2.0,,2.0,2.0,,75.0,5.0,1.0,,,1.0,5.0,5.0,1.0,4.0,1.0,,7.0,7.0,,2.0,,2.0,,3.0,2.0,,2.0,,1.0,7.0,1.0,2.0,,10.0,,,,,2.0,2.0,9.0,16.0,1.0,8.0,,1.0,,7.0,2.0,1.0,2.0,8.0,,1.0,44.0,2.0,16.0,9.0,1.0,,16.0,,21.0,2.0,21.0,8.0,1.0,,2.0,7.0,1.0,10.0,,1.0,6.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Charlotte Independence,55n89ltajg2yu0ok36z78q32s,R. Behrmann,Defender,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Charlotte Independence,5ulmvt2y2v42prk4kdadcdyp5,K. Belmar,Forward,9,46.0,,9.0,20.0,2.0,637.0,39.0,9.0,,2.0,5.0,53.0,44.0,1.0,45.0,7.0,2.0,67.0,10.0,6.0,10.0,5.0,6.0,3.0,5.0,23.0,,,5.0,2.0,25.0,10.0,10.0,13.0,84.0,6.0,4.0,1.0,20.0,40.0,5.0,69.0,174.0,10.0,44.0,3.0,1.0,2.0,16.0,9.0,10.0,17.0,61.0,,7.0,315.0,4.0,172.0,113.0,8.0,,177.0,1.0,221.0,1.0,218.0,38.0,3.0,5.0,26.0,16.0,82.0,10.0,6.0,10.0,18.0,4.0,0.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Charlotte Independence,8rm6nz4smfio7orona6d3cb8,I. Bonus,Midfielder,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Charlotte Independence,8gm6yotwnqihxn67u5tx9m2cq,O. Ciss,Midfielder,6,61.0,6.0,24.0,12.0,4.0,1524.0,67.0,1.0,5.0,,7.0,210.0,105.0,13.0,84.0,20.0,6.0,315.0,3.0,9.0,19.0,5.0,16.0,1.0,6.0,81.0,1.0,1.0,38.0,2.0,200.0,17.0,24.0,25.0,120.0,18.0,16.0,,11.0,23.0,6.0,146.0,543.0,17.0,97.0,1.0,2.0,,21.0,26.0,5.0,15.0,93.0,,26.0,850.0,10.0,511.0,246.0,13.0,8.0,560.0,1.0,665.0,9.0,647.0,59.0,4.0,49.0,50.0,21.0,162.0,10.0,14.0,5.0,47.0,7.0,0.0,,1.0,1.0,1.0,1.0,,1.0,4.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
USA_USL_League_One,2024,Charlotte Independence,12bsi0e1s0lz5qollxqsuse6t,D. Corea,Forward,21,33.0,1.0,6.0,3.0,1.0,578.0,55.0,1.0,2.0,1.0,9.0,70.0,64.0,3.0,66.0,11.0,2.0,74.0,5.0,4.0,4.0,6.0,6.0,2.0,13.0,23.0,,,9.0,,75.0,5.0,6.0,16.0,67.0,6.0,2.0,1.0,6.0,9.0,4.0,111.0,168.0,17.0,58.0,1.0,,1.0,11.0,11.0,13.0,19.0,58.0,,12.0,344.0,1.0,160.0,101.0,9.0,2.0,173.0,1.0,237.0,,232.0,34.0,4.0,13.0,27.0,11.0,34.0,10.0,3.0,7.0,31.0,3.0,0.0,,1.0,1.0,,,1.0,1.0,,1.0,0.0,,,,,,1.0,,1.0,,,,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Charlotte Independence,3tufsrejg0sddkpj3ibf74qju,C. Dimick,Defender,17,61.0,5.0,42.0,20.0,3.0,2070.0,65.0,122.0,5.0,,8.0,288.0,132.0,4.0,113.0,9.0,3.0,439.0,,14.0,28.0,,9.0,6.0,11.0,64.0,,15.0,67.0,4.0,368.0,12.0,33.0,17.0,115.0,23.0,38.0,,19.0,39.0,6.0,188.0,724.0,13.0,76.0,6.0,3.0,,23.0,37.0,18.0,30.0,178.0,,14.0,1207.0,16.0,697.0,306.0,,6.0,739.0,,871.0,15.0,856.0,54.0,2.0,42.0,42.0,23.0,37.0,10.0,5.0,18.0,34.0,7.0,1.0,,2.0,4.0,2.0,1.0,,2.0,7.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Charlotte Independence,c7xfrcywzfkh6ysuhv3bk8fvu,R. Djédjé,Defender,7,67.0,16.0,79.0,16.0,5.0,1529.0,41.0,1.0,4.0,,3.0,269.0,89.0,18.0,47.0,27.0,,457.0,3.0,1.0,15.0,6.0,8.0,,4.0,72.0,,1.0,48.0,,208.0,33.0,19.0,29.0,138.0,17.0,31.0,,22.0,38.0,1.0,108.0,596.0,9.0,100.0,,2.0,,20.0,43.0,1.0,3.0,59.0,2.0,43.0,935.0,30.0,565.0,149.0,2.0,11.0,606.0,,695.0,16.0,685.0,71.0,1.0,41.0,45.0,20.0,159.0,10.0,17.0,1.0,55.0,1.0,0.0,,,,,,,,5.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Charlotte Independence,21ieu51sk5euvb02y0zedmt7u,S. Dutey,Defender,5,14.0,2.0,13.0,7.0,1.0,213.0,5.0,3.0,2.0,,3.0,49.0,22.0,2.0,22.0,4.0,,73.0,7.0,,7.0,,1.0,,2.0,7.0,,2.0,17.0,,11.0,6.0,9.0,2.0,30.0,2.0,6.0,,3.0,10.0,,30.0,96.0,4.0,20.0,,1.0,,9.0,2.0,2.0,5.0,22.0,,6.0,163.0,4.0,91.0,25.0,1.0,4.0,98.0,,120.0,,118.0,16.0,,7.0,11.0,9.0,38.0,10.0,,2.0,9.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Charlotte Independence,3gma44vra7c6e65mdk97jvztg,N. Gray,Midfielder,19,,,,,,1.0,,,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,1.0,1.0,,,1.0,,1.0,,1.0,,,,,1.0,,10.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
