liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Dribbles,Yellow Cards,Duels,Successful Passes Opposition Half,Total Clearances,Unsuccessful Short Passes,Goals Conceded Inside Box,GK Successful Distribution,Tackles Lost,Unsuccessful Crosses & Corners,Aerial Duels,Times Tackled,Blocked Shots,Total Shots,Throw Ins to Own Player,Forward Passes,Starts,Blocks,Shots On Target ( inc goals ),Rightside Passes,Foul Attempted Tackle,Appearances,Successful Crosses open play,Successful Launches,Total Tackles,Tackles Won,Backward Passes,Unsuccessful Long Passes,Unsuccessful Crosses open play,Total Successful Passes ( Excl Crosses & Corners ) ,Index,Total Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Passes Own Half,Clearances Off the Line,PutThrough/Blocked Distribution,Total Fouls Won,Ground Duels lost,Goals Conceded,Successful Passes Own Half,Duels lost,Shots Off Target (inc woodwork),Clean Sheets,Last Player Tackle,Ground Duels,Touches,Unsuccessful Launches,Interceptions,Successful Long Passes,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Goal Kicks,Ground Duels won,Unsuccessful Dribbles,Unsuccessful Passes Opposition Half,Aerial Duels won,Games Played,Successful Crosses & Corners,Duels won,Total Fouls Conceded,Aerial Duels lost,Substitute On,Penalty Goals Conceded,Open Play Passes,Leftside Passes,Key Passes (Attempt Assists),Time Played,Successful Short Passes,Total Losses Of Possession,Successful Open Play Passes,Recoveries,Goals Conceded Outside Box,Throw Ins to Opposition Player,Winning Goal,Goal Assists,Through balls,Left Foot Goals,Goals from Inside Box,Successful Lay-offs,Second Goal Assists,Goals from Outside Box,Goals,Successful Corners into Box,Penalties Taken,Right Foot Goals,Assists (Intentional),Unsuccessful Corners into Box,Penalty Goals,Unsuccessful lay-offs,Attempts from Set Pieces,Hit Woodwork,Substitute Off,Overruns,Corners Taken (incl short corners),Corners Won,Home Goals,Away Goals,Offsides,Saves made - caught,GK Unsuccessful Distribution,Saves Made from Inside Box,Catches,Saves Made,Saves Made from Outside Box,Punches,Handballs conceded,Penalties Conceded,Foul Won Penalty,Headed Goals,Total Red Cards,Red Cards - 2nd Yellow,Saves made - parried,Straight Red Cards,Drops,Saves from Penalty,Goalkeeper Smother,Penalties Faced,Penalties Saved,Crosses not Claimed,Own Goal Scored,Other Goals,Penalties Off Target,Set Pieces Goals
USA_MLS,2024,FC Cincinnati,oy75u5wxkw9sp25k39glwhcl,L. Acosta,Midfielder,10,93.0,7.0,472.0,987.0,5.0,327.0,36.0,,19.0,110.0,19.0,186.0,33.0,59.0,34.0,576.0,32.0,1.0,29.0,385.0,38.0,35.0,24.0,3.0,45.0,26.0,302.0,40.0,44.0,1231.0,14.0,1598.0,367.0,49.0,,91.0,58.0,257.0,45.0,305.0,267.0,30.0,7.0,,453.0,2511.0,9.0,14.0,79.0,198.0,30.0,,196.0,128.0,428.0,9.0,35.0,61.0,205.0,57.0,10.0,3.0,6.0,1455.0,335.0,103.0,2976.0,1152.0,774.0,1100.0,131.0,9.0,1.0,7.0,17.0,27.0,2.0,11.0,19.0,3.0,3.0,14.0,36.0,4.0,12.0,15.0,54.0,3.0,,13.0,,6.0,16.0,118.0,39.0,8.0,6.0,26.0,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,1.0
USA_MLS,2024,FC Cincinnati,739dnufx6izfhubwow0n1ijxm,L. Aghedo,Defender,34,,,4.0,1.0,,,,,,,1.0,,,,,3.0,,,,3.0,1.0,2.0,,,,,1.0,1.0,,7.0,10.0,8.0,1.0,,,,,3.0,,6.0,4.0,,,,3.0,10.0,,1.0,,,,,,,1.0,,2.0,,,2.0,1.0,2.0,,7.0,1.0,,6.0,7.0,2.0,6.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,FC Cincinnati,7u1kmvvgmk08p9pawrhxkqwvd,T. Anunga,Midfielder,27,14.0,3.0,154.0,291.0,11.0,65.0,26.0,,19.0,5.0,24.0,19.0,1.0,4.0,2.0,246.0,17.0,4.0,1.0,221.0,21.0,30.0,2.0,5.0,43.0,24.0,131.0,35.0,5.0,665.0,10.0,765.0,100.0,24.0,,31.0,12.0,61.0,30.0,376.0,75.0,3.0,2.0,,130.0,984.0,15.0,28.0,26.0,8.0,19.0,,69.0,4.0,81.0,10.0,30.0,2.0,79.0,30.0,14.0,13.0,2.0,756.0,167.0,5.0,1447.0,639.0,150.0,656.0,102.0,4.0,,0.0,,,,,3.0,,,,,,,,,,,,,10.0,,,6.0,,,1.0,,,,,,,,2.0,1.0,,,1.0,,,1.0,,,,,,,,,,
USA_MLS,2024,FC Cincinnati,7z9pkb01zugta9xl1bplj79w5,Y. Asad,Forward,27,15.0,2.0,126.0,355.0,9.0,119.0,15.0,,7.0,10.0,16.0,23.0,6.0,18.0,78.0,180.0,11.0,2.0,11.0,330.0,9.0,26.0,,1.0,23.0,16.0,135.0,12.0,6.0,541.0,17.0,672.0,131.0,27.0,,34.0,24.0,48.0,18.0,186.0,58.0,7.0,1.0,,110.0,977.0,5.0,9.0,25.0,41.0,17.0,,62.0,15.0,114.0,6.0,26.0,,68.0,13.0,10.0,15.0,1.0,661.0,27.0,18.0,1028.0,516.0,209.0,531.0,70.0,3.0,16.0,1.0,5.0,3.0,,3.0,7.0,,1.0,4.0,1.0,,2.0,3.0,4.0,,,,,9.0,1.0,8.0,11.0,3.0,1.0,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,
USA_MLS,2024,FC Cincinnati,c2wiaju4etayjlp12x9ba3kkp,C. Awaziem,Defender,6,2.0,4.0,76.0,228.0,24.0,32.0,10.0,,3.0,1.0,32.0,4.0,1.0,6.0,11.0,243.0,10.0,3.0,1.0,87.0,4.0,10.0,,4.0,9.0,6.0,39.0,40.0,1.0,475.0,10.0,547.0,72.0,16.0,,12.0,8.0,25.0,10.0,247.0,35.0,5.0,3.0,,44.0,653.0,19.0,7.0,40.0,10.0,8.0,,19.0,1.0,57.0,22.0,10.0,,41.0,20.0,10.0,,2.0,526.0,178.0,4.0,806.0,435.0,88.0,457.0,53.0,,1.0,0.0,2.0,2.0,,,1.0,,,,,,,1.0,,,,,,3.0,1.0,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
USA_MLS,2024,FC Cincinnati,bi8r4u9lcwsdv044kkxr1fbh1,C. Baird,Forward,11,5.0,1.0,88.0,116.0,6.0,43.0,3.0,,5.0,3.0,19.0,18.0,5.0,13.0,1.0,40.0,11.0,,8.0,64.0,7.0,23.0,,,10.0,5.0,65.0,2.0,3.0,175.0,15.0,220.0,45.0,17.0,,18.0,17.0,37.0,5.0,59.0,50.0,5.0,,,69.0,341.0,,3.0,2.0,40.0,5.0,,32.0,4.0,31.0,6.0,23.0,,38.0,12.0,13.0,12.0,2.0,217.0,51.0,12.0,952.0,173.0,83.0,172.0,32.0,2.0,,1.0,2.0,1.0,1.0,3.0,12.0,,,3.0,,,2.0,2.0,,,2.0,,2.0,10.0,1.0,,6.0,1.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,FC Cincinnati,8sydisziijh84elb8dprtlduy,N. Benalcázar,Defender,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,FC Cincinnati,bjprfeyv38xb284im3yuu3u21,A. Boupendza,Forward,9,8.0,2.0,81.0,65.0,6.0,35.0,5.0,,2.0,3.0,35.0,15.0,1.0,17.0,,32.0,5.0,2.0,9.0,28.0,5.0,14.0,,,4.0,2.0,31.0,5.0,3.0,95.0,17.0,135.0,40.0,9.0,,6.0,8.0,27.0,6.0,30.0,48.0,8.0,,,46.0,245.0,1.0,3.0,2.0,26.0,2.0,,19.0,6.0,34.0,14.0,14.0,,33.0,7.0,21.0,9.0,2.0,132.0,44.0,4.0,548.0,93.0,84.0,92.0,18.0,1.0,,0.0,1.0,,1.0,1.0,9.0,1.0,1.0,2.0,,,1.0,1.0,,,2.0,1.0,,4.0,1.0,,2.0,0.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,FC Cincinnati,8zn34nxvyoyrl30f4e84vvmga,P. Bucha,Midfielder,20,30.0,7.0,292.0,813.0,25.0,160.0,39.0,,25.0,6.0,43.0,76.0,13.0,31.0,3.0,437.0,36.0,14.0,11.0,493.0,19.0,36.0,1.0,6.0,62.0,37.0,316.0,26.0,5.0,1563.0,13.0,1749.0,186.0,58.0,,57.0,17.0,140.0,48.0,751.0,167.0,20.0,7.0,,249.0,2231.0,12.0,42.0,69.0,61.0,37.0,,109.0,33.0,134.0,16.0,36.0,1.0,125.0,29.0,27.0,,5.0,1734.0,503.0,24.0,3176.0,1494.0,325.0,1548.0,224.0,9.0,,1.0,2.0,5.0,,4.0,26.0,1.0,,4.0,,,4.0,1.0,1.0,,1.0,,1.0,9.0,1.0,1.0,12.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,FC Cincinnati,g2s7y5pviwdn8hr20cohuk4q,R. Celentano,Goalkeeper,18,,1.0,19.0,65.0,27.0,11.0,38.0,314.0,,,13.0,,,,,459.0,33.0,,,170.0,,33.0,,49.0,,,,212.0,,588.0,13.0,811.0,223.0,65.0,,2.0,6.0,3.0,45.0,523.0,3.0,,9.0,,6.0,1118.0,115.0,,128.0,,,231.0,3.0,,158.0,13.0,33.0,,16.0,,,,6.0,469.0,182.0,,2970.0,460.0,232.0,365.0,235.0,7.0,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,58.0,61.0,26.0,94.0,32.0,15.0,,,,,,,31.0,,4.0,,,6.0,,1.0,,,,
