liga,temporada,equipo,id,nombre,posicion,dorsal,PutThrough/Blocked Distribution,Tackles Won,Duels,Total Shots,Unsuccessful Launches,Goals Conceded Inside Box,Blocked Shots,Successful Passes Own Half,Handballs conceded,Goals Conceded Outside Box,Unsuccessful Dribbles,Duels lost,Index,Unsuccessful Short Passes,Substitute Off,Total Losses Of Possession,Successful Long Passes,Time Played,Aerial Duels won,Successful Open Play Passes,Aerial Duels,Duels won,Ground Duels lost,Leftside Passes,Corners Won,Total Fouls Conceded,Unsuccessful Crosses open play,Open Play Passes,Touches,Total Successful Passes ( Excl Crosses & Corners ) ,Total Clearances,Shots On Target ( inc goals ),Forward Passes,Offsides,Total Tackles,Successful Short Passes,Rightside Passes,Key Passes (Attempt Assists),Foul Attempted Tackle,Ground Duels,Total Fouls Won,Successful Dribbles,Games Played,Appearances,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Crosses & Corners,Starts,Successful Lay-offs,Recoveries,Backward Passes,Throw Ins to Own Player,Unsuccessful Passes Own Half,Total Passes,Yellow Cards,Successful Passes Opposition Half,Goals Conceded,Unsuccessful Passes Opposition Half,Ground Duels won,Times Tackled,Aerial Duels lost,Unsuccessful Long Passes,Total Touches In Opposition Box,Winning Goal,Interceptions,Blocks,Goals,Goals from Inside Box,Substitute On,Tackles Lost,Shots Off Target (inc woodwork),Headed Goals,Home Goals,Away Goals,Goals from Outside Box,Right Foot Goals,Goals Openplay,Successful Launches,Goal Assists,Assists (Intentional),Overruns,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Crosses & Corners,Successful Crosses open play,PutThrough/Blocked Distribution Won,Attempts from Set Pieces,Goal Kicks,GK Successful Distribution,Unsuccessful lay-offs,Other Goals,Successful Corners into Box,Throw Ins to Opposition Player,Punches,Saves Made from Inside Box,Saves made - parried,GK Unsuccessful Distribution,Saves Made,Saves Made from Outside Box,Catches,Foul Won Penalty,Penalty Goals,Penalties Taken,Left Foot Goals,Goalkeeper Smother,Penalties Conceded,Penalty Goals Conceded,Straight Red Cards,Through balls,Total Red Cards,Clearances Off the Line,Set Pieces Goals,Last Player Tackle,Hit Woodwork,Penalties Saved,Saves from Penalty,Penalties Faced,Clean Sheets,Saves made - caught,Second Goal Assists,Drops,Own Goal Scored,Red Cards - 2nd Yellow,Penalties Off Target,Crosses not Claimed
USA_USL_Cup,2025,Rhode Island FC,5o2437unwy8z2k2k2ers86dbd,I. Angking,Midfielder,80,3.0,1.0,8.0,1.0,,,,6.0,,1.0,,4.0,10.0,3.0,,6.0,1.0,40.0,1.0,16.0,2.0,4.0,3.0,3.0,1.0,,,20.0,33.0,18.0,,1.0,9.0,,2.0,17.0,6.0,1.0,,6.0,1.0,,2.0,2.0,4.0,1.0,,1.0,1.0,4.0,,1.0,22.0,,12.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,,1.0,,2.0,1.0,,,0.0,1.0,1.0,,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Rhode Island FC,5aocd8ha3hl7fd1l8tg1zufsa,D. Atkinson,Forward,7,2.0,,17.0,1.0,1.0,,1.0,4.0,,,4.0,15.0,10.0,4.0,1.0,18.0,,74.0,1.0,11.0,4.0,2.0,12.0,4.0,,2.0,,17.0,39.0,11.0,1.0,1.0,5.0,,,11.0,5.0,,2.0,13.0,,1.0,2.0,2.0,6.0,,1.0,,2.0,3.0,,3.0,17.0,1.0,7.0,,3.0,1.0,9.0,3.0,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,0.0,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Rhode Island FC,58839nfw30jxxroffd3a7q0wk,Hugo Bacharach,Defender,4,5.0,6.0,41.0,1.0,3.0,1.0,1.0,62.0,,,4.0,21.0,10.0,10.0,1.0,31.0,6.0,241.0,7.0,101.0,16.0,20.0,12.0,33.0,1.0,5.0,,119.0,176.0,104.0,11.0,,53.0,,7.0,98.0,24.0,,4.0,25.0,4.0,2.0,3.0,3.0,19.0,,3.0,,10.0,13.0,3.0,6.0,123.0,1.0,42.0,1.0,13.0,13.0,5.0,9.0,9.0,5.0,0.0,4.0,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
USA_USL_Cup,2025,Rhode Island FC,4vdbw63j0s7npezknabq6p7xm,J. Brito,Midfielder,18,3.0,1.0,9.0,3.0,,3.0,1.0,10.0,,,2.0,4.0,10.0,15.0,1.0,25.0,4.0,152.0,,30.0,,5.0,4.0,12.0,2.0,,5.0,45.0,78.0,32.0,,3.0,16.0,1.0,3.0,28.0,7.0,,,9.0,1.0,1.0,5.0,5.0,15.0,5.0,1.0,,5.0,12.0,1.0,4.0,47.0,,22.0,3.0,16.0,5.0,4.0,,,4.0,0.0,2.0,,,,4.0,2.0,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Rhode Island FC,5i9n8xgeyz1hk8bt09mh2e1p0,M. Corcoran,Midfielder,36,2.0,1.0,12.0,,,,,24.0,,,,5.0,10.0,8.0,,19.0,5.0,90.0,3.0,64.0,4.0,7.0,4.0,28.0,,2.0,1.0,76.0,93.0,66.0,,,20.0,,2.0,61.0,21.0,1.0,,8.0,2.0,,1.0,1.0,13.0,1.0,1.0,2.0,11.0,10.0,,1.0,79.0,1.0,42.0,,13.0,4.0,1.0,1.0,5.0,1.0,0.0,2.0,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
USA_USL_Cup,2025,Rhode Island FC,f0rcvbvmbh2gcjxw6jfy5fe5m,C. Dewhurst,Defender,16,,,,,,,,1.0,,,,,10.0,,,,,1.0,,,,,,1.0,,,,,2.0,1.0,1.0,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Rhode Island FC,449e2muutlpvx9lhv1t2tcsmh,A. Dikwa,Forward,10,4.0,,44.0,7.0,1.0,2.0,,9.0,1.0,,3.0,23.0,10.0,17.0,2.0,30.0,1.0,271.0,9.0,29.0,18.0,21.0,14.0,14.0,2.0,11.0,,48.0,91.0,29.0,2.0,6.0,15.0,1.0,1.0,28.0,8.0,3.0,2.0,26.0,11.0,,4.0,4.0,19.0,,3.0,3.0,7.0,11.0,1.0,4.0,48.0,2.0,20.0,2.0,15.0,12.0,3.0,9.0,2.0,16.0,1.0,,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,0.0,,2.0,3.0,,1.0,1.0,,,,,,1.0,,,,3.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,
USA_USL_Cup,2025,Rhode Island FC,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,Forward,11,8.0,1.0,66.0,4.0,4.0,4.0,,23.0,2.0,,10.0,41.0,10.0,18.0,1.0,60.0,4.0,383.0,2.0,65.0,8.0,25.0,35.0,18.0,6.0,16.0,4.0,90.0,176.0,67.0,4.0,2.0,27.0,1.0,5.0,63.0,24.0,4.0,9.0,58.0,12.0,6.0,6.0,6.0,25.0,5.0,4.0,3.0,19.0,23.0,5.0,5.0,92.0,2.0,45.0,4.0,25.0,23.0,18.0,6.0,7.0,13.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
USA_USL_Cup,2025,Rhode Island FC,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,Midfielder,20,2.0,1.0,23.0,,,1.0,,31.0,,,,9.0,10.0,11.0,,18.0,2.0,150.0,3.0,60.0,4.0,14.0,8.0,11.0,,2.0,,71.0,104.0,65.0,4.0,,28.0,,4.0,63.0,22.0,2.0,,19.0,2.0,5.0,4.0,4.0,11.0,,1.0,,10.0,15.0,,2.0,76.0,1.0,34.0,1.0,9.0,11.0,3.0,1.0,,7.0,0.0,,1.0,,,3.0,3.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Rhode Island FC,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,Midfielder,12,9.0,10.0,54.0,3.0,6.0,3.0,2.0,91.0,,,7.0,30.0,10.0,17.0,2.0,74.0,9.0,426.0,4.0,148.0,10.0,24.0,24.0,37.0,2.0,7.0,7.0,181.0,302.0,159.0,11.0,1.0,55.0,,11.0,150.0,48.0,1.0,4.0,44.0,6.0,3.0,6.0,6.0,35.0,7.0,5.0,8.0,23.0,54.0,11.0,7.0,194.0,2.0,69.0,3.0,35.0,20.0,12.0,6.0,18.0,3.0,0.0,4.0,2.0,,,1.0,1.0,2.0,,,,,,,4.0,,,,1.0,,1.0,1.0,6.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
USA_USL_Cup,2025,Rhode Island FC,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,Defender,14,3.0,2.0,27.0,,2.0,4.0,,66.0,,,2.0,10.0,10.0,16.0,,32.0,10.0,322.0,8.0,120.0,12.0,17.0,6.0,53.0,,4.0,,142.0,201.0,123.0,13.0,,72.0,,4.0,113.0,8.0,1.0,1.0,15.0,3.0,2.0,4.0,4.0,24.0,,3.0,,14.0,14.0,16.0,8.0,147.0,,57.0,4.0,16.0,9.0,2.0,4.0,8.0,1.0,0.0,3.0,,,,1.0,2.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
USA_USL_Cup,2025,Rhode Island FC,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,Forward,17,9.0,5.0,48.0,5.0,2.0,2.0,4.0,53.0,1.0,,8.0,26.0,10.0,25.0,4.0,78.0,8.0,416.0,,125.0,1.0,22.0,25.0,39.0,7.0,6.0,11.0,154.0,275.0,130.0,5.0,3.0,35.0,3.0,11.0,122.0,53.0,4.0,1.0,47.0,4.0,7.0,5.0,5.0,31.0,13.0,5.0,2.0,18.0,34.0,13.0,7.0,161.0,1.0,82.0,2.0,37.0,22.0,12.0,1.0,6.0,17.0,1.0,1.0,,1.0,1.0,,6.0,2.0,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,5.0,3.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
USA_USL_Cup,2025,Rhode Island FC,a3l8f3a6rr93qyyaxhdfqq1yi,J. Lee,Goalkeeper,22,,,,,30.0,4.0,,55.0,,,,,10.0,,,47.0,18.0,360.0,,47.0,,,,15.0,,,,66.0,148.0,64.0,7.0,,70.0,,,46.0,26.0,,,,,,4.0,4.0,47.0,,4.0,,35.0,,,3.0,111.0,,9.0,4.0,44.0,,,,47.0,,0.0,,,,,,,,,,,,,,7.0,,,,,,,,,,17.0,26.0,,,,,2.0,3.0,2.0,8.0,10.0,7.0,2.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,
USA_USL_Cup,2025,Rhode Island FC,3tb7ycl6z32sevjo8rxa590,A. Mabika,Defender,6,2.0,1.0,23.0,,1.0,2.0,,61.0,,,1.0,5.0,10.0,5.0,1.0,14.0,1.0,162.0,11.0,93.0,12.0,18.0,4.0,16.0,,2.0,,101.0,142.0,96.0,10.0,,43.0,,3.0,95.0,40.0,,,11.0,2.0,2.0,2.0,2.0,8.0,,2.0,,11.0,5.0,6.0,3.0,104.0,,35.0,2.0,5.0,7.0,2.0,1.0,3.0,1.0,0.0,2.0,,,,,2.0,,,,,,,,1.0,,,,,,,,2.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Rhode Island FC,3o4uxnvpnf3cwjs3srwegxp90,W. Meyer,Goalkeeper,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Rhode Island FC,3aw7vdpccv2a7xydglbomzztg,M. Ndongo,Forward,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Rhode Island FC,f472o0229a6xev8qudf1tyf6y,F. Nodarse,Defender,15,5.0,3.0,44.0,1.0,2.0,1.0,,71.0,,,1.0,14.0,10.0,16.0,2.0,33.0,9.0,315.0,19.0,104.0,27.0,30.0,6.0,27.0,,2.0,,130.0,210.0,108.0,32.0,1.0,64.0,,4.0,99.0,36.0,2.0,,17.0,7.0,,5.0,5.0,27.0,,4.0,,11.0,8.0,3.0,13.0,135.0,,37.0,1.0,14.0,11.0,2.0,8.0,11.0,3.0,0.0,5.0,3.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,,,,,,,1.0,,,,,5.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,
