liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Short Passes,Successful Passes Opposition Half,Successful Long Passes,Forward Passes,Starts,Saves Made from Outside Box,Open Play Passes,Goals Conceded Inside Box,Successful Passes Own Half,Successful Open Play Passes,Rightside Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Passes Opposition Half,GK Unsuccessful Distribution,Appearances,Recoveries,Catches,Total Passes,Saves Made from Inside Box,Goals Conceded,Unsuccessful Passes Own Half,Saves Made,Games Played,Index,Unsuccessful Long Passes,Time Played,Goal Kicks,Crosses not Claimed,Total Successful Passes ( Excl Crosses & Corners ) ,GK Successful Distribution,Leftside Passes,Total Losses Of Possession,Saves made - parried,Touches,Winning Goal,Headed Goals,Penalty Goals,Aerial Duels won,Successful Crosses & Corners,Through balls,Corners Won,Times Tackled,Tackles Lost,Blocks,Unsuccessful Crosses open play,Goals Conceded Outside Box,Successful Crosses open play,Backward Passes,Goals from Inside Box,Hit Woodwork,Duels lost,Unsuccessful Launches,PutThrough/Blocked Distribution Won,Interceptions,Throw Ins to Own Player,Ground Duels lost,Goals,Ground Duels,PutThrough/Blocked Distribution,Foul Won Penalty,Tackles Won,Successful Corners into Box,Unsuccessful Short Passes,Foul Attempted Tackle,Substitute Off,Successful Lay-offs,Right Foot Goals,Total Tackles,Aerial Duels lost,Successful Dribbles,Aerial Duels,Penalties Taken,Shots On Target ( inc goals ),Total Shots,Penalty Goals Conceded,Duels,Overruns,Substitute On,Duels won,Unsuccessful Dribbles,Handballs conceded,Unsuccessful Crosses & Corners,Attempts from Set Pieces,Total Fouls Won,Corners Taken (incl short corners),Shots Off Target (inc woodwork),Blocked Shots,Ground Duels won,Unsuccessful Corners into Box,Total Touches In Opposition Box,Throw Ins to Opposition Player,Unsuccessful lay-offs,Total Clearances,Offsides,Total Fouls Conceded,Key Passes (Attempt Assists),Home Goals,Away Goals,Left Foot Goals,Straight Red Cards,Goals from Outside Box,Successful Launches,Total Red Cards,Yellow Cards,Clearances Off the Line,Assists (Intentional),Goal Assists,Penalties Conceded,Clean Sheets,Penalties Faced,Punches,Drops,Goalkeeper Smother,Saves made - caught,Last Player Tackle,Own Goal Scored,Red Cards - 2nd Yellow,Last Man Tackle,Set Pieces Goals,Second Goal Assists,Saves from Penalty,Penalties Saved,Penalties Off Target,Other Goals
USA_USL_League_One,2023,Northern Colorado Hailstorm FC,1ntf3x9ay255qut54al2mt0q,T. Amann,Forward,9,261.0,168.0,6.0,117.0,32.0,,360.0,28.0,100.0,209.0,86.0,151.0,138.0,,34.0,39.0,,418.0,,37.0,25.0,,34.0,10.0,12.0,2833.0,,,267.0,,93.0,276.0,,839.0,5.0,6.0,4.0,83.0,1.0,1.0,25.0,46.0,5.0,,12.0,9.0,1.0,122.0,21.0,7.0,206.0,1.0,10.0,6.0,1.0,102.0,26.0,190.0,31.0,3.0,8.0,,139.0,13.0,11.0,21.0,12.0,13.0,104.0,10.0,187.0,5.0,49.0,92.0,6.0,377.0,3.0,2.0,171.0,19.0,1.0,12.0,,67.0,,43.0,24.0,88.0,,168.0,,9.0,17.0,26.0,43.0,16.0,14.0,12.0,7.0,,5.0,,,4.0,,2.0,3.0,1.0,7.0,,,,,,,,,,,,,,,1.0
USA_USL_League_One,2023,Northern Colorado Hailstorm FC,ajzn8uul75c8w86az53iytt2i,D. Benamna,Forward,17,29.0,23.0,2.0,12.0,2.0,,44.0,5.0,8.0,28.0,7.0,16.0,14.0,,9.0,7.0,,47.0,,5.0,3.0,,9.0,10.0,1.0,289.0,,,31.0,,17.0,43.0,,112.0,0.0,,,7.0,,,2.0,11.0,3.0,,1.0,,,11.0,,,21.0,,1.0,1.0,,19.0,,37.0,4.0,,2.0,,15.0,4.0,3.0,1.0,,5.0,2.0,5.0,9.0,,2.0,4.0,2.0,46.0,,7.0,25.0,7.0,,1.0,,8.0,,2.0,3.0,18.0,,19.0,,,,5.0,5.0,4.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Northern Colorado Hailstorm FC,erz6a4rntujroctjoddus5gd0,J. Chavez,Goalkeeper,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Northern Colorado Hailstorm FC,ccrgp77cn1om8mx6sfz0ig6c4,M. Clarke,Midfielder,47,13.0,10.0,1.0,6.0,,,21.0,3.0,4.0,14.0,1.0,7.0,8.0,,9.0,7.0,,21.0,,3.0,1.0,,9.0,10.0,1.0,69.0,,,14.0,,4.0,20.0,,46.0,0.0,,,,,,,7.0,2.0,,2.0,,,10.0,,,16.0,1.0,2.0,,1.0,16.0,,19.0,3.0,,1.0,,6.0,2.0,,,,3.0,,,,,,,2.0,19.0,,9.0,3.0,3.0,,2.0,,,,,,3.0,,4.0,,,3.0,,4.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Northern Colorado Hailstorm FC,enjuadlh8aho6vl99lz67fqvp,R. Cornwall,Defender,4,857.0,206.0,77.0,340.0,21.0,,1047.0,22.0,728.0,902.0,295.0,148.0,92.0,,24.0,86.0,,1082.0,,26.0,56.0,,24.0,10.0,80.0,1805.0,5.0,,934.0,5.0,391.0,166.0,,1243.0,2.0,1.0,,36.0,,,2.0,4.0,4.0,10.0,,4.0,,56.0,2.0,,54.0,23.0,10.0,10.0,3.0,28.0,2.0,65.0,19.0,,11.0,,68.0,5.0,6.0,,1.0,15.0,26.0,7.0,62.0,,4.0,7.0,5.0,127.0,,3.0,73.0,2.0,1.0,,,15.0,,3.0,2.0,37.0,,14.0,,,38.0,1.0,18.0,2.0,1.0,1.0,,,,3.0,,8.0,1.0,,,3.0,6.0,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Northern Colorado Hailstorm FC,bzk7l6u5bvun1zt11ouvzp7ft,E. Delgado,Goalkeeper,1,445.0,100.0,164.0,441.0,32.0,34.0,448.0,27.0,509.0,348.0,196.0,225.0,175.0,77.0,32.0,211.0,18.0,834.0,52.0,36.0,50.0,88.0,32.0,10.0,218.0,2879.0,278.0,1.0,609.0,326.0,197.0,232.0,33.0,1112.0,0.0,,,11.0,,,,,1.0,,,9.0,,,,,4.0,21.0,,,,3.0,,12.0,1.0,,,,7.0,,,,,1.0,1.0,1.0,12.0,,,,5.0,24.0,,,20.0,,,,,7.0,,,,9.0,,,,,28.0,,,,,,,1.0,,6.0,1.0,3.0,,,,,13.0,11.0,16.0,4.0,,4.0,,,,,,,4.0,4.0,,
USA_USL_League_One,2023,Northern Colorado Hailstorm FC,35gw2u5bmazcn9vfiti4puy21,J. Dietrich,Midfielder,6,546.0,252.0,37.0,151.0,21.0,,646.0,14.0,332.0,559.0,176.0,87.0,81.0,,31.0,113.0,,670.0,,22.0,20.0,,31.0,10.0,20.0,1794.0,,,583.0,,146.0,156.0,,921.0,0.0,,,7.0,1.0,,9.0,33.0,12.0,6.0,14.0,8.0,1.0,197.0,1.0,,73.0,9.0,15.0,5.0,9.0,65.0,1.0,155.0,33.0,1.0,20.0,,67.0,12.0,17.0,13.0,,32.0,8.0,22.0,15.0,,6.0,17.0,4.0,170.0,2.0,10.0,97.0,17.0,,14.0,2.0,36.0,,11.0,6.0,90.0,,26.0,,,10.0,3.0,21.0,14.0,1.0,0.0,1.0,,,3.0,,4.0,,,1.0,,3.0,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Northern Colorado Hailstorm FC,7kwhnmzzskj1g5uv6d17xco6i,B. Evans,Defender,2,680.0,213.0,82.0,356.0,17.0,,881.0,13.0,549.0,718.0,321.0,163.0,117.0,,22.0,78.0,,925.0,,21.0,47.0,,22.0,10.0,105.0,1566.0,26.0,,762.0,26.0,190.0,187.0,,1110.0,0.0,,,15.0,,,,1.0,6.0,10.0,1.0,8.0,,58.0,,,24.0,21.0,7.0,19.0,10.0,14.0,,34.0,16.0,,5.0,,58.0,1.0,2.0,,,11.0,10.0,3.0,25.0,,4.0,7.0,4.0,59.0,,5.0,35.0,,1.0,1.0,,6.0,,3.0,2.0,20.0,,15.0,10.0,,63.0,5.0,8.0,,,,,,,9.0,,1.0,,,,2.0,8.0,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Northern Colorado Hailstorm FC,exaqbz828d475osubrz02u0yy,L. Folla,Defender,5,934.0,190.0,77.0,359.0,22.0,,1115.0,21.0,821.0,983.0,417.0,132.0,81.0,,26.0,79.0,,1143.0,,26.0,51.0,,26.0,10.0,71.0,2010.0,18.0,,1011.0,18.0,324.0,146.0,,1307.0,0.0,,,39.0,,,,1.0,3.0,14.0,,5.0,,43.0,,,58.0,30.0,8.0,10.0,1.0,34.0,,62.0,14.0,,14.0,,61.0,17.0,5.0,,,17.0,24.0,,63.0,,,2.0,6.0,125.0,,4.0,67.0,,1.0,,,11.0,,2.0,1.0,28.0,,17.0,,,57.0,,31.0,4.0,,,,,,11.0,,8.0,,1.0,1.0,3.0,8.0,,,,,,,1.0,,,,,,,,
USA_USL_League_One,2023,Northern Colorado Hailstorm FC,4zk384iwrvinp38k34hc10q1h,M. Hernández,Forward,11,193.0,139.0,10.0,104.0,9.0,,264.0,11.0,71.0,199.0,54.0,66.0,86.0,,31.0,64.0,,269.0,,15.0,12.0,,31.0,10.0,21.0,1211.0,1.0,,203.0,1.0,43.0,160.0,,559.0,1.0,2.0,,9.0,7.0,1.0,15.0,26.0,8.0,,30.0,4.0,7.0,68.0,6.0,1.0,101.0,7.0,16.0,13.0,11.0,80.0,8.0,150.0,27.0,,20.0,,45.0,13.0,8.0,3.0,,28.0,21.0,11.0,30.0,,10.0,34.0,2.0,180.0,3.0,22.0,79.0,9.0,3.0,32.0,1.0,31.0,2.0,24.0,7.0,70.0,2.0,58.0,,,5.0,4.0,36.0,11.0,4.0,4.0,6.0,,2.0,1.0,1.0,3.0,,2.0,2.0,,,,,,,,,,1.0,,,,,,,
