liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Clearances Off the Line,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Headed Goals,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Other Goals,Overruns,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Successful Dribbles,Successful Launches,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Saved,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Unsuccessful lay-offs,Yellow Cards,Home Goals,Away Goals,Winning Goal,Attempts from Set Pieces,Corners Taken (incl short corners),Goals Openplay,Handballs conceded,Penalties Taken,Penalty Goals,Right Foot Goals,Second Goal Assists,Substitute Off,Substitute On,Successful Lay-offs,Through balls,Unsuccessful Corners into Box,Foul Won Penalty,Goal Assists,Penalties Conceded,Successful Crosses & Corners,Successful Crosses open play,Throw Ins to Opposition Player,Assists (Intentional),Hit Woodwork,Successful Corners into Box,Left Foot Goals,Direct Setpiece Goals,Goals from Outside Box,Set Pieces Goals,Last Player Tackle,Own Goal Scored,Straight Red Cards,Total Red Cards,Red Cards - 2nd Yellow,GK Unsuccessful Distribution,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Catches,Drops,Goalkeeper Smother,Penalties Faced,Penalties Saved,Punches,Saves from Penalty,Saves made - caught,Saves made - parried,Penalties Off Target
Mexico_Liga_MX,2025-2026,Club Puebla,frajkudn1w6xnwc5h8nult5,Á. Araos,Midfielder,32,1.0,,1.0,4.0,8.0,4.0,,12.0,,,1.0,7.0,3.0,4.0,30.0,13.0,2.0,,4.0,,,1.0,1.0,,,6.0,3.0,3.0,,1.0,2.0,7.0,,37.0,,,1.0,7.0,1.0,1.0,7.0,10.0,2.0,,,1.0,1.0,,1.0,29.0,20.0,12.0,29.0,,1.0,1.0,77.0,1.0,,,,,,2.0,1.0,15.0,38.0,,30.0,1.0,2.0,8.0,59.0,4.0,4.0,1.0,,2.0,11.0,1.0,6.0,,,,,0.0,1.0,1.0,,,,,,,1.0,3.0,1.0,,,,,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Club Puebla,3t9kuhh4ohrmfzxj6onjl6oh6,C. Baltazar,Midfielder,22,10.0,4.0,6.0,13.0,31.0,2.0,2.0,97.0,,,5.0,69.0,27.0,42.0,147.0,53.0,2.0,,13.0,,1.0,7.0,7.0,,1.0,59.0,23.0,36.0,,3.0,12.0,41.0,,184.0,,1.0,,51.0,10.0,6.0,23.0,64.0,14.0,4.0,8.0,6.0,15.0,,5.0,149.0,124.0,38.0,149.0,2.0,7.0,,557.0,16.0,2.0,,,1.0,3.0,6.0,12.0,87.0,189.0,12.0,154.0,9.0,9.0,35.0,329.0,16.0,5.0,3.0,2.0,5.0,43.0,8.0,30.0,,,1.0,0.0,0.0,,14.0,1.0,,,,1.0,,6.0,7.0,4.0,,8.0,,2.0,,8.0,3.0,,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Club Puebla,b5557z8necef4bq85frnoyled,A. Canelo,Forward,25,14.0,9.0,5.0,6.0,28.0,,1.0,15.0,,,1.0,34.0,22.0,12.0,25.0,12.0,,,6.0,,,5.0,5.0,,,20.0,13.0,7.0,,,3.0,11.0,1.0,65.0,,,,5.0,3.0,2.0,5.0,22.0,3.0,3.0,1.0,4.0,1.0,,2.0,44.0,30.0,22.0,50.0,,1.0,,275.0,5.0,,,,,2.0,7.0,6.0,31.0,73.0,4.0,52.0,1.0,7.0,21.0,106.0,,,1.0,,2.0,14.0,7.0,19.0,1.0,,,,0.0,,,,,,,,,3.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Club Puebla,6arf67ate5jmkjoo7248ghqwa,R. Castillo,Midfielder,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Club Puebla,cdeomoi09osphftlezrqa7qol,L. Cavallini,Forward,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Club Puebla,9i8jt2yblh5st9nk5xw6zrml0,J. Cortés,Defender,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Club Puebla,dvjwtt5v39s05c5cbd5e25hbd,N. Díaz,Defender,6,34.0,11.0,23.0,14.0,87.0,1.0,8.0,163.0,2.0,1.0,3.0,117.0,47.0,70.0,93.0,251.0,7.0,,14.0,,,21.0,21.0,,,83.0,36.0,47.0,,14.0,16.0,102.0,,623.0,,,4.0,85.0,14.0,4.0,59.0,216.0,16.0,3.0,1.0,14.0,3.0,11.0,56.0,524.0,216.0,338.0,495.0,11.0,12.0,29.0,1225.0,12.0,1.0,,,,85.0,15.0,21.0,153.0,656.0,4.0,551.0,23.0,13.0,105.0,916.0,9.0,9.0,3.0,31.0,48.0,75.0,39.0,57.0,,5.0,,,0.0,,,,,,,,,,,1.0,,,,,1.0,3.0,3.0,14.0,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Club Puebla,4st4g3ytl5bngc2x974g8a8oa,E. Gómez,Forward,11,23.0,12.0,11.0,17.0,109.0,14.0,,180.0,1.0,,12.0,133.0,71.0,62.0,276.0,54.0,1.0,,17.0,,2.0,21.0,21.0,,1.0,110.0,59.0,51.0,1.0,2.0,15.0,39.0,2.0,307.0,,3.0,4.0,104.0,11.0,3.0,36.0,117.0,16.0,11.0,13.0,17.0,20.0,1.0,6.0,242.0,169.0,87.0,248.0,4.0,4.0,12.0,1320.0,50.0,1.0,4.0,,1.0,12.0,8.0,24.0,172.0,319.0,24.0,254.0,8.0,51.0,65.0,573.0,21.0,21.0,28.0,,2.0,73.0,13.0,63.0,4.0,,1.0,1.0,0.0,,2.0,2.0,3.0,,,1.0,,11.0,,11.0,1.0,,,1.0,,2.0,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Club Puebla,do0b9ksz8q10nlybu571hyrro,A. Gamarra,Midfielder,18,8.0,2.0,6.0,6.0,27.0,2.0,2.0,33.0,,,1.0,41.0,15.0,26.0,17.0,33.0,2.0,,6.0,,,9.0,9.0,,,33.0,13.0,20.0,,4.0,,33.0,1.0,126.0,,,1.0,13.0,5.0,3.0,18.0,35.0,,,1.0,2.0,1.0,,4.0,105.0,55.0,51.0,102.0,4.0,4.0,,326.0,5.0,,,,,5.0,3.0,11.0,31.0,128.0,1.0,106.0,8.0,1.0,22.0,185.0,,,4.0,,3.0,13.0,9.0,19.0,,,,,0.0,,,,,,,,,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Club Puebla,9e6gavtd12x5curksj8yno5ih,B. Garnica,Midfielder,27,5.0,4.0,1.0,13.0,16.0,,,37.0,,,3.0,37.0,18.0,19.0,57.0,37.0,3.0,,13.0,,1.0,6.0,6.0,,,32.0,14.0,18.0,,3.0,5.0,43.0,,94.0,,,1.0,22.0,7.0,3.0,9.0,4.0,7.0,1.0,1.0,3.0,3.0,,3.0,82.0,55.0,37.0,84.0,3.0,6.0,16.0,275.0,6.0,2.0,1.0,,1.0,9.0,3.0,6.0,40.0,100.0,2.0,87.0,9.0,1.0,13.0,188.0,15.0,15.0,3.0,1.0,2.0,27.0,1.0,11.0,,,1.0,0.0,0.0,,,1.0,,,,1.0,,1.0,10.0,3.0,,,,2.0,,5.0,5.0,3.0,1.0,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
