liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Successful Lay-offs,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Set Pieces Goals,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Headed Goals,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Penalties Taken,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Throw Ins to Opposition Player,Left Foot Goals,Foul Won Penalty,Clearances Off the Line,Second Goal Assists,Successful Corners into Box,Corners Taken (incl short corners),Unsuccessful Corners into Box,Penalty Goals,Penalties Conceded,Saves Made,GK Successful Distribution,Crosses not Claimed,Own Goal Scored,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Last Man Tackle,Penalties Saved,Saves from Penalty,Penalties Off Target
USA_MLS,2015,Houston Dynamo FC,ba0arukvcwn1gagiglyxqz5jp,G. Barnes,Midfielder,10.0,28.0,7.0,5.0,,,,,6.0,54.0,11.0,2474.0,12.0,13.0,6.0,633.0,37.0,193.0,12.0,368.0,1.0,9.0,19.0,32.0,7.0,74.0,347.0,214.0,19.0,1.0,93.0,4.0,672.0,37.0,39.0,535.0,34.0,54.0,102.0,177.0,16.0,146.0,21.0,91.0,28.0,35.0,11.0,1205.0,28.0,14.0,4.0,268.0,2.0,131.0,4.0,53.0,150.0,22.0,7.0,35.0,12.0,62.0,31.0,76.0,373.0,13.0,41.0,55.0,1.0,5.0,3.0,1.0,149.0,171.0,5.0,1.0,532.0,570.0,105.0,1.0,2.0,3.0,1.0,17.0,223.0,2.0,11.0,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2015,Houston Dynamo FC,1knx6w8nx8sd81peciwtes3x1,D. Beasley,Defender,7.0,28.0,1.0,1.0,,,,,3.0,19.0,1.0,2374.0,209.0,3.0,,1065.0,11.0,183.0,6.0,468.0,35.0,73.0,23.0,5.0,7.0,23.0,364.0,439.0,57.0,,143.0,4.0,1117.0,16.0,29.0,851.0,29.0,12.0,216.0,372.0,16.0,178.0,1.0,175.0,28.0,56.0,57.0,1836.0,28.0,11.0,4.0,205.0,,481.0,,62.0,161.0,7.0,,50.0,6.0,58.0,20.0,25.0,248.0,65.0,36.0,19.0,,,,1.0,64.0,81.0,1.0,,858.0,901.0,43.0,5.0,,1.0,2.0,48.0,87.0,9.0,81.0,141.0,7.0,45.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2015,Houston Dynamo FC,dut4jl28mnzev74hm4pc9s2j9,W. Bruin,Forward,12.0,33.0,11.0,2.0,,,,5.0,17.0,12.0,13.0,2414.0,2.0,36.0,7.0,555.0,19.0,140.0,2.0,325.0,,6.0,13.0,16.0,6.0,99.0,315.0,93.0,12.0,,173.0,4.0,595.0,32.0,9.0,409.0,30.0,41.0,179.0,177.0,20.0,176.0,8.0,54.0,28.0,26.0,15.0,898.0,33.0,9.0,3.0,146.0,,110.0,3.0,64.0,114.0,25.0,,7.0,2.0,31.0,62.0,26.0,307.0,19.0,36.0,12.0,2.0,,,3.0,94.0,168.0,11.0,,376.0,416.0,161.0,2.0,11.0,3.0,,12.0,193.0,,2.0,52.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2015,Houston Dynamo FC,8i548jt5cee1vc5woeh5zmmz9,R. Clark,Midfielder,13.0,30.0,8.0,5.0,,,,,7.0,13.0,5.0,2573.0,3.0,9.0,5.0,867.0,18.0,108.0,5.0,446.0,14.0,34.0,26.0,17.0,8.0,40.0,334.0,249.0,50.0,,166.0,4.0,890.0,44.0,20.0,628.0,34.0,38.0,200.0,241.0,9.0,171.0,21.0,124.0,30.0,48.0,42.0,1305.0,30.0,32.0,4.0,203.0,2.0,310.0,3.0,48.0,140.0,21.0,,62.0,5.0,32.0,39.0,33.0,282.0,22.0,42.0,13.0,2.0,1.0,1.0,1.0,102.0,231.0,6.0,,668.0,690.0,79.0,4.0,1.0,1.0,1.0,45.0,142.0,5.0,36.0,101.0,7.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2015,Houston Dynamo FC,807o9aah2y5z9bk70c4s0c89h,A. Cochran,Defender,16.0,7.0,,,,,,2.0,1.0,1.0,,512.0,17.0,,,172.0,2.0,13.0,,41.0,10.0,29.0,5.0,1.0,,11.0,66.0,91.0,9.0,,19.0,1.0,180.0,8.0,,119.0,10.0,2.0,48.0,58.0,,40.0,1.0,21.0,5.0,10.0,9.0,303.0,7.0,4.0,2.0,21.0,,86.0,,76.0,36.0,1.0,,13.0,,4.0,24.0,2.0,56.0,34.0,10.0,1.0,,,,,9.0,23.0,,,129.0,132.0,35.0,1.0,,,,7.0,20.0,2.0,30.0,12.0,2.0,9.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2015,Houston Dynamo FC,4r3fr3tjt1koc5zoel1q2ufo5,B. Davis,Midfielder,11.0,30.0,4.0,2.0,,,,1.0,6.0,55.0,7.0,2596.0,62.0,17.0,,954.0,24.0,252.0,57.0,611.0,11.0,49.0,17.0,15.0,7.0,29.0,488.0,256.0,22.0,,159.0,3.0,1018.0,28.0,11.0,773.0,34.0,31.0,208.0,267.0,60.0,361.0,14.0,123.0,29.0,38.0,21.0,1608.0,30.0,16.0,4.0,129.0,1.0,308.0,1.0,51.0,81.0,16.0,10.0,37.0,13.0,27.0,22.0,21.0,180.0,21.0,41.0,174.0,,2.0,,8.0,70.0,191.0,3.0,2.0,764.0,810.0,51.0,6.0,2.0,9.0,2.0,20.0,99.0,2.0,23.0,59.0,2.0,1.0,4.0,,1.0,1.0,28.0,106.0,71.0,2.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2015,Houston Dynamo FC,tyov0w4vvjp4v8w9rw4fl9zp,Alex,Midfielder,14.0,16.0,2.0,1.0,,,,7.0,5.0,10.0,,828.0,13.0,1.0,,325.0,4.0,77.0,3.0,157.0,10.0,18.0,12.0,7.0,1.0,14.0,110.0,104.0,21.0,,52.0,1.0,328.0,13.0,3.0,241.0,11.0,10.0,70.0,67.0,5.0,64.0,2.0,53.0,9.0,24.0,18.0,498.0,16.0,7.0,3.0,59.0,,119.0,,96.0,48.0,3.0,,17.0,3.0,12.0,15.0,6.0,88.0,16.0,12.0,12.0,,1.0,,,26.0,65.0,2.0,,255.0,258.0,29.0,1.0,,,,17.0,40.0,4.0,32.0,33.0,2.0,,2.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
USA_MLS,2015,Houston Dynamo FC,7aq775owdtnqe0p1k0qab2qc5,T. Deric,Goalkeeper,1.0,31.0,,3.0,,,,,,,,2790.0,,,,367.0,,,,192.0,248.0,538.0,,,7.0,,544.0,132.0,,,2.0,5.0,864.0,1.0,,101.0,37.0,,540.0,26.0,2.0,500.0,,302.0,31.0,2.0,40.0,1155.0,31.0,,,3.0,,775.0,,55.0,9.0,,,223.0,,4.0,8.0,,11.0,27.0,44.0,,,,,,2.0,63.0,,,162.0,324.0,8.0,7.0,,,,,2.0,,3.0,1.0,89.0,,,,,,,,,,,90.0,171.0,2.0,1.0,14.0,12.0,4.0,44.0,34.0,23.0,55.0,5.0,16.0,166.0,,,,
USA_MLS,2015,Houston Dynamo FC,15kop7o6luu9ppzl283ixra39,B. García,Midfielder,27.0,23.0,3.0,1.0,1.0,,1.0,7.0,10.0,30.0,1.0,1460.0,43.0,12.0,3.0,653.0,8.0,130.0,18.0,395.0,6.0,25.0,21.0,2.0,1.0,10.0,251.0,170.0,33.0,,95.0,3.0,667.0,17.0,17.0,518.0,22.0,6.0,120.0,102.0,27.0,134.0,1.0,91.0,16.0,45.0,26.0,1006.0,23.0,9.0,2.0,161.0,,203.0,,41.0,88.0,4.0,,29.0,13.0,29.0,10.0,16.0,181.0,4.0,23.0,40.0,,2.0,,1.0,83.0,232.0,3.0,1.0,535.0,547.0,20.0,1.0,,3.0,3.0,29.0,93.0,4.0,14.0,78.0,5.0,6.0,,1.0,,2.0,5.0,16.0,9.0,,,,,,,,,,,,,,,,,,,,
USA_MLS,2015,Houston Dynamo FC,aj9of35ua7mgih7an0mj51ot1,L. Garrido,Midfielder,8.0,29.0,,10.0,,,,8.0,4.0,6.0,,1983.0,3.0,3.0,,824.0,2.0,117.0,1.0,310.0,18.0,36.0,30.0,9.0,3.0,27.0,181.0,387.0,72.0,,99.0,3.0,831.0,71.0,2.0,647.0,27.0,11.0,135.0,252.0,9.0,101.0,6.0,125.0,21.0,43.0,40.0,1147.0,29.0,51.0,8.0,201.0,,230.0,,299.0,115.0,2.0,,49.0,1.0,21.0,24.0,2.0,252.0,42.0,30.0,6.0,,3.0,,,110.0,232.0,,,689.0,696.0,51.0,1.0,,,1.0,58.0,137.0,14.0,58.0,91.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
