root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Short Passes,Duels,Goals Conceded,Total Tackles,Rightside Passes,Total Losses Of Possession,Unsuccessful Passes Own Half,Successful Passes Own Half,Goals Conceded Inside Box,Shots On Target ( inc goals ),Unsuccessful Long Passes,Recoveries,PutThrough/Blocked Distribution,Touches,Total Shots,Total Passes,Aerial Duels,Starts,Ground Duels lost,Interceptions,Appearances,Leftside Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Aerial Duels won,Time Played,Throw Ins to Own Player,Backward Passes,Successful Passes Opposition Half,Successful Open Play Passes,Successful Short Passes,Index,Tackles Won,Ground Duels won,Ground Duels,Total Touches In Opposition Box,Aerial Duels lost,Successful Long Passes,Forward Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Clearances,Unsuccessful Passes Opposition Half,Duels won,Corners Won,Games Played,Duels lost,Winning Goal,Unsuccessful Crosses & Corners,Right Foot Goals,Throw Ins to Opposition Player,Penalties Taken,Unsuccessful lay-offs,Goals,Successful Lay-offs,Successful Corners into Box,Total Fouls Won,Corners Taken (incl short corners),Total Fouls Conceded,Unsuccessful Corners into Box,Times Tackled,Blocked Shots,Key Passes (Attempt Assists),Unsuccessful Dribbles,Successful Dribbles,Through balls,Goals from Outside Box,Attempts from Set Pieces,Shots Off Target (inc woodwork),Successful Crosses & Corners,Home Goals,Away Goals,PutThrough/Blocked Distribution Won,Substitute On,Tackles Lost,Foul Attempted Tackle,Foul Won Penalty,Unsuccessful Crosses open play,Yellow Cards,Substitute Off,Offsides,Goal Kicks,Saves Made from Inside Box,Saves Made,Saves Made from Outside Box,Saves made - parried,GK Successful Distribution,GK Unsuccessful Distribution,Blocks,Successful Crosses open play,Hit Woodwork,Unsuccessful Launches,Clean Sheets,Successful Launches,Overruns,Handballs conceded,Goals from Inside Box,Headed Goals,Left Foot Goals,Second Goal Assists,Goal Assists,Assists (Intentional),Penalties Conceded,Red Cards - 2nd Yellow,Clearances Off the Line,Total Red Cards,Penalties Saved,Saves from Penalty,Catches,Punches,Penalties Faced,Goalkeeper Smother,Own Goal Scored,Goals Conceded Outside Box,Penalty Goals,Straight Red Cards,Penalty Goals Conceded,Saves made - caught,Crosses not Claimed,Other Goals,Last Man Tackle,Drops,Set Pieces Goals
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Atlanta United FC,Atlanta_United_FC,652d6i0jem2jymjfzd8w0ndn9,L. Abram,Defender,4,11.0,9.0,5.0,1.0,33.0,14.0,6.0,61.0,5.0,1.0,1.0,7.0,1.0,106.0,1.0,91.0,7.0,2.0,1.0,2.0,2.0,17.0,79.0,89.0,4.0,180.0,2.0,5.0,18.0,77.0,75.0,10.0,1.0,1.0,2.0,1.0,3.0,4.0,36.0,12.0,5.0,6.0,5.0,1.0,2.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Atlanta United FC,Atlanta_United_FC,4ea0sjczqa5ah1w720zlakkfe,T. Almada,Midfielder,23,8.0,19.0,5.0,,42.0,29.0,,16.0,5.0,4.0,4.0,10.0,1.0,133.0,6.0,90.0,,2.0,7.0,,2.0,8.0,78.0,85.0,,180.0,2.0,8.0,65.0,73.0,57.0,10.0,,12.0,19.0,1.0,,21.0,32.0,12.0,,16.0,12.0,,2.0,7.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,6.0,2.0,3.0,4.0,1.0,4.0,3.0,6.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Atlanta United FC,Atlanta_United_FC,abbr148gjj0whyyijov67knv9,O. Alonso,Midfielder,6,2.0,9.0,,3.0,7.0,2.0,,10.0,,,,7.0,3.0,29.0,,23.0,,,5.0,,2.0,6.0,21.0,20.0,,52.0,,2.0,11.0,18.0,21.0,10.0,2.0,4.0,9.0,,,,8.0,2.0,,2.0,4.0,,2.0,5.0,0.0,,,,,,,,,1.0,,2.0,,,,2.0,,,,,,,,,,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Atlanta United FC,Atlanta_United_FC,660a1dq2kk90vuzw0ru6mbmy,Miguel Berry,Forward,19,1.0,3.0,,,1.0,2.0,,1.0,,1.0,,1.0,,9.0,1.0,4.0,,,,,2.0,,3.0,4.0,,26.0,,1.0,2.0,3.0,3.0,10.0,,3.0,3.0,4.0,,,2.0,1.0,,1.0,3.0,1.0,2.0,,0.0,,,,,,,,,1.0,,,,,,,,2.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Atlanta United FC,Atlanta_United_FC,d3gmzmf34c6o8vzngnf7ishlg,N. Cobb,Defender,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Atlanta United FC,Atlanta_United_FC,8x7ureyddmuodp6nl4rxfudw5,C. Diop,Goalkeeper,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Atlanta United FC,Atlanta_United_FC,2uis9d0h87arn5ew3bg1si40l,D. Etienne,Midfielder,18,1.0,2.0,,,6.0,3.0,,4.0,,,,1.0,,12.0,1.0,7.0,,,1.0,,1.0,,6.0,7.0,,10.0,,1.0,2.0,6.0,5.0,10.0,,1.0,2.0,3.0,,1.0,,1.0,,2.0,1.0,,1.0,1.0,0.0,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Atlanta United FC,Atlanta_United_FC,9zuk40rppwiyzn980bw7z1v1m,A. Fortune,Midfielder,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Atlanta United FC,Atlanta_United_FC,84aebyqt0y9r2jjml4u1z0ij9,G. Giakoumakis,Forward,7,4.0,17.0,5.0,,6.0,11.0,,11.0,5.0,1.0,,3.0,1.0,50.0,4.0,26.0,8.0,2.0,4.0,,2.0,3.0,22.0,21.0,3.0,155.0,,15.0,11.0,17.0,21.0,10.0,,5.0,9.0,10.0,5.0,1.0,2.0,4.0,1.0,4.0,8.0,1.0,2.0,9.0,0.0,,,,,,,3.0,,5.0,,1.0,,3.0,3.0,1.0,1.0,1.0,1.0,,,3.0,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Atlanta United FC,Atlanta_United_FC,26r7731d42flwc6ikxb90jxlh,B. Guzan,Goalkeeper,1,,,5.0,,8.0,2.0,1.0,22.0,5.0,,2.0,9.0,,40.0,,28.0,,2.0,,,2.0,7.0,26.0,19.0,,180.0,,,4.0,18.0,19.0,10.0,,,,,,7.0,13.0,2.0,2.0,1.0,,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,5.0,3.0,2.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
