liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels won,Total Clearances,Successful Passes Own Half,Successful Launches,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Passes Opposition Half,Interceptions,PutThrough/Blocked Distribution,Open Play Passes,Times Tackled,Total Fouls Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Throw Ins to Own Player,Duels,Time Played,Rightside Passes,Total Tackles,Unsuccessful Crosses open play,Unsuccessful Corners into Box,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Unsuccessful Launches,Total Passes,Successful Crosses open play,Substitute Off,Ground Duels,Shots Off Target (inc woodwork),Successful Dribbles,Aerial Duels,Goals Conceded,Corners Won,Total Losses Of Possession,GK Successful Distribution,Throw Ins to Opposition Player,Games Played,Ground Duels won,Unsuccessful Dribbles,Total Fouls Won,Blocks,Forward Passes,Unsuccessful Long Passes,Ground Duels lost,Tackles Lost,Assists (Intentional),Touches,Goals Conceded Inside Box,Duels lost,Total Shots,Unsuccessful Passes Own Half,Successful Short Passes,Unsuccessful Short Passes,Goals Conceded Outside Box,Backward Passes,Successful Long Passes,Yellow Cards,Key Passes (Attempt Assists),Recoveries,Corners Taken (incl short corners),Appearances,Tackles Won,Shots On Target ( inc goals ),Leftside Passes,Successful Open Play Passes,Aerial Duels lost,Successful Passes Opposition Half,Foul Attempted Tackle,Goal Assists,Duels won,Successful Crosses & Corners,Unsuccessful Crosses & Corners,Index,Starts,Home Goals,Away Goals,Winning Goal,Hit Woodwork,Headed Goals,Goals from Inside Box,Penalty Goals Conceded,Goals,Offsides,Blocked Shots,Right Foot Goals,Substitute On,Through balls,Fifty Fifty,Successful Fifty Fifty,Successful Lay-offs,Saves made - parried,Saves Made,Saves Made from Inside Box,Goalkeeper Smother,GK Unsuccessful Distribution,Catches,Saves Made from Outside Box,Successful Corners into Box,Handballs conceded,Red Cards - 2nd Yellow,Clean Sheets,Straight Red Cards,Own Goal Scored,Total Red Cards,Left Foot Goals,Unsuccessful lay-offs,Attempts from Set Pieces,Punches,Saves from Penalty,Penalties Faced,Penalties Saved,Last Man Tackle,Clearances Off the Line,Penalties Conceded,Second Goal Assists,Foul Won Penalty,Drops,Saves made - caught,Penalty Goals,Penalties Taken,Goals from Outside Box,Crosses not Claimed,Other Goals,Set Pieces Goals,Penalties Off Target
USA_USL_Championship,2022,Tampa Bay Rowdies,914607gz71onfudf4v45ci0dm,I. Antley,Defender,14,,,,,1.0,,1.0,,2.0,,1.0,1.0,,2.0,1.0,,1.0,,,,,,2.0,,,2.0,,,,,,2.0,,1.0,1.0,1.0,,,,2.0,,1.0,1.0,,5.0,,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,,1.0,,1.0,,,1.0,,,10.0,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Tampa Bay Rowdies,35tm2y83fcb7sa5rc4phzh08a,C. Antley,Defender,2,80.0,60.0,851.0,13.0,298.0,223.0,54.0,41.0,1637.0,30.0,39.0,1367.0,72.0,289.0,2811.0,380.0,37.0,31.0,,52.0,14.0,33.0,1665.0,8.0,6.0,172.0,1.0,26.0,117.0,29.0,10.0,412.0,,12.0,33.0,89.0,23.0,26.0,14.0,560.0,97.0,83.0,13.0,5.0,2156.0,24.0,120.0,5.0,106.0,1204.0,201.0,5.0,180.0,163.0,6.0,17.0,197.0,1.0,33.0,24.0,4.0,545.0,1340.0,37.0,524.0,17.0,5.0,169.0,8.0,31.0,10.0,31.0,,,0.0,,,,,,14.0,4.0,,2.0,,2.0,,1.0,,,,,,,,,1.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Tampa Bay Rowdies,drj13okbc1qm3oivqgex2h9wq,J. Areman,Midfielder,8,3.0,8.0,140.0,2.0,78.0,106.0,15.0,13.0,436.0,18.0,6.0,368.0,53.0,88.0,976.0,158.0,21.0,23.0,13.0,22.0,8.0,6.0,446.0,6.0,10.0,75.0,4.0,15.0,13.0,10.0,13.0,159.0,,2.0,18.0,42.0,9.0,6.0,2.0,142.0,23.0,33.0,9.0,,699.0,8.0,43.0,7.0,12.0,348.0,55.0,2.0,127.0,20.0,,16.0,48.0,19.0,18.0,12.0,3.0,19.0,358.0,10.0,239.0,4.0,,45.0,11.0,40.0,10.0,13.0,0.0,1.0,0.0,,,1.0,,1.0,1.0,4.0,,5.0,,,,,,,,,,,,3.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Tampa Bay Rowdies,470xuwiwevwy86l2ararrkyga,R. Arozarena,Goalkeeper,56,3.0,5.0,57.0,,31.0,23.0,,,56.0,,,68.0,,5.0,360.0,29.0,,,,,,9.0,99.0,,,2.0,,,3.0,8.0,,31.0,40.0,,4.0,2.0,,2.0,,49.0,29.0,,,,131.0,7.0,,,8.0,52.0,2.0,1.0,,16.0,,,32.0,,4.0,,,21.0,37.0,,11.0,,,5.0,,,10.0,4.0,,,0.0,,,,,,,,,,,,,,1.0,7.0,4.0,,2.0,1.0,3.0,,,,,,,,,,,2.0,,,,,,,,,1.0,1.0,,,,,,,
USA_USL_Championship,2022,Tampa Bay Rowdies,4i3554wm6891v5ty4fbqqtucp,P. Breno,Goalkeeper,30,3.0,4.0,110.0,5.0,56.0,40.0,,,108.0,,,132.0,,5.0,754.0,47.0,,,,,,15.0,188.0,,,2.0,,,3.0,5.0,,58.0,86.0,,9.0,2.0,,4.0,,101.0,55.0,,,,272.0,5.0,,,16.0,95.0,1.0,,,37.0,,1.0,60.0,,9.0,,,40.0,80.0,,22.0,,,5.0,,,10.0,8.0,,,0.0,,,,,,,,,1.0,,,,,6.0,18.0,13.0,2.0,19.0,6.0,5.0,,,,3.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,,,
USA_USL_Championship,2022,Tampa Bay Rowdies,zj59uztnn42yuyawd39evp0q,S. Castañeda,Midfielder,46,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,10.0,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Tampa Bay Rowdies,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,Defender,24,30.0,36.0,344.0,9.0,97.0,57.0,10.0,12.0,571.0,3.0,13.0,485.0,,82.0,913.0,182.0,10.0,,,7.0,8.0,23.0,582.0,,4.0,34.0,3.0,1.0,48.0,7.0,,106.0,,,13.0,16.0,1.0,5.0,4.0,203.0,49.0,18.0,5.0,,685.0,5.0,36.0,4.0,40.0,426.0,48.0,2.0,37.0,59.0,2.0,,71.0,,13.0,5.0,1.0,160.0,479.0,18.0,141.0,7.0,,46.0,,,10.0,10.0,1.0,0.0,0.0,,,1.0,,1.0,,,,3.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,
USA_USL_Championship,2022,Tampa Bay Rowdies,631nrqi3lgy82rtxhsjqho3jd,C. Cochran,Goalkeeper,1,4.0,5.0,429.0,36.0,164.0,115.0,2.0,,406.0,,,512.0,,7.0,2246.0,163.0,1.0,,,1.0,,68.0,676.0,,1.0,2.0,,,5.0,22.0,,167.0,258.0,,25.0,2.0,,2.0,,341.0,158.0,,,,880.0,18.0,1.0,1.0,49.0,388.0,6.0,4.0,,124.0,1.0,,228.0,,25.0,1.0,1.0,172.0,327.0,1.0,83.0,,,6.0,,,10.0,25.0,,,0.0,,,,,,,,,,,,,,16.0,42.0,26.0,2.0,41.0,16.0,16.0,,,,6.0,,,,,,,1.0,,,,,,,,,2.0,1.0,,,,,,,
USA_USL_Championship,2022,Tampa Bay Rowdies,6zmdzhx72ydq7lgvn9fstltcl,S. Dalgaard,Midfielder,23,34.0,20.0,244.0,7.0,172.0,206.0,22.0,35.0,916.0,38.0,28.0,754.0,85.0,197.0,2296.0,135.0,20.0,59.0,,93.0,17.0,22.0,926.0,15.0,14.0,141.0,17.0,21.0,56.0,21.0,19.0,329.0,,12.0,32.0,62.0,24.0,21.0,1.0,217.0,42.0,79.0,10.0,3.0,1382.0,19.0,101.0,30.0,25.0,720.0,130.0,2.0,366.0,34.0,2.0,34.0,95.0,2.0,32.0,10.0,13.0,208.0,744.0,22.0,525.0,11.0,3.0,96.0,15.0,59.0,10.0,26.0,1.0,4.0,0.0,1.0,,5.0,,5.0,12.0,12.0,5.0,6.0,,,,1.0,,,,,,,,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Tampa Bay Rowdies,1bvo1q3jlflqdmjrvypnt2lzp,Steevan dos Santos,Forward,10,72.0,11.0,37.0,,95.0,85.0,6.0,15.0,270.0,37.0,30.0,176.0,,240.0,1302.0,63.0,9.0,4.0,,81.0,9.0,,271.0,,14.0,117.0,24.0,6.0,123.0,14.0,7.0,188.0,,,24.0,52.0,12.0,38.0,1.0,72.0,5.0,65.0,3.0,,524.0,13.0,116.0,38.0,14.0,172.0,90.0,1.0,68.0,4.0,6.0,10.0,31.0,,24.0,6.0,14.0,68.0,175.0,51.0,139.0,15.0,,124.0,,4.0,10.0,15.0,4.0,3.0,4.0,2.0,2.0,7.0,,7.0,12.0,4.0,2.0,9.0,,,,12.0,,,,,,,,,5.0,1.0,,,,1.0,3.0,1.0,,,,,,,,,,2.0,,,1.0,1.0,,,,,
