liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Appearances,Total Unsuccessful Passes ( Excl Crosses & Corners ),Ground Duels won,Tackles Lost,Unsuccessful Passes Opposition Half,Goals Conceded Inside Box,Blocks,Total Shots,Open Play Passes,Aerial Duels lost,Successful Long Passes,Aerial Duels,Total Touches In Opposition Box,Goals Conceded,Unsuccessful Passes Own Half,Duels lost,Duels won,Touches,Rightside Passes,Unsuccessful Launches,Successful Passes Opposition Half,Games Played,Ground Duels lost,Recoveries,Shots Off Target (inc woodwork),Successful Short Passes,Total Passes,Total Fouls Won,Total Tackles,Backward Passes,Unsuccessful Long Passes,Aerial Duels won,Unsuccessful Short Passes,Successful Launches,Index,Duels,Forward Passes,Tackles Won,Interceptions,Ground Duels,Successful Passes Own Half,Starts,Throw Ins to Own Player,Total Clearances,Total Fouls Conceded,Foul Attempted Tackle,Successful Open Play Passes,Leftside Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Losses Of Possession,Yellow Cards,Home Goals,Away Goals,Winning Goal,Substitute Off,Times Tackled,Unsuccessful Crosses & Corners,PutThrough/Blocked Distribution,Substitute On,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Offsides,Corners Won,Shots On Target ( inc goals ),Successful Corners into Box,Key Passes (Attempt Assists),Blocked Shots,Successful Dribbles,Unsuccessful Corners into Box,Unsuccessful Dribbles,Successful Crosses & Corners,Corners Taken (incl short corners),Throw Ins to Opposition Player,Successful Crosses open play,Punches,Saves Made,Saves Made from Inside Box,Saves made - parried,Catches,GK Unsuccessful Distribution,GK Successful Distribution,Goal Assists,Assists (Intentional),Straight Red Cards,Total Red Cards,Goals,Goals from Inside Box,Right Foot Goals,Saves Made from Outside Box,Penalty Goals Conceded,Left Foot Goals,Clean Sheets,Hit Woodwork,Headed Goals,Goals from Outside Box,Penalties Conceded,Second Goal Assists,Successful Lay-offs,Penalties Taken,Through balls,Penalty Goals,Foul Won Penalty,Penalties Faced,Attempts from Set Pieces,Red Cards - 2nd Yellow,Handballs conceded,Goals Conceded Outside Box,Overruns,Saves made - caught,Goal Kicks,Drops,Clearances Off the Line,Last Man Tackle,Goalkeeper Smother,Unsuccessful lay-offs,Set Pieces Goals,Own Goal Scored,Saves from Penalty,Penalties Saved,Crosses not Claimed
USA_US_Open_Cup,2022,Lansdowne Yonkers FC,66ypmtyapntd5lzuigwqrzb4k,Y. Alexander,Midfielder,8,210.0,2.0,20.0,5.0,2.0,16.0,2.0,,,62.0,,4.0,2.0,,2.0,4.0,18.0,7.0,92.0,17.0,,23.0,2.0,18.0,13.0,,39.0,63.0,1.0,3.0,6.0,8.0,2.0,12.0,,10.0,25.0,30.0,1.0,,23.0,20.0,2.0,,2.0,8.0,7.0,42.0,10.0,43.0,35.0,2.0,0.0,0.0,0.0,,8.0,,4.0,,,3.0,1.0,,,,1.0,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Lansdowne Yonkers FC,2xjb5c55yn39n448apk7rayvo,O. Azrak,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Lansdowne Yonkers FC,8h7imn55lr6a3p5n88mj84dex,M. Baldé,Midfielder,0,18.0,1.0,2.0,,,2.0,,,,7.0,1.0,,1.0,,,,3.0,,10.0,1.0,,2.0,1.0,2.0,3.0,,5.0,7.0,,,,,,2.0,,10.0,3.0,6.0,,,2.0,3.0,,,,1.0,1.0,5.0,,5.0,4.0,1.0,0.0,0.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Lansdowne Yonkers FC,a5p3tc8hngizs63wdfkiu7pw5,O. Bedward,Midfielder,20,90.0,1.0,2.0,5.0,,,1.0,,,22.0,1.0,3.0,1.0,,1.0,2.0,5.0,5.0,35.0,10.0,,7.0,1.0,4.0,5.0,,17.0,22.0,,5.0,,1.0,,1.0,,10.0,10.0,8.0,5.0,2.0,9.0,13.0,1.0,,3.0,2.0,2.0,20.0,4.0,20.0,5.0,1.0,0.0,0.0,0.0,,2.0,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Lansdowne Yonkers FC,dts9f65gq7tncqk9dyo3jgpw4,T. Bryan,Defender,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Lansdowne Yonkers FC,cnxq3o9hona9js5w3f1fur949,A. Danso,Goalkeeper,99,210.0,2.0,20.0,1.0,,16.0,2.0,,,19.0,1.0,16.0,2.0,,2.0,4.0,1.0,2.0,77.0,9.0,5.0,10.0,2.0,,21.0,,16.0,52.0,,,,18.0,1.0,2.0,5.0,10.0,3.0,37.0,,,1.0,22.0,2.0,,3.0,,,15.0,6.0,32.0,21.0,,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,8.0,6.0,2.0,3.0,8.0,19.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
USA_US_Open_Cup,2022,Lansdowne Yonkers FC,ebuv4s21dtzjpm0garqej4w0k,M. Danso,Defender,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Lansdowne Yonkers FC,123n4mtuaz840b14qm7bpl5w4,J. Devivo,Forward,9,88.0,2.0,11.0,7.0,1.0,14.0,1.0,,1.0,20.0,1.0,1.0,1.0,4.0,1.0,2.0,13.0,7.0,52.0,1.0,1.0,8.0,2.0,12.0,,,8.0,20.0,3.0,4.0,3.0,3.0,,8.0,1.0,10.0,20.0,8.0,3.0,,19.0,2.0,1.0,4.0,,1.0,,9.0,8.0,9.0,28.0,,0.0,0.0,0.0,1.0,8.0,5.0,3.0,1.0,5.0,1.0,,,1.0,,2.0,,,,6.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Lansdowne Yonkers FC,cug3882zpjcjwrs74cnbhizft,D. Dillon,Forward,0,102.0,2.0,6.0,3.0,,5.0,1.0,,1.0,26.0,1.0,,1.0,3.0,1.0,2.0,2.0,3.0,41.0,13.0,,10.0,2.0,1.0,11.0,1.0,20.0,26.0,1.0,2.0,5.0,,,6.0,,10.0,5.0,6.0,2.0,,4.0,11.0,1.0,,,,,20.0,2.0,20.0,12.0,,0.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,,3.0,3.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Lansdowne Yonkers FC,bgmlz1b6ir0mr78hcefx5463t,E. Farrell,Defender,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Lansdowne Yonkers FC,dcu3ojabttm15qkg2675zex3o,Humbert Ferrer,Midfielder,5,155.0,2.0,19.0,12.0,2.0,14.0,2.0,1.0,2.0,65.0,3.0,4.0,4.0,3.0,2.0,5.0,11.0,13.0,95.0,27.0,1.0,26.0,2.0,8.0,13.0,1.0,42.0,65.0,5.0,5.0,2.0,2.0,1.0,17.0,,10.0,24.0,26.0,3.0,,20.0,20.0,2.0,,4.0,3.0,3.0,46.0,10.0,46.0,26.0,1.0,0.0,0.0,0.0,2.0,2.0,,3.0,,,3.0,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Lansdowne Yonkers FC,5e0al4x3xflg3frnbc2wrqt49,K. Gurrieri,Midfielder,16,37.0,1.0,6.0,1.0,,4.0,1.0,,1.0,17.0,,2.0,,1.0,1.0,2.0,3.0,1.0,24.0,6.0,,7.0,1.0,3.0,6.0,,11.0,19.0,,,4.0,2.0,,4.0,,10.0,4.0,6.0,,,4.0,6.0,,,,2.0,1.0,12.0,3.0,13.0,8.0,1.0,0.0,0.0,0.0,,1.0,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Lansdowne Yonkers FC,w6g2k6vx0v4hbaglehb8wnv9,J. Mauritzson,Defender,15,210.0,2.0,27.0,8.0,1.0,23.0,2.0,2.0,,82.0,,17.0,4.0,,2.0,4.0,2.0,12.0,125.0,19.0,8.0,22.0,2.0,2.0,6.0,,48.0,92.0,5.0,2.0,5.0,22.0,4.0,5.0,5.0,10.0,14.0,49.0,1.0,4.0,10.0,43.0,2.0,,11.0,,,59.0,19.0,65.0,30.0,1.0,0.0,0.0,0.0,,1.0,,1.0,,,1.0,,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Lansdowne Yonkers FC,9xcmbpqvq7gcgyl15rcupwxxx,P. McVeigh,Midfielder,0,173.0,2.0,11.0,9.0,,10.0,2.0,,3.0,40.0,1.0,2.0,3.0,3.0,2.0,5.0,10.0,11.0,80.0,3.0,,21.0,2.0,9.0,12.0,3.0,27.0,40.0,5.0,3.0,7.0,3.0,2.0,8.0,,10.0,21.0,15.0,3.0,1.0,18.0,8.0,2.0,4.0,,,,29.0,15.0,29.0,27.0,,0.0,0.0,0.0,1.0,6.0,4.0,3.0,,4.0,1.0,,,,,1.0,,1.0,,2.0,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Lansdowne Yonkers FC,5q4iuo6y4xmp5wevfikr5zxn8,Y. Mikaheel,Midfielder,2,210.0,2.0,17.0,8.0,1.0,13.0,1.0,,,63.0,1.0,8.0,2.0,1.0,1.0,7.0,6.0,9.0,124.0,2.0,5.0,28.0,2.0,5.0,9.0,,40.0,65.0,2.0,2.0,8.0,10.0,1.0,7.0,1.0,10.0,15.0,38.0,1.0,4.0,13.0,24.0,2.0,24.0,1.0,3.0,2.0,47.0,17.0,48.0,28.0,,0.0,0.0,0.0,,1.0,3.0,6.0,,3.0,3.0,,1.0,,,4.0,,4.0,,1.0,4.0,,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Lansdowne Yonkers FC,djrct4w7u48ths3vja8sdyt3p,S. Mullings,Forward,25,210.0,2.0,16.0,7.0,,17.0,2.0,1.0,7.0,49.0,6.0,,16.0,13.0,2.0,,19.0,17.0,102.0,17.0,1.0,32.0,2.0,13.0,7.0,3.0,37.0,53.0,3.0,1.0,12.0,2.0,10.0,14.0,,10.0,36.0,11.0,1.0,,20.0,5.0,2.0,,4.0,7.0,3.0,33.0,13.0,37.0,40.0,,0.0,1.0,1.0,,7.0,1.0,3.0,,1.0,2.0,2.0,,4.0,,1.0,1.0,3.0,,3.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Lansdowne Yonkers FC,4vspcuaokr78bgfvz0n337nc9,M. Nigro,Midfielder,21,94.0,2.0,15.0,1.0,,14.0,1.0,,,44.0,,1.0,1.0,3.0,1.0,2.0,4.0,2.0,56.0,14.0,,20.0,2.0,4.0,5.0,,28.0,44.0,1.0,,11.0,3.0,1.0,12.0,,10.0,6.0,13.0,,,5.0,10.0,1.0,1.0,,2.0,2.0,29.0,6.0,29.0,19.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,1.0,4.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Lansdowne Yonkers FC,2z6tb4q8fswezn3zudgtwt8us,A. Paolini,Forward,27,210.0,2.0,23.0,16.0,3.0,21.0,2.0,,1.0,60.0,2.0,2.0,6.0,2.0,2.0,5.0,8.0,20.0,134.0,15.0,3.0,21.0,2.0,6.0,13.0,1.0,38.0,63.0,2.0,13.0,12.0,5.0,4.0,18.0,,10.0,28.0,36.0,10.0,3.0,22.0,19.0,2.0,19.0,1.0,2.0,1.0,37.0,,40.0,46.0,,0.0,0.0,0.0,,4.0,3.0,4.0,,3.0,3.0,,,,,,,2.0,,3.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Lansdowne Yonkers FC,4s4d2pf1mzzzdgwc397283w9g,K. Parish,Midfielder,4,187.0,2.0,20.0,6.0,1.0,18.0,2.0,1.0,2.0,69.0,4.0,14.0,7.0,,2.0,5.0,10.0,9.0,98.0,11.0,5.0,20.0,2.0,6.0,7.0,1.0,42.0,76.0,3.0,2.0,5.0,10.0,3.0,10.0,4.0,10.0,19.0,39.0,1.0,,12.0,36.0,2.0,3.0,3.0,3.0,2.0,50.0,21.0,56.0,26.0,,0.0,0.0,0.0,1.0,,3.0,,,1.0,,,,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Lansdowne Yonkers FC,cuv2yv6i4zrt4n9vw34yo2u39,A. Sousa,Midfielder,23,49.0,1.0,5.0,4.0,,5.0,,1.0,,24.0,,3.0,,1.0,,,6.0,4.0,35.0,7.0,1.0,18.0,1.0,6.0,6.0,,16.0,24.0,2.0,,3.0,1.0,,4.0,1.0,10.0,10.0,7.0,,1.0,10.0,2.0,,,1.0,2.0,1.0,19.0,7.0,19.0,8.0,,0.0,0.0,0.0,,2.0,,,1.0,,,,,,,,,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
