root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Short Passes,Duels,Goals Conceded,Total Tackles,Rightside Passes,Total Losses Of Possession,Unsuccessful Passes Own Half,Successful Passes Own Half,Goals Conceded Inside Box,Shots On Target ( inc goals ),Unsuccessful Long Passes,Recoveries,PutThrough/Blocked Distribution,Touches,Total Shots,Total Passes,Aerial Duels,Starts,Ground Duels lost,Interceptions,Appearances,Leftside Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Aerial Duels won,Time Played,Throw Ins to Own Player,Backward Passes,Successful Passes Opposition Half,Successful Open Play Passes,Successful Short Passes,Index,Tackles Won,Ground Duels won,Ground Duels,Total Touches In Opposition Box,Aerial Duels lost,Successful Long Passes,Forward Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Clearances,Unsuccessful Passes Opposition Half,Duels won,Corners Won,Games Played,Duels lost,Winning Goal,Unsuccessful Crosses & Corners,Right Foot Goals,Throw Ins to Opposition Player,Penalties Taken,Unsuccessful lay-offs,Goals,Successful Lay-offs,Successful Corners into Box,Total Fouls Won,Corners Taken (incl short corners),Total Fouls Conceded,Unsuccessful Corners into Box,Times Tackled,Blocked Shots,Key Passes (Attempt Assists),Unsuccessful Dribbles,Successful Dribbles,Through balls,Goals from Outside Box,Attempts from Set Pieces,Shots Off Target (inc woodwork),Successful Crosses & Corners,Home Goals,Away Goals,PutThrough/Blocked Distribution Won,Substitute On,Tackles Lost,Foul Attempted Tackle,Foul Won Penalty,Unsuccessful Crosses open play,Yellow Cards,Substitute Off,Offsides,Goal Kicks,Saves Made from Inside Box,Saves Made,Saves Made from Outside Box,Saves made - parried,GK Successful Distribution,GK Unsuccessful Distribution,Blocks,Successful Crosses open play,Hit Woodwork,Unsuccessful Launches,Clean Sheets,Successful Launches,Overruns,Handballs conceded,Goals from Inside Box,Headed Goals,Left Foot Goals,Second Goal Assists,Goal Assists,Assists (Intentional),Penalties Conceded,Red Cards - 2nd Yellow,Clearances Off the Line,Total Red Cards,Penalties Saved,Saves from Penalty,Catches,Punches,Penalties Faced,Goalkeeper Smother,Own Goal Scored,Goals Conceded Outside Box,Penalty Goals,Straight Red Cards,Penalty Goals Conceded,Saves made - caught,Crosses not Claimed,Other Goals,Last Man Tackle,Drops,Set Pieces Goals
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,CD Guadalajara,CD_Guadalajara,9vvleh9yqqcm955432lsl8c7p,R. Alvarado,Forward,25,10.0,28.0,4.0,4.0,14.0,38.0,3.0,28.0,3.0,,1.0,7.0,8.0,127.0,1.0,72.0,3.0,2.0,12.0,,2.0,23.0,61.0,66.0,2.0,180.0,1.0,18.0,34.0,55.0,60.0,10.0,3.0,13.0,25.0,6.0,1.0,1.0,17.0,11.0,,20.0,15.0,6.0,2.0,13.0,0.0,12.0,,,,,,,,5.0,8.0,2.0,5.0,8.0,4.0,3.0,3.0,4.0,,,,1.0,1.0,,,2.0,,1.0,,,6.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,CD Guadalajara,CD_Guadalajara,c52rbcdu5hiukdhoshthvctbe,F. Beltrán,Midfielder,20,5.0,24.0,4.0,4.0,36.0,18.0,1.0,68.0,3.0,,4.0,7.0,4.0,138.0,,107.0,1.0,2.0,15.0,6.0,2.0,32.0,98.0,104.0,1.0,180.0,,11.0,30.0,95.0,90.0,10.0,2.0,8.0,23.0,2.0,,8.0,28.0,9.0,1.0,8.0,9.0,1.0,2.0,15.0,0.0,,,,,,,,,3.0,,4.0,,8.0,,1.0,3.0,1.0,,,,,,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,CD Guadalajara,CD_Guadalajara,715qexmchnyx2png0e68c1fu2,J. Brígido,Forward,59,3.0,8.0,,,7.0,6.0,2.0,3.0,,,,2.0,,25.0,1.0,17.0,1.0,,3.0,,1.0,3.0,14.0,16.0,,33.0,,3.0,11.0,13.0,14.0,10.0,,4.0,7.0,,1.0,,4.0,3.0,,1.0,4.0,,1.0,4.0,0.0,,,,,,,,,2.0,,,,2.0,,,1.0,2.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,CD Guadalajara,CD_Guadalajara,bn8eqcglavl5j1kmlgyy3hed,A. Briseño,Defender,4,2.0,17.0,2.0,,12.0,5.0,1.0,45.0,2.0,1.0,3.0,7.0,,75.0,3.0,60.0,10.0,1.0,7.0,2.0,2.0,26.0,55.0,58.0,5.0,135.0,,1.0,10.0,53.0,52.0,10.0,,,7.0,3.0,5.0,3.0,21.0,5.0,6.0,4.0,5.0,,2.0,12.0,0.0,,,,,,1.0,,,,,6.0,,,,,,,,,,2.0,,1.0,0.0,,1.0,,3.0,,,1.0,,1.0,,,,,,,,3.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,CD Guadalajara,CD_Guadalajara,52xjaejv3eeiyd2xn5642g2xh,I. Brizuela,Midfielder,11,1.0,4.0,,2.0,,2.0,,1.0,,,,,,8.0,,4.0,,,1.0,,2.0,3.0,3.0,4.0,,12.0,,,2.0,3.0,3.0,10.0,2.0,3.0,4.0,1.0,,,1.0,1.0,,1.0,3.0,,2.0,1.0,0.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,CD Guadalajara,CD_Guadalajara,dl40zb7nm9ayqf10noredupd5,C. Calderón,Defender,26,15.0,19.0,4.0,3.0,31.0,26.0,7.0,48.0,3.0,,1.0,11.0,4.0,136.0,1.0,91.0,7.0,2.0,5.0,2.0,2.0,8.0,75.0,87.0,4.0,180.0,10.0,17.0,30.0,71.0,68.0,10.0,2.0,7.0,12.0,,3.0,7.0,35.0,16.0,4.0,11.0,11.0,3.0,2.0,8.0,0.0,2.0,,4.0,,,,,1.0,1.0,1.0,2.0,,2.0,,1.0,,3.0,,,,1.0,3.0,,,,,1.0,2.0,,2.0,1.0,,,,,,,,,,2.0,3.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,CD Guadalajara,CD_Guadalajara,4pw00eq0okwcadrq7t1jzlmmt,R. Cisneros,Forward,18,5.0,1.0,,,2.0,5.0,1.0,,,,,,1.0,6.0,,6.0,1.0,,,,2.0,3.0,1.0,6.0,1.0,21.0,,,1.0,1.0,1.0,10.0,,,,2.0,,,1.0,5.0,,4.0,1.0,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,CD Guadalajara,CD_Guadalajara,evsi15yzlgsbn8fj4phrhi39,R. González,Midfielder,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,CD Guadalajara,CD_Guadalajara,9uuk73i8obc7ji0dnan352nkl,É. Gutiérrez,Midfielder,15,9.0,15.0,4.0,2.0,27.0,15.0,1.0,54.0,3.0,,2.0,12.0,1.0,121.0,,104.0,2.0,2.0,10.0,2.0,2.0,31.0,93.0,102.0,2.0,155.0,,19.0,39.0,91.0,82.0,10.0,,3.0,13.0,3.0,,11.0,27.0,11.0,,10.0,5.0,1.0,2.0,10.0,0.0,,,,,,,3.0,,1.0,,5.0,,3.0,1.0,,,,,,,,,,,,,2.0,1.0,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,CD Guadalajara,CD_Guadalajara,e2ecjp2hobzgi1o9l57xgcd0p,V. Guzmán,Midfielder,5,4.0,10.0,4.0,3.0,13.0,15.0,2.0,26.0,3.0,1.0,2.0,6.0,3.0,86.0,3.0,57.0,1.0,2.0,3.0,,2.0,21.0,51.0,54.0,1.0,147.0,,13.0,27.0,48.0,49.0,10.0,1.0,6.0,9.0,3.0,,2.0,10.0,6.0,2.0,10.0,7.0,2.0,2.0,3.0,0.0,6.0,,,,,,3.0,1.0,1.0,4.0,,2.0,1.0,,,,2.0,,,,2.0,2.0,,,2.0,,2.0,,,4.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
