liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals Conceded,Total Fouls Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Starts,Total Tackles,Rightside Passes,Time Played,Unsuccessful Long Passes,Times Tackled,Ground Duels won,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Losses Of Possession,Unsuccessful Short Passes,Goals Conceded Outside Box,Unsuccessful Passes Opposition Half,Tackles Lost,Tackles Won,Clean Sheets,Aerial Duels,Foul Attempted Tackle,Recoveries,Goals Conceded Inside Box,Total Passes,Successful Open Play Passes,Open Play Passes,Duels lost,Unsuccessful Passes Own Half,Interceptions,Touches,Aerial Duels won,Total Clearances,Ground Duels,Duels,Backward Passes,Successful Long Passes,Ground Duels lost,Forward Passes,Appearances,Index,Duels won,Successful Passes Own Half,Successful Short Passes,Key Passes (Attempt Assists),Leftside Passes,Blocks,Successful Passes Opposition Half,Home Goals,Away Goals,Winning Goal,Throw Ins to Own Player,Unsuccessful Launches,Unsuccessful Crosses open play,Substitute Off,Throw Ins to Opposition Player,PutThrough/Blocked Distribution Won,PutThrough/Blocked Distribution,Unsuccessful Crosses & Corners,Substitute On,Total Shots,Unsuccessful Dribbles,Total Fouls Won,Aerial Duels lost,Successful Dribbles,Handballs conceded,Blocked Shots,Shots Off Target (inc woodwork),Successful Launches,Unsuccessful lay-offs,Successful Lay-offs,Offsides,Yellow Cards,GK Successful Distribution,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made,Total Touches In Opposition Box,Saves made - parried,Punches,Goals from Inside Box,Attempts from Set Pieces,Assists (Intentional),Right Foot Goals,Corners Won,Penalty Goals,Penalties Taken,Shots On Target ( inc goals ),Goal Assists,Successful Crosses & Corners,Goals,Successful Crosses open play,Goalkeeper Smother,Saves Made from Outside Box,Total Red Cards,Straight Red Cards,Unsuccessful Corners into Box,Corners Taken (incl short corners),Successful Corners into Box,Through balls,Second Goal Assists,Drops,Hit Woodwork,Left Foot Goals,Clearances Off the Line,Own Goal Scored,Headed Goals,Saves made - caught,Catches,Penalty Goals Conceded,Goals from Outside Box,Penalties Conceded,Penalties Faced,Saves from Penalty,Penalties Saved,Foul Won Penalty,Set Pieces Goals,Other Goals
Concacaf_Concacaf_Champions_Cup,2021,Arcahaie FC,31hu67et2ivmrpnl26qpgeuj8,O. Alesy,Midfielder,4,2.0,8.0,2.0,41.0,2.0,4.0,19.0,180.0,3.0,1.0,4.0,14.0,15.0,11.0,1.0,12.0,1.0,3.0,1.0,2.0,1.0,6.0,7.0,55.0,38.0,51.0,4.0,2.0,2.0,71.0,2.0,5.0,8.0,10.0,9.0,2.0,4.0,16.0,2.0,21.0,6.0,30.0,39.0,1.0,11.0,2.0,11.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Arcahaie FC,d4f6jar15ortdnscyld4bmytx,R. Calixte,Defender,12,2.0,4.0,,35.0,2.0,,21.0,143.0,5.0,1.0,,9.0,18.0,4.0,,7.0,,,1.0,1.0,,10.0,4.0,44.0,35.0,44.0,1.0,4.0,3.0,76.0,1.0,5.0,1.0,2.0,8.0,1.0,1.0,15.0,2.0,11.0,1.0,27.0,34.0,1.0,,,8.0,0.0,0.0,0.0,9.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Arcahaie FC,db6b31inx9jja74uvoqbfarro,O. Charles,Midfielder,7,2.0,6.0,2.0,43.0,1.0,,13.0,164.0,4.0,6.0,3.0,16.0,25.0,12.0,1.0,15.0,,,1.0,1.0,1.0,9.0,5.0,59.0,42.0,58.0,9.0,3.0,1.0,77.0,,2.0,11.0,12.0,11.0,4.0,8.0,16.0,2.0,17.0,3.0,27.0,39.0,,19.0,,16.0,0.0,0.0,0.0,,1.0,2.0,,,,3.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Arcahaie FC,7fhnla74iseq1p4io3txlyxas,S. Colin,Defender,24,2.0,8.0,2.0,38.0,2.0,2.0,15.0,180.0,11.0,,3.0,18.0,18.0,7.0,1.0,11.0,1.0,1.0,1.0,2.0,2.0,9.0,7.0,56.0,37.0,53.0,5.0,7.0,4.0,78.0,1.0,11.0,7.0,9.0,,4.0,4.0,27.0,2.0,11.0,4.0,35.0,34.0,,14.0,,3.0,0.0,0.0,0.0,,1.0,,,,1.0,2.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Arcahaie FC,dmnxyne1ukd4aezdk8x2la590,W. Delius,Defender,5,1.0,4.0,,13.0,,,6.0,37.0,1.0,,,5.0,5.0,4.0,1.0,3.0,,,,,,,3.0,18.0,12.0,16.0,,2.0,2.0,25.0,,4.0,,,,2.0,,11.0,1.0,1.0,,12.0,11.0,,1.0,,1.0,0.0,0.0,0.0,,1.0,,,,,2.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Arcahaie FC,6yaf2u7uzssov3gpmqk5lc3kk,J. Desronvil,Defender,44,2.0,4.0,,36.0,2.0,2.0,6.0,143.0,12.0,2.0,2.0,15.0,19.0,3.0,,8.0,,2.0,1.0,2.0,,4.0,4.0,51.0,36.0,51.0,5.0,7.0,2.0,68.0,1.0,4.0,6.0,8.0,3.0,5.0,4.0,30.0,2.0,11.0,3.0,30.0,31.0,,12.0,4.0,6.0,0.0,0.0,0.0,,5.0,,1.0,,,1.0,,,,2.0,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Arcahaie FC,7dzka68e4fibl1kqhndvqcn4k,M. Dorvilien,Forward,9,2.0,8.0,7.0,24.0,2.0,,6.0,155.0,,2.0,2.0,11.0,17.0,11.0,1.0,11.0,,,,10.0,5.0,3.0,7.0,35.0,14.0,25.0,13.0,,4.0,48.0,4.0,,9.0,19.0,13.0,,7.0,6.0,2.0,4.0,6.0,15.0,24.0,,10.0,,9.0,0.0,0.0,0.0,,,,1.0,,,1.0,,,,2.0,2.0,6.0,,1.0,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Arcahaie FC,ei1axkjf128llrz0uoxaeg5jo,G. Elien,Goalkeeper,1,1.0,,,18.0,1.0,,6.0,90.0,9.0,,,9.0,10.0,,,6.0,,,1.0,,,14.0,,27.0,9.0,10.0,,3.0,,37.0,,1.0,,,,8.0,,19.0,1.0,75.0,,13.0,10.0,,2.0,,5.0,0.0,0.0,0.0,,4.0,,,,,,,,,,,,,,,,3.0,,,,,12.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Arcahaie FC,320qhoqse32id7sccn95fnms4,G. Gabriel,Defender,77,2.0,4.0,2.0,24.0,2.0,3.0,3.0,151.0,6.0,2.0,5.0,18.0,30.0,12.0,,11.0,1.0,2.0,1.0,3.0,2.0,10.0,4.0,42.0,24.0,42.0,8.0,10.0,6.0,93.0,1.0,9.0,11.0,14.0,1.0,2.0,6.0,24.0,2.0,12.0,6.0,16.0,22.0,,14.0,,8.0,0.0,0.0,0.0,14.0,2.0,3.0,1.0,7.0,1.0,3.0,3.0,,,1.0,,2.0,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Arcahaie FC,1p1xyq1uwan60e2kp309gsd90,K. Hazard,Midfielder,23,1.0,,2.0,6.0,1.0,,1.0,64.0,,,,8.0,10.0,8.0,,6.0,,,,2.0,1.0,2.0,,14.0,6.0,14.0,4.0,2.0,,18.0,,,2.0,4.0,3.0,1.0,2.0,3.0,1.0,6.0,,1.0,5.0,,7.0,,5.0,0.0,0.0,0.0,,,,1.0,,,1.0,,,1.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
