liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Time Played,Open Play Passes,Successful Passes Opposition Half,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Index,Duels won,Total Fouls Won,Aerial Duels won,Duels,Goals Conceded,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Duels lost,Ground Duels won,Backward Passes,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Tackles,Recoveries,Starts,PutThrough/Blocked Distribution,Blocks,Forward Passes,Successful Long Passes,Total Clearances,Tackles Won,Tackles Lost,Throw Ins to Own Player,Successful Crosses & Corners,Unsuccessful Launches,Key Passes (Attempt Assists),Throw Ins to Opposition Player,Successful Crosses open play,Handballs conceded,Interceptions,Unsuccessful Crosses open play,Corners Won,Successful Dribbles,Total Touches In Opposition Box,Unsuccessful Dribbles,Unsuccessful Crosses & Corners,Successful Launches,Shots Off Target (inc woodwork),Total Shots,Blocked Shots,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Lay-offs,Right Foot Goals,Shots On Target ( inc goals ),Goals from Inside Box,Unsuccessful lay-offs,Saves Made,GK Successful Distribution,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Offsides,Assists (Intentional),Goal Assists,Punches,Catches,Saves made - caught,Successful Corners into Box,Drops,Penalties Faced,Clean Sheets,Penalties Taken,Penalties Conceded,Attempts from Set Pieces,Last Man Tackle,Headed Goals,Goals from Outside Box,Hit Woodwork,Other Goals,Through balls,Left Foot Goals,Own Goal Scored,Goalkeeper Smother,Crosses not Claimed,Clearances Off the Line,Penalties Saved,Saves from Penalty,Penalty Goals,Foul Won Penalty,Set Pieces Goals
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Honduras,1yhtzq33ssznnl1pkg6fjz26t,B. Acosta,Midfielder,0.0,5.0,,3.0,,,,1.0,2.0,311.0,131.0,57.0,48.0,53.0,23.0,143.0,10.0,105.0,5.0,35.0,40.0,37.0,7.0,183.0,5.0,5.0,29.0,20.0,17.0,4.0,3.0,35.0,5.0,15.0,46.0,99.0,108.0,6.0,18.0,14.0,16.0,12.0,2.0,,3.0,9.0,17.0,4.0,5.0,,41.0,3.0,,5.0,4.0,,2.0,5.0,2.0,,,,5.0,4.0,1.0,1.0,,,9.0,2.0,2.0,3.0,,10.0,5.0,2.0,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Honduras,6bh7tqzaroapduxnax1hdbyl1,C. Altamirano,Midfielder,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Honduras,3hqyl61z7yssettsjoqpboclx,É. Alvarado,Defender,0.0,5.0,,3.0,,,,,,450.0,129.0,38.0,59.0,53.0,20.0,131.0,9.0,84.0,10.0,40.0,41.0,29.0,15.0,226.0,5.0,7.0,40.0,22.0,32.0,6.0,9.0,59.0,12.0,17.0,10.0,89.0,91.0,19.0,27.0,23.0,9.0,20.0,2.0,2.0,10.0,15.0,17.0,5.0,5.0,,71.0,7.0,21.0,10.0,5.0,19.0,,10.0,,6.0,,,11.0,4.0,2.0,2.0,2.0,,4.0,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Honduras,aj4t3qg052agrtmaaadif29qt,E. Andino,Forward,0.0,6.0,,,,,,3.0,3.0,335.0,83.0,53.0,39.0,17.0,17.0,86.0,5.0,67.0,8.0,17.0,35.0,18.0,2.0,132.0,6.0,2.0,27.0,34.0,14.0,11.0,3.0,35.0,9.0,16.0,10.0,66.0,69.0,8.0,21.0,11.0,29.0,,,1.0,5.0,1.0,14.0,3.0,4.0,,12.0,2.0,1.0,1.0,,2.0,1.0,,,,1.0,1.0,3.0,3.0,3.0,,4.0,2.0,3.0,1.0,3.0,3.0,1.0,,,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Honduras,akvnlaszzemsj14oa62n39c5x,B. Beckeles,Defender,0.0,11.0,,1.0,,,,,,990.0,398.0,181.0,167.0,150.0,58.0,420.0,22.0,295.0,14.0,92.0,22.0,86.0,26.0,762.0,11.0,15.0,145.0,55.0,100.0,24.0,13.0,167.0,17.0,58.0,146.0,309.0,328.0,22.0,67.0,87.0,52.0,34.0,12.0,3.0,9.0,57.0,56.0,11.0,19.0,2.0,200.0,33.0,10.0,43.0,14.0,114.0,3.0,17.0,4.0,17.0,3.0,1.0,20.0,20.0,4.0,7.0,5.0,9.0,20.0,3.0,3.0,4.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Honduras,2y6kfz5hnxko88564nhbslo0l,J. Bengtson,Forward,0.0,1.0,,,,,,1.0,,29.0,5.0,3.0,5.0,,2.0,5.0,1.0,3.0,2.0,2.0,1.0,4.0,,9.0,1.0,,1.0,7.0,2.0,,2.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,,,,1.0,,1.0,,,,1.0,,2.0,,,,,,,,1.0,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Honduras,94pxxwnijz699m6qzpdjkbcnp,R. Canales,Goalkeeper,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Honduras,80jh6qz31xli246tgd2oze8d1,R. Castillo,Forward,0.0,3.0,,,,,,1.0,1.0,152.0,20.0,11.0,10.0,6.0,5.0,21.0,4.0,16.0,2.0,5.0,4.0,7.0,,35.0,3.0,1.0,7.0,15.0,6.0,5.0,3.0,21.0,2.0,4.0,3.0,15.0,16.0,14.0,15.0,3.0,8.0,,,,11.0,,,2.0,,,6.0,,,,,,1.0,,2.0,,1.0,1.0,,2.0,1.0,,,,2.0,,1.0,1.0,1.0,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Honduras,6qtrfvr137xo8gmu17jn3d42d,M. Chirinos,Forward,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Honduras,1611q3b6pqjci1ebkib0hgvkl,J. Claros,Midfielder,0.0,10.0,,1.0,,,,,2.0,860.0,435.0,205.0,94.0,169.0,41.0,441.0,9.0,327.0,14.0,69.0,123.0,57.0,19.0,529.0,10.0,6.0,52.0,41.0,35.0,9.0,8.0,75.0,17.0,25.0,144.0,366.0,372.0,23.0,40.0,27.0,44.0,28.0,4.0,3.0,15.0,18.0,49.0,10.0,10.0,1.0,130.0,45.0,9.0,12.0,6.0,1.0,2.0,10.0,5.0,,2.0,2.0,8.0,4.0,2.0,1.0,2.0,,7.0,2.0,3.0,4.0,1.0,6.0,3.0,7.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Honduras,39sx731u7gxopgif4sbw2d9sl,C. Costly,Forward,0.0,2.0,,,,,,2.0,,71.0,27.0,18.0,12.0,4.0,6.0,29.0,,21.0,2.0,7.0,3.0,8.0,,38.0,2.0,,3.0,42.0,6.0,1.0,4.0,14.0,2.0,1.0,6.0,20.0,22.0,11.0,8.0,2.0,12.0,1.0,,,7.0,,,,1.0,,8.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,3.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Honduras,em31io8siplg24cxtflbmdz2t,F. Crisanto,Defender,0.0,2.0,,,,,,,,180.0,42.0,19.0,19.0,10.0,5.0,42.0,1.0,27.0,4.0,13.0,1.0,8.0,5.0,73.0,2.0,1.0,8.0,20.0,7.0,1.0,1.0,13.0,4.0,2.0,12.0,29.0,29.0,5.0,6.0,6.0,5.0,8.0,1.0,,4.0,4.0,6.0,2.0,3.0,,24.0,2.0,3.0,3.0,1.0,9.0,,4.0,,4.0,,,3.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Honduras,dvrgt4dygz6f6m20c6srcgkph,W. Crisanto,Defender,0.0,1.0,,1.0,,,,,,90.0,32.0,16.0,13.0,9.0,8.0,33.0,3.0,22.0,2.0,9.0,1.0,7.0,4.0,53.0,1.0,1.0,6.0,10.0,1.0,1.0,,6.0,2.0,5.0,10.0,23.0,24.0,,5.0,1.0,4.0,1.0,2.0,,,,5.0,1.0,2.0,,18.0,2.0,1.0,,,7.0,1.0,1.0,,1.0,1.0,,3.0,2.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Honduras,azxnfh4dv4ylvbbb744fkiwgl,C. Discua,Midfielder,0.0,7.0,,1.0,,,,6.0,1.0,240.0,95.0,60.0,40.0,19.0,19.0,102.0,4.0,74.0,2.0,24.0,26.0,32.0,1.0,149.0,7.0,,19.0,22.0,11.0,5.0,4.0,29.0,2.0,12.0,22.0,72.0,78.0,10.0,18.0,7.0,21.0,5.0,2.0,,6.0,2.0,11.0,1.0,2.0,,33.0,4.0,1.0,2.0,,6.0,1.0,,6.0,,1.0,,4.0,7.0,1.0,2.0,3.0,3.0,9.0,,4.0,6.0,1.0,4.0,2.0,1.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Honduras,aoe90w0oopw8h5ipktpmme9cl,A. Elis,Forward,0.0,12.0,3.0,2.0,,,,,2.0,1058.0,218.0,139.0,167.0,31.0,57.0,231.0,21.0,158.0,16.0,65.0,41.0,70.0,6.0,453.0,12.0,11.0,126.0,57.0,72.0,26.0,16.0,162.0,19.0,70.0,76.0,155.0,166.0,36.0,90.0,56.0,64.0,8.0,6.0,3.0,20.0,9.0,22.0,12.0,10.0,3.0,50.0,8.0,2.0,9.0,,5.0,4.0,3.0,16.0,,4.0,1.0,5.0,11.0,14.0,21.0,86.0,22.0,11.0,1.0,8.0,21.0,7.0,1.0,,7.0,2.0,13.0,3.0,,,,,,,,7.0,1.0,1.0,,,,,,,1.0,,,,,1.0,,2.0,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Honduras,9nmiil8whu5ggno69zu7ji11x,D. Escober,Goalkeeper,0.0,10.0,,3.0,,,,,,900.0,53.0,33.0,106.0,74.0,,204.0,,59.0,15.0,97.0,22.0,87.0,10.0,300.0,10.0,,6.0,39.0,7.0,5.0,4.0,10.0,18.0,3.0,18.0,37.0,107.0,4.0,3.0,3.0,,97.0,,3.0,,,86.0,10.0,,,164.0,48.0,4.0,,,,,32.0,,,,,,,,,,,,11.0,,,,,,,,,,,25.0,91.0,10.0,7.0,14.0,55.0,,,,1.0,7.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Honduras,16dmszlgoxqwzncidglrv9j9x,R. Espinoza,Midfielder,0.0,3.0,,,,,,,,270.0,179.0,90.0,58.0,54.0,33.0,185.0,6.0,127.0,6.0,44.0,51.0,40.0,8.0,233.0,3.0,5.0,30.0,50.0,23.0,8.0,7.0,40.0,8.0,14.0,44.0,135.0,141.0,10.0,17.0,16.0,27.0,11.0,2.0,2.0,3.0,4.0,15.0,3.0,4.0,1.0,63.0,14.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,,1.0,,6.0,3.0,1.0,4.0,2.0,,4.0,,1.0,1.0,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Honduras,bcitn8hi590d4t9abvm7rlhw5,H. Figueroa,Defender,0.0,9.0,,,1.0,,1.0,,,809.0,242.0,34.0,57.0,164.0,29.0,251.0,12.0,182.0,15.0,53.0,44.0,29.0,24.0,345.0,9.0,6.0,40.0,23.0,43.0,5.0,18.0,78.0,18.0,15.0,68.0,190.0,198.0,38.0,35.0,25.0,12.0,24.0,2.0,3.0,20.0,21.0,21.0,9.0,3.0,3.0,127.0,16.0,35.0,15.0,6.0,2.0,,13.0,2.0,,,,16.0,,,,2.0,,,5.0,3.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Honduras,15pxobn91cyrhdzpshwwmzjrp,M. Figueroa,Defender,0.0,14.0,,2.0,,,,,,1260.0,468.0,121.0,149.0,258.0,43.0,503.0,11.0,307.0,20.0,124.0,149.0,92.0,33.0,716.0,14.0,9.0,65.0,49.0,72.0,14.0,27.0,115.0,23.0,20.0,75.0,350.0,379.0,50.0,43.0,45.0,35.0,81.0,5.0,3.0,23.0,29.0,63.0,14.0,7.0,12.0,244.0,72.0,66.0,20.0,9.0,1.0,,39.0,3.0,1.0,,,41.0,1.0,5.0,3.0,9.0,1.0,1.0,18.0,7.0,12.0,1.0,,,,,5.0,,,,,,,,,,,,,,,,,,1.0,,,4.0,,,,,,,,,,,1.0,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Honduras,94ode7qsn33fdsg2y85jwmvh1,B. García,Defender,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Honduras,15kop7o6luu9ppzl283ixra39,B. García,Midfielder,0.0,11.0,,,,,,8.0,1.0,481.0,241.0,162.0,86.0,53.0,37.0,254.0,12.0,201.0,9.0,46.0,53.0,54.0,7.0,356.0,11.0,7.0,49.0,29.0,25.0,8.0,5.0,59.0,10.0,29.0,72.0,198.0,208.0,10.0,34.0,20.0,42.0,9.0,3.0,1.0,5.0,9.0,35.0,3.0,7.0,2.0,87.0,7.0,2.0,8.0,1.0,5.0,7.0,2.0,11.0,,3.0,,8.0,10.0,5.0,4.0,10.0,3.0,15.0,,2.0,5.0,1.0,12.0,4.0,1.0,,3.0,,,,,,,,,,1.0,2.0,,,,4.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Honduras,aj9of35ua7mgih7an0mj51ot1,L. Garrido,Midfielder,4.0,2.0,,1.0,,,,,1.0,133.0,44.0,20.0,9.0,20.0,4.0,47.0,11.0,40.0,1.0,7.0,18.0,7.0,1.0,63.0,2.0,9.0,21.0,14.0,9.0,1.0,1.0,22.0,1.0,13.0,13.0,37.0,40.0,1.0,13.0,8.0,3.0,3.0,2.0,,,6.0,10.0,2.0,3.0,,13.0,,,5.0,1.0,,,1.0,2.0,,,,2.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
