liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Successful Lay-offs,Successful Launches,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Penalties Conceded,Successful Corners into Box,Corners Taken (incl short corners),Attempts from Set Pieces,Unsuccessful Corners into Box,Clearances Off the Line,Goals from Inside Box,Penalties Taken,Penalty Goals,Saves Made,GK Successful Distribution,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Left Foot Goals,Last Man Tackle,Total Touches In Opposition Box,Foul Won Penalty,Headed Goals,Own Goal Scored,Punches,Goalkeeper Smother,Drops,Penalties Faced,Other Goals,Crosses not Claimed,Penalties Saved,Saves from Penalty,Penalties Off Target,Set Pieces Goals
USA_MLS,2013,Real Salt Lake,cqmtnpcyiai3p83yol1fmbff9,Y. Alvarez,Midfielder,14.0,19.0,1.0,4.0,2.0,1.0,1.0,7.0,5.0,2.0,,1038.0,,27.0,5.0,1.0,783.0,3.0,90.0,1.0,331.0,26.0,21.0,5.0,1.0,6.0,166.0,353.0,37.0,98.0,802.0,22.0,11.0,636.0,10.0,10.0,119.0,194.0,5.0,92.0,,,119.0,12.0,31.0,996.0,19.0,3.0,106.0,1.0,325.0,100.0,75.0,5.0,47.0,1.0,8.0,19.0,,131.0,24.0,11.0,4.0,3.0,,,50.0,193.0,666.0,683.0,25.0,5.0,1.0,,,28.0,56.0,9.0,34.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,Real Salt Lake,8u8lde31ao6odpe4xetifykt1,J. Attinella,Goalkeeper,24.0,5.0,,,,,,1.0,,,,399.0,,,9.0,,50.0,,,,13.0,34.0,55.0,,,,79.0,22.0,,1.0,91.0,,,17.0,9.0,,56.0,3.0,,52.0,,,60.0,4.0,4.0,177.0,5.0,,2.0,,83.0,10.0,2.0,,18.0,,1.0,,,2.0,7.0,9.0,,,,,,5.0,23.0,35.0,,1.0,,,,,,,1.0,2.0,,,,,,,,,,14.0,34.0,7.0,3.0,4.0,11.0,2.0,30.0,,,,,,,4.0,2.0,,3.0,,,,,,
USA_MLS,2013,Real Salt Lake,6grvi28hzez37brwuct4wzo45,K. Beckerman,Midfielder,5.0,31.0,4.0,9.0,,,,,1.0,9.0,,2791.0,5.0,97.0,17.0,2.0,2045.0,11.0,207.0,16.0,933.0,63.0,81.0,22.0,5.0,23.0,495.0,827.0,59.0,307.0,2132.0,34.0,12.0,1597.0,26.0,42.0,388.0,458.0,27.0,343.0,13.0,,264.0,31.0,66.0,2616.0,31.0,11.0,181.0,,900.0,56.0,121.0,20.0,147.0,9.0,23.0,27.0,4.0,231.0,60.0,31.0,21.0,1.0,1.0,4.0,87.0,567.0,1662.0,1744.0,50.0,10.0,1.0,5.0,8.0,44.0,110.0,15.0,84.0,94.0,,3.0,15.0,2.0,8.0,,4.0,,,,,,,,,,,2.0,,3.0,1.0,,,,,,,,,,,,
USA_MLS,2013,Real Salt Lake,eauhubbodki4io4oeyaxmdr6d,A. Beltran,Defender,2.0,30.0,,2.0,1.0,1.0,,1.0,,61.0,,2740.0,331.0,8.0,16.0,,1240.0,13.0,141.0,20.0,554.0,56.0,70.0,3.0,5.0,52.0,496.0,436.0,85.0,217.0,1257.0,25.0,16.0,877.0,25.0,6.0,287.0,45.0,27.0,282.0,5.0,33.0,132.0,29.0,66.0,2196.0,30.0,13.0,200.0,,567.0,61.0,162.0,3.0,93.0,20.0,28.0,33.0,11.0,285.0,94.0,30.0,61.0,5.0,1.0,,71.0,504.0,955.0,970.0,85.0,9.0,,,2.0,70.0,123.0,15.0,74.0,129.0,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
USA_MLS,2013,Real Salt Lake,czs553xsz7b0exjf8rqikd7th,N. Borchers,Defender,6.0,33.0,1.0,1.0,,,,,,1.0,2.0,3030.0,1.0,6.0,18.0,,1113.0,1.0,91.0,,210.0,64.0,49.0,7.0,5.0,59.0,289.0,763.0,37.0,111.0,1133.0,20.0,3.0,900.0,34.0,13.0,160.0,269.0,2.0,116.0,1.0,,117.0,33.0,45.0,1638.0,33.0,23.0,88.0,,486.0,57.0,148.0,6.0,73.0,,19.0,89.0,1.0,236.0,289.0,39.0,1.0,1.0,,,29.0,287.0,957.0,973.0,148.0,11.0,,1.0,1.0,29.0,88.0,8.0,66.0,59.0,1.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,7.0,,,,,,,,,,,,,
USA_MLS,2013,Real Salt Lake,cpwrke87vea6lm457ub6w8251,E. Fernández,Goalkeeper,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,Real Salt Lake,d8c2lshqg6q7z97pl34lp815h,R. Findley,Forward,10.0,30.0,8.0,1.0,,,,9.0,19.0,29.0,12.0,1637.0,1.0,59.0,1.0,5.0,455.0,19.0,176.0,,275.0,1.0,2.0,15.0,2.0,64.0,301.0,72.0,15.0,106.0,455.0,13.0,14.0,332.0,18.0,33.0,108.0,107.0,14.0,128.0,12.0,1.0,57.0,21.0,9.0,819.0,30.0,2.0,160.0,,81.0,62.0,107.0,18.0,15.0,,39.0,39.0,32.0,263.0,19.0,20.0,29.0,1.0,1.0,1.0,92.0,91.0,347.0,347.0,103.0,1.0,12.0,2.0,4.0,14.0,156.0,1.0,8.0,68.0,,,,,,,8.0,,,,,,,,,,,2.0,,18.0,1.0,1.0,,,,,,,,,,,
USA_MLS,2013,Real Salt Lake,84iv2zwc1s193gzwlyqadiitx,O. García,Forward,80.0,26.0,5.0,5.0,,,,18.0,5.0,40.0,8.0,1045.0,11.0,30.0,,4.0,312.0,18.0,94.0,5.0,184.0,1.0,3.0,12.0,,37.0,197.0,53.0,21.0,77.0,312.0,27.0,14.0,228.0,16.0,28.0,80.0,79.0,11.0,112.0,8.0,,32.0,8.0,8.0,583.0,26.0,,129.0,1.0,67.0,90.0,91.0,16.0,4.0,5.0,27.0,29.0,16.0,195.0,8.0,16.0,40.0,1.0,4.0,3.0,67.0,72.0,232.0,232.0,66.0,,5.0,3.0,2.0,18.0,104.0,3.0,8.0,62.0,,,,,,,4.0,,,,,,,,,,,,,5.0,2.0,,,,,,,1.0,,,,,
USA_MLS,2013,Real Salt Lake,3o1ofvw8de8lo5wdn0cs5gxxx,L. Gil,Midfielder,10.0,35.0,5.0,2.0,,,,6.0,13.0,29.0,4.0,2537.0,5.0,81.0,4.0,2.0,1066.0,11.0,191.0,6.0,542.0,16.0,29.0,15.0,4.0,31.0,459.0,273.0,34.0,232.0,1070.0,23.0,26.0,774.0,24.0,32.0,261.0,230.0,24.0,246.0,14.0,2.0,147.0,29.0,48.0,1516.0,35.0,3.0,205.0,,354.0,499.0,109.0,17.0,35.0,4.0,26.0,23.0,36.0,259.0,22.0,28.0,33.0,1.0,,,119.0,295.0,806.0,809.0,54.0,7.0,6.0,,10.0,26.0,150.0,8.0,27.0,86.0,,1.0,8.0,,4.0,,5.0,,,,,,,,,,,,,14.0,,3.0,,,,,,,,,,,
USA_MLS,2013,Real Salt Lake,9bg21691mpmk9adnyypmqvg0l,N. Grabavoy,Midfielder,20.0,36.0,5.0,5.0,,,,4.0,4.0,17.0,3.0,2962.0,52.0,93.0,1.0,3.0,1312.0,15.0,299.0,8.0,672.0,12.0,13.0,15.0,4.0,48.0,347.0,486.0,86.0,166.0,1329.0,41.0,22.0,1135.0,38.0,25.0,179.0,357.0,46.0,160.0,5.0,1.0,187.0,32.0,40.0,1895.0,36.0,2.0,323.0,1.0,454.0,81.0,209.0,10.0,15.0,6.0,67.0,34.0,27.0,405.0,50.0,42.0,21.0,3.0,,4.0,148.0,219.0,1133.0,1150.0,82.0,6.0,5.0,5.0,6.0,71.0,196.0,15.0,57.0,175.0,1.0,2.0,7.0,,4.0,,4.0,,,,,,,,,,,2.0,,3.0,,,,,,,,,,,,,
