liga,temporada,equipo,id,nombre,posicion,dorsal,Total Losses Of Possession,Time Played,Total Unsuccessful Passes ( Excl Crosses & Corners ),Open Play Passes,Successful Open Play Passes,Unsuccessful Short Passes,Duels,Forward Passes,Corners Won,Throw Ins to Own Player,Goals Conceded Inside Box,Ground Duels lost,Unsuccessful Passes Own Half,Touches,Successful Passes Own Half,Substitute On,Penalty Goals Conceded,Index,Goals Conceded,Recoveries,Duels lost,Total Passes,Unsuccessful Crosses open play,Total Fouls Conceded,Yellow Cards,Unsuccessful Passes Opposition Half,Total Successful Passes ( Excl Crosses & Corners ) ,Leftside Passes,Appearances,Games Played,Unsuccessful Dribbles,Times Tackled,PutThrough/Blocked Distribution,Unsuccessful Crosses & Corners,Ground Duels,Successful Passes Opposition Half,Successful Short Passes,Home Goals,Away Goals,Winning Goal,Rightside Passes,Successful Long Passes,Goals Conceded Outside Box,Successful Launches,Total Tackles,Aerial Duels,Aerial Duels lost,Blocked Shots,Starts,Substitute Off,Total Touches In Opposition Box,Backward Passes,Unsuccessful Long Passes,Tackles Lost,Interceptions,Total Clearances,Unsuccessful Launches,Total Fouls Won,Aerial Duels won,Duels won,Tackles Won,Ground Duels won,Through balls,Successful Crosses & Corners,Handballs conceded,Last Man Tackle,Successful Crosses open play,Successful Dribbles,Key Passes (Attempt Assists),Foul Attempted Tackle,Blocks,Shots Off Target (inc woodwork),PutThrough/Blocked Distribution Won,Clean Sheets,Shots On Target ( inc goals ),Corners Taken (incl short corners),Throw Ins to Opposition Player,Unsuccessful Corners into Box,Total Shots,Left Foot Goals,Offsides,Goal Assists,Goals from Inside Box,Goals,Goals from Outside Box,Assists (Intentional),Hit Woodwork,Right Foot Goals,Penalties Taken,Successful Lay-offs,Unsuccessful lay-offs,Headed Goals,Penalty Goals,Foul Won Penalty,Second Goal Assists,GK Successful Distribution,Attempts from Set Pieces,Successful Corners into Box,Red Cards - 2nd Yellow,Penalties Conceded,Total Red Cards,Saves Made from Outside Box,Catches,Penalties Saved,Saves from Penalty,Saves made - parried,Punches,Saves Made,Penalties Faced,Saves Made from Inside Box,GK Unsuccessful Distribution,Drops,Overruns,Saves made - caught,Goal Kicks,Straight Red Cards,Penalties Off Target,Clearances Off the Line,Own Goal Scored,Goalkeeper Smother,Set Pieces Goals,Last Player Tackle,Crosses not Claimed
Mexico_Liga_MX,2021-2022,Querétaro FC,aq1al79jd2ht68v3ylktqn4k5,W. Aguerre,Goalkeeper,1,220.0,1435.0,217.0,182.0,113.0,1.0,10.0,348.0,2.0,,13.0,1.0,22.0,587.0,138.0,,1.0,10.0,17.0,154.0,1.0,435.0,,,5.0,195.0,218.0,47.0,16.0,16.0,,,2.0,,1.0,80.0,109.0,0.0,0.0,0.0,40.0,109.0,4.0,31.0,,9.0,,,16.0,1.0,,,216.0,,,12.0,66.0,,9.0,9.0,,,,,,,,,1.0,,,,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,129.0,,,,,,17.0,19.0,,,14.0,5.0,47.0,1.0,30.0,88.0,3.0,,4.0,,,,,,,,,
Mexico_Liga_MX,2021-2022,Querétaro FC,4h09e5cjwdxlps0hhr89rry6t,K. Balanta,Midfielder,35,122.0,1035.0,90.0,455.0,366.0,61.0,111.0,149.0,2.0,2.0,9.0,43.0,33.0,609.0,216.0,3.0,1.0,10.0,13.0,79.0,49.0,467.0,3.0,18.0,2.0,60.0,377.0,143.0,14.0,14.0,6.0,14.0,14.0,3.0,89.0,161.0,332.0,0.0,0.0,0.0,130.0,45.0,4.0,6.0,30.0,22.0,6.0,4.0,11.0,4.0,3.0,45.0,29.0,11.0,18.0,12.0,15.0,11.0,16.0,62.0,19.0,46.0,,,,,,5.0,4.0,10.0,5.0,1.0,6.0,4.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Querétaro FC,78pcv2eroi0wl22dv207ufidx,P. Barrera,Forward,18,242.0,1295.0,70.0,307.0,237.0,52.0,137.0,86.0,10.0,7.0,12.0,78.0,20.0,647.0,105.0,2.0,1.0,10.0,13.0,79.0,83.0,315.0,44.0,7.0,,121.0,245.0,97.0,17.0,17.0,32.0,52.0,28.0,71.0,128.0,165.0,233.0,1.0,0.0,1.0,54.0,12.0,1.0,1.0,11.0,9.0,5.0,1.0,15.0,8.0,11.0,78.0,18.0,5.0,16.0,3.0,8.0,26.0,4.0,54.0,6.0,50.0,1.0,25.0,,,16.0,13.0,22.0,4.0,,7.0,8.0,2.0,7.0,29.0,1.0,19.0,14.0,,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Querétaro FC,2qzyh6zhljv61v1mlfnlc80k5,D. Cabrera,Midfielder,23,123.0,562.0,80.0,346.0,277.0,50.0,58.0,123.0,2.0,10.0,5.0,28.0,17.0,483.0,161.0,7.0,1.0,10.0,7.0,39.0,34.0,372.0,5.0,11.0,,75.0,292.0,95.0,13.0,13.0,2.0,8.0,15.0,12.0,46.0,133.0,256.0,0.0,0.0,0.0,108.0,36.0,2.0,2.0,14.0,12.0,6.0,1.0,6.0,3.0,1.0,46.0,30.0,8.0,9.0,7.0,10.0,3.0,6.0,24.0,6.0,18.0,3.0,2.0,,,1.0,1.0,5.0,9.0,2.0,4.0,6.0,1.0,1.0,3.0,17.0,3.0,5.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Querétaro FC,6zyx1wwvohh2tnvkzb8ysv9at,D. Cervantes,Defender,25,73.0,1035.0,68.0,336.0,271.0,38.0,93.0,145.0,,1.0,11.0,13.0,23.0,482.0,203.0,1.0,1.0,10.0,15.0,54.0,37.0,350.0,,5.0,1.0,45.0,282.0,71.0,12.0,12.0,,,12.0,,42.0,79.0,254.0,0.0,0.0,0.0,105.0,28.0,4.0,11.0,14.0,51.0,24.0,,11.0,,9.0,29.0,30.0,5.0,20.0,29.0,18.0,11.0,27.0,56.0,9.0,29.0,,,1.0,,,4.0,3.0,,11.0,3.0,7.0,4.0,1.0,,,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Querétaro FC,8br297bddmqlk4x57683uoz8q,A. Doldán,Defender,22,89.0,674.0,77.0,298.0,223.0,38.0,85.0,167.0,2.0,5.0,7.0,17.0,17.0,410.0,160.0,5.0,,10.0,9.0,33.0,39.0,307.0,1.0,14.0,3.0,61.0,230.0,27.0,12.0,12.0,2.0,5.0,6.0,1.0,40.0,70.0,205.0,0.0,0.0,0.0,100.0,25.0,2.0,3.0,11.0,45.0,22.0,1.0,7.0,,4.0,13.0,39.0,6.0,14.0,32.0,14.0,8.0,23.0,46.0,5.0,23.0,,,1.0,,,4.0,1.0,4.0,5.0,,3.0,2.0,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,
Mexico_Liga_MX,2021-2022,Querétaro FC,10v8636f0gal6u66wdqsac2cp,J. dos Santos,Forward,9,75.0,755.0,46.0,126.0,80.0,41.0,129.0,24.0,4.0,,9.0,18.0,4.0,275.0,38.0,1.0,,10.0,12.0,25.0,75.0,145.0,2.0,14.0,,44.0,99.0,55.0,10.0,10.0,2.0,8.0,6.0,2.0,49.0,61.0,95.0,2.0,2.0,1.0,26.0,4.0,3.0,,7.0,80.0,57.0,8.0,9.0,2.0,47.0,40.0,5.0,2.0,,7.0,3.0,23.0,23.0,54.0,5.0,31.0,,,1.0,,,2.0,6.0,3.0,3.0,15.0,2.0,1.0,8.0,,,,23.0,1.0,5.0,1.0,4.0,4.0,,1.0,1.0,2.0,1.0,7.0,2.0,1.0,1.0,1.0,,,2.0,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,
Mexico_Liga_MX,2021-2022,Querétaro FC,6c7siix1yjlexuzbb0f2lqw6i,R. Díaz,Goalkeeper,21,10.0,95.0,10.0,17.0,14.0,,,16.0,,,2.0,,2.0,42.0,17.0,1.0,,10.0,2.0,12.0,,28.0,,,,8.0,18.0,7.0,2.0,2.0,,,,,,1.0,14.0,0.0,0.0,0.0,5.0,4.0,,3.0,,,,,1.0,,,,10.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,1.0,1.0,,,,,4.0,,3.0,5.0,,,,,,,,,1.0,,,
Mexico_Liga_MX,2021-2022,Querétaro FC,c7t3jjwtrw1qrpr6a4nvdxat,K. Escamilla,Midfielder,5,94.0,910.0,69.0,332.0,266.0,52.0,103.0,109.0,1.0,2.0,11.0,29.0,16.0,494.0,133.0,1.0,1.0,10.0,12.0,68.0,41.0,342.0,,7.0,4.0,53.0,273.0,103.0,12.0,12.0,2.0,12.0,18.0,,72.0,140.0,252.0,1.0,0.0,0.0,75.0,21.0,1.0,2.0,20.0,31.0,12.0,3.0,11.0,4.0,8.0,55.0,17.0,6.0,14.0,13.0,5.0,16.0,19.0,62.0,14.0,43.0,,,,,,7.0,8.0,4.0,5.0,4.0,11.0,3.0,3.0,,,,7.0,,1.0,1.0,,1.0,1.0,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Querétaro FC,5ayndruo1m9cwxp8nlkc2zgmh,J. Gallardo,Forward,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
