liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Successful Lay-offs,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Unsuccessful Dribbles,Duels,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Duels lost,Throw Ins to Own Player,Aerial Duels lost,Total Tackles,Successful Dribbles,Unsuccessful Passes Own Half,Duels won,Shots On Target ( inc goals ),Aerial Duels won,Total Clearances,Aerial Duels,Tackles Won,Interceptions,Ground Duels won,Substitute On,Goals,Right Foot Goals,Substitute Off,Blocked Shots,Throw Ins to Opposition Player,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Goals from Inside Box,Penalties Taken,Goal Assists,Penalty Goals,Offsides,Successful Launches,PutThrough/Blocked Distribution Won,Goals from Outside Box,Clean Sheets,Through balls,Tackles Lost,Yellow Cards,Blocks,Saves Made,GK Successful Distribution,Unsuccessful Launches,Catches,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Clearances Off the Line,Unsuccessful lay-offs,Left Foot Goals,Foul Won Penalty,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Goals Conceded Outside Box,Attempts from Set Pieces,Punches,Saves Made from Outside Box,Penalties Faced,Assists (Intentional),Headed Goals,Handballs conceded,Hit Woodwork,Penalties Conceded,Second Goal Assists,Drops,Own Goal Scored,Penalty Goals Conceded,Times Tackled,Home Goals,Away Goals,Winning Goal,Saves made - caught,Goal Kicks,Set Pieces Goals,Other Goals,Penalties Saved,Saves from Penalty,Crosses not Claimed,Goalkeeper Smother
USA_US_Open_Cup,2018,Los Angeles Galaxy,7137owa2iq6cpmdiwi6uldh3p,João Pedro,Midfielder,88.0,5.0,102.0,2.0,77.0,1.0,19.0,2.0,42.0,1.0,3.0,11.0,39.0,4.0,84.0,4.0,74.0,1.0,4.0,5.0,1.0,20.0,1.0,9.0,10.0,1.0,3.0,107.0,1.0,2.0,1.0,13.0,24.0,2.0,10.0,1.0,15.0,1.0,5.0,2.0,,5.0,21.0,72.0,79.0,6.0,1.0,1.0,4.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,4.0,,8.0,1.0,,,,,,5.0,1.0,3.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Los Angeles Galaxy,1d79dgg6s9l4rus7ge4yxkiqd,H. Arellano,Defender,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Los Angeles Galaxy,cqx2x7351ie20giqha8hd5djp,D. Bingham,Goalkeeper,1.0,,90.0,,19.0,,,,3.0,9.0,,9.0,18.0,,30.0,,13.0,1.0,,9.0,,4.0,,6.0,15.0,1.0,,44.0,,1.0,,,21.0,,10.0,,,1.0,,1.0,,,5.0,13.0,21.0,,,,,,3.0,,,,,,,,,,,,,,,8.0,,,,,,,,2.0,,,,,,,,3.0,15.0,7.0,1.0,1.0,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,
USA_US_Open_Cup,2018,Los Angeles Galaxy,6vd4rxmqub05u2dtduy028fyt,E. Boateng,Forward,24.0,,156.0,2.0,50.0,1.0,14.0,,34.0,,2.0,15.0,10.0,6.0,50.0,1.0,43.0,2.0,2.0,6.0,,24.0,,5.0,4.0,2.0,5.0,75.0,,2.0,,14.0,6.0,3.0,10.0,5.0,14.0,2.0,,2.0,,8.0,6.0,44.0,44.0,8.0,1.0,,2.0,3.0,1.0,6.0,,,2.0,,2.0,1.0,6.0,,,,2.0,,,1.0,,1.0,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Los Angeles Galaxy,ar6i26vtb7c9tjfrlul7pp3v9,J. Büscher,Midfielder,0.0,1.0,84.0,1.0,81.0,,9.0,2.0,43.0,4.0,,22.0,28.0,8.0,81.0,4.0,60.0,1.0,,12.0,,24.0,4.0,19.0,12.0,1.0,3.0,102.0,5.0,1.0,3.0,11.0,21.0,,10.0,2.0,11.0,1.0,7.0,1.0,5.0,7.0,27.0,69.0,69.0,7.0,,,2.0,1.0,,4.0,,,,,2.0,,4.0,,,,1.0,,,9.0,1.0,1.0,,,1.0,,,,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Los Angeles Galaxy,61fjyclc80jqcemkibgaffvmd,S. Carrasco,Midfielder,14.0,3.0,84.0,3.0,50.0,2.0,6.0,2.0,25.0,4.0,,18.0,19.0,8.0,54.0,3.0,40.0,1.0,,12.0,1.0,15.0,2.0,17.0,3.0,1.0,3.0,69.0,3.0,2.0,3.0,6.0,19.0,1.0,10.0,,8.0,1.0,6.0,2.0,2.0,4.0,14.0,39.0,42.0,6.0,,2.0,2.0,,1.0,2.0,,,,2.0,1.0,2.0,2.0,1.0,,,1.0,,,2.0,,,,,,,,,2.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Los Angeles Galaxy,246ej36dnz66gzh9agk3kv3rp,M. Ciani,Defender,28.0,,90.0,,46.0,,5.0,,12.0,6.0,,8.0,31.0,2.0,51.0,1.0,39.0,1.0,,8.0,,15.0,,8.0,9.0,1.0,1.0,67.0,,1.0,,2.0,13.0,2.0,10.0,,7.0,1.0,,1.0,,,18.0,38.0,43.0,2.0,,2.0,1.0,,,5.0,,3.0,5.0,5.0,1.0,7.0,2.0,,,,,,,4.0,,1.0,,,,,,,1.0,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Los Angeles Galaxy,dycp4gktxp56sugse0wipuead,A. Cole,Defender,3.0,,90.0,,67.0,,14.0,,20.0,8.0,,16.0,36.0,4.0,68.0,1.0,53.0,1.0,,12.0,,30.0,,10.0,4.0,1.0,1.0,86.0,,1.0,1.0,5.0,21.0,,10.0,,6.0,1.0,,1.0,,2.0,3.0,55.0,56.0,2.0,9.0,,1.0,1.0,2.0,4.0,,1.0,1.0,1.0,,,3.0,,,,,,,3.0,,1.0,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Los Angeles Galaxy,q6oknwwfzuwntfpan8cbrp0q,T. Hillard-Arce,Defender,20.0,,90.0,,58.0,,,,16.0,2.0,,10.0,32.0,8.0,58.0,1.0,44.0,1.0,,10.0,,22.0,,7.0,2.0,1.0,,63.0,,1.0,,1.0,22.0,,10.0,,9.0,1.0,,1.0,,1.0,14.0,48.0,48.0,6.0,,5.0,,,3.0,3.0,,3.0,3.0,8.0,,1.0,,,,,,,,4.0,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Los Angeles Galaxy,dpfk0ip1oyfbs1pnvzrr5paz9,B. Husidic,Midfielder,6.0,2.0,20.0,2.0,9.0,,3.0,,7.0,,,4.0,1.0,1.0,9.0,,7.0,,,1.0,,4.0,1.0,3.0,,,,12.0,,1.0,,,1.0,,10.0,,1.0,,2.0,1.0,,,1.0,8.0,8.0,1.0,,1.0,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Los Angeles Galaxy,blc8sipbwc1eg1gsybixfyc45,B. Jamieson,Forward,38.0,4.0,164.0,2.0,56.0,1.0,18.0,1.0,41.0,1.0,2.0,18.0,13.0,4.0,58.0,4.0,50.0,2.0,5.0,5.0,,15.0,2.0,8.0,6.0,2.0,2.0,90.0,,2.0,2.0,19.0,12.0,5.0,10.0,2.0,20.0,2.0,4.0,2.0,,9.0,13.0,51.0,53.0,9.0,,,4.0,2.0,1.0,11.0,3.0,1.0,,1.0,2.0,1.0,10.0,,1.0,1.0,1.0,,,3.0,1.0,4.0,1.0,,,,,,1.0,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Los Angeles Galaxy,enrm3rj4awqw0i9r0zi3if4yd,O. Kamara,Forward,11.0,,57.0,3.0,17.0,,5.0,,12.0,,,6.0,3.0,3.0,18.0,1.0,15.0,1.0,1.0,3.0,,4.0,,2.0,1.0,1.0,1.0,26.0,,1.0,,4.0,3.0,1.0,10.0,,5.0,1.0,,1.0,,1.0,6.0,14.0,15.0,1.0,,,,,1.0,4.0,1.0,1.0,1.0,1.0,,,3.0,,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
