liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Index,Interceptions,Last Player Tackle,Leftside Passes,Open Play Passes,Penalties Conceded,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Starts,Substitute Off,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Launches,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Winning Goal,Assists (Intentional),Attempts from Set Pieces,Corners Taken (incl short corners),Corners Won,Goal Assists,Goals,Goals Openplay,Goals from Inside Box,Goals from Outside Box,Headed Goals,Hit Woodwork,Key Passes (Attempt Assists),Left Foot Goals,Offsides,Overruns,Penalties Taken,Penalty Goals,Right Foot Goals,Second Goal Assists,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Successful Corners into Box,Successful Dribbles,Successful Lay-offs,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Total Shots,Unsuccessful Corners into Box,Unsuccessful Dribbles,Unsuccessful lay-offs,Home Goals,Away Goals,Foul Won Penalty,Catches,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Total Big Chances Saved,Saves made - caught,Clearances Off the Line,Own Goal Scored,Red Cards - 2nd Yellow,Total Red Cards,Penalties Saved,Saves from Penalty,Set Pieces Goals,Other Goals,Crosses not Claimed,Straight Red Cards,Direct Corner Goals,Direct Setpiece Goals,Penalties Off Target
USA_MLS,2025,FC Dallas,33l6xyx4nhswaphl9ha38yx9l,L. Abubakar,Defender,5,48.0,22.0,26.0,30.0,45.0,,17.0,119.0,2.0,109.0,45.0,64.0,7.0,286.0,1.0,18.0,30.0,19.0,33.0,27.0,6.0,61.0,23.0,38.0,,10.0,24.0,2.0,179.0,646.0,1.0,7.0,58.0,14.0,10.0,57.0,175.0,18.0,2.0,12.0,,,5.0,21.0,560.0,171.0,424.0,574.0,12.0,15.0,1.0,3.0,25.0,1696.0,100.0,19.0,9.0,109.0,685.0,595.0,27.0,19.0,90.0,948.0,2.0,2.0,17.0,36.0,66.0,26.0,54.0,3.0,0.0,,,,1.0,,1.0,,1.0,,1.0,2.0,4.0,,3.0,,,,,,5.0,3.0,,2.0,,,,,,8.0,,,,1.0,0.0,,,,1.0,,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,
USA_MLS,2025,FC Dallas,oy75u5wxkw9sp25k39glwhcl,L. Acosta,Midfielder,10,11.0,8.0,3.0,21.0,121.0,9.0,,261.0,2.0,225.0,123.0,102.0,,331.0,18.0,,21.0,,36.0,33.0,3.0,214.0,115.0,99.0,2.0,10.0,9.0,,169.0,761.0,,5.0,153.0,60.0,20.0,65.0,222.0,18.0,4.0,3.0,34.0,11.0,,40.0,556.0,496.0,171.0,593.0,7.0,15.0,6.0,1.0,19.0,1693.0,14.0,33.0,36.0,409.0,843.0,633.0,22.0,87.0,210.0,1319.0,65.0,31.0,7.0,37.0,249.0,26.0,173.0,8.0,1.0,1.0,6.0,58.0,14.0,1.0,5.0,4.0,5.0,,1.0,1.0,41.0,2.0,3.0,3.0,2.0,1.0,2.0,,7.0,14.0,19.0,41.0,16.0,70.0,6.0,5.0,5.0,21.0,21.0,45.0,2.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,FC Dallas,741wavjzdmc04j4i8a3chq9zo,D. Baran,Forward,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,FC Dallas,7ctsofo6904i5ysgpfh2sdv1m,C. Cappis,Midfielder,12,30.0,16.0,14.0,13.0,47.0,1.0,9.0,78.0,1.0,89.0,48.0,41.0,90.0,115.0,5.0,,13.0,,15.0,10.0,5.0,59.0,32.0,27.0,,10.0,8.0,,73.0,338.0,,2.0,35.0,19.0,11.0,46.0,111.0,11.0,6.0,2.0,6.0,4.0,3.0,16.0,279.0,187.0,105.0,270.0,4.0,11.0,,,3.0,956.0,19.0,9.0,7.0,99.0,346.0,286.0,15.0,16.0,60.0,491.0,9.0,3.0,6.0,16.0,56.0,13.0,44.0,3.0,1.0,1.0,,7.0,,2.0,1.0,,1.0,,,1.0,8.0,,,,,,1.0,,3.0,2.0,2.0,5.0,3.0,13.0,3.0,1.0,1.0,5.0,4.0,7.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,FC Dallas,6agfr3usj1pblrbq2i9mdpmcq,M. Collodi,Goalkeeper,30,8.0,1.0,7.0,11.0,,,,25.0,2.0,13.0,2.0,11.0,,255.0,1.0,86.0,11.0,88.0,12.0,8.0,4.0,5.0,1.0,4.0,,10.0,1.0,,34.0,167.0,,2.0,10.0,,,103.0,41.0,11.0,,,,,34.0,77.0,107.0,62.0,114.0,99.0,,1.0,,,,916.0,18.0,1.0,3.0,157.0,330.0,176.0,1.0,,154.0,456.0,,,71.0,152.0,139.0,15.0,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,1.0,47.0,3.0,2.0,12.0,37.0,19.0,18.0,8.0,4.0,2.0,,,,1.0,,,,,,1.0,,,
USA_MLS,2025,FC Dallas,5wmik73cqursg7sv3w14ue5pm,L. Deedson,Forward,7,,,,2.0,1.0,1.0,,,,2.0,2.0,,,2.0,1.0,,2.0,,,,,2.0,2.0,,1.0,10.0,,,1.0,4.0,,,,1.0,1.0,,,,,2.0,,,,,2.0,2.0,,2.0,,,,,,21.0,1.0,3.0,,2.0,4.0,2.0,,,2.0,7.0,,,,,2.0,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,FC Dallas,cxu054j55uj2s3p34rqfthch6,P. Delgado,Midfielder,6,43.0,31.0,12.0,31.0,134.0,4.0,5.0,178.0,2.0,177.0,90.0,87.0,138.0,220.0,8.0,,31.0,,34.0,27.0,7.0,134.0,59.0,75.0,2.0,10.0,16.0,,181.0,727.0,1.0,5.0,86.0,46.0,29.0,78.0,217.0,22.0,16.0,9.0,20.0,9.0,1.0,36.0,606.0,403.0,243.0,590.0,10.0,28.0,1.0,1.0,6.0,1713.0,25.0,17.0,26.0,248.0,752.0,626.0,38.0,22.0,126.0,1118.0,47.0,13.0,12.0,28.0,146.0,27.0,98.0,3.0,1.0,6.0,1.0,34.0,12.0,6.0,1.0,1.0,,1.0,,2.0,22.0,,1.0,2.0,,,1.0,,16.0,4.0,6.0,12.0,22.0,31.0,5.0,1.0,,20.0,25.0,10.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,FC Dallas,rtca480n5ehey5ffvt8nudck,H. Endeley,Defender,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,FC Dallas,4w21suigchse7vkzgbl98dt61,M. Farfan,Defender,4,37.0,21.0,16.0,17.0,87.0,3.0,5.0,77.0,2.0,134.0,67.0,67.0,,189.0,7.0,,17.0,,26.0,24.0,2.0,97.0,46.0,51.0,1.0,10.0,10.0,,42.0,492.0,,4.0,43.0,21.0,5.0,48.0,192.0,14.0,3.0,3.0,7.0,7.0,2.0,8.0,407.0,206.0,224.0,415.0,12.0,16.0,,17.0,83.0,1291.0,50.0,22.0,19.0,151.0,510.0,423.0,28.0,13.0,87.0,832.0,7.0,7.0,13.0,22.0,55.0,39.0,65.0,1.0,0.0,,,,3.0,,,,,,,1.0,12.0,,2.0,2.0,,,,,,1.0,,5.0,3.0,17.0,3.0,,,1.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,FC Dallas,bijyc7qlb2849vos6kn7kd0yc,L. Farrington,Forward,23,78.0,52.0,26.0,34.0,124.0,7.0,5.0,214.0,1.0,263.0,142.0,121.0,116.0,117.0,4.0,,34.0,,31.0,27.0,4.0,185.0,90.0,95.0,,10.0,6.0,,112.0,436.0,,3.0,118.0,25.0,7.0,82.0,102.0,19.0,16.0,15.0,5.0,5.0,,6.0,318.0,231.0,111.0,331.0,7.0,15.0,2.0,,8.0,1699.0,33.0,19.0,48.0,250.0,455.0,337.0,22.0,81.0,118.0,818.0,5.0,5.0,3.0,7.0,95.0,28.0,111.0,4.0,0.0,3.0,1.0,,6.0,3.0,5.0,4.0,5.0,,,,13.0,,9.0,4.0,,,5.0,1.0,11.0,12.0,,25.0,19.0,66.0,5.0,5.0,3.0,23.0,,33.0,3.0,5.0,0.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,
