liga,temporada,equipo,id,nombre,posicion,dorsal,Handballs conceded,Shots On Target ( inc goals ),Goal Assists,Tackles Won,Key Passes (Attempt Assists),Total Touches In Opposition Box,Unsuccessful Crosses open play,Total Tackles,Yellow Cards,Tackles Lost,Throw Ins to Own Player,Unsuccessful Crosses & Corners,Leftside Passes,Successful Passes Opposition Half,Rightside Passes,Shots Off Target (inc woodwork),Total Successful Passes ( Excl Crosses & Corners ) ,Appearances,Blocks,Goals from Inside Box,Ground Duels lost,Aerial Duels won,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Short Passes,Interceptions,Successful Open Play Passes,Duels won,Times Tackled,Penalties Conceded,Unsuccessful Passes Own Half,Total Passes,Goals,Successful Passes Own Half,Aerial Duels,Duels lost,Successful Dribbles,Total Fouls Won,Total Clearances,Backward Passes,Ground Duels won,Index,Penalty Goals Conceded,Substitute On,Games Played,Goals Conceded Inside Box,PutThrough/Blocked Distribution,Unsuccessful Passes Opposition Half,Clean Sheets,Touches,Goals Conceded,Substitute Off,Total Losses Of Possession,Corners Won,PutThrough/Blocked Distribution Won,Total Shots,Duels,Successful Long Passes,Time Played,Forward Passes,Starts,Unsuccessful Dribbles,Unsuccessful Short Passes,Foul Attempted Tackle,Unsuccessful Long Passes,Total Fouls Conceded,Recoveries,Right Foot Goals,Aerial Duels lost,Open Play Passes,Successful Lay-offs,Unsuccessful Launches,Successful Launches,Ground Duels,Home Goals,Away Goals,Winning Goal,Corners Taken (incl short corners),Throw Ins to Opposition Player,Goals Conceded Outside Box,Successful Crosses & Corners,Successful Corners into Box,Successful Crosses open play,Goals from Outside Box,Attempts from Set Pieces,Second Goal Assists,Assists (Intentional),Unsuccessful Corners into Box,Offsides,Blocked Shots,Hit Woodwork,Headed Goals,Unsuccessful lay-offs,Through balls,Last Man Tackle,Total Red Cards,Left Foot Goals,Straight Red Cards,GK Unsuccessful Distribution,Catches,Punches,Saves made - caught,Saves from Penalty,Penalties Faced,Goalkeeper Smother,Saves Made,Saves Made from Outside Box,Drops,Penalties Saved,GK Successful Distribution,Saves Made from Inside Box,Own Goal Scored,Saves made - parried,Crosses not Claimed,Foul Won Penalty,Penalties Taken,Penalty Goals,Penalties Off Target,Clearances Off the Line,Red Cards - 2nd Yellow,Set Pieces Goals,Other Goals
USA_MLS,2019,New York City Football Club,cnkf5c3rncn9is1s7h81m7yl1,Héber,Forward,9,2.0,26.0,3.0,8.0,24.0,88.0,3.0,14.0,1.0,6.0,3.0,3.0,116.0,258.0,132.0,19.0,370.0,23.0,1.0,15.0,76.0,33.0,123.0,356.0,2.0,337.0,71.0,,,20.0,493.0,15.0,112.0,100.0,143.0,8.0,18.0,33.0,162.0,38.0,100.0,3.0,5.0,23.0,17.0,26.0,106.0,3.0,781.0,20.0,7.0,234.0,15.0,7.0,45.0,214.0,14.0,1605.0,83.0,18.0,17.0,115.0,11.0,8.0,20.0,40.0,9.0,67.0,460.0,39.0,,2.0,114.0,,,,,,3.0,,,,,,1.0,3.0,,13.0,11.0,2.0,,8.0,1.0,,,6.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,
USA_MLS,2019,New York City Football Club,d7efidcaz053ml8l4h19i7fmx,L. Barraza,Goalkeeper,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,New York City Football Club,69zg9b05fowt6ew9o723cej8p,D. Bedoya,Midfielder,21,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,95.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,New York City Football Club,bigiacypufyahxaysge8nybbp,J. Caldwell,Goalkeeper,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,New York City Football Club,cabhrleu1pd1z0aarmf1zgkwl,A. Callens,Defender,6,1.0,1.0,,31.0,3.0,22.0,3.0,48.0,3.0,17.0,16.0,3.0,182.0,303.0,551.0,10.0,1250.0,25.0,8.0,,57.0,48.0,226.0,1149.0,44.0,1205.0,132.0,,2.0,120.0,1476.0,,948.0,80.0,89.0,6.0,32.0,88.0,88.0,84.0,60.0,8.0,,25.0,27.0,44.0,109.0,6.0,1842.0,30.0,,265.0,4.0,20.0,11.0,221.0,101.0,2250.0,655.0,25.0,1.0,104.0,17.0,122.0,27.0,157.0,,32.0,1416.0,,75.0,22.0,141.0,,,,,1.0,3.0,1.0,,1.0,,1.0,,,,1.0,6.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
USA_MLS,2019,New York City Football Club,27hwtukeqxh91ch1f3qr1it49,V. Castellanos,Midfielder,11,3.0,34.0,6.0,10.0,29.0,137.0,18.0,16.0,7.0,6.0,4.0,18.0,104.0,271.0,149.0,38.0,361.0,31.0,2.0,8.0,123.0,72.0,171.0,348.0,9.0,327.0,164.0,,,27.0,532.0,11.0,92.0,152.0,203.0,30.0,47.0,18.0,143.0,92.0,55.0,7.0,7.0,31.0,29.0,42.0,162.0,,989.0,30.0,13.0,342.0,17.0,18.0,72.0,367.0,13.0,2142.0,136.0,24.0,20.0,154.0,31.0,17.0,54.0,61.0,9.0,80.0,498.0,33.0,6.0,,215.0,,,,,2.0,1.0,2.0,,2.0,3.0,1.0,1.0,3.0,,23.0,15.0,2.0,2.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
USA_MLS,2019,New York City Football Club,40lk020a1p1cvmj86ids7k05x,M. Chanot,Defender,4,1.0,1.0,,43.0,6.0,15.0,2.0,63.0,11.0,20.0,6.0,2.0,509.0,269.0,350.0,10.0,1464.0,32.0,24.0,,51.0,90.0,279.0,1341.0,50.0,1424.0,183.0,,2.0,112.0,1743.0,,1195.0,139.0,100.0,11.0,21.0,160.0,144.0,93.0,56.0,8.0,,32.0,37.0,27.0,169.0,8.0,2174.0,40.0,,305.0,2.0,20.0,11.0,283.0,123.0,2880.0,740.0,32.0,1.0,144.0,13.0,135.0,32.0,179.0,,49.0,1691.0,,59.0,24.0,144.0,,,,,1.0,3.0,,,,,,,,,2.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
USA_MLS,2019,New York City Football Club,bb31x0lmvx07e83d344y8byay,J. Haak,Midfielder,80,,,,,,,,,,,,,,1.0,,,1.0,3.0,,,1.0,,,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,48.0,,3.0,3.0,,1.0,,,2.0,,,,,1.0,,1.0,,6.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,New York City Football Club,7scex1k4y0ctz3600075tmhud,S. Ibeagha,Defender,33,3.0,1.0,,11.0,1.0,5.0,,16.0,1.0,5.0,8.0,,235.0,100.0,43.0,2.0,464.0,23.0,6.0,,14.0,24.0,87.0,426.0,14.0,455.0,50.0,,1.0,42.0,551.0,,365.0,40.0,30.0,4.0,6.0,46.0,31.0,26.0,699.0,3.0,12.0,23.0,13.0,12.0,45.0,3.0,697.0,15.0,3.0,100.0,1.0,5.0,3.0,80.0,38.0,1112.0,242.0,11.0,,44.0,4.0,43.0,13.0,52.0,,16.0,540.0,,21.0,4.0,40.0,,,,,4.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
USA_MLS,2019,New York City Football Club,4249onic3pa4kkqg7v00ro3x1,S. Johnson,Goalkeeper,1,,,,,2.0,1.0,,,5.0,,,,236.0,77.0,205.0,,750.0,30.0,,,,8.0,283.0,535.0,,477.0,11.0,,,97.0,1033.0,,673.0,8.0,,1.0,2.0,31.0,,3.0,60.0,9.0,,30.0,34.0,2.0,186.0,7.0,1299.0,38.0,,287.0,,,,11.0,215.0,2700.0,592.0,30.0,,8.0,,275.0,,257.0,,,587.0,,132.0,34.0,3.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,73.0,8.0,13.0,2.0,2.0,11.0,5.0,83.0,38.0,1.0,2.0,334.0,45.0,1.0,31.0,,,,,,,,,
USA_MLS,2019,New York City Football Club,1s1fyh1gza8ll4aeenib2vmcp,J. Lewis,Forward,17,,9.0,4.0,5.0,16.0,50.0,25.0,12.0,3.0,7.0,3.0,25.0,29.0,155.0,114.0,6.0,205.0,22.0,,5.0,61.0,6.0,64.0,196.0,7.0,198.0,51.0,,,10.0,269.0,5.0,53.0,16.0,71.0,22.0,11.0,5.0,80.0,45.0,18.0,3.0,10.0,22.0,20.0,21.0,79.0,,471.0,21.0,10.0,163.0,8.0,7.0,15.0,122.0,9.0,1113.0,46.0,12.0,25.0,57.0,2.0,7.0,11.0,38.0,4.0,10.0,262.0,6.0,4.0,,106.0,,,,,,1.0,3.0,,3.0,,,,3.0,,9.0,2.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,New York City Football Club,m3s6nw66qyk5wt6tflfpkd79,G. Mackay-Steven,Midfielder,17,,7.0,1.0,8.0,11.0,31.0,6.0,12.0,,4.0,1.0,6.0,44.0,87.0,37.0,7.0,125.0,12.0,1.0,1.0,19.0,6.0,43.0,123.0,3.0,125.0,25.0,,,11.0,168.0,1.0,44.0,19.0,32.0,3.0,4.0,1.0,43.0,19.0,100.0,,7.0,12.0,7.0,14.0,38.0,,271.0,8.0,4.0,75.0,8.0,7.0,14.0,57.0,2.0,525.0,44.0,5.0,5.0,38.0,1.0,5.0,3.0,30.0,1.0,13.0,167.0,5.0,2.0,,38.0,,,,2.0,,1.0,6.0,1.0,5.0,,,,,,1.0,3.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,New York City Football Club,66zgg8oyv7c7cvkujkan5ptxx,R. Matarrita,Defender,22,1.0,6.0,1.0,49.0,29.0,36.0,58.0,71.0,7.0,22.0,185.0,87.0,51.0,463.0,495.0,12.0,889.0,25.0,5.0,1.0,100.0,19.0,233.0,844.0,43.0,862.0,134.0,,1.0,99.0,1122.0,1.0,454.0,43.0,124.0,33.0,12.0,28.0,185.0,115.0,51.0,6.0,,25.0,24.0,55.0,221.0,4.0,1840.0,27.0,7.0,435.0,15.0,24.0,18.0,258.0,45.0,2069.0,391.0,25.0,20.0,160.0,19.0,73.0,31.0,177.0,1.0,24.0,1093.0,4.0,39.0,16.0,215.0,,,,40.0,21.0,3.0,28.0,12.0,17.0,,1.0,,1.0,24.0,1.0,7.0,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,New York City Football Club,dh3r6osyxipq0iqt4e8yoiac5,J. Medina,Midfielder,19,2.0,8.0,1.0,8.0,12.0,40.0,3.0,17.0,1.0,9.0,4.0,7.0,119.0,160.0,37.0,3.0,254.0,18.0,,3.0,68.0,4.0,43.0,242.0,6.0,249.0,37.0,,,9.0,297.0,3.0,97.0,18.0,82.0,4.0,12.0,3.0,77.0,33.0,100.0,3.0,12.0,18.0,9.0,22.0,41.0,,480.0,11.0,4.0,123.0,5.0,12.0,11.0,119.0,12.0,726.0,64.0,6.0,17.0,38.0,8.0,5.0,14.0,55.0,,14.0,292.0,11.0,,,101.0,,,,4.0,,2.0,3.0,,3.0,,1.0,1.0,,4.0,1.0,5.0,1.0,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
USA_MLS,2019,New York City Football Club,dnm3m8nto9bof5syhtb6w8es5,E. Miller,Defender,5,2.0,,,13.0,1.0,3.0,11.0,17.0,2.0,4.0,39.0,11.0,71.0,115.0,67.0,2.0,263.0,11.0,3.0,,18.0,15.0,64.0,246.0,6.0,259.0,39.0,,1.0,29.0,327.0,,150.0,22.0,25.0,3.0,4.0,19.0,63.0,24.0,20.0,,2.0,11.0,8.0,5.0,46.0,2.0,471.0,10.0,2.0,94.0,3.0,4.0,2.0,64.0,17.0,764.0,126.0,9.0,2.0,49.0,6.0,15.0,11.0,31.0,,7.0,323.0,,7.0,4.0,42.0,,,,,10.0,2.0,2.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
