liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Clearances Off the Line,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Hit Woodwork,Index,Interceptions,Key Passes (Attempt Assists),Last Player Tackle,Leftside Passes,Offsides,Open Play Passes,Overruns,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Substitute On,Successful Dribbles,Successful Launches,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Saved,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Successful Crosses & Corners,Successful Crosses open play,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Assists (Intentional),Attempts from Set Pieces,Corners Taken (incl short corners),Goal Assists,Goals from Outside Box,Handballs conceded,Second Goal Assists,Throw Ins to Opposition Player,Successful Corners into Box,Unsuccessful Corners into Box,Own Goal Scored,Foul Won Penalty,Goals Openplay,Left Foot Goals,Penalties Conceded,Total Big Chances Scored,Unsuccessful lay-offs,Catches,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Penalties Saved,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves from Penalty,Saves made - caught,Saves made - parried,Red Cards - 2nd Yellow,Total Red Cards,Headed Goals,Penalties Off Target,Penalties Taken,Penalty Goals,Crosses not Claimed,Straight Red Cards,Set Pieces Goals,Other Goals
Canada_Canadian_Premier_League,2025,Cavalry FC,cseaof8mo75i2fufyg0b4bpat,F. Aird,Defender,33,27.0,11.0,16.0,31.0,298.0,5.0,8.0,278.0,3.0,,18.0,148.0,79.0,69.0,125.0,535.0,13.0,,31.0,,3.0,33.0,29.0,4.0,3.0,121.0,68.0,53.0,,10.0,22.0,60.0,1.0,544.0,2.0,1364.0,,3.0,145.0,54.0,15.0,81.0,3.0,57.0,5.0,6.0,28.0,12.0,3.0,8.0,18.0,1.0,123.0,1117.0,724.0,522.0,1056.0,7.0,27.0,3.0,208.0,2405.0,19.0,13.0,,,48.0,27.0,12.0,417.0,1434.0,11.0,1179.0,34.0,27.0,255.0,2076.0,12.0,41.0,112.0,292.0,68.0,143.0,5.0,0.0,3.0,1.0,67.0,33.0,105.0,53.0,1.0,,66.0,2.0,,,2.0,15.0,24.0,28.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,
Canada_Canadian_Premier_League,2025,Cavalry FC,2wu0t979tuh0b63hs2j90o1nu,O. Antoniuk,Forward,29,1.0,1.0,,4.0,1.0,,,1.0,,,,4.0,4.0,,,,,,4.0,,,,,,,3.0,3.0,,,10.0,,,,,,2.0,,,1.0,,,,,2.0,,,,,4.0,,,,,2.0,3.0,,3.0,,,,,7.0,3.0,,,,,,,3.0,3.0,,3.0,,1.0,,7.0,2.0,,,,,,,,,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Cavalry FC,2jwbnsl7zicnbgutmpop29d61,M. Baldisimo,Midfielder,55,16.0,7.0,9.0,17.0,71.0,3.0,1.0,91.0,,,3.0,86.0,42.0,44.0,42.0,97.0,6.0,,17.0,,1.0,14.0,12.0,2.0,,70.0,35.0,35.0,,10.0,10.0,2.0,,96.0,1.0,409.0,1.0,2.0,27.0,11.0,4.0,37.0,1.0,149.0,3.0,2.0,9.0,7.0,8.0,3.0,2.0,7.0,48.0,360.0,181.0,182.0,315.0,11.0,12.0,,4.0,756.0,8.0,,1.0,,5.0,15.0,9.0,70.0,413.0,5.0,363.0,23.0,11.0,50.0,516.0,3.0,5.0,16.0,40.0,12.0,34.0,4.0,1.0,0.0,0.0,,,2.0,2.0,,,,,1.0,2.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
Canada_Canadian_Premier_League,2025,Cavalry FC,6re26cen7xbrynezb3rerst05,S. Camargo,Midfielder,10,22.0,11.0,11.0,28.0,233.0,8.0,3.0,221.0,4.0,,9.0,157.0,86.0,71.0,62.0,216.0,3.0,,28.0,,8.0,29.0,26.0,3.0,7.0,135.0,75.0,60.0,2.0,10.0,9.0,26.0,,147.0,3.0,813.0,4.0,2.0,103.0,35.0,18.0,117.0,6.0,265.0,22.0,14.0,27.0,14.0,1.0,13.0,,20.0,25.0,665.0,421.0,287.0,681.0,7.0,15.0,4.0,7.0,2218.0,45.0,10.0,11.0,,12.0,17.0,25.0,258.0,861.0,36.0,706.0,22.0,100.0,155.0,1157.0,18.0,7.0,25.0,133.0,30.0,130.0,5.0,6.0,2.0,2.0,2.0,2.0,8.0,8.0,3.0,,1.0,6.0,1.0,1.0,,1.0,,,,,6.0,2.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Cavalry FC,7tmc8hrkee4lo05qa26i7e5zp,M. Carducci,Goalkeeper,1,9.0,1.0,8.0,31.0,,,,110.0,8.0,,3.0,18.0,3.0,15.0,,472.0,,238.0,31.0,220.0,,39.0,35.0,4.0,,9.0,2.0,7.0,,10.0,,1.0,1.0,256.0,,685.0,,3.0,63.0,,,219.0,,269.0,,,31.0,,,2.0,49.0,,158.0,568.0,91.0,660.0,593.0,2.0,,,1.0,2820.0,,1.0,,2.0,27.0,1.0,5.0,248.0,997.0,,751.0,2.0,,246.0,1234.0,,97.0,235.0,198.0,49.0,11.0,4.0,,,0.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,13.0,6.0,79.0,8.0,3.0,,13.0,70.0,39.0,30.0,,1.0,17.0,,,,,,,1.0,,,
Canada_Canadian_Premier_League,2025,Cavalry FC,4ig2nozymqdhgzqy6yqdkhwd0,C. Chanda,Forward,23,,,,2.0,3.0,,,,,,,2.0,2.0,,,,1.0,,2.0,,,,,,,2.0,2.0,,,10.0,,,,4.0,,7.0,,,,,,,,,,,,,2.0,,,,1.0,6.0,5.0,1.0,5.0,,,,1.0,21.0,1.0,,,,2.0,1.0,,3.0,7.0,,6.0,,,1.0,12.0,,,,1.0,1.0,1.0,,,,0.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Cavalry FC,7gi5lm8v10m3ivddvn8qqzk2y,J. Daley,Midfielder,8,3.0,1.0,2.0,4.0,7.0,,,8.0,,,,16.0,6.0,10.0,,13.0,2.0,,4.0,,,,,,,13.0,5.0,8.0,,10.0,2.0,1.0,,19.0,,52.0,,,2.0,2.0,,4.0,,15.0,,,,,4.0,,1.0,1.0,5.0,44.0,22.0,24.0,41.0,1.0,4.0,,,106.0,2.0,,,,3.0,3.0,3.0,10.0,54.0,,46.0,5.0,,8.0,70.0,,1.0,2.0,7.0,1.0,6.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Cavalry FC,9r4k86cagxlk8og4ewuh98stl,C. Elva,Forward,14,57.0,19.0,38.0,21.0,53.0,4.0,,68.0,1.0,,2.0,99.0,41.0,58.0,98.0,69.0,5.0,,21.0,,4.0,10.0,9.0,1.0,3.0,42.0,22.0,20.0,2.0,10.0,2.0,20.0,,48.0,1.0,234.0,1.0,1.0,28.0,13.0,4.0,26.0,3.0,72.0,17.0,12.0,5.0,3.0,16.0,8.0,2.0,13.0,8.0,174.0,122.0,60.0,173.0,,4.0,2.0,,725.0,10.0,4.0,7.0,,12.0,12.0,8.0,100.0,242.0,29.0,181.0,4.0,52.0,61.0,370.0,2.0,4.0,7.0,51.0,13.0,54.0,,2.0,2.0,0.0,1.0,1.0,3.0,3.0,2.0,,,4.0,1.0,1.0,,,,,,1.0,4.0,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,
Canada_Canadian_Premier_League,2025,Cavalry FC,3141if674kt100fnbi3unstsl,T. Field,Defender,12,15.0,4.0,11.0,19.0,62.0,1.0,10.0,98.0,2.0,,2.0,69.0,24.0,45.0,3.0,228.0,6.0,5.0,19.0,5.0,,13.0,12.0,1.0,,54.0,20.0,34.0,,10.0,21.0,9.0,,96.0,,492.0,1.0,,54.0,8.0,2.0,34.0,,134.0,1.0,,13.0,8.0,6.0,3.0,14.0,,53.0,418.0,173.0,270.0,386.0,5.0,26.0,,52.0,1070.0,4.0,4.0,,,44.0,8.0,,107.0,520.0,1.0,439.0,31.0,9.0,81.0,726.0,3.0,26.0,42.0,72.0,23.0,39.0,2.0,,,0.0,4.0,2.0,14.0,13.0,1.0,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Cavalry FC,249t35evpr3aasx0uczjs2j9w,M. Gherasimencov,Defender,19,20.0,9.0,11.0,27.0,120.0,6.0,4.0,183.0,5.0,,16.0,181.0,74.0,107.0,69.0,212.0,10.0,,27.0,,2.0,19.0,18.0,1.0,1.0,161.0,65.0,96.0,1.0,10.0,25.0,20.0,,27.0,4.0,592.0,4.0,1.0,123.0,36.0,23.0,69.0,,260.0,7.0,5.0,16.0,4.0,11.0,11.0,2.0,1.0,40.0,500.0,298.0,248.0,486.0,17.0,31.0,1.0,114.0,1672.0,34.0,4.0,1.0,,31.0,28.0,37.0,208.0,619.0,12.0,526.0,48.0,30.0,93.0,1107.0,24.0,17.0,30.0,94.0,33.0,63.0,3.0,2.0,0.0,1.0,20.0,14.0,34.0,30.0,1.0,,7.0,2.0,1.0,2.0,,20.0,3.0,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
