liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Passes Own Half,Successful Short Passes,Unsuccessful Crosses open play,Goal Assists,Shots Off Target (inc woodwork),Duels,Goals from Inside Box,Left Foot Goals,Ground Duels,Second Goal Assists,Successful Long Passes,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Hit Woodwork,Starts,Ground Duels won,Total Fouls Won,Clean Sheets,Aerial Duels,Goals Conceded Inside Box,Total Shots,Aerial Duels lost,Through balls,Yellow Cards,Unsuccessful Short Passes,Total Clearances,PutThrough/Blocked Distribution Won,Substitute Off,Aerial Duels won,Unsuccessful lay-offs,Total Passes,Penalty Goals Conceded,Goals from Outside Box,Total Touches In Opposition Box,Set Pieces Goals,Assists (Intentional),Foul Attempted Tackle,Interceptions,Successful Launches,PutThrough/Blocked Distribution,Foul Won Penalty,Tackles Won,Penalty Goals,Touches,Goals Conceded Outside Box,Time Played,Recoveries,Successful Corners into Box,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Lay-offs,Successful Open Play Passes,Penalties Taken,Duels won,Leftside Passes,Unsuccessful Passes Opposition Half,Goals,Successful Passes Opposition Half,Successful Passes Own Half,Total Tackles,Unsuccessful Corners into Box,Unsuccessful Long Passes,Backward Passes,Index,Blocked Shots,Times Tackled,Penalties Off Target,Total Losses Of Possession,Successful Crosses & Corners,Unsuccessful Crosses & Corners,Ground Duels lost,Duels lost,Total Fouls Conceded,Successful Dribbles,Shots On Target ( inc goals ),Unsuccessful Launches,Games Played,Successful Crosses open play,Blocks,Offsides,Throw Ins to Own Player,Attempts from Set Pieces,Open Play Passes,Key Passes (Attempt Assists),Tackles Lost,Appearances,Corners Won,Rightside Passes,Corners Taken (incl short corners),Unsuccessful Dribbles,Forward Passes,Home Goals,Away Goals,Winning Goal,Substitute On,Throw Ins to Opposition Player,Clearances Off the Line,Right Foot Goals,Penalties Conceded,GK Successful Distribution,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made,Handballs conceded,Straight Red Cards,Total Red Cards,Other Goals,Red Cards - 2nd Yellow,Crosses not Claimed,Last Man Tackle,Goalkeeper Smother,Saves made - caught,Penalties Saved,Penalties Faced,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves from Penalty,Punches,Headed Goals,Own Goal Scored
USA_MLS,2018,Colorado Rapids,6k22ppzw6wv0c4gskzxk28fyt,K. Acosta,Midfielder,23,41.0,639.0,3.0,3.0,14.0,184.0,1.0,2.0,155.0,2.0,36.0,33.0,141.0,3.0,20.0,65.0,25.0,2.0,29.0,32.0,21.0,22.0,5.0,3.0,108.0,11.0,10.0,7.0,7.0,2.0,816.0,3.0,2.0,26.0,,2.0,21.0,20.0,3.0,26.0,,14.0,,1123.0,1.0,1714.0,85.0,13.0,675.0,38.0,651.0,1.0,72.0,208.0,131.0,3.0,344.0,350.0,25.0,25.0,33.0,179.0,50.0,9.0,45.0,1.0,260.0,19.0,31.0,90.0,112.0,33.0,16.0,7.0,8.0,25.0,3.0,2.0,,7.0,3.0,784.0,22.0,11.0,25.0,7.0,189.0,41.0,15.0,240.0,2.0,1.0,0.0,5.0,,,1.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Colorado Rapids,eju8pm7ljrsuf1cozy0j0sel1,N. Boateng,Midfielder,21,35.0,472.0,19.0,,6.0,159.0,1.0,,133.0,1.0,40.0,23.0,111.0,,14.0,65.0,13.0,2.0,26.0,20.0,10.0,17.0,2.0,6.0,82.0,14.0,20.0,7.0,9.0,,623.0,2.0,,24.0,,,15.0,18.0,1.0,37.0,,26.0,,922.0,3.0,1236.0,91.0,,512.0,12.0,506.0,,74.0,189.0,95.0,1.0,245.0,272.0,40.0,,29.0,142.0,75.0,2.0,29.0,,202.0,5.0,19.0,68.0,85.0,22.0,12.0,4.0,7.0,20.0,5.0,6.0,1.0,52.0,,616.0,11.0,14.0,20.0,6.0,118.0,,12.0,174.0,1.0,0.0,1.0,6.0,13.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
USA_MLS,2018,Colorado Rapids,14t6yeoa7ijhxtol7uqrkxk9h,S. Aigner,Midfielder,7,,,,,,3.0,,,2.0,,,,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,2.0,,11.0,,,,,,,,1.0,1.0,,,,,,,,1.0,,1.0,,2.0,,,2.0,3.0,1.0,,,,1.0,,,,,,1.0,,,1.0,,,,1.0,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Colorado Rapids,bzry98hy5bhb4mhil7j4ccfdh,M. Azira,Midfielder,22,23.0,410.0,4.0,,3.0,85.0,1.0,1.0,60.0,,27.0,19.0,66.0,,11.0,29.0,7.0,3.0,25.0,18.0,6.0,14.0,,4.0,42.0,12.0,9.0,2.0,11.0,,503.0,2.0,,6.0,,,15.0,20.0,1.0,14.0,,13.0,,635.0,1.0,998.0,72.0,,437.0,8.0,427.0,,40.0,137.0,47.0,1.0,231.0,207.0,20.0,,24.0,68.0,100.0,3.0,8.0,,94.0,1.0,4.0,31.0,45.0,21.0,2.0,3.0,8.0,15.0,1.0,5.0,,2.0,,491.0,2.0,7.0,15.0,1.0,120.0,,,178.0,1.0,0.0,0.0,4.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Colorado Rapids,dhwk7axf00z4pe7crgp3ge8yx,D. Badji,Forward,14,14.0,274.0,3.0,2.0,24.0,362.0,8.0,6.0,181.0,1.0,5.0,35.0,108.0,1.0,25.0,77.0,40.0,2.0,181.0,28.0,48.0,99.0,1.0,6.0,105.0,13.0,13.0,14.0,82.0,5.0,387.0,2.0,1.0,95.0,,2.0,26.0,4.0,,21.0,2.0,9.0,,700.0,7.0,2053.0,48.0,,279.0,22.0,264.0,,159.0,90.0,97.0,9.0,217.0,64.0,14.0,,3.0,141.0,53.0,13.0,53.0,,216.0,2.0,3.0,104.0,203.0,54.0,23.0,24.0,2.0,27.0,2.0,2.0,18.0,,,372.0,11.0,5.0,27.0,15.0,79.0,,16.0,77.0,6.0,3.0,1.0,2.0,1.0,,2.0,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,
USA_MLS,2018,Colorado Rapids,ba0arukvcwn1gagiglyxqz5jp,G. Barnes,Forward,7,4.0,149.0,2.0,,2.0,58.0,,,39.0,,5.0,18.0,20.0,,6.0,20.0,18.0,,19.0,17.0,3.0,12.0,1.0,,16.0,2.0,1.0,4.0,7.0,,174.0,1.0,,2.0,,,2.0,4.0,,4.0,,3.0,,251.0,1.0,543.0,15.0,,154.0,3.0,150.0,,27.0,56.0,18.0,,83.0,74.0,3.0,,4.0,55.0,39.0,2.0,12.0,,51.0,3.0,2.0,19.0,31.0,6.0,2.0,1.0,2.0,12.0,3.0,1.0,4.0,1.0,,170.0,6.0,,12.0,4.0,34.0,,5.0,29.0,0.0,0.0,0.0,6.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Colorado Rapids,6pgcyaivg3sjcm6jju4nn3omi,C. Bassett,Midfielder,26,12.0,150.0,1.0,,2.0,24.0,1.0,1.0,19.0,,11.0,1.0,27.0,,3.0,8.0,3.0,1.0,5.0,1.0,3.0,4.0,,,23.0,3.0,2.0,1.0,1.0,1.0,188.0,,,7.0,,,1.0,2.0,,6.0,,2.0,,231.0,,307.0,22.0,,161.0,1.0,157.0,,9.0,58.0,17.0,1.0,78.0,83.0,4.0,1.0,4.0,37.0,90.0,2.0,7.0,,42.0,,2.0,11.0,15.0,3.0,1.0,1.0,2.0,6.0,,2.0,,2.0,,183.0,3.0,2.0,6.0,,58.0,1.0,1.0,35.0,1.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Colorado Rapids,dc2s7q4uckoevisjlcjq7rljp,J. Blomberg,Midfielder,8,44.0,506.0,37.0,3.0,9.0,162.0,,,142.0,,20.0,36.0,145.0,1.0,21.0,63.0,13.0,2.0,20.0,33.0,11.0,12.0,3.0,5.0,108.0,28.0,13.0,12.0,8.0,,671.0,2.0,,14.0,,1.0,23.0,18.0,3.0,43.0,1.0,33.0,,973.0,3.0,1657.0,80.0,4.0,526.0,27.0,508.0,,71.0,182.0,145.0,,241.0,296.0,48.0,5.0,37.0,179.0,23.0,6.0,24.0,,245.0,11.0,44.0,79.0,91.0,33.0,2.0,2.0,16.0,24.0,7.0,4.0,2.0,22.0,,648.0,13.0,15.0,24.0,16.0,121.0,9.0,7.0,189.0,0.0,0.0,0.0,3.0,6.0,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Colorado Rapids,2z2w1p6rz747zwy8wgmqtex91,Y. Boli,Forward,9,8.0,87.0,2.0,,11.0,140.0,2.0,,85.0,,1.0,15.0,46.0,1.0,9.0,35.0,21.0,,55.0,14.0,18.0,29.0,,3.0,42.0,,3.0,6.0,26.0,3.0,134.0,3.0,,36.0,,,13.0,1.0,,9.0,,2.0,1.0,266.0,1.0,769.0,9.0,,88.0,11.0,83.0,1.0,61.0,23.0,40.0,2.0,60.0,28.0,7.0,,4.0,34.0,82.0,5.0,24.0,,101.0,,2.0,50.0,79.0,20.0,7.0,7.0,,17.0,,,10.0,,,129.0,5.0,5.0,17.0,7.0,33.0,,8.0,44.0,1.0,1.0,1.0,8.0,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,
USA_MLS,2018,Colorado Rapids,b9d0uzamji8vccf2eujjsk9g5,C. Calvert,Forward,29,1.0,5.0,,,,1.0,,,,,2.0,1.0,3.0,,,,,,1.0,1.0,,,,,3.0,,1.0,,1.0,,10.0,,,2.0,,,,,,1.0,,,,12.0,,35.0,1.0,,7.0,,7.0,,1.0,4.0,2.0,,6.0,1.0,,,,1.0,16.0,,,,4.0,,,,,,,,,1.0,,,1.0,,,10.0,1.0,,1.0,,3.0,,,2.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
