root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Throw Ins to Own Player,Ground Duels,Aerial Duels won,Unsuccessful Passes Opposition Half,Attempts from Set Pieces,Aerial Duels,Blocks,Goals Conceded Outside Box,Duels,Shots On Target ( inc goals ),Index,Unsuccessful Passes Own Half,Total Tackles,Tackles Won,Total Losses Of Possession,Tackles Lost,Appearances,Starts,Times Tackled,Goals Conceded,Backward Passes,Interceptions,Unsuccessful Short Passes,Leftside Passes,Duels won,Ground Duels lost,Successful Dribbles,Rightside Passes,Total Passes,Successful Passes Opposition Half,Games Played,Total Successful Passes ( Excl Crosses & Corners ) ,Ground Duels won,Duels lost,Unsuccessful Launches,Penalty Goals Conceded,Successful Long Passes,Touches,Successful Short Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Aerial Duels lost,Forward Passes,Total Shots,Successful Launches,Open Play Passes,Throw Ins to Opposition Player,Successful Open Play Passes,Unsuccessful Crosses & Corners,Goals Conceded Inside Box,Time Played,Unsuccessful Long Passes,Total Clearances,Successful Passes Own Half,Recoveries,Total Fouls Won,Winning Goal,Successful Crosses & Corners,Unsuccessful Dribbles,Total Fouls Conceded,Substitute On,Key Passes (Attempt Assists),Foul Attempted Tackle,Clearances Off the Line,Yellow Cards,Substitute Off,PutThrough/Blocked Distribution,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals from Outside Box,Successful Crosses open play,Goals,Successful Lay-offs,Left Foot Goals,Blocked Shots,Home Goals,Away Goals,Penalties Conceded,Corners Taken (incl short corners),Unsuccessful Corners into Box,Unsuccessful Crosses open play,Saves Made,Penalties Faced,GK Successful Distribution,Saves made - parried,GK Unsuccessful Distribution,Catches,Saves Made from Outside Box,Goal Kicks,Penalties Saved,Saves Made from Inside Box,Saves from Penalty,Drops,Corners Won,Goal Assists,Offsides,Unsuccessful lay-offs,Assists (Intentional),Straight Red Cards,Total Red Cards,Crosses not Claimed,Clean Sheets,Saves made - caught,Punches,Foul Won Penalty,Penalties Taken,Right Foot Goals,Goals from Inside Box,Penalty Goals,Successful Corners into Box,Second Goal Assists,Through balls,Handballs conceded,Headed Goals,Set Pieces Goals,Hit Woodwork,Last Man Tackle,Own Goal Scored,Goalkeeper Smother,Red Cards - 2nd Yellow,Other Goals
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Guadeloupe Under 17,Guadeloupe_Under_17,99oyqyznq0w1lai8xr7tvx0yc,Y. Bienville,Defender,3,22.0,31.0,,27.0,2.0,2.0,1.0,1.0,33.0,1.0,10.0,13.0,6.0,4.0,52.0,2.0,3.0,3.0,5.0,7.0,11.0,8.0,24.0,7.0,19.0,12.0,6.0,34.0,109.0,35.0,3.0,76.0,19.0,14.0,2.0,,7.0,202.0,69.0,33.0,2.0,57.0,2.0,,102.0,1.0,69.0,7.0,6.0,246.0,9.0,10.0,41.0,29.0,7.0,0.0,,1.0,3.0,,1.0,1.0,,,2.0,6.0,,4.0,1.0,1.0,,1.0,,1.0,1.0,0.0,1.0,,5.0,3.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Guadeloupe Under 17,Guadeloupe_Under_17,eq9rq0x4y0ssk5nqhtohevd3o,D. Boucher,Midfielder,13,,2.0,,4.0,,,,,2.0,,10.0,1.0,,,5.0,,1.0,,,,1.0,,3.0,3.0,1.0,1.0,,3.0,10.0,3.0,1.0,5.0,1.0,1.0,,,1.0,11.0,4.0,5.0,,3.0,,,10.0,,5.0,,,26.0,2.0,,2.0,4.0,1.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Guadeloupe Under 17,Guadeloupe_Under_17,acea2sjq0d44crsmy6ciwduz8,A. Calau-Pointel,Midfielder,12,,15.0,,11.0,,,,,15.0,,10.0,3.0,4.0,3.0,16.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,10.0,12.0,7.0,8.0,1.0,10.0,38.0,15.0,2.0,26.0,7.0,8.0,,,2.0,54.0,24.0,12.0,,14.0,1.0,,37.0,,26.0,2.0,4.0,101.0,2.0,,11.0,12.0,2.0,0.0,,,4.0,,,4.0,,1.0,2.0,4.0,,2.0,1.0,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Guadeloupe Under 17,Guadeloupe_Under_17,5h36p8k0jle912qary4x6tnh0,M. Calixte,Defender,2,,8.0,,3.0,,1.0,3.0,,9.0,,10.0,10.0,2.0,2.0,14.0,,2.0,,,2.0,3.0,3.0,10.0,5.0,3.0,5.0,,5.0,28.0,6.0,2.0,15.0,3.0,6.0,1.0,,4.0,41.0,11.0,13.0,1.0,15.0,,,26.0,,15.0,,2.0,71.0,3.0,2.0,9.0,10.0,1.0,0.0,,,4.0,2.0,,2.0,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Guadeloupe Under 17,Guadeloupe_Under_17,bcqeofbkheheou425767o74es,E. Cantin,Midfielder,17,1.0,2.0,,2.0,,,,,2.0,,10.0,,,,2.0,,2.0,,,,,1.0,2.0,7.0,1.0,1.0,,,9.0,2.0,2.0,7.0,1.0,1.0,,,,14.0,7.0,2.0,,2.0,,,9.0,,7.0,,,18.0,,,5.0,2.0,1.0,0.0,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Guadeloupe Under 17,Guadeloupe_Under_17,4bq1gx7bc7d6atn5jlpclicr8,D. Cordinel,Forward,9,,23.0,4.0,13.0,1.0,10.0,,1.0,33.0,4.0,10.0,1.0,3.0,3.0,30.0,,3.0,3.0,8.0,6.0,13.0,,11.0,10.0,17.0,10.0,4.0,17.0,49.0,23.0,3.0,36.0,13.0,16.0,1.0,,3.0,95.0,33.0,13.0,6.0,9.0,7.0,,40.0,,27.0,1.0,5.0,251.0,2.0,1.0,13.0,13.0,7.0,0.0,,4.0,3.0,,3.0,2.0,,1.0,1.0,2.0,9.0,2.0,3.0,,,,2.0,,2.0,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Guadeloupe Under 17,Guadeloupe_Under_17,65qe5h4kfy7l80tlb52m88t90,K. Coriolan,Midfielder,20,2.0,5.0,1.0,5.0,,2.0,,,7.0,,10.0,,2.0,1.0,12.0,1.0,3.0,,,1.0,2.0,,4.0,2.0,3.0,3.0,,,7.0,2.0,3.0,3.0,2.0,4.0,,,1.0,22.0,2.0,4.0,1.0,3.0,,,6.0,,2.0,1.0,1.0,28.0,,,1.0,1.0,,0.0,,,1.0,3.0,,,,,,,2.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Guadeloupe Under 17,Guadeloupe_Under_17,dzrxq2f7sy5xgky5bmhbeirkk,B. Ducalcon,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Guadeloupe Under 17,Guadeloupe_Under_17,2skrqepw2c6wm5r2mlz5d9rtg,J. Forlac,Defender,14,14.0,22.0,3.0,38.0,,3.0,1.0,1.0,25.0,,10.0,12.0,8.0,5.0,63.0,3.0,3.0,3.0,2.0,7.0,9.0,3.0,35.0,45.0,19.0,6.0,2.0,2.0,117.0,40.0,3.0,73.0,16.0,6.0,3.0,,5.0,182.0,68.0,44.0,,61.0,,1.0,113.0,7.0,70.0,6.0,6.0,258.0,9.0,4.0,34.0,14.0,6.0,0.0,1.0,2.0,3.0,,1.0,2.0,,,1.0,9.0,,3.0,,,1.0,,,,,,,,,,6.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Guadeloupe Under 17,Guadeloupe_Under_17,3k5yt5vl7zfl5kgxit078wbh0,K. Germain,Forward,15,,2.0,,4.0,,,,,2.0,,10.0,,,,5.0,,2.0,,,,,,3.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,,,,8.0,1.0,3.0,,1.0,,,4.0,,1.0,1.0,,13.0,,,,,,0.0,,,1.0,2.0,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
