liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Index,Interceptions,Last Player Tackle,Leftside Passes,Open Play Passes,Penalties Conceded,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Starts,Substitute Off,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Launches,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Winning Goal,Assists (Intentional),Attempts from Set Pieces,Corners Taken (incl short corners),Corners Won,Goal Assists,Goals,Goals Openplay,Goals from Inside Box,Goals from Outside Box,Headed Goals,Hit Woodwork,Key Passes (Attempt Assists),Left Foot Goals,Offsides,Overruns,Penalties Taken,Penalty Goals,Right Foot Goals,Second Goal Assists,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Successful Corners into Box,Successful Dribbles,Successful Lay-offs,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Total Shots,Unsuccessful Corners into Box,Unsuccessful Dribbles,Unsuccessful lay-offs,Home Goals,Away Goals,Foul Won Penalty,Catches,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Total Big Chances Saved,Saves made - caught,Clearances Off the Line,Own Goal Scored,Red Cards - 2nd Yellow,Total Red Cards,Penalties Saved,Saves from Penalty,Set Pieces Goals,Other Goals,Crosses not Claimed,Straight Red Cards,Direct Corner Goals,Direct Setpiece Goals,Penalties Off Target
USA_MLS,2025,Portland Timbers,dh3ddfghtgeb2iu2608y96i5m,Antony,Forward,11,40.0,28.0,12.0,32.0,279.0,16.0,2.0,484.0,3.0,391.0,222.0,169.0,212.0,238.0,22.0,,32.0,,45.0,39.0,6.0,351.0,194.0,157.0,4.0,10.0,14.0,,159.0,1020.0,1.0,2.0,253.0,57.0,20.0,159.0,346.0,30.0,12.0,2.0,7.0,7.0,4.0,24.0,801.0,542.0,268.0,779.0,21.0,30.0,1.0,4.0,22.0,2559.0,22.0,45.0,42.0,457.0,1022.0,803.0,51.0,125.0,219.0,1639.0,30.0,30.0,7.0,19.0,208.0,41.0,200.0,5.0,3.0,6.0,,,20.0,7.0,7.0,7.0,6.0,1.0,,1.0,27.0,1.0,15.0,9.0,,,6.0,3.0,20.0,28.0,,65.0,23.0,117.0,10.0,10.0,5.0,48.0,,77.0,1.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Portland Timbers,b3lwrjpn01y0z8py3o3sp3tre,D. Ayala,Midfielder,24,55.0,25.0,30.0,37.0,315.0,12.0,8.0,521.0,2.0,297.0,113.0,184.0,72.0,456.0,29.0,,37.0,,50.0,43.0,7.0,242.0,88.0,154.0,3.0,10.0,51.0,1.0,655.0,1936.0,,2.0,182.0,54.0,34.0,199.0,555.0,36.0,21.0,1.0,,,12.0,178.0,1704.0,862.0,885.0,1569.0,36.0,61.0,4.0,,,2935.0,60.0,40.0,33.0,328.0,1981.0,1747.0,97.0,40.0,234.0,2486.0,15.0,15.0,18.0,76.0,172.0,77.0,158.0,5.0,1.0,,,,9.0,1.0,2.0,,2.0,,,1.0,17.0,1.0,,2.0,,,1.0,,19.0,7.0,,24.0,43.0,32.0,2.0,1.0,1.0,26.0,,13.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Portland Timbers,4jra9m67m4hmmq201rsy79ucp,C. Bravo,Defender,5,10.0,6.0,4.0,8.0,27.0,,3.0,42.0,2.0,44.0,19.0,25.0,,80.0,5.0,,8.0,,3.0,3.0,,34.0,13.0,21.0,,10.0,7.0,,10.0,191.0,1.0,,24.0,16.0,10.0,27.0,78.0,3.0,1.0,5.0,4.0,4.0,,8.0,155.0,79.0,84.0,151.0,7.0,7.0,,9.0,20.0,329.0,16.0,6.0,3.0,56.0,195.0,159.0,14.0,9.0,36.0,304.0,7.0,7.0,5.0,14.0,29.0,14.0,22.0,1.0,0.0,,,,1.0,,,,,,,,4.0,,,,,,,,,3.0,,4.0,1.0,2.0,2.0,1.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Portland Timbers,660h1wknuv25qhnx5247tbjl5,F. Carballo,Midfielder,33,12.0,5.0,7.0,18.0,105.0,5.0,6.0,170.0,3.0,113.0,56.0,57.0,,234.0,6.0,,18.0,,15.0,13.0,2.0,101.0,51.0,50.0,1.0,10.0,16.0,,206.0,731.0,,,91.0,27.0,18.0,68.0,207.0,12.0,6.0,6.0,10.0,5.0,1.0,22.0,641.0,397.0,273.0,638.0,11.0,22.0,3.0,,1.0,1064.0,19.0,14.0,11.0,146.0,752.0,660.0,33.0,18.0,92.0,968.0,18.0,5.0,7.0,17.0,91.0,19.0,75.0,1.0,0.0,1.0,,23.0,5.0,1.0,,,,,,,10.0,,,3.0,,,,1.0,10.0,4.0,5.0,6.0,19.0,18.0,2.0,,,14.0,13.0,8.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
USA_MLS,2025,Portland Timbers,b4etfnmz4dzoa4r9g0403catx,D. Chará,Midfielder,21,16.0,6.0,10.0,31.0,83.0,,9.0,140.0,1.0,169.0,76.0,93.0,40.0,287.0,35.0,,31.0,,27.0,23.0,4.0,153.0,70.0,83.0,1.0,10.0,28.0,1.0,274.0,851.0,1.0,2.0,47.0,23.0,11.0,98.0,240.0,14.0,5.0,17.0,1.0,1.0,4.0,36.0,749.0,399.0,381.0,743.0,17.0,37.0,1.0,,4.0,1510.0,32.0,42.0,23.0,143.0,884.0,779.0,54.0,,105.0,1126.0,4.0,4.0,13.0,27.0,71.0,38.0,78.0,4.0,0.0,,,,1.0,1.0,,,,,,,11.0,,,,,,,,2.0,,,7.0,14.0,14.0,1.0,,,2.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Portland Timbers,6nmcuw8asxh6k3l5khx5atmfp,M. Crépeau,Goalkeeper,16,1.0,,1.0,15.0,,,,53.0,3.0,3.0,,3.0,,267.0,,140.0,15.0,91.0,22.0,19.0,3.0,2.0,,2.0,,10.0,,,115.0,296.0,,,23.0,,,120.0,73.0,15.0,,,,,17.0,79.0,221.0,46.0,276.0,243.0,,,,,,1350.0,10.0,,2.0,133.0,455.0,322.0,,,133.0,607.0,,,66.0,128.0,89.0,44.0,5.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.0,26.0,3.0,,6.0,51.0,31.0,18.0,12.0,1.0,,,,,,,,,,,,,,
USA_MLS,2025,Portland Timbers,bzmxjsk1tr4p2n7hwakvfomei,David da Costa,Midfielder,10,6.0,4.0,2.0,36.0,326.0,9.0,,539.0,2.0,155.0,88.0,67.0,111.0,325.0,5.0,,36.0,,48.0,42.0,6.0,149.0,84.0,65.0,2.0,10.0,9.0,,222.0,1291.0,,2.0,293.0,40.0,13.0,94.0,440.0,32.0,15.0,4.0,30.0,14.0,1.0,43.0,1116.0,758.0,408.0,1093.0,8.0,4.0,12.0,1.0,6.0,2795.0,9.0,10.0,14.0,399.0,1313.0,1136.0,12.0,102.0,177.0,1755.0,86.0,51.0,5.0,29.0,232.0,31.0,148.0,2.0,2.0,6.0,6.0,51.0,24.0,6.0,4.0,3.0,1.0,3.0,,2.0,54.0,,3.0,3.0,,,4.0,2.0,17.0,20.0,13.0,40.0,58.0,66.0,11.0,9.0,1.0,37.0,27.0,38.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
USA_MLS,2025,Portland Timbers,druwx3n136woly4objqgk7tp0,A. Enriquez,Midfielder,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Portland Timbers,dnm3m8nto9bof5syhtb6w8es5,E. Miller,Defender,15,14.0,7.0,7.0,16.0,40.0,,1.0,35.0,,35.0,19.0,16.0,9.0,72.0,3.0,,16.0,,8.0,8.0,,21.0,12.0,9.0,,10.0,5.0,,72.0,183.0,,,22.0,7.0,2.0,18.0,2.0,3.0,2.0,13.0,2.0,2.0,4.0,8.0,140.0,68.0,77.0,135.0,6.0,2.0,,11.0,28.0,427.0,25.0,3.0,,68.0,186.0,143.0,8.0,8.0,43.0,294.0,6.0,6.0,6.0,10.0,33.0,16.0,33.0,,0.0,,,,,,,,,,,,3.0,,,,,,,,2.0,,,1.0,,4.0,,,,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Portland Timbers,7yfqbj33r0hi0scz89ckt9bs9,O. Fernandez,Forward,22,17.0,14.0,3.0,29.0,67.0,5.0,,109.0,,102.0,58.0,44.0,20.0,58.0,4.0,,29.0,,9.0,8.0,1.0,85.0,44.0,41.0,,10.0,5.0,,43.0,245.0,,1.0,61.0,17.0,7.0,34.0,80.0,3.0,3.0,26.0,7.0,5.0,1.0,1.0,196.0,149.0,57.0,198.0,4.0,8.0,1.0,,1.0,639.0,6.0,8.0,21.0,107.0,248.0,199.0,12.0,43.0,49.0,407.0,13.0,10.0,,5.0,56.0,6.0,44.0,,0.0,2.0,,5.0,4.0,2.0,1.0,,1.0,,,,13.0,1.0,1.0,1.0,,,,,3.0,3.0,2.0,8.0,5.0,26.0,4.0,3.0,1.0,6.0,3.0,17.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
