liga,temporada,equipo,id,nombre,posicion,dorsal,Goals Conceded Inside Box,Total Passes,Total Fouls Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Total Losses Of Possession,Leftside Passes,Foul Attempted Tackle,Penalty Goals Conceded,Time Played,Ground Duels lost,Times Tackled,Unsuccessful Crosses & Corners,Successful Passes Opposition Half,Substitute Off,Total Tackles,Unsuccessful Short Passes,Open Play Passes,Index,Tackles Won,Ground Duels won,Games Played,Successful Dribbles,Duels,Total Shots,Total Clearances,Total Fouls Won,Blocks,Throw Ins to Own Player,Ground Duels,Rightside Passes,Successful Short Passes,Unsuccessful Crosses open play,Throw Ins to Opposition Player,Recoveries,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Passes Own Half,Appearances,Goals Conceded,Starts,Shots On Target ( inc goals ),Successful Open Play Passes,Forward Passes,Duels won,Duels lost,Touches,Unsuccessful Passes Opposition Half,Winning Goal,Corners Won,Overruns,Through balls,Successful Long Passes,Assists (Intentional),Unsuccessful Corners into Box,Goals,Goal Assists,Penalties Conceded,Penalties Taken,Aerial Duels,Left Foot Goals,Successful Launches,Aerial Duels won,Goal Kicks,Clean Sheets,Penalty Goals,Successful Lay-offs,Goals Conceded Outside Box,Hit Woodwork,Yellow Cards,GK Successful Distribution,Unsuccessful Dribbles,Key Passes (Attempt Assists),Corners Taken (incl short corners),Blocked Shots,Tackles Lost,Attempts from Set Pieces,Unsuccessful Long Passes,Goals from Inside Box,PutThrough/Blocked Distribution,Aerial Duels lost,PutThrough/Blocked Distribution Won,Backward Passes,Handballs conceded,Unsuccessful Passes Own Half,Goals Openplay,Successful Crosses & Corners,Right Foot Goals,Interceptions,Unsuccessful lay-offs,Unsuccessful Launches,Shots Off Target (inc woodwork),Successful Corners into Box,Successful Crosses open play,Substitute On,Home Goals,Away Goals,Offsides,Other Goals,Second Goal Assists,Red Cards - 2nd Yellow,Total Red Cards,Saves Made from Inside Box,Saves Made,Clearances Off the Line,Punches,Saves Made from Outside Box,Saves made - parried,GK Unsuccessful Distribution,Catches,Goalkeeper Smother,Drops,Penalties Faced,Straight Red Cards,Last Player Tackle,Headed Goals,Own Goal Scored,Goals from Outside Box,Set Pieces Goals,Penalties Saved,Saves from Penalty,Foul Won Penalty,Crosses not Claimed,Saves made - caught,Carries,Final Third Touches,Progressive Carries,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Total Big Chances Saved,Direct Setpiece Goals,Penalties Off Target
USA_MLS_Next_Pro,2025,Toronto FC II,bxwon00wl9tyjvu51my3gcvf8,N. Abraham,Goalkeeper,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2025,Toronto FC II,6xu5v7x5zge1k83w40mmbxyzu,H. Ayari,Midfielder,81,27.0,835.0,9.0,693.0,348.0,125.0,4.0,2.0,2177.0,92.0,66.0,75.0,499.0,12.0,22.0,123.0,797.0,10.0,15.0,70.0,27.0,41.0,174.0,43.0,10.0,7.0,1.0,8.0,162.0,260.0,667.0,26.0,,89.0,100.0,142.0,236.0,27.0,36.0,25.0,26.0,661.0,163.0,76.0,98.0,1281.0,191.0,1.0,25.0,4.0,1.0,26.0,3.0,38.0,6.0,4.0,,1.0,12.0,4.0,,6.0,,2.0,,23.0,9.0,2.0,,,34.0,44.0,67.0,16.0,7.0,9.0,19.0,5.0,31.0,6.0,12.0,287.0,,26.0,5.0,42.0,2.0,11.0,1.0,6.0,17.0,25.0,12.0,2.0,3.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2025,Toronto FC II,bx7d0ws7fi7iwgpi9ccomjehg,D. Barrow,Forward,91,10.0,194.0,20.0,148.0,106.0,44.0,6.0,1.0,869.0,50.0,30.0,1.0,88.0,5.0,4.0,41.0,183.0,10.0,4.0,28.0,16.0,7.0,133.0,21.0,5.0,17.0,,,78.0,40.0,145.0,1.0,,26.0,39.0,46.0,61.0,16.0,13.0,8.0,9.0,137.0,25.0,54.0,79.0,354.0,37.0,1.0,2.0,1.0,,3.0,,,2.0,,,,55.0,1.0,,26.0,,,,16.0,3.0,2.0,3.0,,12.0,9.0,,1.0,,,5.0,2.0,14.0,29.0,9.0,85.0,1.0,10.0,2.0,1.0,1.0,8.0,4.0,,12.0,,1.0,8.0,2.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
USA_MLS_Next_Pro,2025,Toronto FC II,c17dsbdvdteiub1kggnssgk5w,A. Bossenberry,Midfielder,56,16.0,390.0,8.0,320.0,139.0,86.0,4.0,,1155.0,44.0,30.0,5.0,214.0,9.0,32.0,63.0,382.0,10.0,15.0,71.0,23.0,20.0,120.0,10.0,14.0,19.0,1.0,5.0,115.0,85.0,311.0,2.0,,43.0,26.0,70.0,108.0,23.0,19.0,11.0,8.0,312.0,115.0,73.0,47.0,600.0,61.0,2.0,5.0,2.0,3.0,9.0,1.0,3.0,2.0,1.0,,,5.0,1.0,,2.0,,1.0,,6.0,3.0,1.0,,,20.0,13.0,3.0,2.0,17.0,,7.0,2.0,26.0,3.0,14.0,104.0,,14.0,2.0,2.0,1.0,1.0,2.0,,2.0,,2.0,12.0,0.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2025,Toronto FC II,4owtyy2gc3qxa8idpj0aqo93o,W. Caldwell,Midfielder,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2025,Toronto FC II,88sn2nhcvthjuss1zcgner0no,M. Chisholm,Defender,73,19.0,717.0,16.0,636.0,117.0,66.0,6.0,1.0,1172.0,36.0,5.0,10.0,275.0,1.0,45.0,52.0,694.0,10.0,22.0,61.0,20.0,4.0,120.0,4.0,32.0,12.0,3.0,65.0,97.0,296.0,607.0,10.0,8.0,56.0,8.0,81.0,363.0,20.0,23.0,10.0,1.0,613.0,269.0,71.0,49.0,964.0,63.0,2.0,2.0,2.0,1.0,29.0,,,1.0,1.0,,,23.0,1.0,1.0,10.0,1.0,2.0,,,4.0,1.0,5.0,1.0,3.0,6.0,,2.0,23.0,,29.0,1.0,17.0,13.0,7.0,86.0,,28.0,1.0,2.0,,11.0,,10.0,3.0,,2.0,10.0,1.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2025,Toronto FC II,cgcpmpetc768pyqb51qthq61g,R. Chukwu,Defender,96,11.0,514.0,6.0,424.0,126.0,38.0,5.0,,1022.0,29.0,3.0,8.0,195.0,8.0,31.0,62.0,497.0,10.0,20.0,42.0,17.0,,87.0,1.0,23.0,11.0,5.0,55.0,71.0,213.0,413.0,7.0,14.0,35.0,4.0,90.0,230.0,17.0,14.0,13.0,,407.0,177.0,49.0,38.0,708.0,70.0,0.0,2.0,,,11.0,,1.0,,,,,16.0,,4.0,7.0,,4.0,,2.0,3.0,,1.0,,2.0,4.0,1.0,1.0,11.0,,28.0,,16.0,9.0,10.0,86.0,,28.0,,1.0,,9.0,,16.0,1.0,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2025,Toronto FC II,3wn0nn5q8g2mjzuc8yb4dvu2,M. Cimermancic,Midfielder,71,3.0,236.0,4.0,209.0,49.0,74.0,1.0,,476.0,20.0,11.0,,105.0,5.0,15.0,23.0,232.0,10.0,7.0,20.0,7.0,1.0,50.0,12.0,6.0,4.0,2.0,5.0,40.0,56.0,204.0,,,31.0,19.0,27.0,104.0,7.0,5.0,7.0,5.0,205.0,50.0,26.0,24.0,328.0,18.0,0.0,,,,5.0,,,4.0,,,,10.0,4.0,,6.0,,1.0,,16.0,2.0,1.0,1.0,,1.0,10.0,,1.0,8.0,,4.0,4.0,7.0,4.0,2.0,56.0,,9.0,3.0,,,8.0,1.0,,7.0,,,,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2025,Toronto FC II,dt797hve9mdpnuyy1z4pnpp1w,A. De Rosario,Goalkeeper,77,25.0,1034.0,2.0,793.0,252.0,347.0,1.0,2.0,2124.0,2.0,1.0,,94.0,1.0,1.0,3.0,796.0,10.0,1.0,7.0,24.0,,22.0,,41.0,6.0,,,9.0,227.0,652.0,,,207.0,,241.0,699.0,24.0,30.0,24.0,,624.0,460.0,19.0,3.0,1311.0,205.0,0.0,1.0,,1.0,141.0,,,,,1.0,,13.0,,52.0,12.0,168.0,8.0,,,5.0,,3.0,246.0,,,,,,,238.0,,1.0,1.0,,,,36.0,,,,,,152.0,,,,,,,,,,,,45.0,71.0,,23.0,25.0,18.0,44.0,18.0,5.0,6.0,2.0,,,,,,,,,,,1.0,,,,,,,,,
USA_MLS_Next_Pro,2025,Toronto FC II,dqxh3f9qy6lhrwabvnbb6erro,Andrei Dumitru,Midfielder,79,,116.0,6.0,96.0,32.0,30.0,3.0,,259.0,11.0,3.0,4.0,59.0,2.0,7.0,18.0,115.0,10.0,5.0,11.0,7.0,1.0,25.0,1.0,5.0,3.0,1.0,1.0,22.0,29.0,91.0,4.0,,13.0,5.0,20.0,38.0,7.0,2.0,2.0,,95.0,31.0,12.0,13.0,158.0,22.0,0.0,,,,5.0,,,,,,,3.0,,,1.0,,,,3.0,2.0,,1.0,,1.0,5.0,,,2.0,,2.0,,4.0,2.0,4.0,26.0,1.0,2.0,,1.0,,2.0,,1.0,1.0,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
