liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Substitute On,Goals,Right Foot Goals,Open Play Passes,Corners Won,Times Tackled,Backward Passes,Successful Passes Opposition Half,Yellow Cards,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Interceptions,Ground Duels won,Winning Goal,Successful Crosses & Corners,Unsuccessful Long Passes,Successful Crosses open play,Offsides,Throw Ins to Own Player,Successful Lay-offs,Unsuccessful Launches,Shots Off Target (inc woodwork),Blocks,Successful Long Passes,Left Foot Goals,Clean Sheets,Tackles Lost,Successful Launches,Hit Woodwork,Assists (Intentional),Unsuccessful lay-offs,Goal Assists,Through balls,Throw Ins to Opposition Player,Handballs conceded,Last Man Tackle,Successful Corners into Box,Second Goal Assists,Attempts from Set Pieces,Foul Won Penalty,Headed Goals,Penalties Taken,Penalty Goals,Saves Made,GK Successful Distribution,Penalties Conceded,Punches,Penalties Saved,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Goals from Outside Box,Clearances Off the Line,Own Goal Scored,Home Goals,Away Goals,Goal Kicks,Crosses not Claimed,Total Red Cards,Red Cards - 2nd Yellow,Drops,Straight Red Cards,Other Goals,Set Pieces Goals,Penalties Off Target
USA_USL_League_One,2020,FC Tucson,ar3l52h52v2hs28v6vp1fh46i,S. Adams,Forward,0,10.0,809.0,3.0,4.0,2.0,182.0,8.0,22.0,52.0,78.0,,6.0,1.0,7.0,108.0,53.0,9.0,51.0,3.0,184.0,3.0,7.0,14.0,115.0,11.0,16.0,57.0,57.0,3.0,56.0,4.0,22.0,9.0,21.0,11.0,330.0,,12.0,4.0,69.0,49.0,45.0,10.0,38.0,10.0,13.0,2.0,15.0,78.0,2.0,12.0,10.0,12.0,,33.0,26.0,4.0,126.0,127.0,9.0,6.0,40.0,5.0,36.0,0.0,4.0,6.0,4.0,5.0,6.0,6.0,1.0,6.0,,12.0,2.0,,3.0,,,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,,,,
USA_USL_League_One,2020,FC Tucson,8e41frophez1otbzaamqxzip6,Roberto Alarcón,Defender,7,32.0,1330.0,1.0,2.0,2.0,565.0,6.0,33.0,179.0,244.0,5.0,4.0,2.0,9.0,183.0,293.0,15.0,55.0,3.0,597.0,7.0,29.0,12.0,492.0,15.0,13.0,77.0,48.0,18.0,99.0,9.0,71.0,15.0,19.0,24.0,901.0,12.0,16.0,12.0,133.0,141.0,10.0,10.0,68.0,7.0,38.0,4.0,8.0,146.0,17.0,17.0,46.0,16.0,6.0,69.0,229.0,2.0,491.0,520.0,13.0,12.0,78.0,9.0,64.0,1.0,17.0,22.0,11.0,1.0,42.0,2.0,14.0,6.0,3.0,28.0,,2.0,3.0,1.0,,2.0,,2.0,1.0,5.0,1.0,,4.0,,4.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
USA_USL_League_One,2020,FC Tucson,ayafz39numgvk458eh88aiu0a,S. Biek,Defender,6,1.0,1062.0,,,,641.0,2.0,,25.0,144.0,4.0,7.0,2.0,12.0,97.0,425.0,13.0,36.0,2.0,658.0,2.0,16.0,1.0,507.0,9.0,7.0,89.0,103.0,2.0,54.0,2.0,39.0,12.0,13.0,36.0,788.0,,12.0,9.0,38.0,254.0,15.0,10.0,32.0,2.0,5.0,14.0,,64.0,35.0,11.0,1.0,12.0,,20.0,276.0,,553.0,569.0,26.0,7.0,32.0,26.0,18.0,0.0,,53.0,,,4.0,,15.0,5.0,12.0,62.0,,4.0,6.0,7.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,FC Tucson,61vr3ua03h6caxaon7s4b99be,C. Booth,Defender,21,,282.0,6.0,,,144.0,,1.0,10.0,11.0,,,,7.0,35.0,104.0,2.0,22.0,,149.0,2.0,4.0,1.0,103.0,8.0,,34.0,22.0,,15.0,,19.0,3.0,,19.0,180.0,,9.0,2.0,10.0,65.0,2.0,10.0,18.0,,1.0,14.0,,31.0,13.0,8.0,,9.0,,6.0,52.0,,111.0,115.0,21.0,2.0,13.0,5.0,4.0,0.0,,12.0,,,,,3.0,,6.0,12.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,FC Tucson,35pynx997du51swzmfaebk3my,E. Calvo,Midfielder,5,9.0,1104.0,1.0,,,458.0,3.0,8.0,63.0,171.0,2.0,5.0,2.0,10.0,114.0,223.0,34.0,45.0,2.0,475.0,2.0,16.0,5.0,356.0,14.0,2.0,82.0,66.0,3.0,59.0,1.0,60.0,13.0,11.0,32.0,736.0,,14.0,8.0,98.0,170.0,8.0,10.0,79.0,1.0,22.0,18.0,1.0,126.0,27.0,16.0,9.0,14.0,,37.0,176.0,,377.0,393.0,28.0,16.0,47.0,25.0,61.0,0.0,1.0,37.0,1.0,,83.0,1.0,23.0,1.0,6.0,37.0,,1.0,18.0,1.0,,,,,,10.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,
USA_USL_League_One,2020,FC Tucson,61ltuwhg1tynt0rp3yzvwqjqi,J. Coan,Midfielder,11,8.0,561.0,5.0,4.0,1.0,146.0,6.0,21.0,35.0,79.0,,7.0,,6.0,85.0,44.0,8.0,27.0,,149.0,6.0,4.0,7.0,108.0,6.0,8.0,32.0,21.0,9.0,33.0,2.0,23.0,6.0,10.0,7.0,270.0,3.0,11.0,3.0,48.0,37.0,24.0,10.0,23.0,7.0,5.0,3.0,11.0,57.0,1.0,6.0,8.0,11.0,,28.0,56.0,4.0,114.0,117.0,9.0,5.0,34.0,5.0,20.0,2.0,6.0,5.0,5.0,2.0,10.0,1.0,1.0,1.0,,9.0,2.0,,3.0,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,
USA_USL_League_One,2020,FC Tucson,dv155f8jlvq8frvhjcokboiy1,C. Dennis,Midfielder,0,21.0,1176.0,1.0,,,523.0,11.0,23.0,116.0,259.0,3.0,4.0,1.0,22.0,221.0,207.0,18.0,83.0,3.0,544.0,7.0,17.0,19.0,401.0,14.0,20.0,99.0,136.0,31.0,127.0,8.0,52.0,14.0,18.0,22.0,836.0,37.0,15.0,10.0,113.0,158.0,30.0,10.0,90.0,5.0,29.0,24.0,9.0,159.0,12.0,15.0,50.0,15.0,22.0,47.0,134.0,,427.0,445.0,46.0,14.0,69.0,5.0,66.0,0.0,21.0,16.0,,1.0,9.0,7.0,3.0,15.0,1.0,44.0,,1.0,4.0,2.0,,5.0,1.0,5.0,5.0,,2.0,,15.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,FC Tucson,ay8btpvbbaekhi43c9eimidey,Manuel Ferriol,Midfielder,21,,208.0,8.0,,,118.0,1.0,7.0,23.0,53.0,1.0,2.0,2.0,3.0,44.0,41.0,3.0,21.0,,120.0,1.0,9.0,5.0,78.0,2.0,3.0,27.0,35.0,2.0,25.0,2.0,15.0,1.0,6.0,2.0,163.0,,9.0,5.0,28.0,37.0,10.0,10.0,10.0,1.0,1.0,2.0,3.0,33.0,2.0,4.0,,9.0,,20.0,25.0,,91.0,93.0,5.0,2.0,23.0,3.0,8.0,0.0,1.0,6.0,1.0,,,2.0,,2.0,,15.0,,,1.0,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,FC Tucson,5mgkom2immb86sa0ggpqqmh62,R. Guerrero,Goalkeeper,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,FC Tucson,9iuzg0vmlvhboylea6icnxf8q,J. Hill,Defender,4,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,10.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
