root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Open Play Passes,Corners Won,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Interceptions,Ground Duels won,Substitute On,Blocks,Successful Lay-offs,Goals,Successful Crosses & Corners,Yellow Cards,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Successful Dribbles,Total Shots,Successful Corners into Box,Blocked Shots,PutThrough/Blocked Distribution,Corners Taken (incl short corners),Goals from Outside Box,Total Touches In Opposition Box,Shots On Target ( inc goals ),Attempts from Set Pieces,Total Fouls Won,Unsuccessful Dribbles,Left Foot Goals,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Goal Assists,Through balls,Tackles Lost,Shots Off Target (inc woodwork),Substitute Off,Saves Made,GK Successful Distribution,Successful Launches,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Offsides,Unsuccessful lay-offs,Successful Crosses open play,Goals from Inside Box,Right Foot Goals,Other Goals,Clearances Off the Line,Hit Woodwork,Headed Goals,Penalties Taken,Goalkeeper Smother,Penalty Goals Conceded,Crosses not Claimed,Penalties Saved,Penalties Faced,Saves from Penalty,Penalties Conceded,Total Red Cards,Straight Red Cards,Set Pieces Goals,Penalty Goals,Red Cards - 2nd Yellow,Own Goal Scored,Second Goal Assists,Foul Won Penalty
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Panama,Panama,e7xe0ef07rn2y86fmjzkpn2dx,A. Arroyo,Forward,22,2.0,155.0,,54.0,3.0,16.0,25.0,,1.0,7.0,26.0,14.0,2.0,16.0,55.0,5.0,38.0,1.0,17.0,7.0,1.0,16.0,,4.0,1.0,3.0,78.0,3.0,1.0,14.0,14.0,10.0,14.0,,7.0,28.0,4.0,1.0,2.0,3.0,7.0,18.0,37.0,38.0,14.0,1.0,,14.0,,7.0,2.0,,1.0,1.0,1.0,1.0,,,,2.0,,,1.0,,,6.0,1.0,,5.0,1.0,1.0,,2.0,,,,2.0,1.0,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Panama,Panama,1fz6kqbr8i7sunii6wymjkonp,Y. Bárcenas,Midfielder,8,1.0,286.0,,136.0,3.0,40.0,78.0,2.0,3.0,5.0,50.0,41.0,8.0,23.0,138.0,8.0,109.0,2.0,26.0,30.0,9.0,22.0,,26.0,3.0,7.0,204.0,4.0,1.0,33.0,23.0,10.0,13.0,3.0,1.0,39.0,1.0,3.0,3.0,4.0,21.0,45.0,111.0,112.0,6.0,,4.0,26.0,5.0,12.0,1.0,,1.0,,7.0,,3.0,1.0,2.0,6.0,3.0,3.0,5.0,5.0,,12.0,2.0,,2.0,2.0,,2.0,,,,,4.0,4.0,1.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Panama,Panama,c21xh2oxjdfa87y0gevaumqc5,J. Calderón,Goalkeeper,12,,360.0,,43.0,,,21.0,15.0,40.0,,40.0,27.0,,,88.0,,22.0,2.0,40.0,8.0,,34.0,,30.0,4.0,6.0,124.0,4.0,,,71.0,10.0,1.0,26.0,1.0,1.0,7.0,3.0,,4.0,,9.0,32.0,48.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,13.0,20.0,13.0,7.0,,2.0,7.0,6.0,6.0,1.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Panama,Panama,6qfn3y69qpd9vvyr069ry8n2t,M. Camargo,Midfielder,18,5.0,297.0,1.0,128.0,2.0,43.0,76.0,1.0,5.0,8.0,57.0,31.0,7.0,23.0,132.0,7.0,98.0,1.0,28.0,45.0,4.0,28.0,,17.0,4.0,7.0,201.0,4.0,3.0,43.0,29.0,10.0,25.0,6.0,4.0,55.0,3.0,2.0,7.0,4.0,22.0,15.0,100.0,104.0,12.0,1.0,5.0,30.0,1.0,21.0,,1.0,2.0,1.0,3.0,,2.0,1.0,8.0,5.0,,1.0,7.0,3.0,,7.0,3.0,2.0,6.0,10.0,,2.0,1.0,2.0,2.0,,2.0,2.0,3.0,,,,,,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Panama,Panama,2nzfmsbs81ha81fh3wgulhihh,R. Chen,Defender,23,,270.0,,88.0,,5.0,23.0,6.0,7.0,,15.0,58.0,3.0,6.0,94.0,1.0,74.0,2.0,13.0,39.0,1.0,5.0,,7.0,3.0,8.0,132.0,3.0,,8.0,33.0,10.0,13.0,7.0,6.0,14.0,23.0,2.0,,3.0,1.0,17.0,76.0,81.0,6.0,1.0,2.0,1.0,4.0,7.0,,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,3.0,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Panama,Panama,1c6wi16i2rlw495ix79nbql79,R. Clarke,Forward,7,,21.0,,3.0,,1.0,1.0,,,,3.0,,,2.0,3.0,,1.0,,2.0,2.0,,2.0,,1.0,,,6.0,1.0,,,,10.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Panama,Panama,5fpdf84s7zmskbl4xm3kj3fmd,A. Cooper,Midfielder,11,,171.0,1.0,97.0,,15.0,42.0,1.0,3.0,6.0,27.0,41.0,5.0,12.0,98.0,3.0,76.0,,15.0,26.0,1.0,14.0,,17.0,2.0,2.0,129.0,4.0,2.0,21.0,29.0,10.0,18.0,7.0,5.0,32.0,,,1.0,4.0,8.0,28.0,82.0,83.0,11.0,1.0,4.0,14.0,1.0,13.0,2.0,1.0,,,,,,,5.0,1.0,,,2.0,1.0,,,,,3.0,3.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Panama,Panama,6fmrelr9khhkywqr8goutjkr9,É. Davis,Defender,15,1.0,90.0,11.0,53.0,,9.0,26.0,2.0,4.0,,16.0,20.0,2.0,7.0,56.0,,38.0,,11.0,21.0,2.0,10.0,1.0,4.0,1.0,3.0,80.0,1.0,,6.0,24.0,10.0,4.0,7.0,1.0,7.0,,1.0,2.0,1.0,3.0,2.0,43.0,45.0,1.0,,1.0,3.0,3.0,3.0,,,,,1.0,,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,,,,1.0,1.0,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Panama,Panama,5memdz6q0gzcn892t31c5a6l1,I. Díaz,Forward,10,,144.0,,37.0,1.0,5.0,26.0,,,3.0,17.0,4.0,,7.0,37.0,1.0,29.0,1.0,7.0,13.0,1.0,7.0,,6.0,2.0,,69.0,3.0,1.0,13.0,11.0,10.0,10.0,1.0,4.0,20.0,2.0,2.0,,3.0,7.0,8.0,30.0,30.0,7.0,,,10.0,,6.0,1.0,1.0,1.0,1.0,,,3.0,1.0,5.0,6.0,,1.0,4.0,,,9.0,1.0,,1.0,4.0,1.0,,,,,,,5.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Panama,Panama,abh60zcb8agg0l5ifzzvlyymt,F. Escobar,Defender,5,,270.0,,140.0,,9.0,35.0,9.0,19.0,2.0,31.0,77.0,3.0,11.0,142.0,1.0,88.0,1.0,30.0,17.0,1.0,22.0,,15.0,3.0,8.0,170.0,3.0,1.0,7.0,62.0,10.0,10.0,24.0,4.0,13.0,15.0,2.0,,3.0,1.0,54.0,111.0,112.0,6.0,1.0,,3.0,2.0,6.0,,2.0,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,3.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
