root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Total Shots,Total Losses Of Possession,Index,Total Fouls Conceded,Substitute Off,Yellow Cards,Games Played,Foul Attempted Tackle,Successful Passes Own Half,PutThrough/Blocked Distribution Won,Total Tackles,Shots Off Target (inc woodwork),Ground Duels lost,Unsuccessful Long Passes,Total Touches In Opposition Box,Successful Open Play Passes,Substitute On,Unsuccessful Passes Opposition Half,Forward Passes,Penalty Goals Conceded,Tackles Won,Successful Short Passes,Touches,Successful Passes Opposition Half,Ground Duels won,PutThrough/Blocked Distribution,Duels,Recoveries,Backward Passes,Time Played,Duels won,Times Tackled,Unsuccessful Passes Own Half,Ground Duels,Open Play Passes,Goals Conceded,Starts,Leftside Passes,Unsuccessful Dribbles,Unsuccessful Short Passes,Appearances,Shots On Target ( inc goals ),Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Aerial Duels lost,Corners Won,Aerial Duels won,Aerial Duels,Rightside Passes,Duels lost,Key Passes (Attempt Assists),Home Goals,Away Goals,Winning Goal,Successful Long Passes,Total Fouls Won,Foul Won Penalty,Tackles Lost,Assists (Intentional),Successful Crosses & Corners,Total Clearances,Successful Dribbles,Hit Woodwork,Offsides,Goals from Inside Box,Goal Assists,Goals,Interceptions,Unsuccessful Crosses open play,Successful Lay-offs,Successful Crosses open play,Unsuccessful Crosses & Corners,Right Foot Goals,Throw Ins to Opposition Player,Throw Ins to Own Player,Blocked Shots,Unsuccessful Launches,Punches,Penalties Saved,Successful Launches,Catches,Saves Made,Saves from Penalty,Clean Sheets,Penalties Faced,Saves Made from Outside Box,GK Unsuccessful Distribution,GK Successful Distribution,Saves Made from Inside Box,Saves made - parried,Through balls,Corners Taken (incl short corners),Blocks,Set Pieces Goals,Unsuccessful Corners into Box,Successful Corners into Box,Attempts from Set Pieces,Goals from Outside Box,Penalties Conceded,Penalty Goals,Unsuccessful lay-offs,Penalties Taken,Handballs conceded,Left Foot Goals,Headed Goals,Goalkeeper Smother,Total Red Cards,Straight Red Cards,Goals Conceded Outside Box,Fifty Fifty,Successful Fifty Fifty,Drops,Clearances Off the Line,Red Cards - 2nd Yellow,Own Goal Scored,Crosses not Claimed,Saves made - caught,Last Man Tackle,Second Goal Assists,Penalties Off Target
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,El Salvador,El_Salvador,b7s0uzl5uzqqhuhg3ng8lnbvt,K. Carabantes,Goalkeeper,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,El Salvador,El_Salvador,4i0iq31lu0vvjfgk8kqyec72t,D. Cerén,Midfielder,7,4.0,47.0,10.0,7.0,3.0,2.0,4.0,5.0,81.0,1.0,5.0,3.0,16.0,9.0,1.0,212.0,,28.0,62.0,1.0,4.0,197.0,304.0,141.0,13.0,7.0,36.0,30.0,22.0,326.0,16.0,5.0,8.0,29.0,244.0,4.0,4.0,89.0,1.0,24.0,4.0,1.0,254.0,221.0,3.0,33.0,4.0,1.0,3.0,7.0,81.0,20.0,7.0,0.0,0.0,0.0,24.0,4.0,,1.0,,1.0,2.0,4.0,,,,,,3.0,3.0,,1.0,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,2.0,,,,,,1.0,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,El Salvador,El_Salvador,9pwxnznkg0t5pjvpm3gc7ic45,R. Domínguez,Defender,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,El Salvador,El_Salvador,w0yrcf7zojb1b9p0gvuz0qg9,M. González,Goalkeeper,1,,15.0,10.0,,,,4.0,,49.0,,,,,14.0,,27.0,,5.0,34.0,1.0,,44.0,99.0,4.0,,,1.0,25.0,,360.0,1.0,,9.0,,39.0,4.0,4.0,20.0,,,4.0,,67.0,53.0,3.0,14.0,,,1.0,1.0,13.0,,,0.0,0.0,0.0,9.0,,,,,,4.0,,,,,,,,,,,,,,,,8.0,3.0,,,,10.0,,2.0,1.0,5.0,2.0,38.0,5.0,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,El Salvador,El_Salvador,1r446xomu7osop75m83ulz84p,R. Rodríguez,Defender,5,2.0,29.0,10.0,5.0,,,4.0,3.0,129.0,,3.0,2.0,6.0,8.0,1.0,192.0,,13.0,73.0,1.0,1.0,182.0,261.0,74.0,6.0,1.0,31.0,21.0,11.0,360.0,16.0,2.0,13.0,12.0,217.0,4.0,4.0,71.0,1.0,18.0,4.0,,229.0,203.0,3.0,26.0,9.0,,10.0,19.0,74.0,15.0,,0.0,0.0,0.0,21.0,2.0,,2.0,,,12.0,1.0,,,,,,6.0,,,,,,,,,3.0,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,1.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,El Salvador,El_Salvador,bxxgsxabn34u2r3fuzokmwatx,J. Henríquez,Midfielder,17,6.0,51.0,10.0,2.0,4.0,,4.0,1.0,19.0,4.0,7.0,4.0,19.0,1.0,4.0,64.0,,24.0,13.0,1.0,3.0,64.0,163.0,49.0,20.0,4.0,46.0,20.0,29.0,297.0,24.0,12.0,3.0,39.0,80.0,4.0,4.0,11.0,8.0,15.0,4.0,2.0,83.0,67.0,3.0,16.0,3.0,1.0,4.0,7.0,30.0,22.0,2.0,0.0,1.0,1.0,3.0,3.0,,4.0,,1.0,1.0,10.0,,2.0,,,1.0,3.0,8.0,3.0,,11.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,6.0,,,3.0,2.0,,1.0,,,,,,,,,,,1.0,5.0,1.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,El Salvador,El_Salvador,9k6pgi7u3rj2dqzt8n2nbu0gl,A. Larín,Defender,13,1.0,72.0,10.0,5.0,1.0,,4.0,3.0,81.0,3.0,7.0,1.0,12.0,23.0,2.0,188.0,,49.0,102.0,1.0,3.0,181.0,342.0,117.0,13.0,7.0,34.0,19.0,23.0,352.0,19.0,3.0,13.0,25.0,236.0,4.0,4.0,9.0,2.0,27.0,4.0,,248.0,198.0,3.0,50.0,3.0,2.0,6.0,9.0,114.0,15.0,3.0,0.0,0.0,0.0,17.0,5.0,,4.0,,,2.0,1.0,1.0,,,,,10.0,10.0,,,12.0,,3.0,36.0,1.0,5.0,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,2.0,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,El Salvador,El_Salvador,bxenjh1zkxtbuq8xqk322tqdx,M. Lemus,Defender,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,El Salvador,El_Salvador,7e7asnwk0gcd4fnt4rok7wqok,W. Martínez,Forward,9,3.0,16.0,10.0,6.0,,1.0,4.0,4.0,,1.0,2.0,1.0,10.0,,3.0,8.0,4.0,7.0,11.0,,1.0,7.0,35.0,8.0,3.0,3.0,18.0,3.0,,43.0,7.0,4.0,2.0,13.0,17.0,,,2.0,2.0,9.0,4.0,2.0,17.0,8.0,,9.0,1.0,1.0,4.0,5.0,4.0,11.0,1.0,0.0,1.0,0.0,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,El Salvador,El_Salvador,eisjnsvi70sbb7jzta6u8awut,M. Monterroza,Midfielder,12,5.0,52.0,10.0,8.0,3.0,,4.0,4.0,27.0,4.0,6.0,3.0,19.0,8.0,4.0,104.0,1.0,32.0,38.0,1.0,3.0,97.0,203.0,90.0,19.0,8.0,40.0,11.0,31.0,248.0,19.0,6.0,3.0,38.0,135.0,2.0,3.0,25.0,1.0,24.0,4.0,2.0,142.0,110.0,2.0,32.0,2.0,4.0,,2.0,48.0,21.0,11.0,0.0,0.0,0.0,13.0,10.0,,3.0,,7.0,,3.0,,2.0,,,,,1.0,1.0,,3.0,,,2.0,1.0,,,,,,,,,,,,,,,,11.0,,,2.0,7.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
