liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Dribbles,Yellow Cards,Duels,Successful Passes Opposition Half,Total Clearances,Unsuccessful Short Passes,Goals Conceded Inside Box,GK Successful Distribution,Tackles Lost,Unsuccessful Crosses & Corners,Aerial Duels,Times Tackled,Blocked Shots,Total Shots,Throw Ins to Own Player,Forward Passes,Starts,Blocks,Shots On Target ( inc goals ),Rightside Passes,Foul Attempted Tackle,Appearances,Successful Crosses open play,Successful Launches,Total Tackles,Tackles Won,Backward Passes,Unsuccessful Long Passes,Unsuccessful Crosses open play,Total Successful Passes ( Excl Crosses & Corners ) ,Index,Total Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Passes Own Half,Clearances Off the Line,PutThrough/Blocked Distribution,Total Fouls Won,Ground Duels lost,Goals Conceded,Successful Passes Own Half,Duels lost,Shots Off Target (inc woodwork),Clean Sheets,Last Player Tackle,Ground Duels,Touches,Unsuccessful Launches,Interceptions,Successful Long Passes,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Goal Kicks,Ground Duels won,Unsuccessful Dribbles,Unsuccessful Passes Opposition Half,Aerial Duels won,Games Played,Successful Crosses & Corners,Duels won,Total Fouls Conceded,Aerial Duels lost,Substitute On,Penalty Goals Conceded,Open Play Passes,Leftside Passes,Key Passes (Attempt Assists),Time Played,Successful Short Passes,Total Losses Of Possession,Successful Open Play Passes,Recoveries,Goals Conceded Outside Box,Throw Ins to Opposition Player,Winning Goal,Goal Assists,Through balls,Left Foot Goals,Goals from Inside Box,Successful Lay-offs,Second Goal Assists,Goals from Outside Box,Goals,Successful Corners into Box,Penalties Taken,Right Foot Goals,Assists (Intentional),Unsuccessful Corners into Box,Penalty Goals,Unsuccessful lay-offs,Attempts from Set Pieces,Hit Woodwork,Substitute Off,Overruns,Corners Taken (incl short corners),Corners Won,Home Goals,Away Goals,Offsides,Saves made - caught,GK Unsuccessful Distribution,Saves Made from Inside Box,Catches,Saves Made,Saves Made from Outside Box,Punches,Handballs conceded,Penalties Conceded,Foul Won Penalty,Headed Goals,Total Red Cards,Red Cards - 2nd Yellow,Saves made - parried,Straight Red Cards,Drops,Saves from Penalty,Goalkeeper Smother,Penalties Faced,Penalties Saved,Crosses not Claimed,Own Goal Scored,Other Goals,Penalties Off Target,Set Pieces Goals
USA_MLS,2024,FC Dallas,33l6xyx4nhswaphl9ha38yx9l,L. Abubakar,Defender,5,,5.0,91.0,184.0,64.0,49.0,25.0,1.0,4.0,,58.0,,1.0,5.0,,226.0,17.0,14.0,,216.0,4.0,20.0,,8.0,13.0,9.0,38.0,27.0,,686.0,10.0,762.0,76.0,33.0,,2.0,5.0,16.0,29.0,502.0,37.0,5.0,3.0,,33.0,918.0,15.0,24.0,24.0,14.0,1.0,1.0,17.0,,43.0,37.0,20.0,,54.0,14.0,21.0,3.0,1.0,747.0,282.0,1.0,1429.0,662.0,83.0,673.0,41.0,4.0,,0.0,1.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,1.0,,,
USA_MLS,2024,FC Dallas,oy75u5wxkw9sp25k39glwhcl,L. Acosta,Midfielder,10,93.0,7.0,472.0,987.0,5.0,327.0,36.0,,19.0,110.0,19.0,186.0,33.0,59.0,34.0,576.0,32.0,1.0,29.0,385.0,38.0,35.0,24.0,3.0,45.0,26.0,302.0,40.0,44.0,1231.0,10.0,1598.0,367.0,49.0,,91.0,58.0,257.0,45.0,305.0,267.0,30.0,7.0,,453.0,2511.0,9.0,14.0,79.0,198.0,30.0,,196.0,128.0,428.0,9.0,35.0,61.0,205.0,57.0,10.0,3.0,6.0,1455.0,335.0,103.0,2976.0,1152.0,774.0,1100.0,131.0,9.0,1.0,0.0,17.0,27.0,2.0,11.0,19.0,3.0,3.0,14.0,36.0,4.0,12.0,15.0,54.0,3.0,,13.0,,6.0,16.0,118.0,39.0,8.0,6.0,26.0,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,1.0
USA_MLS,2024,FC Dallas,dmkjak486yfipq71pu953zpey,Léo Chú,Midfielder,7,11.0,,82.0,112.0,2.0,38.0,5.0,,9.0,14.0,7.0,29.0,,9.0,6.0,24.0,12.0,,4.0,89.0,4.0,15.0,3.0,,19.0,10.0,45.0,2.0,14.0,136.0,10.0,176.0,40.0,8.0,,19.0,4.0,42.0,6.0,27.0,45.0,5.0,,,75.0,333.0,1.0,4.0,1.0,36.0,10.0,,33.0,19.0,46.0,4.0,15.0,3.0,37.0,10.0,3.0,3.0,,175.0,18.0,8.0,726.0,135.0,111.0,135.0,36.0,1.0,,0.0,2.0,,,1.0,2.0,,,1.0,,,,1.0,,,,,1.0,12.0,3.0,1.0,5.0,0.0,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
USA_MLS,2024,FC Dallas,lvbnk881mde943xx8nrr1nmd,E. Ansah,Forward,31,4.0,,55.0,52.0,4.0,14.0,6.0,,,7.0,19.0,13.0,,13.0,1.0,17.0,5.0,,7.0,24.0,8.0,17.0,1.0,,5.0,5.0,27.0,5.0,7.0,70.0,15.0,89.0,19.0,3.0,,3.0,3.0,24.0,6.0,19.0,37.0,6.0,,,36.0,165.0,3.0,2.0,2.0,21.0,2.0,,12.0,6.0,23.0,6.0,17.0,1.0,18.0,11.0,13.0,12.0,,87.0,21.0,9.0,427.0,68.0,56.0,68.0,11.0,,,0.0,,1.0,,1.0,1.0,,,1.0,,,1.0,,,,,,,5.0,4.0,,5.0,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,FC Dallas,6glxg9gvqn1uc1jmwisnml68l,P. Arriola,Forward,7,15.0,7.0,240.0,434.0,30.0,158.0,38.0,,16.0,41.0,40.0,45.0,11.0,38.0,74.0,310.0,28.0,3.0,22.0,174.0,17.0,31.0,12.0,13.0,41.0,25.0,221.0,53.0,39.0,748.0,13.0,959.0,211.0,71.0,,54.0,35.0,109.0,43.0,326.0,133.0,16.0,4.0,,200.0,1447.0,30.0,10.0,39.0,82.0,25.0,,91.0,23.0,181.0,16.0,31.0,12.0,107.0,34.0,24.0,3.0,4.0,946.0,254.0,31.0,2460.0,709.0,365.0,736.0,101.0,5.0,7.0,0.0,2.0,,,5.0,15.0,5.0,,5.0,,2.0,5.0,2.0,1.0,2.0,2.0,,1.0,9.0,2.0,1.0,19.0,3.0,2.0,5.0,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,
USA_MLS,2024,FC Dallas,9kjmp5eg60q8bt1na23vs67ai,N. Tafari,Defender,17,1.0,4.0,133.0,285.0,93.0,85.0,38.0,15.0,5.0,3.0,58.0,7.0,3.0,17.0,14.0,523.0,25.0,21.0,9.0,392.0,14.0,28.0,1.0,10.0,27.0,22.0,74.0,117.0,3.0,1175.0,12.0,1377.0,202.0,60.0,1.0,16.0,14.0,33.0,45.0,891.0,64.0,8.0,4.0,2.0,75.0,1661.0,44.0,22.0,88.0,28.0,5.0,16.0,42.0,4.0,145.0,27.0,28.0,1.0,69.0,21.0,31.0,3.0,5.0,1321.0,388.0,5.0,2251.0,1087.0,232.0,1122.0,108.0,7.0,6.0,0.0,,1.0,,3.0,,,,3.0,,,1.0,,,,,,,2.0,1.0,,4.0,2.0,1.0,4.0,,1.0,,,,,,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,
USA_MLS,2024,FC Dallas,608d9yxcn99up33girsspyaga,A. Carrera,Goalkeeper,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,FC Dallas,cxu054j55uj2s3p34rqfthch6,P. Delgado,Midfielder,6,11.0,3.0,143.0,265.0,12.0,67.0,17.0,,6.0,25.0,29.0,27.0,5.0,12.0,1.0,140.0,14.0,2.0,7.0,165.0,12.0,23.0,1.0,3.0,23.0,17.0,130.0,21.0,9.0,486.0,17.0,574.0,88.0,30.0,,24.0,23.0,57.0,20.0,227.0,77.0,5.0,1.0,,114.0,825.0,9.0,22.0,24.0,11.0,15.0,,57.0,9.0,83.0,9.0,23.0,6.0,66.0,17.0,20.0,9.0,2.0,558.0,139.0,16.0,1164.0,462.0,173.0,470.0,69.0,3.0,1.0,1.0,2.0,,2.0,2.0,13.0,,2.0,4.0,6.0,,2.0,1.0,13.0,,1.0,,,13.0,,24.0,5.0,2.0,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_MLS,2024,FC Dallas,rtca480n5ehey5ffvt8nudck,H. Endeley,Defender,27,3.0,,13.0,15.0,3.0,6.0,1.0,,,,1.0,4.0,,,4.0,10.0,1.0,,,3.0,2.0,4.0,2.0,,1.0,1.0,11.0,2.0,,29.0,10.0,37.0,8.0,5.0,,3.0,2.0,6.0,1.0,16.0,7.0,,,,12.0,66.0,2.0,1.0,1.0,2.0,1.0,,6.0,3.0,3.0,,4.0,2.0,6.0,2.0,1.0,3.0,,37.0,13.0,2.0,111.0,28.0,17.0,29.0,2.0,,1.0,0.0,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,FC Dallas,4w21suigchse7vkzgbl98dt61,M. Farfan,Defender,4,3.0,4.0,190.0,301.0,38.0,81.0,31.0,6.0,18.0,13.0,57.0,21.0,1.0,5.0,95.0,309.0,23.0,9.0,1.0,352.0,10.0,26.0,6.0,7.0,49.0,31.0,150.0,25.0,11.0,814.0,12.0,920.0,106.0,54.0,,31.0,24.0,57.0,37.0,520.0,92.0,4.0,2.0,,133.0,1290.0,12.0,22.0,29.0,20.0,10.0,6.0,76.0,10.0,65.0,22.0,26.0,7.0,98.0,28.0,35.0,3.0,4.0,884.0,109.0,4.0,2032.0,785.0,168.0,780.0,74.0,6.0,14.0,0.0,1.0,1.0,,1.0,4.0,,,1.0,,,1.0,1.0,1.0,,,,,10.0,,2.0,2.0,1.0,0.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
