liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Throw Ins to Opposition Player,Offsides,Goals,Right Foot Goals,Yellow Cards,Successful Corners into Box,Left Foot Goals,Foul Won Penalty,Handballs conceded,Goals from Inside Box,Penalties Taken,Penalty Goals,Penalties Conceded,Total Red Cards,Straight Red Cards,Unsuccessful lay-offs,Headed Goals,Saves Made,GK Successful Distribution,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Clearances Off the Line,Penalty Goals Conceded,Winning Goal,Times Tackled,Overruns,Own Goal Scored,Second Goal Assists,Home Goals,Away Goals,Saves from Penalty,Penalties Saved,Goal Kicks,Goals from Outside Box,Goalkeeper Smother,Crosses not Claimed,Red Cards - 2nd Yellow,Set Pieces Goals,Last Player Tackle,Penalties Off Target,Other Goals
Mexico_Liga_MX,2018-2019,Club Universidad Nacional,e520dczad13w2nixv7z0sxwx5,A. Acosta,Midfielder,22,,30.0,,2.0,,,19.0,,5.0,,12.0,,,,,,,4.0,4.0,2.0,3.0,19.0,,1.0,,16.0,,,3.0,6.0,,3.0,,5.0,,1.0,,22.0,,2.0,1.0,,4.0,2.0,,10.0,2.0,,,,,,,,4.0,,,,2.0,,,,2.0,6.0,16.0,16.0,,,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Club Universidad Nacional,6xoxzmuvi9bljciyappnqb8b9,M. Alustiza,Forward,11,2.0,480.0,3.0,19.0,10.0,1.0,128.0,1.0,25.0,3.0,74.0,1.0,5.0,2.0,13.0,1.0,6.0,53.0,47.0,4.0,16.0,139.0,1.0,3.0,4.0,89.0,6.0,21.0,21.0,42.0,8.0,24.0,1.0,11.0,1.0,4.0,3.0,230.0,6.0,20.0,2.0,,34.0,21.0,11.0,10.0,19.0,8.0,2.0,29.0,,10.0,2.0,6.0,42.0,1.0,7.0,6.0,20.0,2.0,,,17.0,51.0,109.0,118.0,8.0,,,,3.0,23.0,1.0,,17.0,,2.0,4.0,2.0,,3.0,1.0,,,4.0,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,13.0,2.0,,,2.0,2.0,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Club Universidad Nacional,cfxjyhxiofhrpeostsgu6mc45,Alejandro Arribas,Defender,3,1.0,1247.0,1.0,,,8.0,357.0,2.0,18.0,,84.0,22.0,60.0,6.0,2.0,6.0,16.0,97.0,200.0,18.0,31.0,375.0,2.0,9.0,2.0,243.0,15.0,2.0,91.0,35.0,1.0,66.0,,44.0,14.0,10.0,26.0,539.0,,14.0,2.0,15.0,57.0,180.0,7.0,10.0,62.0,,,41.0,,20.0,24.0,1.0,97.0,60.0,21.0,1.0,14.0,,,1.0,19.0,142.0,270.0,284.0,40.0,4.0,1.0,,16.0,35.0,2.0,22.0,38.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,2.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Club Universidad Nacional,21f7hh7sala9wz8kqyc29vw0l,M. Barragán,Forward,21,1.0,219.0,,6.0,5.0,,36.0,1.0,15.0,,16.0,,,1.0,7.0,,6.0,21.0,17.0,,8.0,41.0,2.0,2.0,,32.0,6.0,8.0,8.0,15.0,2.0,7.0,3.0,6.0,2.0,2.0,2.0,82.0,,8.0,1.0,,12.0,3.0,22.0,10.0,10.0,1.0,,1.0,,2.0,8.0,2.0,26.0,6.0,6.0,1.0,8.0,,1.0,,10.0,8.0,30.0,33.0,14.0,,,,,16.0,,,2.0,,2.0,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,0.0,8.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Club Universidad Nacional,78pcv2eroi0wl22dv207ufidx,P. Barrera,Forward,8,46.0,1842.0,5.0,,5.0,2.0,483.0,23.0,115.0,24.0,306.0,7.0,21.0,19.0,13.0,6.0,7.0,302.0,125.0,34.0,84.0,512.0,4.0,15.0,28.0,380.0,23.0,27.0,105.0,78.0,42.0,152.0,6.0,100.0,21.0,45.0,21.0,941.0,46.0,21.0,7.0,5.0,197.0,130.0,46.0,10.0,98.0,14.0,9.0,27.0,12.0,29.0,7.0,32.0,211.0,4.0,29.0,68.0,21.0,13.0,1.0,3.0,106.0,189.0,381.0,407.0,14.0,5.0,4.0,3.0,21.0,113.0,13.0,21.0,91.0,,2.0,3.0,3.0,3.0,14.0,,,2.0,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,1.0,1.0,74.0,16.0,,1.0,1.0,2.0,,,,1.0,,,,1.0,,,
Mexico_Liga_MX,2018-2019,Club Universidad Nacional,2qzyh6zhljv61v1mlfnlc80k5,D. Cabrera,Midfielder,7,3.0,362.0,1.0,9.0,,2.0,260.0,2.0,33.0,1.0,137.0,2.0,11.0,1.0,4.0,1.0,4.0,44.0,101.0,9.0,20.0,268.0,1.0,7.0,,210.0,8.0,4.0,31.0,68.0,9.0,29.0,1.0,28.0,3.0,5.0,5.0,331.0,1.0,12.0,5.0,,27.0,96.0,3.0,10.0,17.0,,,27.0,,3.0,6.0,2.0,37.0,11.0,9.0,3.0,12.0,,,,16.0,71.0,231.0,237.0,10.0,,,2.0,6.0,20.0,3.0,13.0,11.0,2.0,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,0.0,4.0,,,,,,,,,,,,1.0,,,,
Mexico_Liga_MX,2018-2019,Club Universidad Nacional,6jhndjlxvji36bddla90euhka,J. Castillo,Goalkeeper,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Club Universidad Nacional,8b4hklavcf16tw99zrn9r8355,R. Cota,Defender,25,4.0,401.0,34.0,1.0,,2.0,158.0,1.0,22.0,2.0,63.0,6.0,14.0,1.0,,1.0,5.0,43.0,70.0,14.0,16.0,161.0,,3.0,4.0,118.0,3.0,,30.0,66.0,2.0,26.0,,27.0,4.0,3.0,8.0,258.0,,5.0,2.0,,35.0,64.0,,10.0,31.0,,,13.0,2.0,8.0,5.0,,45.0,10.0,4.0,4.0,5.0,,,,9.0,9.0,129.0,131.0,10.0,2.0,,,11.0,14.0,3.0,7.0,26.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Club Universidad Nacional,qn871h78958vlx5oepdfl61h,M. Díaz,Midfielder,23,,11.0,,1.0,,,3.0,,1.0,,1.0,,,,,,,3.0,1.0,,1.0,3.0,,,,2.0,,,1.0,1.0,,2.0,1.0,,,,,7.0,1.0,1.0,,,1.0,,,10.0,,,,,,,,,1.0,,,1.0,1.0,1.0,,,1.0,1.0,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Club Universidad Nacional,c7t3jjwtrw1qrpr6a4nvdxat,K. Escamilla,Midfielder,6,1.0,1014.0,1.0,2.0,1.0,4.0,404.0,2.0,45.0,,168.0,13.0,27.0,8.0,6.0,2.0,13.0,85.0,183.0,20.0,42.0,420.0,1.0,15.0,5.0,300.0,11.0,9.0,69.0,106.0,5.0,45.0,,51.0,11.0,15.0,25.0,530.0,,13.0,8.0,2.0,58.0,129.0,4.0,10.0,45.0,3.0,,51.0,,7.0,13.0,,84.0,10.0,13.0,1.0,13.0,,,,26.0,140.0,337.0,351.0,26.0,4.0,,,13.0,39.0,7.0,21.0,32.0,,,1.0,1.0,3.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,6.0,2.0,,,0.0,1.0,,,,,,,,,,,
