liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Appearances,Total Unsuccessful Passes ( Excl Crosses & Corners ),Ground Duels won,Tackles Lost,Unsuccessful Passes Opposition Half,Goals Conceded Inside Box,Blocks,Total Shots,Open Play Passes,Aerial Duels lost,Successful Long Passes,Aerial Duels,Total Touches In Opposition Box,Goals Conceded,Unsuccessful Passes Own Half,Duels lost,Duels won,Touches,Rightside Passes,Unsuccessful Launches,Successful Passes Opposition Half,Games Played,Ground Duels lost,Recoveries,Shots Off Target (inc woodwork),Successful Short Passes,Total Passes,Total Fouls Won,Total Tackles,Backward Passes,Unsuccessful Long Passes,Aerial Duels won,Unsuccessful Short Passes,Successful Launches,Index,Duels,Forward Passes,Tackles Won,Interceptions,Ground Duels,Successful Passes Own Half,Starts,Throw Ins to Own Player,Total Clearances,Total Fouls Conceded,Foul Attempted Tackle,Successful Open Play Passes,Leftside Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Losses Of Possession,Yellow Cards,Home Goals,Away Goals,Winning Goal,Substitute Off,Times Tackled,Unsuccessful Crosses & Corners,PutThrough/Blocked Distribution,Substitute On,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Offsides,Corners Won,Shots On Target ( inc goals ),Successful Corners into Box,Key Passes (Attempt Assists),Blocked Shots,Successful Dribbles,Unsuccessful Corners into Box,Unsuccessful Dribbles,Successful Crosses & Corners,Corners Taken (incl short corners),Throw Ins to Opposition Player,Successful Crosses open play,Punches,Saves Made,Saves Made from Inside Box,Saves made - parried,Catches,GK Unsuccessful Distribution,GK Successful Distribution,Goal Assists,Assists (Intentional),Straight Red Cards,Total Red Cards,Goals,Goals from Inside Box,Right Foot Goals,Saves Made from Outside Box,Penalty Goals Conceded,Left Foot Goals,Clean Sheets,Hit Woodwork,Headed Goals,Goals from Outside Box,Penalties Conceded,Second Goal Assists,Successful Lay-offs,Penalties Taken,Through balls,Penalty Goals,Foul Won Penalty,Penalties Faced,Attempts from Set Pieces,Red Cards - 2nd Yellow,Handballs conceded,Goals Conceded Outside Box,Overruns,Saves made - caught,Goal Kicks,Drops,Clearances Off the Line,Last Man Tackle,Goalkeeper Smother,Unsuccessful lay-offs,Set Pieces Goals,Own Goal Scored,Saves from Penalty,Penalties Saved,Crosses not Claimed
USA_US_Open_Cup,2022,California United Strikers FC,3aasxinscycmtpysn7ntpo5wp,L. Alvarenga,Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,California United Strikers FC,7jaa504py8qcx30a2p1vgn8d0,J. Antoine,Goalkeeper,33,180.0,2.0,20.0,,,13.0,3.0,,,15.0,,14.0,,,3.0,7.0,,,70.0,7.0,3.0,5.0,2.0,,12.0,,16.0,50.0,,,,19.0,,1.0,3.0,10.0,,33.0,,,,25.0,2.0,,1.0,,,12.0,10.0,30.0,20.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,9.0,6.0,3.0,2.0,11.0,21.0,,,,,,,,3.0,2.0,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,California United Strikers FC,cgds0b70tpokqx4tm2do427f8,S. Barrera,Goalkeeper,0,90.0,1.0,4.0,,,3.0,,,,14.0,,2.0,,,1.0,1.0,,,35.0,3.0,,,1.0,,8.0,,19.0,25.0,,,,3.0,,1.0,1.0,10.0,,12.0,,,,21.0,1.0,,1.0,,,11.0,10.0,21.0,4.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,3.0,2.0,,,1.0,13.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
USA_US_Open_Cup,2022,California United Strikers FC,bv4magvzhpikrafk2iaowkzu2,A. Bowers,Defender,3,270.0,3.0,30.0,7.0,1.0,20.0,3.0,4.0,4.0,179.0,4.0,18.0,12.0,8.0,4.0,10.0,4.0,15.0,230.0,67.0,3.0,58.0,3.0,,11.0,1.0,136.0,184.0,3.0,4.0,7.0,13.0,8.0,17.0,3.0,10.0,19.0,89.0,3.0,2.0,7.0,96.0,3.0,1.0,16.0,,,150.0,21.0,154.0,33.0,,1.0,0.0,0.0,,,,3.0,,,2.0,,1.0,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
USA_US_Open_Cup,2022,California United Strikers FC,dg1bvpvrslxx9dcw3a48zpal1,A. Contreras,Forward,14,8.0,1.0,1.0,1.0,,1.0,1.0,,,4.0,,,,,1.0,,1.0,1.0,6.0,,,2.0,1.0,1.0,1.0,,3.0,4.0,1.0,,1.0,,,1.0,,10.0,2.0,2.0,,,2.0,1.0,,,,,,3.0,1.0,3.0,2.0,,0.0,0.0,0.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,California United Strikers FC,hheffbf4dbmmvfiya9ubc1lg,Guilherme Farias,Midfielder,25,32.0,1.0,6.0,1.0,,7.0,,,1.0,17.0,,1.0,,5.0,,,4.0,1.0,27.0,3.0,,10.0,1.0,4.0,2.0,,12.0,19.0,,,5.0,,,6.0,,10.0,5.0,8.0,,1.0,5.0,4.0,,,,2.0,2.0,11.0,3.0,13.0,9.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,1.0,2.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,California United Strikers FC,6yrzxft4s2jqyioz6ez1vjh7t,K. Garcia-Lopez,Defender,22,54.0,2.0,2.0,2.0,,3.0,2.0,,1.0,31.0,,5.0,,1.0,2.0,1.0,4.0,2.0,47.0,,,12.0,2.0,4.0,5.0,,24.0,31.0,1.0,,7.0,,,2.0,,10.0,6.0,8.0,,,6.0,17.0,,1.0,3.0,2.0,1.0,29.0,16.0,29.0,9.0,,1.0,0.0,0.0,,1.0,2.0,2.0,2.0,2.0,1.0,,,1.0,,1.0,,1.0,,1.0,,,3.0,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,California United Strikers FC,4afeygvnf2337itdvsq4nmn84,G. Hogbin,Defender,4,257.0,3.0,25.0,3.0,,20.0,3.0,3.0,,151.0,1.0,9.0,7.0,,4.0,5.0,6.0,9.0,176.0,34.0,4.0,37.0,3.0,5.0,13.0,,120.0,154.0,2.0,1.0,3.0,12.0,6.0,13.0,1.0,10.0,15.0,57.0,1.0,4.0,8.0,92.0,3.0,,9.0,3.0,1.0,127.0,60.0,129.0,26.0,,0.0,0.0,0.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
USA_US_Open_Cup,2022,California United Strikers FC,e5oxdujbf6rb3cxzzpvcggcbu,S. Kadono,Midfielder,23,149.0,3.0,14.0,10.0,2.0,8.0,3.0,,1.0,53.0,1.0,2.0,2.0,1.0,3.0,6.0,5.0,11.0,85.0,13.0,1.0,14.0,3.0,4.0,10.0,,38.0,54.0,4.0,5.0,9.0,3.0,1.0,11.0,,10.0,16.0,16.0,3.0,3.0,14.0,26.0,1.0,1.0,4.0,1.0,1.0,39.0,16.0,40.0,17.0,,1.0,0.0,0.0,,2.0,,5.0,2.0,,3.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,California United Strikers FC,1b983kvbck41ojiow1x7p1h7u,S. Kaemerle,Forward,11,208.0,3.0,13.0,14.0,4.0,11.0,1.0,,2.0,62.0,3.0,2.0,3.0,9.0,2.0,4.0,22.0,14.0,116.0,4.0,,30.0,3.0,19.0,12.0,1.0,47.0,62.0,1.0,7.0,17.0,,,13.0,1.0,10.0,36.0,16.0,3.0,2.0,33.0,19.0,3.0,1.0,,2.0,1.0,49.0,25.0,49.0,38.0,,0.0,0.0,0.0,2.0,16.0,2.0,4.0,,2.0,3.0,,2.0,1.0,,1.0,1.0,6.0,,11.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
