liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Penalties Conceded,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Short Passes,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Games Played,Ground Duels lost,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Unsuccessful Crosses open play,Successful Lay-offs,Corners Won,Yellow Cards,Penalty Goals Conceded,Successful Dribbles,Goals Conceded Inside Box,Shots On Target ( inc goals ),Successful Long Passes,Unsuccessful Dribbles,Goals Conceded,Unsuccessful Crosses & Corners,Hit Woodwork,Leftside Passes,Clean Sheets,Substitute On,Blocks,Saves Made,GK Successful Distribution,Successful Launches,Punches,Penalties Saved,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,GK Unsuccessful Distribution,Offsides,Throw Ins to Own Player,Successful Crosses & Corners,Throw Ins to Opposition Player,Successful Crosses open play,Blocked Shots,Corners Taken (incl short corners),Unsuccessful Corners into Box,Attempts from Set Pieces,Successful Corners into Box,Goals Conceded Outside Box,Handballs conceded,Assists (Intentional),Goal Assists,Through balls,Goals,Headed Goals,Clearances Off the Line,Goals from Inside Box,Right Foot Goals,Goals from Outside Box,Left Foot Goals,Catches,Saves made - caught,Unsuccessful lay-offs,Second Goal Assists,Goalkeeper Smother,Drops,Foul Won Penalty,Set Pieces Goals,Penalties Taken,Penalty Goals,Last Man Tackle,Own Goal Scored,Penalties Off Target,Total Red Cards,Straight Red Cards
Concacaf_Concacaf_Champions_Cup,2019,Deportivo Saprissa,e65ruaccz0qw8x31ltfopj45x,M. Angulo,Midfielder,10,145.0,,47.0,6.0,23.0,,,3.0,1.0,1.0,18.0,20.0,,8.0,49.0,2.0,,39.0,2.0,8.0,25.0,3.0,9.0,7.0,2.0,4.0,2.0,73.0,2.0,,7.0,10.0,,21.0,3.0,1.0,,8.0,2.0,2.0,4.0,39.0,41.0,1.0,,5.0,,1.0,3.0,,,1.0,,1.0,2.0,3.0,1.0,2.0,,4.0,3.0,,8.0,,,,,,,,,,,,,,,,,2.0,,,,5.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Deportivo Saprissa,b6o0ffhw2hu48cb8dk0bm489h,J. Arrieta,Forward,28,7.0,,7.0,3.0,7.0,,,,,,,,,,7.0,,,7.0,,,2.0,1.0,,,,,,7.0,1.0,,,,,78.0,,,,,,1.0,,7.0,7.0,,,,,,,,1.0,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Deportivo Saprissa,6dwn8d2ouavl0kilm5ciezwet,M. Barrantes,Midfielder,11,180.0,,101.0,4.0,18.0,4.0,9.0,,,1.0,20.0,71.0,5.0,8.0,106.0,,1.0,68.0,,17.0,41.0,,11.0,14.0,2.0,1.0,6.0,132.0,2.0,,11.0,46.0,,51.0,8.0,,3.0,15.0,8.0,2.0,6.0,85.0,89.0,4.0,4.0,7.0,1.0,7.0,5.0,,,,,1.0,,4.0,,21.0,,5.0,,,15.0,1.0,,1.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Deportivo Saprissa,2mmbvkcqy81b3w5wdpw426rx1,R. Blanco,Midfielder,12,180.0,,64.0,21.0,23.0,1.0,3.0,1.0,,,10.0,39.0,2.0,2.0,67.0,,4.0,57.0,,5.0,6.0,2.0,3.0,4.0,2.0,2.0,2.0,95.0,2.0,3.0,13.0,19.0,,35.0,9.0,5.0,3.0,16.0,5.0,2.0,7.0,60.0,62.0,3.0,2.0,7.0,,1.0,6.0,,,,1.0,1.0,,4.0,,5.0,,5.0,,,21.0,1.0,,1.0,,,,,,,,,,,,,7.0,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Deportivo Saprissa,6r7lv7woj3lwr3lynpjkqtwph,C. Bolaños,Midfielder,2,180.0,,59.0,13.0,31.0,,2.0,1.0,,1.0,21.0,20.0,1.0,10.0,60.0,,,47.0,1.0,12.0,10.0,4.0,10.0,4.0,2.0,2.0,3.0,81.0,2.0,,6.0,13.0,3.0,35.0,4.0,3.0,,7.0,,2.0,2.0,48.0,48.0,1.0,1.0,3.0,,,4.0,1.0,,,,1.0,,4.0,1.0,1.0,,5.0,1.0,,24.0,1.0,,,,,,,,,,,,,,3.0,1.0,3.0,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Deportivo Saprissa,dd3acc5mmnuq11yztec0pmd3p,J. Bustos,Midfielder,21,180.0,1.0,105.0,12.0,41.0,1.0,3.0,2.0,1.0,1.0,17.0,51.0,2.0,11.0,106.0,,1.0,82.0,1.0,14.0,33.0,,9.0,6.0,2.0,2.0,5.0,125.0,2.0,,7.0,27.0,,30.0,8.0,3.0,2.0,10.0,1.0,2.0,1.0,91.0,92.0,3.0,2.0,2.0,,2.0,6.0,,,,1.0,1.0,1.0,4.0,,10.0,,5.0,,,34.0,1.0,,1.0,,,1.0,,,,,,,,,,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Deportivo Saprissa,asf7dvdq5n59fjh3w6k2qajth,A. Cabral,Defender,5,50.0,,33.0,2.0,3.0,,,,,,6.0,25.0,,5.0,33.0,,,28.0,,5.0,5.0,,3.0,1.0,,,2.0,41.0,2.0,,5.0,11.0,,4.0,1.0,1.0,,5.0,3.0,2.0,4.0,28.0,28.0,,,4.0,,2.0,1.0,,,,,,,1.0,,,,1.0,,,15.0,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Deportivo Saprissa,80jh6qz31xli246tgd2oze8d1,R. Castillo,Forward,9,112.0,,15.0,11.0,7.0,,,,1.0,9.0,11.0,8.0,1.0,7.0,22.0,2.0,,14.0,2.0,7.0,8.0,,6.0,4.0,2.0,5.0,1.0,33.0,2.0,,4.0,2.0,5.0,22.0,3.0,2.0,,13.0,,2.0,1.0,8.0,15.0,9.0,,10.0,1.0,,3.0,,,1.0,,1.0,,3.0,1.0,1.0,,4.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Deportivo Saprissa,45sq43290segk2ijbc5zti5ed,Aaron Cruz,Goalkeeper,13,180.0,,30.0,,7.0,5.0,20.0,,,,20.0,35.0,,,62.0,,,25.0,,20.0,7.0,,14.0,20.0,2.0,,6.0,88.0,2.0,,,42.0,,83.0,1.0,1.0,1.0,1.0,1.0,2.0,,23.0,42.0,1.0,,,,,,,,,,1.0,,4.0,,17.0,,5.0,,,13.0,1.0,,,14.0,22.0,2.0,,,5.0,6.0,9.0,1.0,,9.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Deportivo Saprissa,7ityxcw7wapkueginni0klot1,A. David,Defender,52,180.0,,88.0,13.0,20.0,,2.0,1.0,,,7.0,66.0,3.0,3.0,91.0,,3.0,84.0,,5.0,17.0,1.0,2.0,12.0,2.0,1.0,3.0,117.0,2.0,3.0,10.0,42.0,1.0,34.0,8.0,2.0,1.0,11.0,7.0,2.0,3.0,83.0,86.0,1.0,2.0,3.0,1.0,4.0,7.0,,,,1.0,1.0,2.0,4.0,,2.0,,5.0,,,19.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
