liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Carries,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Foul Won Penalty,Games Played,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals Openplay,Goals from Inside Box,Goals from Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Headed Goals,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Penalties Taken,Penalty Goals,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Blocks,Interceptions,Penalties Conceded,Successful Launches,Unsuccessful Launches,Corners Taken (incl short corners),Hit Woodwork,Successful Corners into Box,Through balls,Unsuccessful Corners into Box,Assists (Intentional),Goal Assists,Offsides,Total Big Chances Missed,Unsuccessful lay-offs,Attempts from Set Pieces,Left Foot Goals,Clean Sheets,GK Successful Distribution,Goal Kicks,Catches,Drops,GK Unsuccessful Distribution,Penalties Faced,Saves Made,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Overruns,Straight Red Cards,Total Red Cards,Punches,Saves Made from Inside Box,Total Big Chances Saved,Clearances Off the Line,Last Player Tackle,Goalkeeper Smother,Penalties Saved,Saves from Penalty,Own Goal Scored,Second Goal Assists,Crosses not Claimed,Red Cards - 2nd Yellow,Direct Corner Goals,Direct Setpiece Goals,Set Pieces Goals
USA_USL_League_One,2026,New York Cosmos,5fyymdqeoazew7owy3734tpg4,B. Backus,Defender,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,New York Cosmos,esehs24cwuqrnrwepqacljbis,W. Black,Midfielder,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,New York Cosmos,5nyahccefuc8008cokaq7xjze,P. Bohui,Forward,22,3.0,1.0,2.0,4.0,14.0,2.0,27.0,3.0,28.0,16.0,12.0,51.0,11.0,2.0,,4.0,,8.0,6.0,2.0,,,,25.0,15.0,10.0,,,3.0,20.0,47.0,,,1.0,13.0,,,8.0,,3.0,4.0,2.0,,2.0,2.0,2.0,,,5.0,1.0,3.0,35.0,29.0,7.0,33.0,1.0,1.0,,3.0,189.0,9.0,,,,4.0,4.0,31.0,48.0,2.0,36.0,2.0,9.0,12.0,93.0,2.0,2.0,3.0,4.0,12.0,2.0,8.0,,,,0.0,,,,1.0,2.0,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,New York Cosmos,3ig9gnctd5q7xspadb6uvuiy2,N. Cabrera,Midfielder,5,1.0,1.0,,6.0,8.0,1.0,15.0,1.0,13.0,7.0,6.0,25.0,15.0,2.0,,6.0,,,,,,,,12.0,6.0,6.0,,,2.0,7.0,36.0,,,,9.0,1.0,,4.0,,7.0,2.0,1.0,,,,6.0,1.0,1.0,,1.0,2.0,28.0,19.0,11.0,27.0,,3.0,1.0,4.0,87.0,3.0,,,,4.0,3.0,17.0,37.0,1.0,29.0,3.0,3.0,8.0,60.0,4.0,4.0,3.0,3.0,10.0,2.0,5.0,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,New York Cosmos,14hkfiu3q5s8uddoupp9qi1hw,D. Chan,Goalkeeper,1,1.0,1.0,,2.0,,,7.0,,2.0,1.0,1.0,,34.0,,,2.0,,2.0,,2.0,,,,1.0,,1.0,,,,8.0,25.0,,,,1.0,1.0,1.0,15.0,,11.0,,,,2.0,,,,,,,17.0,15.0,13.0,22.0,18.0,,,,,180.0,,,,3.0,,1.0,18.0,53.0,,35.0,,,18.0,74.0,,,,16.0,11.0,7.0,2.0,,,,0.0,,,,5.0,12.0,,,,,,,,,,,,,1.0,20.0,15.0,3.0,1.0,2.0,,5.0,4.0,,3.0,,,,,1.0,,,,,,,,,,,,,
USA_USL_League_One,2026,New York Cosmos,2wm183ku9bk2vnwg65g080ep6,J. Chavez,Defender,25,21.0,7.0,14.0,7.0,25.0,,83.0,1.0,40.0,17.0,23.0,12.0,124.0,3.0,,7.0,,16.0,8.0,8.0,,,,19.0,10.0,9.0,,,1.0,123.0,327.0,,,1.0,52.0,5.0,1.0,24.0,,71.0,1.0,1.0,2.0,7.0,,,,,,1.0,31.0,282.0,74.0,222.0,265.0,1.0,5.0,,1.0,630.0,,,,47.0,8.0,3.0,52.0,343.0,3.0,296.0,6.0,5.0,47.0,433.0,,,,25.0,27.0,20.0,22.0,2.0,,,0.0,8.0,8.0,,5.0,14.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
USA_USL_League_One,2026,New York Cosmos,6y3tgtu1cdqvpe0t5ct9blgk4,L. Del Rio,Defender,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,New York Cosmos,73sc17i68xc1tvspkidfv78mi,B. Del Valle,Goalkeeper,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,New York Cosmos,2x6cmdcm0fzzmvt6xc6b2tch6,D. Galazzini,Defender,17,5.0,2.0,3.0,5.0,19.0,,43.0,4.0,36.0,16.0,20.0,78.0,45.0,1.0,,5.0,1.0,8.0,4.0,4.0,1.0,1.0,,31.0,14.0,17.0,1.0,,2.0,37.0,105.0,,,1.0,23.0,8.0,5.0,16.0,1.0,4.0,2.0,3.0,2.0,5.0,3.0,,2.0,2.0,5.0,,4.0,65.0,41.0,26.0,61.0,1.0,7.0,,10.0,380.0,8.0,,,7.0,4.0,4.0,68.0,105.0,5.0,65.0,8.0,12.0,40.0,194.0,10.0,10.0,4.0,7.0,31.0,19.0,33.0,1.0,1.0,0.0,0.0,1.0,6.0,,1.0,3.0,,,,,,,,5.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
USA_USL_League_One,2026,New York Cosmos,2sgnidufjld1ygyr3svwe63u,L. Guarino,Midfielder,7,,,,1.0,,,,,1.0,,1.0,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,7.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
