liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Clearances Off the Line,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Hit Woodwork,Index,Interceptions,Key Passes (Attempt Assists),Last Player Tackle,Leftside Passes,Offsides,Open Play Passes,Overruns,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Substitute On,Successful Dribbles,Successful Launches,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Saved,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Successful Crosses & Corners,Successful Crosses open play,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Assists (Intentional),Attempts from Set Pieces,Corners Taken (incl short corners),Goal Assists,Goals from Outside Box,Handballs conceded,Second Goal Assists,Throw Ins to Opposition Player,Successful Corners into Box,Unsuccessful Corners into Box,Own Goal Scored,Foul Won Penalty,Goals Openplay,Left Foot Goals,Penalties Conceded,Total Big Chances Scored,Unsuccessful lay-offs,Catches,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Penalties Saved,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves from Penalty,Saves made - caught,Saves made - parried,Red Cards - 2nd Yellow,Total Red Cards,Headed Goals,Penalties Off Target,Penalties Taken,Penalty Goals,Crosses not Claimed,Straight Red Cards,Set Pieces Goals,Other Goals
Canada_Canadian_Premier_League,2025,HFX Wanderers FC,cqu6f2gdqsceak3ifi433tyvp,J. Gagnon-Laparé,Midfielder,28,3.0,2.0,1.0,7.0,23.0,,,18.0,,,2.0,15.0,7.0,8.0,21.0,26.0,,,7.0,,1.0,3.0,3.0,,1.0,12.0,5.0,7.0,,10.0,1.0,3.0,,12.0,,77.0,,,7.0,3.0,2.0,2.0,,21.0,,2.0,,,7.0,1.0,,4.0,3.0,67.0,52.0,21.0,69.0,,4.0,,1.0,82.0,1.0,,,,3.0,2.0,2.0,14.0,82.0,2.0,72.0,4.0,4.0,10.0,106.0,,,2.0,8.0,3.0,8.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
Canada_Canadian_Premier_League,2025,HFX Wanderers FC,6z58yyouaevipxrmrmorcz0no,I. Johnston,Midfielder,8,38.0,17.0,21.0,29.0,202.0,3.0,4.0,289.0,5.0,,6.0,268.0,126.0,142.0,87.0,389.0,20.0,,29.0,,2.0,32.0,29.0,3.0,2.0,230.0,109.0,121.0,,10.0,28.0,21.0,,281.0,2.0,1238.0,5.0,3.0,128.0,48.0,25.0,161.0,1.0,391.0,10.0,6.0,28.0,12.0,1.0,27.0,5.0,24.0,102.0,1026.0,600.0,456.0,948.0,23.0,45.0,5.0,7.0,2460.0,48.0,4.0,1.0,,36.0,33.0,26.0,346.0,1263.0,16.0,1050.0,68.0,27.0,213.0,1704.0,25.0,18.0,65.0,181.0,58.0,148.0,7.0,1.0,1.0,1.0,6.0,6.0,26.0,26.0,3.0,,,3.0,,,,,,,,,2.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,HFX Wanderers FC,1x9vjubuh85i6mmzv43k0gjdg,L. Juričić,Midfielder,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,HFX Wanderers FC,br7fuyg4h8gseboweg8wjujft,T. Meilleur-Giguère,Defender,26,94.0,29.0,65.0,29.0,59.0,7.0,24.0,134.0,9.0,1.0,9.0,147.0,46.0,101.0,15.0,390.0,1.0,21.0,29.0,21.0,4.0,36.0,32.0,4.0,4.0,53.0,17.0,36.0,2.0,10.0,28.0,3.0,,408.0,3.0,1130.0,,3.0,49.0,12.0,10.0,96.0,1.0,333.0,18.0,8.0,29.0,,,,19.0,,79.0,990.0,270.0,778.0,969.0,11.0,17.0,,1.0,2635.0,,1.0,1.0,,185.0,9.0,8.0,150.0,1190.0,26.0,1048.0,28.0,41.0,142.0,1535.0,,57.0,82.0,101.0,41.0,60.0,1.0,3.0,1.0,2.0,,,,,,,,,,1.0,,,,,,,2.0,,,3.0,,,,,,,,,,,,,,,,,3.0,,,,,,,
Canada_Canadian_Premier_League,2025,HFX Wanderers FC,5iqzt8ebltozgs5zjwru4xx7u,N. Mekidèche,Defender,44,32.0,17.0,15.0,10.0,27.0,,7.0,82.0,3.0,,,73.0,30.0,43.0,8.0,188.0,5.0,3.0,10.0,3.0,1.0,9.0,9.0,,1.0,41.0,13.0,28.0,,10.0,9.0,1.0,,45.0,1.0,356.0,1.0,,41.0,7.0,4.0,33.0,,111.0,2.0,1.0,9.0,2.0,1.0,1.0,4.0,,21.0,294.0,121.0,187.0,287.0,7.0,11.0,,,823.0,2.0,,2.0,,49.0,12.0,10.0,72.0,371.0,3.0,308.0,18.0,4.0,63.0,499.0,,8.0,25.0,43.0,20.0,38.0,3.0,1.0,0.0,0.0,,,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,HFX Wanderers FC,8pvvljn4uasfjxdleh56pm38,A. Pearlman,Defender,5,47.0,21.0,26.0,27.0,113.0,,7.0,248.0,8.0,1.0,7.0,248.0,118.0,130.0,123.0,483.0,14.0,,27.0,,2.0,29.0,25.0,4.0,2.0,201.0,97.0,104.0,,10.0,16.0,13.0,1.0,396.0,3.0,1005.0,4.0,2.0,150.0,47.0,18.0,115.0,2.0,50.0,4.0,7.0,27.0,9.0,,15.0,10.0,2.0,61.0,780.0,475.0,346.0,753.0,22.0,38.0,5.0,153.0,2364.0,35.0,5.0,2.0,,75.0,34.0,29.0,385.0,1042.0,11.0,814.0,60.0,41.0,228.0,1653.0,22.0,42.0,95.0,204.0,54.0,133.0,8.0,0.0,2.0,1.0,7.0,7.0,30.0,30.0,2.0,,,2.0,,1.0,,52.0,,,,,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,HFX Wanderers FC,432qk6fgq4y8ss1zqzh4y9us4,G. Probo,Midfielder,27,14.0,11.0,3.0,16.0,72.0,5.0,2.0,103.0,,,16.0,83.0,47.0,36.0,,161.0,7.0,,16.0,,2.0,8.0,7.0,1.0,1.0,69.0,36.0,33.0,2.0,10.0,5.0,19.0,,106.0,1.0,411.0,1.0,,49.0,28.0,14.0,49.0,1.0,100.0,6.0,8.0,11.0,11.0,5.0,3.0,5.0,10.0,50.0,303.0,237.0,105.0,279.0,4.0,8.0,3.0,18.0,909.0,16.0,5.0,2.0,,7.0,10.0,18.0,196.0,439.0,14.0,329.0,12.0,18.0,110.0,652.0,10.0,6.0,37.0,133.0,18.0,73.0,2.0,0.0,2.0,0.0,13.0,3.0,41.0,18.0,3.0,2.0,15.0,3.0,1.0,,,1.0,5.0,10.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,
Canada_Canadian_Premier_League,2025,HFX Wanderers FC,8uqytik44ro3mbkz0s8m163xm,A. Rampersad,Midfielder,18,22.0,9.0,13.0,19.0,46.0,,2.0,76.0,,,,88.0,35.0,53.0,27.0,97.0,8.0,,19.0,,,16.0,14.0,2.0,,66.0,26.0,40.0,,10.0,9.0,8.0,,70.0,,282.0,,1.0,36.0,8.0,4.0,45.0,,81.0,4.0,1.0,5.0,3.0,14.0,5.0,,8.0,14.0,234.0,120.0,128.0,232.0,8.0,14.0,1.0,1.0,534.0,10.0,,1.0,,8.0,11.0,13.0,76.0,294.0,5.0,246.0,22.0,12.0,48.0,412.0,2.0,4.0,10.0,35.0,17.0,38.0,2.0,,,0.0,2.0,2.0,4.0,4.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,HFX Wanderers FC,4le816q3ac1isre8sala3iwyy,S. Rea,Midfielder,10,7.0,5.0,2.0,29.0,199.0,19.0,,356.0,2.0,,27.0,296.0,159.0,137.0,211.0,258.0,7.0,,29.0,,2.0,25.0,22.0,3.0,1.0,289.0,154.0,135.0,,10.0,8.0,50.0,,92.0,4.0,706.0,11.0,2.0,204.0,47.0,14.0,97.0,1.0,192.0,18.0,15.0,22.0,15.0,7.0,56.0,,22.0,29.0,550.0,480.0,151.0,555.0,10.0,22.0,5.0,9.0,1958.0,127.0,11.0,,,2.0,18.0,47.0,474.0,741.0,33.0,584.0,32.0,64.0,157.0,1367.0,64.0,8.0,28.0,238.0,23.0,129.0,5.0,1.0,1.0,0.0,47.0,18.0,104.0,48.0,5.0,3.0,68.0,5.0,1.0,1.0,,1.0,24.0,39.0,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,HFX Wanderers FC,48f53gi4qwscvb9kq8c6miqs4,A. Rushenas,Goalkeeper,13,,,,1.0,,,,,1.0,,,,,,,8.0,,16.0,1.0,12.0,,,,,,,,,,10.0,,,,3.0,,4.0,,,,,,7.0,,7.0,,,1.0,,,,1.0,,1.0,3.0,1.0,13.0,13.0,,,,,90.0,,,,1.0,1.0,,,4.0,18.0,,14.0,,,4.0,31.0,,1.0,4.0,3.0,1.0,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,2.0,,3.0,,,,,3.0,1.0,2.0,,,2.0,,,,,,,,,,
Canada_Canadian_Premier_League,2025,HFX Wanderers FC,dfftu36k3j7hccz4u0yc65lka,K. Sow,Defender,16,69.0,32.0,37.0,27.0,95.0,1.0,13.0,185.0,7.0,,3.0,151.0,67.0,84.0,58.0,479.0,5.0,13.0,27.0,13.0,,29.0,25.0,4.0,,82.0,35.0,47.0,,10.0,15.0,4.0,1.0,186.0,1.0,1098.0,,3.0,95.0,26.0,14.0,86.0,,377.0,4.0,2.0,24.0,4.0,3.0,6.0,8.0,,61.0,968.0,412.0,595.0,945.0,16.0,18.0,1.0,40.0,2183.0,12.0,2.0,,,76.0,14.0,7.0,176.0,1137.0,6.0,1006.0,34.0,30.0,131.0,1430.0,4.0,16.0,41.0,83.0,56.0,90.0,3.0,,,0.0,1.0,1.0,8.0,8.0,2.0,,1.0,2.0,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,HFX Wanderers FC,afbi7ba716z8at1irydcx44ix,R. Telfer,Forward,7,80.0,37.0,43.0,26.0,162.0,5.0,3.0,160.0,3.0,,6.0,233.0,113.0,120.0,92.0,191.0,8.0,,26.0,,3.0,27.0,23.0,4.0,1.0,153.0,76.0,77.0,1.0,10.0,15.0,22.0,,94.0,7.0,581.0,3.0,2.0,85.0,28.0,12.0,71.0,2.0,152.0,12.0,12.0,23.0,11.0,3.0,20.0,1.0,22.0,13.0,454.0,322.0,163.0,459.0,7.0,11.0,4.0,46.0,1999.0,51.0,2.0,5.0,,17.0,19.0,41.0,259.0,599.0,24.0,472.0,18.0,69.0,127.0,980.0,21.0,4.0,13.0,119.0,22.0,114.0,2.0,2.0,1.0,2.0,13.0,10.0,14.0,12.0,1.0,1.0,1.0,1.0,2.0,1.0,,10.0,,1.0,,1.0,3.0,1.0,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,HFX Wanderers FC,4rdlxnsv6um9rvzope8uzyh3o,W. Timóteo,Forward,17,31.0,19.0,12.0,28.0,198.0,5.0,8.0,208.0,6.0,,15.0,212.0,118.0,94.0,82.0,282.0,20.0,,28.0,,1.0,32.0,29.0,3.0,,181.0,99.0,82.0,1.0,10.0,19.0,33.0,,83.0,1.0,781.0,1.0,3.0,117.0,57.0,30.0,90.0,1.0,250.0,12.0,6.0,21.0,4.0,7.0,8.0,6.0,5.0,32.0,622.0,402.0,285.0,618.0,14.0,43.0,3.0,133.0,1982.0,33.0,12.0,1.0,,56.0,30.0,17.0,328.0,813.0,18.0,650.0,57.0,32.0,163.0,1420.0,23.0,24.0,52.0,205.0,46.0,111.0,5.0,1.0,0.0,0.0,37.0,13.0,88.0,54.0,5.0,1.0,51.0,5.0,1.0,1.0,,20.0,19.0,28.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,HFX Wanderers FC,1omxnj94inqi9udy1h3dx1rf8,C. Vasconcelos,Forward,41,1.0,,1.0,2.0,4.0,2.0,,6.0,,,1.0,1.0,,1.0,6.0,3.0,,,2.0,,,1.0,1.0,,,,,,,10.0,,,,2.0,,11.0,,,3.0,,,2.0,,3.0,,,,,2.0,,,,,10.0,6.0,5.0,11.0,,,,,18.0,,,,,2.0,,,2.0,12.0,,11.0,,2.0,1.0,17.0,,,,,1.0,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,HFX Wanderers FC,2ckur42qg6o7zpl2mzvy061p0,R. Walkes,Forward,22,1.0,1.0,,2.0,5.0,,,2.0,,,1.0,5.0,3.0,2.0,1.0,5.0,2.0,,2.0,,,,,,,4.0,2.0,2.0,,10.0,1.0,,,2.0,,12.0,,,1.0,2.0,1.0,3.0,,,1.0,,,,2.0,,,,,9.0,5.0,4.0,9.0,,1.0,,,12.0,,,1.0,,,2.0,1.0,4.0,12.0,1.0,9.0,1.0,2.0,3.0,19.0,,,,3.0,,3.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,HFX Wanderers FC,dbqcata2hskqhcvjkjhagy4bu,R. Yesli,Goalkeeper,99,5.0,1.0,4.0,28.0,,,,64.0,8.0,,,14.0,8.0,6.0,,389.0,1.0,244.0,28.0,177.0,,36.0,32.0,4.0,,9.0,7.0,2.0,,10.0,,,,127.0,,400.0,,3.0,17.0,1.0,,209.0,,129.0,1.0,,28.0,,,,26.0,,106.0,298.0,59.0,389.0,342.0,,,,1.0,2545.0,,,,1.0,38.0,3.0,2.0,199.0,645.0,1.0,448.0,,1.0,197.0,893.0,,99.0,190.0,156.0,41.0,7.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,12.0,4.0,51.0,2.0,4.0,,18.0,65.0,39.0,24.0,,4.0,13.0,,,,,,,1.0,,,
