liga,temporada,equipo,id,nombre,posicion,dorsal,Key Passes (Attempt Assists),Substitute Off,Interceptions,Aerial Duels lost,Foul Attempted Tackle,PutThrough/Blocked Distribution,Successful Launches,Unsuccessful Launches,Headed Goals,Forward Passes,Penalty Goals Conceded,Successful Crosses open play,Successful Passes Own Half,Aerial Duels,Ground Duels lost,Successful Crosses & Corners,Total Passes,Unsuccessful Dribbles,Duels lost,Total Touches In Opposition Box,Games Played,Shots On Target ( inc goals ),Blocked Shots,Unsuccessful Long Passes,Backward Passes,Unsuccessful Crosses & Corners,Unsuccessful Passes Opposition Half,Ground Duels won,Starts,Goals Conceded Inside Box,Total Successful Passes ( Excl Crosses & Corners ) ,Total Losses Of Possession,Times Tackled,Time Played,Successful Open Play Passes,Goals,Unsuccessful Short Passes,Successful Short Passes,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Successful Lay-offs,Tackles Lost,Total Clearances,Successful Long Passes,Goals Conceded,Touches,Appearances,Leftside Passes,Unsuccessful Passes Own Half,Total Shots,Recoveries,Hit Woodwork,Rightside Passes,Successful Dribbles,Total Tackles,Duels,Corners Won,Open Play Passes,PutThrough/Blocked Distribution Won,Through balls,Index,Duels won,Aerial Duels won,Yellow Cards,Goals from Inside Box,Successful Passes Opposition Half,Tackles Won,Total Fouls Won,Unsuccessful Crosses open play,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Ground Duels,Total Fouls Conceded,Clean Sheets,Home Goals,Away Goals,Winning Goal,Assists (Intentional),Corners Taken (incl short corners),Unsuccessful Corners into Box,Attempts from Set Pieces,Blocks,Offsides,Throw Ins to Own Player,Throw Ins to Opposition Player,Successful Corners into Box,Goal Assists,GK Successful Distribution,Penalties Conceded,GK Unsuccessful Distribution,Handballs conceded,Straight Red Cards,Right Foot Goals,Penalties Taken,Total Red Cards,Unsuccessful lay-offs,Goals from Outside Box,Penalty Goals,Foul Won Penalty,Other Goals,Left Foot Goals,Red Cards - 2nd Yellow,Clearances Off the Line,Penalties Saved,Saves Made,Catches,Saves from Penalty,Saves Made from Outside Box,Saves Made from Inside Box,Punches,Penalties Faced,Saves made - parried,Goalkeeper Smother,Set Pieces Goals,Drops,Saves made - caught,Crosses not Claimed,Own Goal Scored,Last Man Tackle,Second Goal Assists,Successful Fifty Fifty,Fifty Fifty,Penalties Off Target
USA_USL_Championship,2021,Charlotte Independence,drj13okbc1qm3oivqgex2h9wq,J. Areman,Midfielder,4,40.0,9.0,36.0,18.0,14.0,47.0,3.0,20.0,,392.0,2.0,16.0,425.0,29.0,93.0,42.0,1204.0,25.0,111.0,28.0,30.0,6.0,8.0,78.0,239.0,116.0,284.0,95.0,28.0,29.0,976.0,441.0,41.0,2436.0,941.0,1.0,150.0,904.0,10.0,6.0,5.0,17.0,21.0,72.0,35.0,1768.0,30.0,206.0,60.0,16.0,151.0,1.0,367.0,27.0,40.0,217.0,24.0,1157.0,22.0,2.0,10.0,106.0,11.0,5.0,,593.0,23.0,28.0,56.0,2.0,228.0,188.0,20.0,4.0,0.0,1.0,0.0,3.0,62.0,42.0,10.0,5.0,1.0,63.0,4.0,19.0,4.0,,,,,,,,,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,4.0,5.0,
USA_USL_Championship,2021,Charlotte Independence,blzz9pnbehjnxt77cuoxjye0a,A. Armour,Defender,12,5.0,5.0,14.0,12.0,6.0,20.0,2.0,14.0,,177.0,,7.0,138.0,22.0,43.0,7.0,392.0,9.0,55.0,26.0,20.0,3.0,1.0,30.0,71.0,22.0,95.0,71.0,10.0,7.0,283.0,194.0,19.0,958.0,279.0,,79.0,272.0,11.0,1.0,1.0,5.0,12.0,11.0,8.0,709.0,20.0,18.0,36.0,14.0,52.0,,126.0,22.0,19.0,136.0,9.0,387.0,7.0,1.0,10.0,81.0,10.0,4.0,,152.0,14.0,30.0,21.0,10.0,109.0,114.0,19.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,,2.0,,74.0,10.0,,4.0,,,,2.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
USA_USL_Championship,2021,Charlotte Independence,diujkyv8kfqfj5t3ick97pi0a,J. Bender,Midfielder,23,1.0,2.0,2.0,12.0,3.0,8.0,1.0,1.0,,32.0,,1.0,36.0,22.0,27.0,1.0,136.0,5.0,39.0,12.0,15.0,2.0,2.0,5.0,29.0,6.0,29.0,17.0,2.0,7.0,101.0,65.0,16.0,345.0,99.0,,30.0,96.0,,1.0,2.0,4.0,4.0,5.0,8.0,209.0,15.0,46.0,12.0,2.0,22.0,,29.0,4.0,8.0,66.0,4.0,134.0,4.0,1.0,10.0,27.0,10.0,1.0,,66.0,4.0,5.0,6.0,13.0,35.0,44.0,8.0,,0.0,0.0,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
USA_USL_Championship,2021,Charlotte Independence,6pyd5uf82g110mo242vuueket,J. Bizama,Defender,16,3.0,2.0,10.0,5.0,3.0,9.0,1.0,7.0,,59.0,,4.0,78.0,12.0,15.0,4.0,216.0,1.0,20.0,8.0,11.0,,1.0,10.0,43.0,7.0,29.0,15.0,4.0,3.0,180.0,60.0,3.0,432.0,177.0,,26.0,178.0,4.0,1.0,,2.0,7.0,2.0,4.0,327.0,11.0,103.0,14.0,4.0,22.0,,11.0,2.0,8.0,42.0,2.0,212.0,1.0,,10.0,22.0,7.0,,,106.0,6.0,5.0,7.0,7.0,36.0,30.0,6.0,1.0,0.0,0.0,0.0,,,,,,1.0,37.0,5.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
USA_USL_Championship,2021,Charlotte Independence,ahsgqqn4mjj7isq2x0fdkl49,B. Bronico,Midfielder,13,19.0,5.0,48.0,14.0,38.0,39.0,6.0,32.0,,519.0,2.0,2.0,705.0,30.0,122.0,2.0,1572.0,15.0,136.0,23.0,33.0,6.0,3.0,65.0,212.0,17.0,198.0,105.0,32.0,30.0,1316.0,339.0,29.0,2847.0,1270.0,1.0,191.0,1159.0,9.0,6.0,4.0,22.0,45.0,157.0,36.0,1952.0,33.0,417.0,75.0,15.0,215.0,,424.0,17.0,50.0,257.0,9.0,1524.0,20.0,3.0,10.0,121.0,16.0,7.0,,613.0,28.0,39.0,17.0,1.0,256.0,227.0,58.0,10.0,1.0,0.0,0.0,1.0,,,,9.0,2.0,11.0,,,3.0,,,,,,1.0,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,4.0,6.0,
USA_USL_Championship,2021,Charlotte Independence,dh7z6y65k0w1cfo69j83ih91w,T. Bush,Goalkeeper,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Charlotte Independence,f4kk7aprmqxgig9hyyntfgs0l,C. Dean,Defender,88,6.0,4.0,28.0,12.0,11.0,9.0,6.0,33.0,,378.0,1.0,4.0,321.0,42.0,34.0,4.0,688.0,4.0,46.0,14.0,17.0,4.0,1.0,98.0,58.0,5.0,125.0,23.0,15.0,19.0,512.0,208.0,6.0,1249.0,494.0,,78.0,425.0,5.0,1.0,1.0,5.0,28.0,87.0,20.0,868.0,17.0,46.0,56.0,9.0,93.0,,206.0,6.0,13.0,99.0,1.0,667.0,2.0,,10.0,53.0,30.0,5.0,,195.0,8.0,6.0,5.0,2.0,176.0,57.0,19.0,2.0,0.0,0.0,0.0,,1.0,,,6.0,2.0,30.0,6.0,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,8.0,12.0,
USA_USL_Championship,2021,Charlotte Independence,3tufsrejg0sddkpj3ibf74qju,C. Dimick,Defender,17,8.0,4.0,17.0,27.0,4.0,13.0,5.0,24.0,,255.0,1.0,6.0,249.0,44.0,25.0,6.0,585.0,5.0,52.0,15.0,20.0,1.0,,44.0,86.0,18.0,103.0,32.0,14.0,17.0,449.0,202.0,11.0,1308.0,440.0,,92.0,425.0,1.0,2.0,1.0,6.0,25.0,24.0,19.0,887.0,20.0,226.0,51.0,2.0,84.0,,18.0,6.0,21.0,101.0,3.0,576.0,4.0,1.0,10.0,49.0,17.0,2.0,,206.0,15.0,6.0,18.0,6.0,136.0,57.0,9.0,5.0,0.0,0.0,0.0,2.0,,,,5.0,1.0,112.0,19.0,,2.0,,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,
USA_USL_Championship,2021,Charlotte Independence,21ieu51sk5euvb02y0zedmt7u,S. Dutey,Defender,5,,,1.0,,1.0,,,,,3.0,,,1.0,,1.0,,3.0,,1.0,,2.0,,,,,,,,,,2.0,1.0,,9.0,2.0,,1.0,2.0,,,,,2.0,,,7.0,2.0,,1.0,,,,,,,1.0,,3.0,,,10.0,,,,,1.0,,,,2.0,1.0,1.0,1.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Charlotte Independence,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,Midfielder,21,,1.0,5.0,3.0,5.0,4.0,1.0,2.0,,68.0,1.0,,117.0,13.0,20.0,,237.0,5.0,23.0,3.0,6.0,1.0,,6.0,38.0,3.0,29.0,37.0,6.0,6.0,196.0,74.0,9.0,495.0,189.0,1.0,35.0,189.0,,1.0,2.0,3.0,2.0,7.0,7.0,329.0,6.0,69.0,15.0,1.0,39.0,,62.0,6.0,7.0,70.0,1.0,229.0,3.0,,10.0,47.0,10.0,1.0,1.0,79.0,4.0,24.0,3.0,,41.0,57.0,7.0,3.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,3.0,4.0,
