liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Yellow Cards,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Interceptions,Ground Duels won,Substitute On,Successful Lay-offs,Successful Launches,Goals,Corners Won,Successful Crosses & Corners,Unsuccessful Launches,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Set Pieces Goals,Substitute Off,Successful Corners into Box,Blocked Shots,Throw Ins to Opposition Player,Corners Taken (incl short corners),Goals from Outside Box,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Crosses open play,Aerial Duels won,Left Foot Goals,Unsuccessful Corners into Box,Assists (Intentional),Goal Assists,Tackles Lost,Handballs conceded,Clean Sheets,Through balls,Right Foot Goals,Goals from Inside Box,Unsuccessful lay-offs,Offsides,Foul Won Penalty,Hit Woodwork,Penalties Taken,Penalty Goals,Own Goal Scored,Total Red Cards,Straight Red Cards,Headed Goals,Last Man Tackle,Second Goal Assists,Saves Made,GK Successful Distribution,Crosses not Claimed,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Penalties Conceded,Clearances Off the Line,Penalties Saved,Drops,Saves from Penalty,Red Cards - 2nd Yellow,Penalties Off Target,Other Goals,Times Tackled,Home Goals,Away Goals,Winning Goal,Goal Kicks
USA_USL_Championship,2019,Charleston Battery,cxy8emvt5psar8l1mpet8yvze,T. Adesodun,Defender,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2019,Charleston Battery,7u1kmvvgmk08p9pawrhxkqwvd,T. Anunga,Midfielder,22,21.0,2295.0,16.0,1237.0,180.0,478.0,8.0,58.0,9.0,14.0,337.0,571.0,77.0,177.0,6.0,1277.0,50.0,37.0,954.0,30.0,15.0,235.0,331.0,16.0,195.0,283.0,26.0,38.0,61.0,1675.0,26.0,29.0,3.0,240.0,415.0,20.0,10.0,159.0,88.0,19.0,12.0,280.0,15.0,34.0,21.0,26.0,107.0,351.0,1009.0,1042.0,40.0,46.0,121.0,42.0,133.0,,9.0,6.0,2.0,6.0,7.0,15.0,19.0,4.0,,,,6.0,3.0,,,6.0,1.0,7.0,26.0,,,,,31.0,,5.0,1.0,2.0,2.0,,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_USL_Championship,2019,Charleston Battery,ani26vxlo22iw1u9oexptml05,L. Archer,Defender,5,3.0,1462.0,10.0,495.0,37.0,96.0,,60.0,,12.0,120.0,309.0,41.0,45.0,4.0,507.0,17.0,11.0,335.0,18.0,,105.0,133.0,2.0,65.0,73.0,18.0,13.0,43.0,749.0,18.0,10.0,21.0,87.0,211.0,5.0,10.0,95.0,67.0,11.0,1.0,131.0,78.0,24.0,3.0,18.0,24.0,126.0,392.0,402.0,44.0,29.0,36.0,25.0,63.0,,,2.0,,2.0,3.0,25.0,5.0,6.0,,2.0,,1.0,1.0,,,,,3.0,32.0,,,1.0,1.0,12.0,,4.0,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
USA_USL_Championship,2019,Charleston Battery,b4zuh9zkysfe0bc6hb2gv4b8p,R. Beebe,Goalkeeper,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2019,Charleston Battery,coxaq9p6ottf9z6ilyzntl42x,J. Bolt,Defender,2,5.0,846.0,33.0,320.0,49.0,76.0,2.0,37.0,2.0,19.0,114.0,160.0,13.0,52.0,4.0,324.0,11.0,4.0,204.0,8.0,2.0,89.0,83.0,2.0,56.0,42.0,9.0,11.0,38.0,472.0,10.0,4.0,8.0,51.0,156.0,5.0,10.0,37.0,31.0,6.0,1.0,84.0,29.0,9.0,5.0,10.0,28.0,36.0,232.0,235.0,33.0,7.0,47.0,8.0,23.0,1.0,,7.0,,1.0,1.0,28.0,7.0,1.0,,1.0,,1.0,7.0,,,,,1.0,14.0,,,,1.0,6.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
USA_USL_Championship,2019,Charleston Battery,97d846tm7ngsjqwkbz8xm3alm,A. Bosua,Forward,27,4.0,1936.0,3.0,473.0,141.0,217.0,2.0,4.0,25.0,124.0,329.0,110.0,11.0,183.0,4.0,510.0,54.0,12.0,315.0,23.0,42.0,187.0,115.0,23.0,171.0,56.0,20.0,29.0,20.0,867.0,29.0,11.0,4.0,147.0,145.0,114.0,10.0,201.0,8.0,32.0,15.0,422.0,8.0,28.0,4.0,29.0,97.0,109.0,286.0,323.0,275.0,7.0,221.0,12.0,50.0,9.0,25.0,,6.0,11.0,4.0,2.0,19.0,5.0,,8.0,,7.0,1.0,,,17.0,,4.0,151.0,,,1.0,1.0,4.0,5.0,3.0,1.0,5.0,6.0,10.0,16.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2019,Charleston Battery,4i3554wm6891v5ty4fbqqtucp,P. Breno,Goalkeeper,0,,180.0,,23.0,,12.0,,29.0,,,29.0,20.0,,,,61.0,,,16.0,2.0,,29.0,5.0,,25.0,33.0,2.0,,4.0,90.0,2.0,,,1.0,53.0,,10.0,1.0,16.0,1.0,,1.0,3.0,2.0,,2.0,,3.0,16.0,32.0,,,,1.0,1.0,,,6.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,23.0,,2.0,,3.0,2.0,2.0,3.0,,,12.0,,,,1.0,,,,,,,,,
USA_USL_Championship,2019,Charleston Battery,1qy6habugg41z0xmgrm2by86h,V. Candela,Midfielder,12,9.0,2284.0,6.0,915.0,128.0,383.0,6.0,63.0,12.0,39.0,295.0,404.0,50.0,121.0,4.0,949.0,44.0,12.0,682.0,22.0,21.0,184.0,253.0,19.0,177.0,150.0,24.0,37.0,61.0,1347.0,28.0,31.0,5.0,191.0,267.0,12.0,10.0,124.0,83.0,39.0,8.0,258.0,24.0,27.0,54.0,28.0,95.0,301.0,741.0,765.0,67.0,30.0,134.0,31.0,96.0,4.0,7.0,7.0,1.0,4.0,22.0,28.0,25.0,5.0,,3.0,12.0,5.0,,49.0,,9.0,3.0,7.0,28.0,,34.0,2.0,2.0,20.0,2.0,6.0,,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2019,Charleston Battery,49r7csnclrcqf5o7fx6xa0q5m,J. Cox,Midfielder,30,,14.0,,11.0,3.0,2.0,,1.0,,1.0,1.0,8.0,,,,11.0,,1.0,10.0,1.0,,1.0,5.0,,1.0,,,,,14.0,1.0,,1.0,1.0,2.0,,10.0,1.0,,,,2.0,1.0,1.0,,1.0,,1.0,10.0,10.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2019,Charleston Battery,9vmkraasuy4r0myv3ov3thotl,N. Daley,Forward,29,2.0,612.0,,41.0,19.0,24.0,1.0,1.0,7.0,16.0,85.0,12.0,5.0,13.0,1.0,50.0,7.0,30.0,35.0,9.0,20.0,14.0,11.0,3.0,16.0,14.0,5.0,3.0,,206.0,17.0,3.0,,82.0,9.0,62.0,10.0,46.0,1.0,9.0,19.0,100.0,1.0,10.0,2.0,17.0,38.0,11.0,27.0,36.0,18.0,4.0,54.0,,44.0,12.0,1.0,,2.0,9.0,,,,1.0,,5.0,,5.0,,,1.0,13.0,,,2.0,,,,2.0,1.0,2.0,,,2.0,1.0,,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
