liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Penalties Taken,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Penalty Goals,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Blocks,Right Foot Goals,Total Red Cards,Straight Red Cards,GK Successful Distribution,Headed Goals,GK Unsuccessful Distribution,Penalties Conceded,Clearances Off the Line,Saves Made,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,Set Pieces Goals,Other Goals,Own Goal Scored,Foul Won Penalty,Penalty Goals Conceded,Second Goal Assists,Red Cards - 2nd Yellow,Penalties Off Target,Last Man Tackle,Penalties Saved,Saves from Penalty,Crosses not Claimed,Home Goals,Away Goals,Winning Goal,Times Tackled
USA_MLS,2017,Columbus Crew,dgh6idc2klgsxuv6t1qq745p1,M. Abu,Midfielder,0,6.0,,1451.0,1.0,7.0,40.0,,1092.0,1.0,182.0,2.0,506.0,3.0,4.0,25.0,10.0,4.0,1.0,11.0,179.0,473.0,35.0,99.0,1101.0,8.0,26.0,12.0,898.0,24.0,5.0,124.0,,362.0,16.0,82.0,3.0,,113.0,16.0,27.0,48.0,1305.0,,23.0,18.0,129.0,,286.0,7.0,46.0,76.0,1.0,,79.0,2.0,18.0,11.0,9.0,151.0,18.0,25.0,,6.0,23.0,,1.0,,,64.0,271.0,,,968.0,977.0,22.0,2.0,4.0,,,,21.0,75.0,14.0,30.0,65.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,
USA_MLS,2017,Columbus Crew,33l6xyx4nhswaphl9ha38yx9l,L. Abubakar,Defender,17,,,617.0,2.0,3.0,,1.0,254.0,1.0,35.0,,51.0,2.0,2.0,5.0,4.0,3.0,,9.0,28.0,190.0,17.0,16.0,262.0,1.0,6.0,1.0,225.0,7.0,4.0,21.0,,102.0,,8.0,1.0,,28.0,7.0,4.0,13.0,358.0,,10.0,2.0,30.0,,107.0,6.0,42.0,34.0,1.0,,16.0,,1.0,15.0,1.0,54.0,40.0,7.0,,,10.0,,,,,11.0,18.0,1.0,,233.0,241.0,24.0,2.0,,,,,11.0,20.0,6.0,12.0,19.0,1.0,5.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Columbus Crew,cbw92qrdwycht8nkkdu4j4kph,H. Afful,Defender,25,58.0,6.0,2256.0,227.0,3.0,7.0,1.0,1238.0,18.0,279.0,14.0,535.0,32.0,3.0,85.0,20.0,13.0,2.0,23.0,431.0,483.0,33.0,170.0,1259.0,5.0,13.0,16.0,922.0,35.0,18.0,255.0,,52.0,24.0,246.0,5.0,21.0,159.0,26.0,44.0,68.0,1922.0,1.0,29.0,6.0,131.0,,397.0,28.0,49.0,95.0,5.0,,82.0,14.0,26.0,21.0,15.0,175.0,44.0,37.0,1.0,59.0,29.0,1.0,,1.0,,57.0,531.0,1.0,,984.0,1004.0,44.0,4.0,2.0,,,1.0,23.0,80.0,10.0,59.0,74.0,12.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,,
USA_MLS,2017,Columbus Crew,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,Defender,21,1.0,,1069.0,1.0,5.0,,,403.0,1.0,35.0,,74.0,17.0,1.0,36.0,4.0,6.0,,11.0,89.0,258.0,9.0,45.0,413.0,3.0,10.0,1.0,296.0,17.0,8.0,81.0,,69.0,,48.0,,,37.0,12.0,6.0,34.0,561.0,,17.0,6.0,32.0,,190.0,15.0,34.0,45.0,2.0,,36.0,,9.0,27.0,2.0,70.0,82.0,17.0,,1.0,17.0,,,,1.0,14.0,119.0,,,325.0,332.0,38.0,4.0,,1.0,,,7.0,25.0,2.0,10.0,18.0,7.0,13.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
USA_MLS,2017,Columbus Crew,e6iefbralp7fndpuoaatzfpat,E. Finlay,Midfielder,13,36.0,10.0,2262.0,15.0,5.0,32.0,4.0,587.0,33.0,164.0,7.0,298.0,6.0,3.0,13.0,21.0,16.0,2.0,41.0,306.0,158.0,43.0,132.0,594.0,7.0,33.0,16.0,438.0,38.0,27.0,145.0,4.0,80.0,18.0,160.0,11.0,,101.0,25.0,46.0,35.0,982.0,22.0,30.0,16.0,191.0,,138.0,102.0,22.0,105.0,11.0,,11.0,3.0,35.0,13.0,31.0,245.0,11.0,40.0,,50.0,30.0,14.0,2.0,2.0,2.0,99.0,212.0,4.0,,442.0,449.0,54.0,2.0,3.0,3.0,,1.0,34.0,140.0,9.0,14.0,92.0,1.0,2.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,
USA_MLS,2017,Columbus Crew,9dba8to216upd49xlir2i4d05,W. Francis,Defender,14,20.0,1.0,852.0,75.0,2.0,2.0,,388.0,7.0,90.0,5.0,168.0,14.0,,32.0,3.0,6.0,1.0,20.0,150.0,138.0,23.0,59.0,392.0,2.0,12.0,5.0,293.0,16.0,6.0,91.0,,154.0,4.0,85.0,2.0,16.0,36.0,10.0,14.0,31.0,623.0,,12.0,4.0,59.0,,138.0,10.0,34.0,45.0,,,8.0,4.0,6.0,12.0,5.0,91.0,17.0,17.0,,25.0,12.0,,,,2.0,26.0,10.0,,,298.0,301.0,32.0,1.0,,2.0,,,18.0,46.0,5.0,18.0,33.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
USA_MLS,2017,Columbus Crew,5cveiae53ksrodojo0ssviz1l,N. Hansen,Forward,28,2.0,,416.0,3.0,12.0,8.0,1.0,142.0,2.0,40.0,,79.0,1.0,,1.0,5.0,2.0,1.0,7.0,70.0,30.0,6.0,32.0,142.0,2.0,3.0,7.0,104.0,11.0,4.0,33.0,,25.0,4.0,26.0,3.0,,23.0,3.0,11.0,9.0,222.0,,15.0,2.0,39.0,,30.0,23.0,52.0,21.0,2.0,,5.0,,5.0,3.0,12.0,49.0,2.0,12.0,,2.0,15.0,,,1.0,2.0,21.0,47.0,1.0,,109.0,109.0,10.0,,,2.0,,,4.0,28.0,2.0,4.0,18.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
USA_MLS,2017,Columbus Crew,7nofrmk5mdx3f42trmq3tkiqd,F. Higuaín,Midfielder,10,23.0,8.0,2716.0,7.0,,136.0,9.0,1493.0,20.0,374.0,41.0,922.0,,3.0,53.0,16.0,21.0,2.0,7.0,586.0,391.0,27.0,263.0,1588.0,10.0,28.0,29.0,1185.0,37.0,50.0,316.0,34.0,396.0,59.0,393.0,16.0,3.0,134.0,31.0,36.0,36.0,2127.0,106.0,31.0,14.0,223.0,4.0,474.0,74.0,66.0,97.0,29.0,6.0,87.0,4.0,40.0,2.0,25.0,232.0,1.0,39.0,2.0,113.0,31.0,69.0,5.0,1.0,9.0,128.0,344.0,5.0,3.0,1191.0,1272.0,9.0,5.0,5.0,10.0,2.0,15.0,22.0,135.0,5.0,12.0,95.0,2.0,,7.0,,,,,,,,,,,,,,,,,,1.0,,,,4.0,6.0,,,,,,,,,,
USA_MLS,2017,Columbus Crew,6k9hinfk6da6yopmrm7jk7b9x,A. Jahn,Forward,14,1.0,1.0,329.0,2.0,23.0,3.0,1.0,94.0,,21.0,,46.0,,3.0,1.0,3.0,4.0,,26.0,64.0,19.0,6.0,33.0,99.0,1.0,16.0,2.0,65.0,8.0,9.0,34.0,,21.0,3.0,32.0,,,12.0,1.0,5.0,3.0,171.0,,24.0,5.0,36.0,,38.0,18.0,33.0,37.0,5.0,,,,3.0,27.0,3.0,89.0,8.0,8.0,,1.0,24.0,,2.0,,1.0,26.0,19.0,1.0,,61.0,65.0,53.0,,1.0,1.0,,,4.0,52.0,2.0,,10.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Columbus Crew,crlprp30citeo87zkm7juxlg5,H. Jimenez,Midfielder,16,30.0,,1624.0,125.0,5.0,2.0,,782.0,11.0,147.0,11.0,376.0,18.0,2.0,48.0,6.0,4.0,1.0,22.0,246.0,264.0,33.0,123.0,800.0,8.0,12.0,5.0,593.0,19.0,5.0,171.0,3.0,126.0,12.0,150.0,1.0,15.0,80.0,18.0,21.0,52.0,1189.0,3.0,23.0,3.0,87.0,,276.0,14.0,45.0,77.0,1.0,,36.0,8.0,16.0,24.0,2.0,133.0,37.0,20.0,,31.0,23.0,,1.0,,2.0,34.0,251.0,,,612.0,629.0,46.0,3.0,,3.0,,2.0,27.0,56.0,6.0,35.0,53.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
