liga,temporada,equipo,id,nombre,posicion,dorsal,Duels lost,Tackles Lost,Total Clearances,Aerial Duels won,Yellow Cards,Time Played,Unsuccessful Short Passes,Throw Ins to Own Player,Goals Conceded Outside Box,Assists (Intentional),Unsuccessful Dribbles,Forward Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Foul Attempted Tackle,Unsuccessful Passes Opposition Half,Tackles Won,Blocked Shots,Successful Passes Own Half,Substitute On,Key Passes (Attempt Assists),Goals Conceded Inside Box,Substitute Off,Total Fouls Won,Successful Crosses & Corners,Successful Dribbles,Recoveries,Overruns,Throw Ins to Opposition Player,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Leftside Passes,Total Fouls Conceded,Goals Conceded,PutThrough/Blocked Distribution,Duels,Starts,Unsuccessful Launches,Through balls,Aerial Duels lost,Aerial Duels,Total Shots,Total Losses Of Possession,Successful Open Play Passes,Times Tackled,Ground Duels,Successful Crosses open play,Penalty Goals Conceded,Goal Assists,Appearances,Unsuccessful Passes Own Half,Unsuccessful Crosses & Corners,Total Touches In Opposition Box,Backward Passes,Penalties Conceded,Total Tackles,Touches,Interceptions,Successful Short Passes,Successful Passes Opposition Half,Successful Lay-offs,Successful Launches,Total Successful Passes ( Excl Crosses & Corners ) ,Unsuccessful lay-offs,Total Passes,Blocks,Open Play Passes,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Ground Duels lost,Games Played,Rightside Passes,Index,PutThrough/Blocked Distribution Won,Unsuccessful Crosses open play,Ground Duels won,Corners Won,Winning Goal,Right Foot Goals,Goals,Offsides,Left Foot Goals,Hit Woodwork,Headed Goals,Goals from Inside Box,Clean Sheets,Home Goals,Away Goals,Total Red Cards,Goal Kicks,GK Successful Distribution,Straight Red Cards,Goals from Outside Box,Attempts from Set Pieces,Clearances Off the Line,Successful Corners into Box,Foul Won Penalty,Red Cards - 2nd Yellow,Set Pieces Goals,Unsuccessful Corners into Box,Corners Taken (incl short corners),Penalties Taken,Penalty Goals,Handballs conceded,Other Goals,Own Goal Scored,Punches,Saves made - parried,Saves Made,GK Unsuccessful Distribution,Catches,Saves Made from Outside Box,Saves Made from Inside Box,Penalties Faced,Drops,Goalkeeper Smother,Saves made - caught,Last Player Tackle,Second Goal Assists,Penalties Saved,Saves from Penalty,Penalties Off Target,Crosses not Claimed
USA_USL_League_One,2024,South Georgia Tormenta FC,3qu4ku6otypall6viepxc1fro,N. Akoto,Defender,14,57.0,3.0,25.0,26.0,1.0,1043.0,55.0,50.0,3.0,3.0,8.0,96.0,70.0,7.0,71.0,16.0,2.0,117.0,1.0,12.0,12.0,4.0,17.0,9.0,10.0,34.0,3.0,9.0,15.0,8.0,130.0,14.0,15.0,14.0,128.0,12.0,9.0,,21.0,47.0,10.0,133.0,269.0,17.0,81.0,9.0,1.0,3.0,13.0,18.0,19.0,34.0,90.0,,19.0,589.0,8.0,260.0,162.0,3.0,3.0,270.0,,340.0,4.0,339.0,71.0,2.0,10.0,36.0,13.0,24.0,10.0,7.0,19.0,45.0,8.0,0.0,,,3.0,,,,,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,South Georgia Tormenta FC,3zeskaxmf8fdnl3qys6c7fvv8,I. Bittner,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,South Georgia Tormenta FC,a02sezquzk3mstf340m6sckd0,D. Brooks,Midfielder,18,3.0,1.0,2.0,,,36.0,1.0,,,,1.0,4.0,1.0,1.0,1.0,4.0,1.0,11.0,1.0,,2.0,,2.0,,,1.0,,,,,3.0,1.0,2.0,1.0,10.0,,,,,,,2.0,14.0,1.0,10.0,,,,1.0,,,,5.0,,5.0,28.0,1.0,15.0,4.0,,,15.0,,16.0,,15.0,7.0,,,3.0,1.0,4.0,10.0,,,7.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,South Georgia Tormenta FC,3bifa75w0r6nlebuwxhqt231l,P. Campos,Forward,77,5.0,,,,,26.0,2.0,1.0,,,3.0,5.0,2.0,,2.0,,,2.0,2.0,1.0,,,2.0,,2.0,3.0,,,,,2.0,,,,9.0,,,,,,,10.0,9.0,5.0,9.0,,,,2.0,,,3.0,2.0,,,26.0,1.0,8.0,7.0,,,9.0,,11.0,,11.0,4.0,,1.0,5.0,2.0,2.0,10.0,,,4.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,South Georgia Tormenta FC,4b90xcjwvxulvevwx99dj22y2,T. D'Almeida,Midfielder,19,48.0,4.0,7.0,10.0,8.0,867.0,53.0,,4.0,,2.0,141.0,68.0,15.0,55.0,6.0,2.0,178.0,8.0,5.0,13.0,6.0,9.0,1.0,2.0,50.0,,,15.0,11.0,110.0,24.0,17.0,14.0,79.0,9.0,6.0,1.0,9.0,19.0,15.0,84.0,355.0,4.0,60.0,1.0,1.0,,17.0,17.0,4.0,2.0,58.0,1.0,10.0,519.0,4.0,337.0,183.0,7.0,,360.0,,428.0,3.0,423.0,31.0,4.0,23.0,39.0,17.0,119.0,10.0,7.0,4.0,21.0,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,South Georgia Tormenta FC,5lfsx6h5cktgy9mbk5hg6mt0q,J. Dengler,Defender,25,56.0,3.0,101.0,53.0,4.0,1708.0,71.0,3.0,6.0,,1.0,462.0,176.0,6.0,133.0,20.0,2.0,578.0,,7.0,27.0,,7.0,,1.0,57.0,,,105.0,8.0,364.0,15.0,33.0,6.0,140.0,19.0,53.0,,34.0,87.0,13.0,183.0,805.0,1.0,53.0,,2.0,1.0,19.0,45.0,2.0,22.0,27.0,1.0,23.0,1237.0,13.0,719.0,273.0,,17.0,851.0,,1027.0,19.0,964.0,84.0,5.0,132.0,22.0,19.0,174.0,10.0,3.0,1.0,31.0,2.0,0.0,,3.0,1.0,,,3.0,3.0,3.0,2.0,1.0,2.0,6.0,3.0,1.0,,,,,,1.0,,,,,,,,,,,,3.0,,,,,,,,1.0,,,,,
USA_USL_League_One,2024,South Georgia Tormenta FC,6ki7cq3dsamhsfb1x1a7i5x3p,C. Doyle,Midfielder,30,29.0,6.0,16.0,11.0,3.0,1003.0,61.0,1.0,5.0,1.0,,180.0,96.0,8.0,116.0,10.0,,195.0,8.0,14.0,16.0,5.0,5.0,14.0,1.0,45.0,,,35.0,3.0,109.0,10.0,21.0,17.0,61.0,11.0,23.0,2.0,9.0,20.0,4.0,144.0,357.0,2.0,41.0,1.0,1.0,1.0,19.0,19.0,39.0,2.0,68.0,,16.0,618.0,10.0,341.0,191.0,8.0,2.0,372.0,,468.0,9.0,451.0,32.0,1.0,31.0,20.0,19.0,111.0,10.0,4.0,8.0,21.0,5.0,0.0,1.0,1.0,1.0,,,,,2.0,0.0,1.0,,,,,1.0,,,12.0,,,,26.0,41.0,,,,,,,,,,,,,,,,,,1.0,,,,
USA_USL_League_One,2024,South Georgia Tormenta FC,5jz7p2yap2y7xizp1pg1hquax,Pedro Fonseca,Midfielder,10,99.0,7.0,9.0,17.0,4.0,1679.0,102.0,5.0,7.0,1.0,21.0,124.0,120.0,18.0,107.0,15.0,16.0,144.0,3.0,16.0,28.0,9.0,47.0,3.0,18.0,79.0,4.0,,18.0,18.0,80.0,25.0,35.0,29.0,200.0,19.0,8.0,1.0,23.0,40.0,39.0,226.0,378.0,41.0,160.0,3.0,3.0,1.0,22.0,36.0,23.0,81.0,132.0,1.0,22.0,855.0,11.0,383.0,264.0,15.0,1.0,405.0,3.0,525.0,1.0,497.0,101.0,21.0,22.0,76.0,22.0,189.0,10.0,17.0,12.0,84.0,15.0,1.0,4.0,7.0,6.0,1.0,3.0,2.0,7.0,1.0,4.0,3.0,,,,,,4.0,,,1.0,,,9.0,9.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,South Georgia Tormenta FC,d1v9qtekbvt8wtpf1cye0t1qs,S. Gottlieb,Defender,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,South Georgia Tormenta FC,b5ba3wzxtesc66e5pvses3sb8,A. Hassan,Defender,5,10.0,3.0,8.0,6.0,2.0,253.0,14.0,14.0,1.0,,2.0,35.0,22.0,1.0,21.0,4.0,,27.0,2.0,,7.0,2.0,6.0,,1.0,4.0,,3.0,8.0,,2.0,2.0,8.0,6.0,29.0,3.0,6.0,,3.0,9.0,,41.0,58.0,3.0,20.0,,1.0,,5.0,7.0,6.0,1.0,24.0,,7.0,157.0,6.0,59.0,33.0,,,60.0,,82.0,3.0,80.0,19.0,,1.0,7.0,5.0,21.0,10.0,2.0,6.0,13.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,
USA_USL_League_One,2024,South Georgia Tormenta FC,3uabsdabmrqqjuuvgdp1ll89g,L. Healy,Forward,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,South Georgia Tormenta FC,edo31f8n8c4pa8c0pohxkhysq,Jackson Khoury,Forward,11,91.0,2.0,13.0,7.0,4.0,1085.0,57.0,17.0,4.0,1.0,18.0,79.0,76.0,11.0,84.0,16.0,11.0,110.0,10.0,21.0,21.0,8.0,8.0,14.0,17.0,51.0,5.0,2.0,19.0,10.0,92.0,16.0,25.0,22.0,141.0,11.0,9.0,2.0,27.0,34.0,17.0,184.0,278.0,35.0,107.0,14.0,3.0,1.0,21.0,18.0,26.0,38.0,117.0,,18.0,643.0,12.0,271.0,185.0,7.0,1.0,281.0,1.0,357.0,3.0,354.0,50.0,7.0,10.0,64.0,21.0,69.0,10.0,9.0,26.0,43.0,13.0,0.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,South Georgia Tormenta FC,ahza0fhih4ok1x14o28sk5p4a,P. Kilwien,Defender,23,46.0,8.0,83.0,33.0,6.0,1967.0,63.0,24.0,8.0,2.0,3.0,473.0,147.0,8.0,112.0,8.0,,523.0,,10.0,32.0,1.0,9.0,4.0,3.0,69.0,,25.0,84.0,6.0,146.0,14.0,40.0,16.0,106.0,22.0,36.0,2.0,22.0,55.0,8.0,189.0,819.0,3.0,51.0,4.0,3.0,2.0,22.0,42.0,7.0,12.0,60.0,,16.0,1262.0,23.0,767.0,334.0,,12.0,853.0,,1000.0,15.0,961.0,60.0,2.0,86.0,24.0,22.0,321.0,10.0,8.0,7.0,27.0,2.0,0.0,,,,,1.0,,,4.0,,,,2.0,2.0,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,South Georgia Tormenta FC,8n2bppwta5ug4nawajawt0n6y,A. Lombardi,Defender,22,72.0,6.0,36.0,21.0,4.0,1245.0,71.0,69.0,7.0,2.0,11.0,247.0,128.0,13.0,127.0,18.0,2.0,222.0,1.0,9.0,19.0,7.0,15.0,9.0,11.0,66.0,,12.0,57.0,3.0,25.0,17.0,26.0,17.0,143.0,15.0,32.0,,29.0,50.0,5.0,214.0,421.0,18.0,93.0,9.0,1.0,2.0,16.0,40.0,39.0,20.0,122.0,,24.0,885.0,19.0,406.0,223.0,1.0,6.0,436.0,,564.0,8.0,548.0,71.0,2.0,30.0,43.0,16.0,170.0,10.0,5.0,36.0,50.0,6.0,0.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,
