liga,temporada,equipo,id,nombre,posicion,dorsal,Goals Conceded Inside Box,Total Passes,Total Fouls Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Total Losses Of Possession,Leftside Passes,Foul Attempted Tackle,Penalty Goals Conceded,Time Played,Ground Duels lost,Times Tackled,Unsuccessful Crosses & Corners,Successful Passes Opposition Half,Substitute Off,Total Tackles,Unsuccessful Short Passes,Open Play Passes,Index,Tackles Won,Ground Duels won,Games Played,Successful Dribbles,Duels,Total Shots,Total Clearances,Total Fouls Won,Blocks,Throw Ins to Own Player,Ground Duels,Rightside Passes,Successful Short Passes,Unsuccessful Crosses open play,Throw Ins to Opposition Player,Recoveries,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Passes Own Half,Appearances,Goals Conceded,Starts,Shots On Target ( inc goals ),Successful Open Play Passes,Forward Passes,Duels won,Duels lost,Touches,Unsuccessful Passes Opposition Half,Winning Goal,Corners Won,Overruns,Through balls,Successful Long Passes,Assists (Intentional),Unsuccessful Corners into Box,Goals,Goal Assists,Penalties Conceded,Penalties Taken,Aerial Duels,Left Foot Goals,Successful Launches,Aerial Duels won,Goal Kicks,Clean Sheets,Penalty Goals,Successful Lay-offs,Goals Conceded Outside Box,Hit Woodwork,Yellow Cards,GK Successful Distribution,Unsuccessful Dribbles,Key Passes (Attempt Assists),Corners Taken (incl short corners),Blocked Shots,Tackles Lost,Attempts from Set Pieces,Unsuccessful Long Passes,Goals from Inside Box,PutThrough/Blocked Distribution,Aerial Duels lost,PutThrough/Blocked Distribution Won,Backward Passes,Handballs conceded,Unsuccessful Passes Own Half,Goals Openplay,Successful Crosses & Corners,Right Foot Goals,Interceptions,Unsuccessful lay-offs,Unsuccessful Launches,Shots Off Target (inc woodwork),Successful Corners into Box,Successful Crosses open play,Substitute On,Home Goals,Away Goals,Offsides,Other Goals,Second Goal Assists,Red Cards - 2nd Yellow,Total Red Cards,Saves Made from Inside Box,Saves Made,Clearances Off the Line,Punches,Saves Made from Outside Box,Saves made - parried,GK Unsuccessful Distribution,Catches,Goalkeeper Smother,Drops,Penalties Faced,Straight Red Cards,Last Player Tackle,Headed Goals,Own Goal Scored,Goals from Outside Box,Set Pieces Goals,Penalties Saved,Saves from Penalty,Foul Won Penalty,Crosses not Claimed,Saves made - caught,Carries,Final Third Touches,Progressive Carries,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Total Big Chances Saved,Direct Setpiece Goals,Penalties Off Target
USA_MLS_Next_Pro,2025,Portland Timbers 2,9u9pxxz6dnjfmn0j8gkz0xus4,A. Bamford,Defender,44,34.0,1063.0,9.0,980.0,91.0,422.0,3.0,4.0,1790.0,15.0,2.0,,203.0,2.0,14.0,50.0,999.0,10.0,10.0,25.0,23.0,3.0,63.0,3.0,99.0,8.0,22.0,,40.0,185.0,945.0,,,58.0,8.0,83.0,777.0,23.0,38.0,20.0,1.0,921.0,385.0,37.0,26.0,1258.0,46.0,0.0,1.0,,,35.0,,,,,2.0,,23.0,,6.0,12.0,19.0,2.0,,,4.0,,1.0,17.0,1.0,5.0,,2.0,4.0,,33.0,,5.0,11.0,2.0,71.0,1.0,37.0,,,,18.0,,15.0,2.0,,,3.0,,,,,1.0,,,,,1.0,,,,2.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2025,Portland Timbers 2,9f9da7iwrsdys8h2083ajcys4,R. Bautista,Midfielder,87,1.0,21.0,,18.0,6.0,4.0,,,58.0,1.0,1.0,,8.0,1.0,1.0,3.0,21.0,10.0,,1.0,1.0,,2.0,,1.0,,,8.0,2.0,1.0,17.0,,,,1.0,3.0,10.0,1.0,2.0,1.0,,18.0,6.0,1.0,1.0,34.0,3.0,0.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,10.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2025,Portland Timbers 2,5lwarg9t4o7hxcq5exe8gwydw,M. Bunbury,Forward,47,32.0,368.0,21.0,297.0,175.0,99.0,10.0,4.0,1684.0,72.0,43.0,13.0,193.0,17.0,28.0,64.0,360.0,10.0,16.0,97.0,27.0,38.0,207.0,30.0,17.0,31.0,1.0,3.0,169.0,50.0,293.0,8.0,,60.0,59.0,71.0,108.0,27.0,36.0,20.0,17.0,289.0,98.0,116.0,91.0,695.0,68.0,2.0,11.0,8.0,1.0,4.0,2.0,3.0,6.0,2.0,,,38.0,5.0,1.0,19.0,,,,14.0,4.0,1.0,2.0,,23.0,14.0,6.0,9.0,12.0,,7.0,5.0,29.0,19.0,14.0,121.0,,16.0,6.0,4.0,1.0,12.0,1.0,2.0,13.0,2.0,1.0,7.0,2.0,4.0,9.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,
USA_MLS_Next_Pro,2025,Portland Timbers 2,ntfvll4odl5qsnfv7pz3457u,L. Burns,Goalkeeper,91,36.0,649.0,1.0,463.0,190.0,167.0,,4.0,1965.0,4.0,1.0,,34.0,1.0,,7.0,430.0,10.0,,6.0,23.0,,17.0,,36.0,8.0,,,10.0,116.0,384.0,,,193.0,,186.0,429.0,23.0,40.0,22.0,,325.0,366.0,12.0,5.0,899.0,126.0,0.0,1.0,,,79.0,,,,,1.0,,7.0,,29.0,6.0,138.0,3.0,,,4.0,,3.0,198.0,,,,,,,179.0,,1.0,1.0,,,,60.0,,,,1.0,,98.0,,,,1.0,,,,,,,,59.0,83.0,,10.0,24.0,19.0,45.0,9.0,2.0,,6.0,,,,,,,2.0,2.0,,,3.0,,,,,,,,,
USA_MLS_Next_Pro,2025,Portland Timbers 2,adfqyqn11jho7djhm3myz9mok,K. Carlson,Defender,79,4.0,123.0,2.0,105.0,23.0,23.0,,,201.0,3.0,1.0,1.0,40.0,1.0,11.0,12.0,121.0,10.0,9.0,15.0,4.0,2.0,22.0,1.0,12.0,3.0,1.0,6.0,18.0,41.0,101.0,1.0,,10.0,4.0,18.0,65.0,4.0,5.0,2.0,1.0,103.0,45.0,17.0,5.0,171.0,15.0,0.0,2.0,,,4.0,,,,,,,4.0,,,2.0,,,,1.0,1.0,,2.0,,1.0,1.0,,,2.0,,6.0,,4.0,2.0,2.0,14.0,,4.0,,,,3.0,,5.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2025,Portland Timbers 2,euevegdshacpe63wtgbvl9uz8,M. Deisenhofer,Goalkeeper,98,5.0,70.0,,58.0,13.0,22.0,,1.0,196.0,,,,3.0,,,1.0,43.0,10.0,,1.0,3.0,,2.0,,3.0,2.0,,,1.0,21.0,49.0,,,18.0,,12.0,55.0,3.0,7.0,2.0,,38.0,27.0,2.0,,95.0,6.0,0.0,,,,9.0,,,,,,,1.0,,3.0,1.0,19.0,,,,2.0,,,27.0,,,,,,,11.0,,,,,,,6.0,,,,,,3.0,,,,1.0,,,,,,,,1.0,4.0,,,3.0,,5.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2025,Portland Timbers 2,dcpgw3669djw32iqd1ppcy9sk,M. Deutsch,Goalkeeper,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2025,Portland Timbers 2,c88etxtac9g49m3usj08lm1hw,M. Eisenberg,Forward,84,7.0,68.0,6.0,47.0,48.0,7.0,2.0,,296.0,20.0,9.0,4.0,38.0,3.0,10.0,16.0,67.0,10.0,7.0,19.0,8.0,8.0,50.0,6.0,2.0,1.0,,4.0,39.0,19.0,44.0,4.0,2.0,14.0,11.0,21.0,13.0,8.0,8.0,2.0,3.0,46.0,28.0,25.0,25.0,147.0,20.0,0.0,1.0,,,3.0,,,,,,,11.0,,,6.0,,,,,1.0,,,,6.0,4.0,1.0,4.0,3.0,,5.0,,8.0,5.0,6.0,14.0,,5.0,,4.0,,1.0,1.0,4.0,3.0,,4.0,6.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2025,Portland Timbers 2,druwx3n136woly4objqgk7tp0,A. Enriquez,Midfielder,46,30.0,1153.0,22.0,999.0,190.0,320.0,7.0,2.0,1670.0,53.0,18.0,2.0,394.0,9.0,20.0,95.0,1120.0,10.0,11.0,66.0,23.0,8.0,128.0,6.0,19.0,38.0,9.0,2.0,119.0,271.0,946.0,2.0,,79.0,4.0,154.0,605.0,23.0,35.0,19.0,1.0,966.0,326.0,71.0,57.0,1340.0,115.0,0.0,1.0,,4.0,53.0,2.0,,,2.0,,,9.0,,3.0,5.0,3.0,1.0,,28.0,5.0,,8.0,3.0,6.0,8.0,,1.0,9.0,,59.0,,29.0,4.0,13.0,236.0,,41.0,,,,10.0,,18.0,5.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
USA_MLS_Next_Pro,2025,Portland Timbers 2,a6jfvkx1wwxw7rt5y96no7h1w,S. Gallardo,Midfielder,39,5.0,109.0,9.0,98.0,27.0,20.0,5.0,1.0,255.0,22.0,7.0,4.0,51.0,1.0,8.0,9.0,100.0,10.0,7.0,20.0,13.0,8.0,52.0,2.0,7.0,4.0,,,42.0,34.0,95.0,,,15.0,1.0,11.0,48.0,13.0,6.0,1.0,1.0,89.0,27.0,23.0,29.0,165.0,11.0,0.0,,,1.0,3.0,,3.0,,,,,10.0,,,3.0,,,,6.0,1.0,1.0,3.0,,2.0,3.0,4.0,2.0,1.0,,2.0,,5.0,7.0,5.0,28.0,1.0,4.0,,1.0,,1.0,,,1.0,1.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
