liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Leftside Passes,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,Recoveries,Rightside Passes,Shots Off Target (inc woodwork),Starts,Substitute Off,Successful Launches,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Time Played,Times Tackled,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Assists (Intentional),Corners Taken (incl short corners),Corners Won,Goal Assists,Key Passes (Attempt Assists),PutThrough/Blocked Distribution Won,Shots Created,Shots On Target ( inc goals ),Substitute On,Successful Corners into Box,Successful Crosses & Corners,Successful Lay-offs,Throw Ins to Opposition Player,Throw Ins to Own Player,Total Big Chances Created,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Yellow Cards,Blocked Shots,Overruns,Successful Dribbles,Successful Crosses open play,Unsuccessful lay-offs,Own Goal Scored,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Conceded,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Total Big Chances Saved,Goals,Goals Openplay,Goals from Inside Box,Offsides,Right Foot Goals,Total Big Chances Scored,Home Goals,Away Goals,Left Foot Goals,Catches,Clearances Off the Line,Penalties Taken,Total Big Chances Missed,Foul Won Penalty,Handballs conceded,Headed Goals,Through balls,Attempts from Set Pieces,Hit Woodwork,Saves made - caught,Penalty Goals,Second Goal Assists,Goals Conceded Outside Box,Straight Red Cards,Total Red Cards,Last Player Tackle,Drops,Goals from Outside Box,Red Cards - 2nd Yellow,Direct Setpiece Goals,Set Pieces Goals,Penalties Saved,Saves from Penalty
Canada_Canadian_Premier_League,2026,Pacific FC,949255vv8h9k5g7njcqacgui2,E. Himaras,Goalkeeper,1,1.0,1.0,,1.0,,,5.0,,1.0,1.0,,,32.0,,12.0,1.0,12.0,1.0,1.0,,,,,5.0,31.0,,,,13.0,7.0,,1.0,,1.0,5.0,18.0,3.0,22.0,20.0,,,90.0,,3.0,,,19.0,44.0,,25.0,,,19.0,57.0,10.0,18.0,14.0,5.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,5.0,,,,1.0,5.0,4.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Pacific FC,coo3q0i4ay87lxpycblu57ifo,B. Juach,Forward,19,2.0,2.0,,5.0,3.0,,6.0,,6.0,5.0,1.0,12.0,1.0,,,5.0,,1.0,1.0,4.0,3.0,1.0,,2.0,5.0,,6.0,2.0,2.0,1.0,1.0,,,,,1.0,1.0,2.0,3.0,,,43.0,1.0,,1.0,,9.0,7.0,2.0,3.0,,6.0,4.0,19.0,,,5.0,,4.0,0.0,,,,,,1.0,,1.0,5.0,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Pacific FC,bqkvpaxgjttn47d76232cimfo,R. Juhmi,Midfielder,66,4.0,2.0,2.0,6.0,25.0,,24.0,,30.0,14.0,16.0,22.0,47.0,4.0,,6.0,,5.0,5.0,26.0,12.0,14.0,6.0,36.0,138.0,1.0,9.0,15.0,17.0,35.0,,3.0,3.0,1.0,5.0,105.0,56.0,55.0,105.0,1.0,11.0,259.0,2.0,7.0,6.0,1.0,41.0,143.0,,110.0,12.0,,33.0,195.0,5.0,9.0,22.0,13.0,24.0,0.0,,,,,4.0,7.0,4.0,,3.0,,1.0,2.0,2.0,3.0,,,2.0,2.0,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Pacific FC,es69vnoj6d7p1ae26jl1fj5lg,S. Keshavarz,Midfielder,34,7.0,3.0,4.0,6.0,14.0,,26.0,,27.0,13.0,14.0,34.0,28.0,1.0,,6.0,,5.0,5.0,20.0,10.0,10.0,5.0,12.0,78.0,1.0,11.0,4.0,13.0,25.0,,2.0,2.0,1.0,3.0,59.0,31.0,29.0,57.0,,1.0,179.0,7.0,5.0,1.0,5.0,35.0,79.0,,60.0,1.0,2.0,19.0,130.0,3.0,6.0,15.0,6.0,13.0,0.0,,,1.0,,2.0,2.0,2.0,,4.0,,,1.0,1.0,4.0,,,2.0,2.0,5.0,,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Pacific FC,72xktsosbsh2uwkwby59mr6z8,D. Konincks,Defender,4,27.0,5.0,22.0,6.0,12.0,5.0,100.0,,47.0,16.0,31.0,19.0,133.0,1.0,5.0,6.0,6.0,12.0,12.0,20.0,11.0,9.0,12.0,113.0,382.0,2.0,48.0,2.0,27.0,134.0,3.0,6.0,,4.0,26.0,341.0,79.0,271.0,324.0,2.0,3.0,540.0,1.0,28.0,6.0,3.0,48.0,392.0,7.0,350.0,5.0,13.0,42.0,468.0,13.0,26.0,28.0,15.0,16.0,0.0,,,2.0,1.0,3.0,1.0,4.0,4.0,,,,1.0,1.0,,,,1.0,1.0,,,2.0,,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,,1.0,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Pacific FC,detx5c8tyrkxov2oy8mlqpu22,R. Kratt,Forward,27,1.0,1.0,,6.0,20.0,,28.0,,20.0,14.0,6.0,75.0,5.0,,,6.0,,4.0,4.0,19.0,13.0,6.0,,10.0,48.0,,17.0,9.0,9.0,13.0,5.0,2.0,2.0,,1.0,37.0,31.0,8.0,36.0,,,217.0,9.0,4.0,3.0,3.0,40.0,48.0,6.0,37.0,,18.0,11.0,111.0,1.0,1.0,17.0,3.0,10.0,0.0,,,5.0,,4.0,1.0,4.0,1.0,4.0,,2.0,2.0,,1.0,1.0,,9.0,9.0,8.0,,3.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Pacific FC,a7svtuij5zwx432jixgweo6qc,E. Lajeunesse,Defender,3,9.0,5.0,4.0,3.0,9.0,3.0,15.0,,18.0,10.0,8.0,12.0,31.0,2.0,,3.0,,3.0,3.0,9.0,5.0,4.0,4.0,10.0,73.0,1.0,7.0,1.0,5.0,29.0,,1.0,,1.0,5.0,59.0,20.0,46.0,60.0,1.0,1.0,132.0,2.0,12.0,3.0,2.0,17.0,79.0,,65.0,2.0,,14.0,110.0,3.0,6.0,10.0,5.0,8.0,0.0,,,1.0,,1.0,1.0,1.0,,2.0,,1.0,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Pacific FC,75axlpmk2hgiszj1ppavwuhyi,T. Marshall,Defender,2,6.0,1.0,5.0,4.0,26.0,3.0,46.0,,55.0,22.0,33.0,54.0,68.0,3.0,,4.0,,8.0,8.0,49.0,21.0,28.0,11.0,42.0,156.0,2.0,28.0,11.0,21.0,27.0,1.0,4.0,,,6.0,114.0,47.0,73.0,114.0,5.0,9.0,360.0,11.0,8.0,5.0,9.0,82.0,163.0,1.0,120.0,14.0,5.0,43.0,294.0,5.0,12.0,34.0,11.0,31.0,0.0,,,1.0,,2.0,4.0,2.0,,,,,,20.0,24.0,,,2.0,2.0,8.0,1.0,1.0,,5.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Pacific FC,a4vocop6icezy6ib6syi2ax9l,S. Melvin,Goalkeeper,55,3.0,,3.0,5.0,,,12.0,,3.0,,3.0,,46.0,,49.0,5.0,28.0,11.0,11.0,,,,,23.0,49.0,2.0,4.0,2.0,50.0,24.0,,5.0,,3.0,14.0,34.0,8.0,53.0,47.0,,,450.0,,8.0,,,33.0,93.0,,61.0,,,32.0,162.0,19.0,30.0,27.0,5.0,2.0,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,8.0,1.0,,2.0,2.0,19.0,13.0,5.0,5.0,3.0,,,,,,,,,,9.0,,,,,,,,,,2.0,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Pacific FC,21483wddquqry3x2k7spmk9as,J. Quintana,Defender,5,2.0,,2.0,1.0,,,2.0,,3.0,1.0,2.0,,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,7.0,,2.0,,2.0,5.0,,,,,,6.0,1.0,5.0,6.0,,,16.0,,2.0,1.0,,2.0,7.0,,6.0,,,1.0,10.0,1.0,1.0,,1.0,,0.0,,,,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
Canada_Canadian_Premier_League,2026,Pacific FC,71awudxo6hw3at7ipgqa61d04,M. Schiavoni,Midfielder,21,1.0,,1.0,1.0,3.0,1.0,1.0,,3.0,,3.0,2.0,6.0,,,1.0,,1.0,1.0,2.0,,2.0,,5.0,14.0,,1.0,,2.0,,,,,,,11.0,6.0,5.0,11.0,,,15.0,,,,2.0,4.0,14.0,,11.0,,,3.0,18.0,,1.0,3.0,,2.0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Pacific FC,857za1hip7i1tjjnxbdt1uwpg,Y. Toualy,Forward,64,2.0,2.0,,5.0,14.0,,29.0,,29.0,14.0,15.0,40.0,15.0,2.0,,5.0,,6.0,6.0,27.0,12.0,15.0,2.0,5.0,47.0,1.0,22.0,3.0,10.0,13.0,3.0,2.0,2.0,,1.0,36.0,26.0,13.0,35.0,2.0,5.0,212.0,8.0,2.0,2.0,4.0,31.0,47.0,4.0,36.0,7.0,6.0,11.0,98.0,,,11.0,3.0,11.0,0.0,,,1.0,,4.0,3.0,4.0,1.0,3.0,,3.0,,,,1.0,,3.0,3.0,4.0,,,1.0,4.0,3.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,1.0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Pacific FC,c6nhmjcmusbjpb617xm0xwv10,F. Tugwell,Defender,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Pacific FC,5813y28i9a86z3x6lu3bfvr4k,M. Vales,Midfielder,37,,,,1.0,2.0,,,,1.0,1.0,,1.0,1.0,,,1.0,,,,1.0,1.0,,,2.0,5.0,,,,,,,,,,,4.0,2.0,2.0,4.0,,,3.0,1.0,,,,2.0,5.0,,4.0,,,1.0,6.0,,,1.0,,1.0,0.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
