liga,temporada,equipo,id,nombre,posicion,dorsal,Penalty Goals Conceded,Goals Conceded,Games Played,Appearances,Index,Starts,Goals Conceded Inside Box,Time Played,Winning Goal,Yellow Cards,Substitute On,Substitute Off,Goals Conceded Outside Box,Rightside Passes,Successful Open Play Passes,Forward Passes,Touches,Goalkeeper Smother,Punches,Total Passes,Successful Passes Opposition Half,GK Successful Distribution,Leftside Passes,Saves Made from Outside Box,Unsuccessful Passes Own Half,Unsuccessful Passes Opposition Half,Successful Short Passes,Recoveries,Saves Made,Penalties Faced,Goal Kicks,Successful Long Passes,Total Losses Of Possession,Total Unsuccessful Passes ( Excl Crosses & Corners ),Open Play Passes,GK Unsuccessful Distribution,Saves Made from Inside Box,Total Clearances,Successful Launches,Total Successful Passes ( Excl Crosses & Corners ) ,Unsuccessful Long Passes,Unsuccessful Launches,Successful Passes Own Half,Saves made - parried,Tackles Lost,PutThrough/Blocked Distribution,Backward Passes,Total Fouls Won,Tackles Won,Duels,Blocked Shots,Unsuccessful Dribbles,Aerial Duels,Ground Duels lost,Corners Won,Aerial Duels lost,Times Tackled,Unsuccessful Crosses & Corners,PutThrough/Blocked Distribution Won,Total Fouls Conceded,Total Tackles,Ground Duels,Total Touches In Opposition Box,Aerial Duels won,Duels lost,Unsuccessful Crosses open play,Successful Dribbles,Unsuccessful Short Passes,Ground Duels won,Duels won,Successful Lay-offs,Total Shots,Shots Off Target (inc woodwork),Interceptions,Foul Attempted Tackle,Throw Ins to Own Player,Last Man Tackle,Throw Ins to Opposition Player,Blocks,Successful Crosses open play,Key Passes (Attempt Assists),Successful Crosses & Corners,Through balls,Assists (Intentional),Shots On Target ( inc goals ),Goal Assists,Goals,Goals from Inside Box,Offsides,Left Foot Goals,Home Goals,Away Goals,Handballs conceded,Penalties Conceded,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Corners into Box,Attempts from Set Pieces,Unsuccessful lay-offs,Catches,Clean Sheets,Headed Goals,Hit Woodwork,Right Foot Goals,Red Cards - 2nd Yellow,Total Red Cards,Goals from Outside Box,Second Goal Assists,Saves made - caught,Own Goal Scored,Penalties Taken,Penalty Goals,Foul Won Penalty,Drops,Clearances Off the Line,Set Pieces Goals,Straight Red Cards,Penalties Saved,Saves from Penalty,Overruns
USA_US_Open_Cup,2023,Lansdowne Yonkers FC,47ivgxz34ayz4nqimcmo6jwfd,C. Anet,Goalkeeper,1,2.0,4.0,2.0,2.0,10.0,2.0,4.0,180.0,0.0,,,,,14.0,17.0,22.0,68.0,,,45.0,6.0,22.0,9.0,,1.0,8.0,23.0,16.0,6.0,2.0,18.0,13.0,10.0,9.0,19.0,5.0,6.0,3.0,2.0,36.0,9.0,1.0,30.0,,,,,2.0,,2.0,,,,,,,,,,,,2.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,
USA_US_Open_Cup,2023,Lansdowne Yonkers FC,ebuv4s21dtzjpm0garqej4w0k,M. Danso,Defender,4,2.0,4.0,2.0,2.0,10.0,2.0,4.0,180.0,0.0,1.0,,,,33.0,68.0,29.0,110.0,,,84.0,18.0,,20.0,,8.0,3.0,66.0,7.0,,,,7.0,11.0,11.0,79.0,,,15.0,2.0,73.0,6.0,4.0,55.0,,,1.0,2.0,2.0,1.0,10.0,,,3.0,4.0,,2.0,,,1.0,4.0,1.0,7.0,,1.0,6.0,,,5.0,3.0,4.0,,,,2.0,2.0,,,,2.0,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Lansdowne Yonkers FC,123n4mtuaz840b14qm7bpl5w4,J. Devivo,Forward,9,2.0,4.0,2.0,2.0,10.0,2.0,4.0,180.0,1.0,1.0,,,,9.0,29.0,18.0,74.0,,,48.0,27.0,,7.0,,3.0,15.0,28.0,6.0,,,,3.0,25.0,17.0,46.0,,,2.0,,31.0,3.0,1.0,5.0,,,2.0,14.0,2.0,1.0,17.0,1.0,,9.0,4.0,,5.0,1.0,1.0,1.0,1.0,1.0,8.0,9.0,4.0,9.0,1.0,1.0,14.0,4.0,8.0,,3.0,,1.0,1.0,,,,,1.0,2.0,1.0,,,3.0,,2.0,2.0,,1.0,0.0,2.0,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,
USA_US_Open_Cup,2023,Lansdowne Yonkers FC,cug3882zpjcjwrs74cnbhizft,D. Dillon,Forward,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Lansdowne Yonkers FC,7rkbx0dcw8hxmd27a3307n310,J. Espinal,Forward,8,2.0,4.0,2.0,2.0,10.0,2.0,4.0,169.0,0.0,,,1.0,,22.0,79.0,18.0,116.0,,,95.0,47.0,,35.0,,3.0,12.0,77.0,11.0,,,,5.0,20.0,13.0,92.0,,,2.0,,82.0,4.0,1.0,36.0,,,1.0,20.0,2.0,1.0,9.0,,,2.0,4.0,,2.0,1.0,2.0,,2.0,1.0,7.0,3.0,,6.0,,,9.0,3.0,3.0,,4.0,2.0,,1.0,,,,,,1.0,1.0,1.0,,2.0,,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,
USA_US_Open_Cup,2023,Lansdowne Yonkers FC,dcu3ojabttm15qkg2675zex3o,Humbert Ferrer,Defender,5,2.0,4.0,2.0,2.0,10.0,2.0,4.0,180.0,0.0,,,,,21.0,87.0,53.0,127.0,,,103.0,36.0,,29.0,,7.0,7.0,78.0,6.0,,,,11.0,14.0,14.0,101.0,,,7.0,1.0,89.0,7.0,2.0,53.0,,1.0,,,4.0,2.0,16.0,,,5.0,3.0,,2.0,,,,2.0,3.0,11.0,,3.0,5.0,,1.0,7.0,8.0,11.0,,,,4.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Lansdowne Yonkers FC,13zymdfrk87h4gcs9b46npxqs,M. Keita,Goalkeeper,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Lansdowne Yonkers FC,bgp0u10unyme2egerm6jv07hl,M. Lynch,Midfielder,22,2.0,3.0,2.0,2.0,10.0,2.0,3.0,159.0,0.0,1.0,,2.0,,21.0,68.0,24.0,97.0,,,84.0,41.0,,29.0,,4.0,9.0,60.0,6.0,,,,12.0,15.0,12.0,80.0,,,3.0,3.0,72.0,3.0,2.0,31.0,,1.0,3.0,10.0,1.0,1.0,10.0,,,3.0,4.0,,3.0,,1.0,1.0,2.0,2.0,7.0,,,7.0,1.0,,9.0,3.0,3.0,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Lansdowne Yonkers FC,d7g7n1x6n62vd66hc9sezxzp,P. McCann,Midfielder,6,1.0,2.0,2.0,2.0,10.0,1.0,2.0,61.0,0.0,,1.0,1.0,,16.0,27.0,10.0,46.0,,,36.0,12.0,,6.0,,2.0,7.0,22.0,5.0,,,,5.0,12.0,9.0,36.0,,,,1.0,27.0,2.0,2.0,15.0,,2.0,1.0,4.0,,3.0,10.0,,,2.0,3.0,1.0,1.0,,,,2.0,5.0,8.0,1.0,1.0,4.0,,,7.0,5.0,6.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Lansdowne Yonkers FC,9xcmbpqvq7gcgyl15rcupwxxx,P. McVeigh,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Lansdowne Yonkers FC,6muvdouh6899lju5jpui3v85w,J. Mejía,Midfielder,24,,,1.0,1.0,10.0,,,5.0,0.0,,1.0,,,5.0,9.0,3.0,12.0,,,10.0,5.0,,1.0,,,1.0,8.0,1.0,,,,1.0,1.0,1.0,10.0,,,1.0,,9.0,,,4.0,,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Lansdowne Yonkers FC,5q4iuo6y4xmp5wevfikr5zxn8,Y. Mikaheel,Midfielder,17,1.0,3.0,2.0,2.0,10.0,1.0,3.0,126.0,0.0,,1.0,,,2.0,30.0,25.0,73.0,,,47.0,12.0,,14.0,,6.0,12.0,25.0,9.0,,,,6.0,26.0,16.0,46.0,,,1.0,1.0,31.0,4.0,1.0,20.0,,2.0,5.0,6.0,,2.0,8.0,,2.0,,4.0,,,3.0,2.0,1.0,1.0,4.0,8.0,,,4.0,2.0,,12.0,4.0,4.0,,,,,1.0,5.0,,3.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Lansdowne Yonkers FC,1kupalkb3srsf4n0b63asupuy,J. Mulhare,Defender,12,,1.0,1.0,1.0,10.0,1.0,1.0,45.0,0.0,,,1.0,,,3.0,1.0,18.0,,,3.0,3.0,,2.0,,,,3.0,1.0,,,,,1.0,,3.0,,,2.0,,3.0,,,,,,,,,4.0,7.0,,,1.0,1.0,,,,,,,4.0,6.0,,1.0,1.0,,1.0,,5.0,6.0,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Lansdowne Yonkers FC,djrct4w7u48ths3vja8sdyt3p,S. Mullings,Forward,25,1.0,2.0,2.0,2.0,10.0,,2.0,94.0,0.0,,2.0,,,8.0,18.0,8.0,44.0,,,30.0,14.0,,5.0,,1.0,8.0,20.0,4.0,,,,1.0,17.0,9.0,27.0,,,,,21.0,1.0,,7.0,,,,9.0,,,15.0,,1.0,7.0,6.0,1.0,3.0,3.0,,,3.0,,8.0,5.0,4.0,9.0,,2.0,8.0,2.0,6.0,,3.0,2.0,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
