liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Games Played,Index,Substitute On,Time Played,Winning Goal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Assists (Intentional),Backward Passes,Blocks,Carries,Corners Taken (incl short corners),Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Goal Assists,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Off Target (inc woodwork),Starts,Substitute Off,Successful Corners into Box,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Opposition Player,Throw Ins to Own Player,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Clean Sheets,Goals,Goals Openplay,Goals from Inside Box,Headed Goals,Overruns,Shots On Target ( inc goals ),Successful Launches,Through balls,Total Big Chances Scored,Home Goals,Away Goals,Blocked Shots,Goals from Outside Box,Handballs conceded,Hit Woodwork,Left Foot Goals,Offsides,Penalties Taken,Penalty Goals,Right Foot Goals,Successful Lay-offs,Unsuccessful lay-offs,Catches,Drops,GK Successful Distribution,GK Unsuccessful Distribution,Goal Kicks,Goalkeeper Smother,Last Player Tackle,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Second Goal Assists,Attempts from Set Pieces,Set Pieces Goals,Penalties Conceded,Clearances Off the Line,Straight Red Cards,Total Big Chances Saved,Total Red Cards,Other Goals,Red Cards - 2nd Yellow,Foul Won Penalty,Crosses not Claimed,Direct Setpiece Goals,Penalties Off Target,Own Goal Scored,Penalties Saved,Saves from Penalty
USA_USL_Championship,2025,Hartford Athletic,8qqehla9xvhut6uua4a0zcju2,S. Anderson,Defender,2,29.0,29.0,10.0,1.0,2541.0,0.0,33.0,18.0,15.0,3.0,225.0,6.0,303.0,57.0,25.0,246.0,113.0,133.0,135.0,360.0,27.0,5.0,33.0,28.0,5.0,213.0,95.0,118.0,26.0,41.0,294.0,872.0,1.0,160.0,64.0,31.0,85.0,66.0,6.0,28.0,2.0,14.0,31.0,11.0,17.0,40.0,668.0,409.0,334.0,672.0,21.0,46.0,87.0,205.0,25.0,2.0,1.0,78.0,41.0,35.0,467.0,945.0,8.0,712.0,67.0,41.0,233.0,1749.0,36.0,86.0,32.0,15.0,48.0,104.0,261.0,58.0,129.0,4.0,10.0,2.0,1.0,2.0,,,2.0,6.0,1.0,1.0,1.0,1.0,11.0,,,,,4.0,,,2.0,6.0,,,,,,,,,,,,,,,,1.0,3.0,,1.0,,,,,,,1.0,,,,,,
USA_USL_Championship,2025,Hartford Athletic,dg5dg94rk3iguuwa55ca9or8p,H. Barry,Forward,92,8.0,8.0,10.0,6.0,223.0,0.0,7.0,5.0,2.0,2.0,28.0,,14.0,,,17.0,11.0,6.0,39.0,23.0,,3.0,1.0,1.0,,10.0,6.0,4.0,1.0,3.0,18.0,87.0,,6.0,4.0,1.0,6.0,19.0,2.0,2.0,2.0,,,,3.0,3.0,67.0,44.0,24.0,65.0,,,,,4.0,1.0,1.0,1.0,1.0,1.0,31.0,88.0,3.0,68.0,,4.0,20.0,114.0,,,,3.0,,,16.0,4.0,20.0,,,,,,,,1.0,,2.0,,,,2.0,,,,,,,,,9.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Hartford Athletic,b7pzjfl5fuvivmc2x9defzfmx,D. Beckford,Forward,7,14.0,14.0,10.0,9.0,605.0,1.0,9.0,9.0,,,34.0,1.0,81.0,,5.0,76.0,49.0,27.0,,31.0,7.0,,12.0,10.0,2.0,67.0,40.0,27.0,4.0,2.0,19.0,117.0,,42.0,9.0,4.0,31.0,36.0,2.0,5.0,5.0,,,,9.0,2.0,88.0,56.0,35.0,89.0,2.0,7.0,1.0,3.0,24.0,,,6.0,11.0,9.0,84.0,120.0,8.0,91.0,9.0,18.0,29.0,243.0,,9.0,9.0,14.0,5.0,6.0,32.0,6.0,23.0,3.0,,1.0,1.0,1.0,,5.0,6.0,,2.0,,1.0,0.0,5.0,,,,,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,
USA_USL_Championship,2025,Hartford Athletic,a9w6952jyw6x83gxp94zs8ro4,J. Belluz,Defender,33,3.0,3.0,10.0,1.0,211.0,0.0,6.0,1.0,5.0,,3.0,1.0,18.0,,1.0,17.0,6.0,11.0,5.0,29.0,3.0,,1.0,1.0,,11.0,5.0,6.0,3.0,1.0,22.0,59.0,,7.0,1.0,,6.0,8.0,,2.0,,,,,,7.0,42.0,19.0,26.0,38.0,,4.0,,,,,,15.0,5.0,2.0,17.0,62.0,1.0,45.0,4.0,3.0,17.0,91.0,,,,,10.0,12.0,11.0,6.0,5.0,2.0,1.0,1.0,,1.0,1.0,,1.0,3.0,,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Hartford Athletic,dtb9aa7wp7e73bm367myma1n9,J. Berner,Goalkeeper,13,4.0,4.0,10.0,1.0,315.0,0.0,,,,,,,5.0,,,,,,,55.0,,,3.0,3.0,,,,,,,17.0,22.0,,1.0,,,24.0,19.0,,3.0,,,,,,10.0,13.0,6.0,41.0,37.0,,,,,,,,7.0,,,45.0,91.0,,47.0,,,44.0,132.0,,,,,14.0,44.0,40.0,4.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,45.0,22.0,51.0,,,,3.0,15.0,11.0,4.0,2.0,2.0,,,,,,,4.0,,,,,,,,,,
USA_USL_Championship,2025,Hartford Athletic,7i9qesz7fugndupldntvshwd0,S. Careaga,Midfielder,10,26.0,26.0,10.0,10.0,1566.0,1.0,19.0,10.0,9.0,2.0,186.0,1.0,215.0,13.0,7.0,120.0,63.0,57.0,91.0,185.0,7.0,2.0,25.0,22.0,3.0,101.0,53.0,48.0,12.0,21.0,161.0,633.0,1.0,86.0,23.0,8.0,69.0,135.0,19.0,16.0,9.0,2.0,8.0,6.0,10.0,40.0,526.0,332.0,235.0,519.0,12.0,11.0,2.0,5.0,25.0,5.0,3.0,6.0,15.0,15.0,206.0,667.0,29.0,559.0,23.0,33.0,108.0,919.0,7.0,22.0,8.0,14.0,13.0,30.0,99.0,31.0,78.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,10.0,5.0,2.0,1.0,1.0,1.0,12.0,,1.0,2.0,,,,,1.0,16.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Hartford Athletic,8ecb1shzu9migh6lv1bnku8es,J. DiCarlo,Goalkeeper,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Hartford Athletic,9izknjlz6zunwjpo4u94q855g,M. Dieng,Forward,9,19.0,19.0,10.0,1.0,1582.0,4.0,122.0,77.0,45.0,2.0,72.0,2.0,130.0,,10.0,247.0,146.0,101.0,,55.0,13.0,2.0,20.0,16.0,4.0,125.0,69.0,56.0,6.0,13.0,57.0,220.0,1.0,79.0,29.0,13.0,38.0,40.0,19.0,18.0,6.0,,,,14.0,2.0,144.0,103.0,45.0,146.0,6.0,4.0,1.0,1.0,34.0,3.0,11.0,11.0,29.0,33.0,181.0,224.0,37.0,148.0,10.0,78.0,76.0,496.0,,13.0,13.0,14.0,3.0,6.0,76.0,13.0,70.0,7.0,3.0,9.0,7.0,9.0,1.0,5.0,18.0,,1.0,7.0,5.0,4.0,8.0,,1.0,2.0,1.0,16.0,2.0,2.0,6.0,12.0,6.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,
USA_USL_Championship,2025,Hartford Athletic,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,Defender,30,23.0,23.0,10.0,4.0,1585.0,1.0,98.0,30.0,68.0,,28.0,15.0,234.0,,4.0,205.0,79.0,126.0,13.0,410.0,15.0,,20.0,15.0,5.0,107.0,49.0,58.0,18.0,6.0,244.0,712.0,1.0,141.0,20.0,7.0,63.0,63.0,3.0,19.0,6.0,,5.0,5.0,8.0,92.0,489.0,181.0,338.0,422.0,6.0,26.0,1.0,6.0,5.0,,,146.0,35.0,18.0,273.0,745.0,5.0,514.0,32.0,14.0,231.0,1077.0,,14.0,14.0,3.0,65.0,140.0,183.0,62.0,91.0,4.0,5.0,2.0,,2.0,2.0,,2.0,19.0,,2.0,1.0,1.0,2.0,,2.0,,,2.0,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,
USA_USL_Championship,2025,Hartford Athletic,9qhpi9y9iujvkbocafhgrj04q,C. Duke,Midfielder,20,1.0,1.0,10.0,,45.0,0.0,1.0,1.0,,,1.0,,10.0,,,5.0,3.0,2.0,5.0,3.0,1.0,,,,,4.0,2.0,2.0,,,,9.0,,5.0,,,3.0,5.0,,1.0,1.0,,,,1.0,,7.0,2.0,5.0,7.0,,,2.0,4.0,1.0,,,,1.0,1.0,6.0,9.0,,7.0,,,2.0,20.0,,1.0,1.0,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
