liga,temporada,equipo,id,nombre,posicion,dorsal,PutThrough/Blocked Distribution Won,Unsuccessful Dribbles,Times Tackled,Successful Launches,Open Play Passes,Backward Passes,Total Passes,Aerial Duels lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Aerial Duels,Successful Open Play Passes,Tackles Won,Goals from Inside Box,Yellow Cards,Ground Duels won,Throw Ins to Opposition Player,Corners Won,Total Fouls Conceded,Goal Assists,Games Played,Through balls,Unsuccessful Crosses open play,Successful Crosses open play,Assists (Intentional),Successful Passes Own Half,Substitute Off,Unsuccessful Passes Opposition Half,Total Losses Of Possession,Foul Attempted Tackle,Duels lost,Unsuccessful Long Passes,Time Played,Total Touches In Opposition Box,Rightside Passes,Total Shots,PutThrough/Blocked Distribution,Appearances,Total Fouls Won,Total Successful Passes ( Excl Crosses & Corners ) ,Shots On Target ( inc goals ),Right Foot Goals,Aerial Duels won,Ground Duels,Key Passes (Attempt Assists),Leftside Passes,Touches,Throw Ins to Own Player,Blocks,Interceptions,Duels,Duels won,Successful Crosses & Corners,Clean Sheets,Unsuccessful Crosses & Corners,Successful Short Passes,Goals Conceded Inside Box,Ground Duels lost,Goals Conceded,Goals Conceded Outside Box,Offsides,Successful Long Passes,Unsuccessful Launches,Total Clearances,Forward Passes,Goals,Successful Passes Opposition Half,Shots Off Target (inc woodwork),Unsuccessful Short Passes,Unsuccessful Passes Own Half,Overruns,Total Tackles,Starts,Substitute On,Handballs conceded,Recoveries,Tackles Lost,Successful Dribbles,Index,Home Goals,Away Goals,Winning Goal,Corners Taken (incl short corners),Successful Lay-offs,Successful Corners into Box,Blocked Shots,Headed Goals,Unsuccessful lay-offs,Left Foot Goals,Unsuccessful Corners into Box,Set Pieces Goals,Goals from Outside Box,Attempts from Set Pieces,Penalties Taken,Hit Woodwork,Penalty Goals,Straight Red Cards,Penalties Conceded,Total Red Cards,GK Successful Distribution,Goal Kicks,Foul Won Penalty,Penalties Faced,Saves Made from Inside Box,Catches,Penalties Saved,Saves Made,Goalkeeper Smother,Saves Made from Outside Box,Saves made - parried,Saves made - caught,Saves from Penalty,Punches,Drops,GK Unsuccessful Distribution,Own Goal Scored,Clearances Off the Line,Last Man Tackle,Second Goal Assists,Penalty Goals Conceded,Other Goals,Penalties Off Target,Red Cards - 2nd Yellow,Last Player Tackle,Crosses not Claimed
Canada_Canadian_Premier_League,2023,Valour FC,98ajoa650l9wzwuur2ibzo6ad,A. Baquero,Midfielder,2,10.0,11.0,19.0,8.0,1182.0,139.0,1201.0,20.0,207.0,37.0,976.0,29.0,,3.0,74.0,41.0,12.0,22.0,,26.0,2.0,49.0,16.0,,453.0,2.0,206.0,345.0,14.0,89.0,62.0,1839.0,15.0,120.0,9.0,36.0,26.0,11.0,994.0,2.0,,17.0,143.0,19.0,469.0,1702.0,151.0,7.0,23.0,180.0,91.0,17.0,4.0,49.0,870.0,27.0,69.0,30.0,3.0,2.0,124.0,18.0,37.0,473.0,,558.0,7.0,145.0,50.0,4.0,46.0,18.0,8.0,,130.0,17.0,17.0,10.0,,,0.0,1.0,4.0,1.0,8.0,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,
Canada_Canadian_Premier_League,2023,Valour FC,bewzox1rnh1n28tkj5k0rmrqh,D. Campbell,Midfielder,6,31.0,13.0,25.0,6.0,1025.0,167.0,1061.0,19.0,199.0,56.0,827.0,42.0,1.0,9.0,129.0,19.0,11.0,40.0,1.0,25.0,1.0,10.0,7.0,1.0,430.0,4.0,164.0,286.0,23.0,100.0,78.0,2165.0,27.0,252.0,8.0,47.0,25.0,50.0,862.0,3.0,,37.0,210.0,12.0,238.0,1527.0,66.0,6.0,42.0,266.0,166.0,7.0,6.0,10.0,808.0,27.0,81.0,30.0,3.0,,54.0,24.0,46.0,404.0,1.0,439.0,5.0,121.0,45.0,2.0,64.0,25.0,,3.0,141.0,22.0,16.0,10.0,0.0,1.0,0.0,,4.0,,2.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,
Canada_Canadian_Premier_League,2023,Valour FC,6twhs1y8bihm7vc9dib8hgezt,K. Çela,Defender,18,10.0,,,7.0,933.0,46.0,969.0,31.0,157.0,80.0,779.0,15.0,2.0,3.0,32.0,,3.0,18.0,1.0,23.0,1.0,2.0,,1.0,613.0,1.0,104.0,166.0,3.0,56.0,83.0,1712.0,26.0,275.0,12.0,13.0,23.0,9.0,812.0,2.0,,49.0,57.0,4.0,319.0,1171.0,1.0,18.0,17.0,137.0,81.0,,4.0,2.0,754.0,26.0,25.0,29.0,3.0,2.0,58.0,22.0,81.0,329.0,2.0,199.0,10.0,74.0,55.0,1.0,22.0,18.0,5.0,,77.0,7.0,1.0,10.0,1.0,1.0,0.0,,,,1.0,2.0,,,,,,1.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2023,Valour FC,4hbto3y625izwzz9qcmrzidxw,M. Chandler,Defender,15,,,,,3.0,1.0,3.0,,1.0,,2.0,,,,,,,,,1.0,,,,,2.0,,1.0,1.0,,,1.0,7.0,,,,,1.0,,2.0,,,,,,1.0,4.0,,1.0,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2023,Valour FC,16q3kpp7uxqjn9993xd5woauh,D. Gutiérrez,Midfielder,8,25.0,32.0,50.0,1.0,1352.0,309.0,1415.0,8.0,195.0,28.0,1168.0,30.0,3.0,7.0,87.0,,12.0,30.0,1.0,25.0,1.0,13.0,7.0,1.0,545.0,7.0,213.0,354.0,14.0,121.0,30.0,2113.0,43.0,420.0,21.0,65.0,25.0,20.0,1220.0,8.0,3.0,20.0,200.0,47.0,354.0,1847.0,12.0,2.0,23.0,228.0,107.0,35.0,4.0,63.0,1115.0,29.0,113.0,32.0,3.0,,105.0,6.0,10.0,332.0,4.0,710.0,13.0,165.0,45.0,,40.0,25.0,,,167.0,10.0,29.0,10.0,3.0,1.0,2.0,61.0,31.0,19.0,5.0,1.0,1.0,,36.0,,1.0,7.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
Canada_Canadian_Premier_League,2023,Valour FC,7whdjeubz6xgvlxtl91z93idx,J. Haynes,Defender,3,2.0,5.0,10.0,7.0,520.0,73.0,535.0,4.0,94.0,25.0,426.0,28.0,,3.0,48.0,14.0,1.0,11.0,,14.0,1.0,16.0,6.0,,237.0,6.0,77.0,145.0,10.0,36.0,28.0,902.0,3.0,203.0,2.0,17.0,14.0,11.0,441.0,,,21.0,80.0,5.0,43.0,773.0,70.0,2.0,11.0,105.0,69.0,6.0,1.0,16.0,395.0,14.0,32.0,16.0,2.0,,46.0,6.0,25.0,216.0,,210.0,2.0,66.0,33.0,,35.0,11.0,3.0,,55.0,7.0,3.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2023,Valour FC,67fy9x1qhnciesic109hziesq,E. Ince,Goalkeeper,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2023,Valour FC,etxxyk4izi97gchj7fo58ogd1,A. Jean-Baptiste,Defender,35,,,,1.0,268.0,9.0,282.0,13.0,48.0,22.0,221.0,3.0,,,9.0,,1.0,1.0,,9.0,,,,,161.0,3.0,36.0,52.0,1.0,14.0,27.0,487.0,3.0,65.0,3.0,1.0,9.0,2.0,234.0,1.0,,9.0,10.0,,103.0,336.0,,5.0,1.0,32.0,18.0,,,,209.0,6.0,1.0,7.0,1.0,1.0,25.0,9.0,24.0,105.0,,73.0,2.0,21.0,12.0,,7.0,6.0,3.0,,23.0,4.0,,10.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,
Canada_Canadian_Premier_League,2023,Valour FC,du16rzy922ad0nl30zegg7wx6,D. Murasiranwa,Goalkeeper,0,,,,,31.0,,50.0,1.0,11.0,2.0,21.0,,,,1.0,,,,,2.0,,,,,35.0,,8.0,11.0,,1.0,11.0,180.0,,18.0,,,2.0,1.0,39.0,,,1.0,1.0,,8.0,78.0,,,,3.0,2.0,,,,33.0,3.0,,3.0,,,6.0,5.0,2.0,24.0,,4.0,,,3.0,,,2.0,,,13.0,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,26.0,14.0,,,8.0,2.0,,9.0,1.0,,2.0,,,1.0,,1.0,,,,,,,,,,
Canada_Canadian_Premier_League,2023,Valour FC,6pykfzny3p5wan8bgzd41fh90,E. Mzoughi,Defender,19,5.0,11.0,13.0,1.0,233.0,49.0,239.0,4.0,53.0,13.0,180.0,9.0,,3.0,38.0,9.0,4.0,12.0,,14.0,,9.0,4.0,,96.0,4.0,41.0,102.0,6.0,37.0,17.0,516.0,5.0,33.0,1.0,12.0,14.0,10.0,186.0,,,9.0,71.0,2.0,68.0,421.0,53.0,1.0,9.0,84.0,47.0,4.0,1.0,9.0,174.0,7.0,33.0,9.0,2.0,,12.0,10.0,9.0,89.0,,94.0,1.0,36.0,21.0,4.0,16.0,5.0,9.0,1.0,35.0,7.0,12.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
