liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Successful Lay-offs,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Offsides,GK Successful Distribution,Successful Launches,Successful Corners into Box,Corners Taken (incl short corners),Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Attempts from Set Pieces,Assists (Intentional),Goal Assists,Saves Made,Crosses not Claimed,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Right Foot Goals,Clearances Off the Line,Goals from Inside Box,Left Foot Goals,Headed Goals,Penalties Taken,Penalty Goals,Foul Won Penalty,Goals from Outside Box,Penalties Conceded,Last Man Tackle,Own Goal Scored,Set Pieces Goals,Penalties Faced,Penalties Off Target,Penalties Saved,Saves from Penalty,Fifty Fifty,Drops
Mexico_Liga_MX,2014-2015,Club Santos Laguna,apsv0c0r1zc7q3bjqex8033kl,J. Abella,Defender,2.0,23.0,,7.0,,,,,,36.0,2070.0,173.0,6.0,560.0,3.0,62.0,13.0,238.0,35.0,70.0,12.0,5.0,2.0,25.0,327.0,173.0,66.0,99.0,567.0,32.0,3.0,352.0,23.0,5.0,169.0,21.0,14.0,177.0,1.0,97.0,94.0,23.0,23.0,28.0,1166.0,23.0,23.0,3.0,152.0,311.0,,10.0,115.0,,46.0,13.0,18.0,30.0,9.0,207.0,74.0,25.0,36.0,67.0,173.0,391.0,398.0,55.0,8.0,,,57.0,92.0,9.0,55.0,85.0,,1.0,4.0,,,,,,,2.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2014-2015,Club Santos Laguna,93oc9ezl3ybfsei0z4xgkjo45,O. Alanís,Defender,2.0,13.0,,1.0,,,,,,1.0,1170.0,3.0,3.0,397.0,4.0,31.0,,105.0,28.0,63.0,,5.0,1.0,14.0,117.0,202.0,18.0,47.0,417.0,3.0,,261.0,12.0,9.0,110.0,121.0,4.0,74.0,3.0,1.0,56.0,13.0,8.0,37.0,598.0,13.0,2.0,6.0,28.0,204.0,,10.0,58.0,4.0,46.0,,4.0,38.0,1.0,80.0,89.0,13.0,1.0,8.0,61.0,295.0,307.0,52.0,4.0,,,16.0,22.0,2.0,31.0,20.0,,,5.0,,,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2014-2015,Club Santos Laguna,bd9ov8z9402i9cceuu4dv4nv9,A. Aldrete,Defender,16.0,21.0,1.0,4.0,1.0,,1.0,,2.0,25.0,1855.0,135.0,1.0,479.0,7.0,65.0,43.0,236.0,30.0,69.0,17.0,8.0,2.0,16.0,296.0,163.0,51.0,75.0,500.0,27.0,1.0,322.0,19.0,12.0,144.0,153.0,25.0,162.0,1.0,73.0,77.0,21.0,30.0,39.0,1073.0,21.0,17.0,6.0,119.0,265.0,,10.0,86.0,4.0,34.0,17.0,14.0,20.0,6.0,155.0,68.0,21.0,57.0,53.0,17.0,345.0,356.0,36.0,7.0,,1.0,41.0,69.0,10.0,45.0,66.0,1.0,,12.0,19.0,33.0,13.0,,1.0,4.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,
Mexico_Liga_MX,2014-2015,Club Santos Laguna,c2sm93wtigxc9gl3ayobtucph,N. Araújo,Defender,14.0,12.0,,2.0,,,,,,,1080.0,1.0,,270.0,2.0,17.0,,63.0,17.0,27.0,4.0,3.0,1.0,15.0,61.0,165.0,19.0,29.0,284.0,14.0,,199.0,13.0,4.0,56.0,100.0,1.0,42.0,,,32.0,12.0,6.0,14.0,465.0,12.0,6.0,5.0,35.0,121.0,,10.0,53.0,1.0,29.0,,8.0,27.0,,77.0,93.0,14.0,,9.0,46.0,217.0,228.0,42.0,5.0,,,18.0,24.0,1.0,33.0,26.0,,,4.0,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,
Mexico_Liga_MX,2014-2015,Club Santos Laguna,3sdywftwcj3sitdj7k4qhoamt,N. Calderón,Midfielder,11.0,22.0,7.0,4.0,,,,1.0,7.0,34.0,1789.0,3.0,10.0,422.0,13.0,78.0,34.0,283.0,6.0,39.0,17.0,14.0,1.0,17.0,252.0,82.0,26.0,73.0,443.0,35.0,14.0,288.0,20.0,31.0,112.0,93.0,34.0,172.0,7.0,1.0,86.0,21.0,23.0,9.0,776.0,22.0,23.0,2.0,153.0,159.0,2.0,10.0,68.0,17.0,43.0,10.0,23.0,7.0,14.0,177.0,8.0,21.0,69.0,92.0,113.0,323.0,331.0,24.0,6.0,3.0,5.0,24.0,109.0,2.0,11.0,61.0,2.0,,1.0,23.0,49.0,24.0,1.0,2.0,7.0,5.0,5.0,,,,,,,,,,,6.0,,5.0,1.0,,3.0,3.0,,2.0,,,,,,,,,,
Mexico_Liga_MX,2014-2015,Club Santos Laguna,4vylwtfh07waiclgvgcjzqms5,S. Ceballos,Defender,6.0,12.0,,1.0,,,,12.0,,1.0,168.0,,3.0,60.0,,11.0,1.0,26.0,,4.0,3.0,1.0,,3.0,14.0,25.0,6.0,7.0,61.0,3.0,1.0,46.0,2.0,1.0,11.0,15.0,2.0,10.0,,,10.0,,4.0,2.0,89.0,12.0,3.0,,16.0,17.0,,10.0,15.0,,4.0,1.0,3.0,5.0,1.0,24.0,6.0,2.0,1.0,6.0,18.0,49.0,50.0,8.0,,,,6.0,9.0,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2014-2015,Club Santos Laguna,8dw29j8k2379f7hvij6mna4lx,A. Escoboza,Forward,17.0,16.0,1.0,,,,,10.0,6.0,21.0,715.0,11.0,1.0,157.0,5.0,53.0,11.0,91.0,3.0,20.0,6.0,5.0,1.0,7.0,110.0,40.0,13.0,24.0,164.0,8.0,4.0,111.0,10.0,7.0,44.0,47.0,9.0,67.0,7.0,4.0,30.0,6.0,7.0,4.0,324.0,16.0,5.0,1.0,68.0,55.0,,10.0,44.0,2.0,9.0,7.0,19.0,9.0,10.0,84.0,2.0,11.0,27.0,33.0,9.0,117.0,120.0,16.0,,,,13.0,40.0,,4.0,35.0,,,1.0,3.0,9.0,6.0,,1.0,3.0,2.0,2.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2014-2015,Club Santos Laguna,bhwagnl1p75z1lykaozgju7kl,R. Figueroa,Defender,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2014-2015,Club Santos Laguna,8bs1wshsk83fdlqsdr6uvs639,D. González,Midfielder,8.0,22.0,6.0,8.0,,,,,5.0,15.0,1930.0,3.0,20.0,694.0,10.0,81.0,5.0,343.0,9.0,39.0,30.0,19.0,2.0,46.0,268.0,192.0,35.0,134.0,703.0,41.0,10.0,491.0,23.0,31.0,173.0,186.0,29.0,153.0,18.0,1.0,121.0,22.0,43.0,36.0,1021.0,22.0,29.0,3.0,172.0,235.0,,10.0,108.0,12.0,39.0,5.0,37.0,31.0,12.0,249.0,14.0,25.0,16.0,95.0,201.0,524.0,530.0,77.0,6.0,4.0,,29.0,141.0,6.0,21.0,77.0,2.0,,2.0,,2.0,1.0,,2.0,,1.0,1.0,,,,,,,,,,,1.0,,5.0,1.0,4.0,,,,1.0,,,,,,,,,,
Mexico_Liga_MX,2014-2015,Club Santos Laguna,d97w83jxuf5xhyeb9oiy375xx,J. González,Goalkeeper,32.0,1.0,,,,,,,,,90.0,,,7.0,,,,3.0,5.0,9.0,,,,,10.0,8.0,,,20.0,,,4.0,,,9.0,3.0,1.0,8.0,,,6.0,1.0,,1.0,28.0,1.0,,,,15.0,,10.0,1.0,,7.0,,,1.0,,1.0,2.0,,,,2.0,4.0,11.0,1.0,1.0,,,,,,,,,4.0,4.0,,,,,,,,,4.0,,2.0,,,1.0,1.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,
