root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Unsuccessful Passes Own Half,Ground Duels won,Foul Attempted Tackle,Throw Ins to Opposition Player,Appearances,Index,Total Passes,Unsuccessful Crosses & Corners,Key Passes (Attempt Assists),Total Unsuccessful Passes ( Excl Crosses & Corners ),Blocked Shots,Total Tackles,Tackles Lost,Duels,PutThrough/Blocked Distribution,Duels won,Backward Passes,Unsuccessful Passes Opposition Half,Successful Open Play Passes,Tackles Won,Aerial Duels won,Unsuccessful Short Passes,Rightside Passes,Offsides,Time Played,Total Touches In Opposition Box,Aerial Duels lost,Total Losses Of Possession,Successful Short Passes,Open Play Passes,Total Fouls Conceded,Times Tackled,Corners Won,Unsuccessful Crosses open play,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Passes Opposition Half,Forward Passes,Successful Long Passes,Aerial Duels,Duels lost,Touches,Successful Passes Own Half,Clean Sheets,Blocks,Throw Ins to Own Player,Ground Duels,PutThrough/Blocked Distribution Won,Total Fouls Won,Leftside Passes,Unsuccessful Long Passes,Total Clearances,Starts,Recoveries,Ground Duels lost,Assists (Intentional),Goal Assists,Goals Conceded Inside Box,Goals Conceded,Unsuccessful Dribbles,Interceptions,Winning Goal,Saves Made from Inside Box,Catches,Saves Made,Saves Made from Outside Box,Successful Dribbles,Saves made - parried,Goal Kicks,GK Successful Distribution,GK Unsuccessful Distribution,Successful Launches,Unsuccessful Launches,Total Shots,Handballs conceded,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Unsuccessful lay-offs,Successful Crosses & Corners,Successful Crosses open play,Left Foot Goals,Goals from Inside Box,Home Goals,Away Goals,Through balls,Successful Lay-offs,Right Foot Goals,Successful Corners into Box,Foul Won Penalty,Penalties Taken,Attempts from Set Pieces,Penalty Goals,Unsuccessful Corners into Box,Corners Taken (incl short corners),Clearances Off the Line,Penalties Off Target,Headed Goals,Goalkeeper Smother,Saves made - caught,Second Goal Assists,Hit Woodwork,Goals Conceded Outside Box,Penalty Goals Conceded,Penalties Conceded,Penalties Faced,Punches,Drops,Goals from Outside Box,Own Goal Scored,Set Pieces Goals,Penalties Saved,Saves from Penalty,Last Man Tackle
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2022-2023,Grenada,Grenada,4xl7yxqtxeq66f8fw1y76i6ay,S. Abraham,Midfielder,0.0,2.0,,1.0,,,,2.0,,,2.0,1.0,,2.0,10.0,12.0,,,3.0,,2.0,2.0,4.0,,3.0,2.0,3.0,9.0,,1.0,3.0,3.0,,29.0,,,3.0,7.0,12.0,1.0,,,,9.0,7.0,7.0,2.0,1.0,1.0,16.0,2.0,,,,3.0,,,,,,,1.0,1.0,,,1.0,1.0,,,0.0,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2022-2023,Grenada,Grenada,76wue6w9csapgdoavnocvrc2d,J. Belfon,Goalkeeper,0.0,3.0,,,,,,,,8.0,,,,3.0,10.0,98.0,,,42.0,,,,3.0,,2.0,,34.0,35.0,,2.0,,17.0,,270.0,,1.0,44.0,32.0,57.0,,,,,56.0,12.0,66.0,24.0,3.0,1.0,141.0,44.0,,,,,,1.0,15.0,42.0,1.0,3.0,31.0,,,,13.0,14.0,,,0.0,10.0,4.0,13.0,3.0,,2.0,22.0,32.0,9.0,7.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,3.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2022-2023,Grenada,Grenada,5ulmvt2y2v42prk4kdadcdyp5,K. Belmar,Forward,0.0,3.0,,,,,,1.0,1.0,4.0,6.0,1.0,,3.0,10.0,41.0,2.0,,9.0,1.0,1.0,1.0,21.0,2.0,11.0,16.0,7.0,30.0,,5.0,9.0,15.0,,188.0,4.0,2.0,22.0,31.0,39.0,1.0,6.0,1.0,1.0,32.0,20.0,5.0,1.0,7.0,10.0,72.0,13.0,,,1.0,14.0,2.0,3.0,5.0,,1.0,2.0,4.0,8.0,,,9.0,9.0,3.0,,0.0,,,,,3.0,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2022-2023,Grenada,Grenada,1qgtx5es7s1lwfhcruy6c26p6,J. Berkeley-Agyepong,Forward,0.0,4.0,1.0,,,,,,2.0,3.0,12.0,1.0,,4.0,10.0,85.0,1.0,,21.0,2.0,2.0,,36.0,5.0,16.0,28.0,19.0,53.0,2.0,4.0,17.0,12.0,1.0,305.0,8.0,5.0,43.0,63.0,74.0,3.0,7.0,1.0,1.0,64.0,33.0,23.0,1.0,9.0,20.0,139.0,31.0,,,,27.0,4.0,5.0,22.0,4.0,,4.0,16.0,15.0,1.0,1.0,14.0,14.0,5.0,3.0,0.0,,,,,5.0,,,,,,1.0,6.0,,3.0,3.0,,,,,1.0,1.0,0.0,,1.0,1.0,,,,1.0,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2022-2023,Grenada,Grenada,8x8d7r505ghqu6sysoyrs6jmx,L. Braveboy,Midfielder,0.0,2.0,,1.0,,,,2.0,,,2.0,,,2.0,10.0,13.0,,2.0,5.0,,,,9.0,,2.0,,5.0,8.0,,,5.0,4.0,,37.0,,4.0,7.0,8.0,13.0,1.0,1.0,,,8.0,5.0,7.0,,4.0,7.0,19.0,3.0,,,,5.0,,1.0,2.0,,1.0,,1.0,3.0,,,2.0,2.0,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2022-2023,Grenada,Grenada,bzqbpt01doqirtkcd2vzl0pka,A. Charles,Midfielder,0.0,3.0,,2.0,,,,,,7.0,16.0,2.0,,3.0,10.0,99.0,2.0,5.0,20.0,,4.0,3.0,26.0,,19.0,19.0,15.0,75.0,1.0,3.0,11.0,26.0,,270.0,,,26.0,71.0,93.0,3.0,3.0,1.0,,79.0,28.0,35.0,8.0,3.0,7.0,134.0,54.0,,2.0,,23.0,,8.0,19.0,9.0,1.0,3.0,13.0,7.0,,,10.0,10.0,,,0.0,,,,,4.0,,,,,,4.0,1.0,,,1.0,,3.0,,,,,,,,,2.0,,,1.0,,1.0,3.0,,,,,,,,,1.0,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2022-2023,Grenada,Grenada,6agnvssmgbjvw4rh5ejmf3h7t,J. Charles,Forward,0.0,4.0,1.0,,,,,2.0,2.0,1.0,3.0,,,4.0,10.0,25.0,,1.0,5.0,,1.0,,11.0,2.0,5.0,14.0,4.0,16.0,1.0,2.0,5.0,5.0,3.0,194.0,4.0,4.0,8.0,20.0,21.0,,2.0,1.0,,20.0,11.0,2.0,,6.0,6.0,39.0,9.0,,1.0,1.0,5.0,1.0,,4.0,,2.0,2.0,3.0,2.0,,,6.0,7.0,1.0,,0.0,,,,,2.0,,,,,,,2.0,,,2.0,,,,,1.0,1.0,0.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2022-2023,Grenada,Grenada,1fu9y7gemoii89ejj7bkex78p,Regan Charles-Cook,Forward,0.0,1.0,,,,,,,1.0,,2.0,,,1.0,10.0,21.0,3.0,1.0,4.0,,,,9.0,2.0,2.0,8.0,7.0,16.0,,,3.0,6.0,,86.0,,2.0,10.0,17.0,19.0,1.0,2.0,2.0,2.0,17.0,10.0,6.0,,2.0,7.0,35.0,7.0,,,1.0,7.0,,1.0,1.0,1.0,,1.0,4.0,5.0,,,6.0,7.0,,2.0,0.0,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2022-2023,Grenada,Grenada,cv7nd9tnk6j2ixvnlibiip2vp,R. Charles-Cook,Goalkeeper,0.0,1.0,,,,,,,,3.0,1.0,,,1.0,10.0,35.0,,,18.0,,1.0,,2.0,,1.0,,15.0,9.0,1.0,,,2.0,,90.0,,,19.0,8.0,16.0,,,,,17.0,6.0,28.0,9.0,,1.0,46.0,11.0,,,,2.0,,,5.0,18.0,1.0,1.0,11.0,1.0,,,3.0,3.0,,,0.0,,,2.0,1.0,,,11.0,10.0,7.0,4.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2022-2023,Grenada,Grenada,4cznly19h90av7rjps6e81yqc,B. Ettienne,Defender,0.0,3.0,,,,,,,1.0,11.0,12.0,6.0,2.0,3.0,10.0,71.0,1.0,,16.0,,8.0,1.0,28.0,7.0,13.0,16.0,6.0,55.0,7.0,1.0,7.0,5.0,,252.0,,1.0,25.0,48.0,71.0,7.0,4.0,,1.0,55.0,12.0,24.0,7.0,2.0,15.0,129.0,43.0,,1.0,17.0,26.0,5.0,2.0,26.0,9.0,2.0,3.0,22.0,14.0,,,10.0,11.0,2.0,6.0,0.0,,,,,2.0,,,,,1.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
