root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Substitute On,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Saves Made,GK Successful Distribution,Penalties Conceded,Total Fouls Conceded,Rightside Passes,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Yellow Cards,PutThrough/Blocked Distribution Won,Substitute Off,Corners Taken (incl short corners),Foul Attempted Tackle,Aerial Duels won,Unsuccessful Dribbles,Offsides,Shots Off Target (inc woodwork),Total Shots,Total Touches In Opposition Box,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Goal Assists,Goals,Blocked Shots,Shots On Target ( inc goals ),Left Foot Goals,Headed Goals,Goals from Inside Box,Set Pieces Goals,Successful Corners into Box,Goals from Outside Box,Attempts from Set Pieces,Clearances Off the Line,Hit Woodwork,Unsuccessful lay-offs,Successful Lay-offs,Clean Sheets,Punches,Total Red Cards,Straight Red Cards,Crosses not Claimed,Through balls,Own Goal Scored,Right Foot Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Goals Conceded Outside Box,Goalkeeper Smother,Red Cards - 2nd Yellow,Penalties Saved,Saves from Penalty,Last Man Tackle,Other Goals
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Olimpia,CD_Olimpia,7cjlewnhcjtycqfbj8mkc9rs9,J. Benguché,Forward,25,,10.0,,1.0,,3.0,,1.0,,2.0,,,,2.0,,1.0,1.0,3.0,,2.0,,1.0,,1.0,,,,,,6.0,1.0,,3.0,2.0,20.0,2.0,,,,4.0,,,,1.0,2.0,,2.0,2.0,1.0,,2.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Olimpia,CD_Olimpia,bmvh4q5la0c1fe78nr20oz0et,M. Canales,Midfielder,15,,22.0,,1.0,,12.0,2.0,,1.0,10.0,,,,7.0,1.0,1.0,3.0,13.0,,7.0,,3.0,,6.0,,,,,1.0,22.0,1.0,,3.0,8.0,86.0,5.0,3.0,1.0,2.0,5.0,,,4.0,1.0,,1.0,9.0,10.0,2.0,,,1.0,1.0,3.0,,,,,4.0,,,,,,,,,,,,4.0,,2.0,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Olimpia,CD_Olimpia,6qtrfvr137xo8gmu17jn3d42d,M. Chirinos,Forward,33,5.0,277.0,2.0,,,115.0,2.0,34.0,,76.0,,1.0,1.0,52.0,29.0,6.0,15.0,121.0,9.0,102.0,3.0,16.0,2.0,19.0,1.0,16.0,4.0,3.0,2.0,190.0,4.0,,51.0,40.0,33.0,23.0,3.0,,8.0,52.0,,4.0,5.0,4.0,28.0,13.0,100.0,105.0,1.0,6.0,29.0,,,23.0,,,,9.0,34.0,,,,,,,,,,2.0,3.0,2.0,4.0,,9.0,2.0,1.0,4.0,16.0,,2.0,,,2.0,,3.0,,,2.0,,,,,,,,,1.0,,,,,1.0,,2.0,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Olimpia,CD_Olimpia,39sx731u7gxopgif4sbw2d9sl,C. Costly,Forward,13,1.0,293.0,,,,74.0,3.0,28.0,1.0,42.0,1.0,2.0,13.0,44.0,17.0,1.0,21.0,81.0,3.0,55.0,4.0,23.0,8.0,18.0,,10.0,4.0,2.0,6.0,131.0,4.0,1.0,20.0,19.0,66.0,12.0,3.0,1.0,5.0,36.0,3.0,6.0,1.0,4.0,11.0,23.0,51.0,58.0,16.0,1.0,24.0,,1.0,9.0,,,,5.0,11.0,,,,,,,,,,1.0,1.0,,,3.0,2.0,1.0,2.0,8.0,19.0,,1.0,,,3.0,,6.0,3.0,,3.0,,,,,,,,3.0,,,,,,,,,,,,2.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Olimpia,CD_Olimpia,9nmiil8whu5ggno69zu7ji11x,D. Escober,Goalkeeper,28,,180.0,,,1.0,7.0,1.0,,,2.0,1.0,8.0,,9.0,15.0,,,25.0,,11.0,1.0,8.0,,8.0,,12.0,2.0,,,37.0,2.0,,,20.0,32.0,,6.0,,,,,2.0,,2.0,,1.0,7.0,17.0,,,,,,,3.0,14.0,,,4.0,,1.0,,2.0,3.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Olimpia,CD_Olimpia,6u1f7xe4j4pv9aejzfm2rhkgl,J. Estupiñán,Forward,18,,142.0,,3.0,,15.0,,3.0,,9.0,,,4.0,8.0,2.0,,4.0,15.0,,11.0,1.0,4.0,1.0,4.0,,1.0,,1.0,,30.0,3.0,,7.0,3.0,18.0,6.0,,,3.0,14.0,,2.0,,3.0,4.0,4.0,11.0,11.0,7.0,,8.0,,,3.0,,,,2.0,5.0,,,,,,,,,,1.0,,,1.0,3.0,,1.0,4.0,5.0,11.0,,,,,1.0,2.0,1.0,,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Olimpia,CD_Olimpia,d2pn7v26p6ylmq6hw520b3nit,M. Flores,Midfielder,24,,18.0,,1.0,,8.0,,1.0,,5.0,1.0,1.0,,2.0,2.0,,,8.0,,6.0,,1.0,,,,2.0,,,1.0,10.0,1.0,,3.0,3.0,1.0,,1.0,,,3.0,,,,1.0,3.0,1.0,7.0,7.0,,,3.0,,,,,,,1.0,3.0,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Olimpia,CD_Olimpia,aous0azlqz7cb2az5ntlr6vo5,R. Flores,Midfielder,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Olimpia,CD_Olimpia,9vyc8g6qzo9lkvezvml6p6cb9,J. Fonseca,Defender,14,,360.0,,,6.0,114.0,,,,34.0,10.0,15.0,1.0,21.0,64.0,4.0,5.0,118.0,,83.0,4.0,20.0,1.0,15.0,,18.0,4.0,2.0,5.0,150.0,4.0,4.0,9.0,64.0,22.0,5.0,15.0,,,11.0,5.0,6.0,,4.0,5.0,20.0,95.0,98.0,2.0,4.0,6.0,,13.0,4.0,,,1.0,6.0,34.0,,,,,,,,,2.0,,,,4.0,1.0,,1.0,1.0,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Olimpia,CD_Olimpia,aj9of35ua7mgih7an0mj51ot1,L. Garrido,Midfielder,8,,180.0,,,1.0,73.0,,3.0,,31.0,1.0,1.0,1.0,8.0,37.0,3.0,6.0,75.0,1.0,63.0,4.0,7.0,,4.0,,14.0,2.0,1.0,3.0,91.0,2.0,,15.0,25.0,25.0,6.0,5.0,,2.0,16.0,1.0,5.0,,2.0,9.0,14.0,66.0,68.0,1.0,2.0,10.0,1.0,5.0,6.0,,,,8.0,33.0,,,,,,,,,1.0,,,,7.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
