liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Short Passes,Appearances,Successful Open Play Passes,PutThrough/Blocked Distribution Won,Successful Passes Opposition Half,Total Fouls Conceded,Times Tackled,Total Passes,Touches,Duels,Goals Conceded Inside Box,Successful Long Passes,Ground Duels lost,Fifty Fifty,Foul Attempted Tackle,Backward Passes,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Dribbles,Index,Total Tackles,Successful Passes Own Half,Aerial Duels,PutThrough/Blocked Distribution,Time Played,Unsuccessful Long Passes,Aerial Duels lost,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Goals Conceded Outside Box,Substitute Off,Successful Short Passes,Tackles Won,Unsuccessful Launches,Throw Ins to Own Player,Unsuccessful Passes Opposition Half,Duels lost,Total Losses Of Possession,Rightside Passes,Games Played,Substitute On,Total Touches In Opposition Box,Duels won,Blocked Shots,Forward Passes,Tackles Lost,Handballs conceded,Leftside Passes,Interceptions,Ground Duels,Successful Dribbles,Yellow Cards,Recoveries,Starts,Ground Duels won,Successful Fifty Fifty,Unsuccessful Passes Own Half,Home Goals,Away Goals,Winning Goal,Aerial Duels won,Unsuccessful Crosses open play,Corners Won,Unsuccessful Crosses & Corners,Total Clearances,Successful Crosses & Corners,Offsides,Key Passes (Attempt Assists),Set Pieces Goals,Left Foot Goals,Penalties Taken,Hit Woodwork,Throw Ins to Opposition Player,Attempts from Set Pieces,Successful Lay-offs,Shots Off Target (inc woodwork),Second Goal Assists,Shots On Target ( inc goals ),Goals from Outside Box,Goals,Goals from Inside Box,Through balls,Assists (Intentional),Goal Assists,Total Fouls Won,Unsuccessful lay-offs,Right Foot Goals,Successful Crosses open play,Penalty Goals Conceded,Total Shots,Straight Red Cards,Successful Corners into Box,Corners Taken (incl short corners),Total Red Cards,Unsuccessful Corners into Box,Clean Sheets,Penalty Goals,Successful Launches,Blocks,Headed Goals,Red Cards - 2nd Yellow,Penalties Conceded,GK Successful Distribution,Catches,Saves made - parried,GK Unsuccessful Distribution,Saves Made from Outside Box,Goalkeeper Smother,Saves Made,Punches,Saves Made from Inside Box,Saves made - caught,Drops,Penalties Faced,Foul Won Penalty,Last Man Tackle,Own Goal Scored,Clearances Off the Line,Penalties Off Target,Penalties Saved,Saves from Penalty,Crosses not Claimed,Overruns,Goals Openplay,Other Goals,Goal Kicks,Last Player Tackle
USA_MLS,2021,Club de Foot Montréal,3dev7rxsam4451gyu07wwrkkp,Z. Bassong,Defender,19,86.0,26.0,546.0,15.0,275.0,21.0,13.0,677.0,951.0,140.0,18.0,20.0,49.0,33.0,14.0,105.0,25.0,119.0,8.0,100.0,24.0,287.0,34.0,27.0,1248.0,33.0,12.0,663.0,558.0,7.0,9.0,538.0,16.0,16.0,57.0,86.0,61.0,173.0,218.0,26.0,13.0,23.0,79.0,1.0,283.0,8.0,1.0,71.0,16.0,106.0,24.0,1.0,72.0,13.0,57.0,17.0,42.0,0.0,0.0,0.0,22.0,9.0,1.0,9.0,30.0,4.0,3.0,7.0,,,,,10.0,,1.0,3.0,,1.0,,,,,1.0,1.0,9.0,1.0,,4.0,2.0,4.0,,,,1.0,,,,3.0,4.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Club de Foot Montréal,am64w1ueohlr85v0nyhe965ii,C. Bayiha,Midfielder,27,14.0,10.0,120.0,2.0,57.0,6.0,8.0,141.0,235.0,39.0,3.0,1.0,17.0,8.0,3.0,44.0,3.0,18.0,5.0,37.0,8.0,67.0,5.0,3.0,281.0,4.0,4.0,138.0,123.0,,1.0,122.0,4.0,3.0,24.0,19.0,21.0,46.0,12.0,10.0,8.0,5.0,18.0,,30.0,4.0,,55.0,7.0,34.0,8.0,,29.0,2.0,17.0,3.0,3.0,0.0,0.0,0.0,1.0,4.0,,4.0,7.0,1.0,,,,,,,4.0,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Club de Foot Montréal,8l12vx57ou6ho0vptjh22r5yh,L. Binks,Defender,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Club de Foot Montréal,3dtxx6whin53g58f5rz9xil7t,Z. Brault-Guillard,Defender,15,122.0,30.0,649.0,13.0,333.0,23.0,54.0,814.0,1398.0,199.0,18.0,30.0,87.0,50.0,7.0,281.0,24.0,157.0,27.0,27.0,38.0,342.0,39.0,60.0,2056.0,35.0,26.0,806.0,657.0,6.0,11.0,627.0,23.0,18.0,148.0,157.0,113.0,357.0,29.0,30.0,7.0,64.0,86.0,7.0,196.0,15.0,1.0,308.0,28.0,160.0,16.0,4.0,130.0,23.0,73.0,33.0,66.0,0.0,2.0,0.0,13.0,66.0,35.0,66.0,29.0,18.0,5.0,25.0,,,,1.0,20.0,,1.0,5.0,1.0,5.0,2.0,2.0,,1.0,2.0,2.0,19.0,1.0,2.0,18.0,3.0,10.0,,,,,,2.0,,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Club de Foot Montréal,b6bxaibppt85so3xkms5fksmh,S. Breza,Goalkeeper,1,3.0,8.0,90.0,,8.0,1.0,,191.0,265.0,2.0,5.0,18.0,,,,,8.0,38.0,,52.0,,145.0,1.0,,720.0,35.0,,108.0,153.0,3.0,,135.0,,14.0,,14.0,,40.0,46.0,8.0,,,2.0,,101.0,,1.0,44.0,1.0,1.0,,2.0,68.0,8.0,1.0,,24.0,0.0,0.0,0.0,1.0,,,,5.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,2.0,,1.0,,,,,93.0,3.0,8.0,16.0,9.0,1.0,21.0,,12.0,,,1.0,,,,,,,,,,,,,
USA_MLS,2021,Club de Foot Montréal,4bjmhb55kv6xfixdff153gudx,R. Camacho,Defender,4,122.0,31.0,1462.0,9.0,387.0,40.0,7.0,1750.0,2116.0,208.0,30.0,97.0,61.0,72.0,15.0,70.0,38.0,205.0,2.0,53.0,30.0,1159.0,91.0,17.0,2746.0,83.0,40.0,1656.0,1545.0,8.0,,1448.0,15.0,29.0,1.0,115.0,101.0,228.0,463.0,31.0,,23.0,107.0,3.0,673.0,15.0,,544.0,61.0,117.0,16.0,6.0,192.0,31.0,56.0,42.0,91.0,2.0,1.0,1.0,51.0,1.0,2.0,1.0,127.0,1.0,,6.0,,,,,,,1.0,8.0,,4.0,,3.0,3.0,2.0,,,10.0,,2.0,1.0,4.0,12.0,2.0,,,3.0,,7.0,,11.0,29.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,
USA_MLS,2021,Club de Foot Montréal,eb5gnc53xeybw4q02lijnamay,M. Choinière,Midfielder,29,131.0,26.0,823.0,13.0,504.0,26.0,37.0,985.0,1445.0,190.0,22.0,23.0,87.0,53.0,16.0,275.0,31.0,160.0,22.0,83.0,32.0,329.0,27.0,45.0,1992.0,29.0,21.0,983.0,825.0,9.0,16.0,802.0,21.0,11.0,127.0,147.0,108.0,297.0,272.0,26.0,2.0,45.0,82.0,1.0,266.0,11.0,,172.0,10.0,163.0,16.0,3.0,105.0,24.0,76.0,30.0,54.0,1.0,1.0,1.0,6.0,41.0,17.0,41.0,20.0,8.0,2.0,18.0,,,,1.0,17.0,,5.0,10.0,,6.0,,2.0,2.0,2.0,,,28.0,1.0,2.0,8.0,3.0,16.0,,,,,,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Club de Foot Montréal,8x7ureyddmuodp6nl4rxfudw5,C. Diop,Goalkeeper,23,6.0,8.0,115.0,,11.0,,,226.0,297.0,4.0,9.0,34.0,,2.0,,,9.0,43.0,,65.0,,172.0,3.0,,720.0,37.0,1.0,128.0,183.0,,,149.0,,14.0,,27.0,1.0,43.0,55.0,8.0,,,3.0,,125.0,,,46.0,1.0,1.0,,1.0,78.0,8.0,1.0,2.0,16.0,0.0,0.0,0.0,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,3.0,,4.0,,,,,83.0,5.0,6.0,11.0,6.0,1.0,23.0,,17.0,,,2.0,,,,,,,,,,,,,
USA_MLS,2021,Club de Foot Montréal,5poofr1j8221dhowins42c1jp,E. Hurtado,Forward,11,24.0,16.0,119.0,4.0,83.0,10.0,18.0,147.0,253.0,67.0,11.0,2.0,27.0,23.0,2.0,57.0,12.0,26.0,4.0,59.0,5.0,40.0,23.0,6.0,571.0,2.0,16.0,145.0,121.0,1.0,4.0,119.0,5.0,1.0,1.0,23.0,43.0,77.0,35.0,16.0,11.0,39.0,24.0,5.0,16.0,,1.0,39.0,2.0,44.0,10.0,3.0,10.0,5.0,17.0,11.0,7.0,0.0,0.0,0.0,7.0,4.0,5.0,4.0,7.0,2.0,4.0,12.0,,,,,,,8.0,5.0,,3.0,,,,1.0,1.0,1.0,2.0,1.0,,2.0,1.0,8.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Club de Foot Montréal,69w59auiaf5inl21u1c90w7ah,Ahmed Hamdi,Midfielder,7,39.0,23.0,425.0,10.0,275.0,15.0,23.0,472.0,636.0,100.0,7.0,7.0,48.0,30.0,12.0,99.0,10.0,44.0,9.0,73.0,22.0,154.0,7.0,14.0,885.0,5.0,5.0,469.0,428.0,3.0,7.0,421.0,15.0,,3.0,38.0,53.0,101.0,139.0,23.0,14.0,34.0,47.0,7.0,101.0,7.0,,133.0,8.0,93.0,19.0,2.0,56.0,9.0,45.0,12.0,9.0,2.0,0.0,1.0,2.0,3.0,1.0,3.0,4.0,1.0,2.0,12.0,,,,1.0,,,4.0,5.0,,5.0,,2.0,2.0,1.0,,,4.0,,2.0,1.0,1.0,10.0,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
