liga,temporada,equipo,id,nombre,posicion,dorsal,Times Tackled,Aerial Duels won,Aerial Duels,Aerial Duels lost,Rightside Passes,Successful Passes Opposition Half,Unsuccessful Crosses open play,Right Foot Goals,Corners Taken (incl short corners),Goals Conceded,Unsuccessful Crosses & Corners,Goals Conceded Inside Box,Ground Duels,Appearances,Games Played,Starts,Total Fouls Won,Total Tackles,Tackles Won,Assists (Intentional),Foul Attempted Tackle,Index,Tackles Lost,Clean Sheets,Total Passes,Goals Conceded Outside Box,Backward Passes,Goals,Interceptions,Ground Duels lost,Yellow Cards,Shots Off Target (inc woodwork),Ground Duels won,Duels lost,Duels,Offsides,Successful Open Play Passes,Total Touches In Opposition Box,Penalties Conceded,Leftside Passes,Throw Ins to Opposition Player,Unsuccessful Launches,Successful Passes Own Half,Successful Crosses open play,PutThrough/Blocked Distribution,Blocks,Handballs conceded,Successful Long Passes,Unsuccessful Passes Own Half,Successful Dribbles,Total Clearances,PutThrough/Blocked Distribution Won,Unsuccessful Long Passes,Unsuccessful Short Passes,Goal Assists,Shots On Target ( inc goals ),Time Played,Corners Won,Recoveries,Throw Ins to Own Player,Key Passes (Attempt Assists),Left Foot Goals,Successful Crosses & Corners,Penalty Goals Conceded,Total Shots,Unsuccessful Passes Opposition Half,Unsuccessful Dribbles,Forward Passes,Touches,Duels won,Hit Woodwork,Total Fouls Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Blocked Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Successful Launches,Successful Lay-offs,Goals from Inside Box,Open Play Passes,Total Losses Of Possession,Home Goals,Away Goals,Winning Goal,Clearances Off the Line,Headed Goals,Red Cards - 2nd Yellow,Substitute Off,Total Red Cards,Substitute On,Through balls,GK Unsuccessful Distribution,GK Successful Distribution,Goals from Outside Box,Second Goal Assists,Unsuccessful Corners into Box,Successful Corners into Box,Straight Red Cards,Attempts from Set Pieces,Foul Won Penalty,Unsuccessful lay-offs,Saves Made from Outside Box,Saves Made from Inside Box,Saves made - parried,Penalties Faced,Saves Made,Penalties Saved,Catches,Punches,Saves made - caught,Goalkeeper Smother,Saves from Penalty,Drops,Penalty Goals,Penalties Taken,Own Goal Scored,Set Pieces Goals,Other Goals,Penalties Off Target,Crosses not Claimed,Last Man Tackle
Canada_Canadian_Premier_League,2021,Forge FC,8ad2vcq9xcul0kkfms8qo0wk5,A. Achinioti-Jönsson,Midfielder,13,11.0,38.0,61.0,23.0,305.0,475.0,2.0,,,22.0,2.0,19.0,145.0,27.0,27.0,25.0,34.0,40.0,23.0,1.0,15.0,10.0,17.0,9.0,1234.0,3.0,109.0,1.0,42.0,61.0,2.0,6.0,84.0,84.0,206.0,1.0,1074.0,22.0,,471.0,,7.0,628.0,,21.0,10.0,,73.0,39.0,13.0,33.0,11.0,40.0,91.0,1.0,2.0,2183.0,3.0,108.0,4.0,6.0,,,1.0,8.0,94.0,5.0,349.0,1501.0,122.0,,25.0,131.0,3.0,1103.0,1030.0,8.0,,1.0,1203.0,164.0,0.0,1.0,0.0,,1.0,,5.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Forge FC,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,Defender,6,57.0,18.0,30.0,12.0,449.0,622.0,39.0,,,21.0,40.0,17.0,229.0,26.0,26.0,25.0,57.0,49.0,30.0,3.0,16.0,10.0,19.0,6.0,1309.0,4.0,272.0,1.0,30.0,104.0,4.0,3.0,125.0,116.0,259.0,4.0,994.0,42.0,,93.0,25.0,22.0,433.0,13.0,43.0,5.0,1.0,56.0,63.0,19.0,16.0,9.0,74.0,193.0,3.0,2.0,2177.0,14.0,163.0,207.0,14.0,1.0,13.0,1.0,5.0,244.0,20.0,495.0,1942.0,143.0,,32.0,267.0,2.0,1042.0,986.0,6.0,1.0,,1255.0,446.0,1.0,0.0,0.0,,,,4.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Forge FC,cfffc2qdknupbftpqye1cbf1l,Mo Babouli,Forward,18,69.0,13.0,38.0,25.0,164.0,267.0,23.0,7.0,13.0,9.0,37.0,8.0,176.0,22.0,22.0,17.0,21.0,18.0,7.0,1.0,6.0,10.0,11.0,4.0,490.0,1.0,120.0,7.0,4.0,102.0,5.0,22.0,74.0,127.0,214.0,7.0,344.0,76.0,,66.0,,4.0,108.0,2.0,36.0,,3.0,35.0,17.0,35.0,4.0,15.0,26.0,93.0,2.0,19.0,1503.0,21.0,57.0,9.0,21.0,,4.0,1.0,41.0,139.0,31.0,140.0,851.0,87.0,2.0,12.0,119.0,13.0,371.0,336.0,,7.0,7.0,463.0,282.0,5.0,2.0,5.0,,,,8.0,,5.0,9.0,,,,,7.0,1.0,,4.0,,1.0,,,,,,,,,,,,,3.0,3.0,,,,,,
Canada_Canadian_Premier_League,2021,Forge FC,2zedqkn15thv6wx5xmgv48gd1,K. Bekker,Midfielder,10,20.0,9.0,24.0,15.0,363.0,718.0,24.0,3.0,56.0,23.0,59.0,20.0,131.0,28.0,28.0,25.0,9.0,29.0,19.0,,12.0,10.0,10.0,6.0,1334.0,3.0,246.0,3.0,17.0,82.0,7.0,12.0,49.0,97.0,155.0,3.0,1066.0,30.0,,314.0,1.0,5.0,423.0,5.0,36.0,2.0,,85.0,41.0,11.0,12.0,12.0,51.0,157.0,1.0,11.0,2207.0,13.0,161.0,10.0,32.0,,15.0,1.0,23.0,226.0,8.0,411.0,1628.0,58.0,,23.0,208.0,6.0,1126.0,1041.0,2.0,7.0,2.0,1267.0,321.0,0.0,3.0,2.0,,,,7.0,,3.0,6.0,,,1.0,,25.0,8.0,,9.0,,1.0,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Forge FC,6d56vy4w9i65ye4c5t5txgkix,T. Borges,Forward,19,81.0,2.0,14.0,12.0,115.0,323.0,17.0,1.0,53.0,15.0,44.0,13.0,256.0,26.0,26.0,20.0,44.0,40.0,23.0,5.0,26.0,10.0,17.0,,510.0,2.0,135.0,3.0,10.0,138.0,5.0,15.0,118.0,150.0,270.0,11.0,393.0,80.0,,137.0,,2.0,109.0,4.0,34.0,1.0,2.0,13.0,15.0,34.0,2.0,19.0,11.0,83.0,6.0,18.0,1528.0,18.0,89.0,8.0,39.0,2.0,16.0,1.0,33.0,123.0,39.0,123.0,957.0,120.0,,35.0,94.0,10.0,416.0,403.0,,9.0,2.0,487.0,283.0,2.0,1.0,0.0,,,,18.0,,6.0,4.0,,,1.0,,25.0,11.0,,5.0,3.0,,,,,,,,,,,,,,1.0,2.0,,1.0,,,,
Canada_Canadian_Premier_League,2021,Forge FC,2ox9r6ckrkehlocymzgik5o0l,O. Browne,Midfielder,99,35.0,,1.0,1.0,19.0,148.0,5.0,,2.0,4.0,7.0,3.0,113.0,9.0,9.0,5.0,21.0,16.0,9.0,2.0,10.0,10.0,7.0,,250.0,1.0,59.0,2.0,3.0,58.0,1.0,8.0,55.0,59.0,114.0,3.0,195.0,35.0,,115.0,,,56.0,4.0,7.0,,1.0,17.0,4.0,18.0,1.0,2.0,4.0,46.0,2.0,3.0,555.0,8.0,35.0,4.0,10.0,2.0,4.0,,11.0,53.0,23.0,57.0,410.0,55.0,,15.0,50.0,3.0,200.0,183.0,,1.0,2.0,243.0,118.0,2.0,0.0,2.0,,,1.0,4.0,1.0,4.0,1.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Forge FC,26vigipuztwet4ykvtjienvo4,S. Castello,Midfielder,12,1.0,,,,10.0,11.0,5.0,,,,5.0,,16.0,6.0,6.0,1.0,4.0,3.0,3.0,,2.0,10.0,,,29.0,,8.0,1.0,1.0,8.0,,,8.0,8.0,16.0,,17.0,4.0,,3.0,,,7.0,,2.0,,,1.0,2.0,1.0,,2.0,3.0,8.0,,1.0,98.0,,4.0,1.0,,1.0,,,1.0,14.0,1.0,8.0,51.0,8.0,,4.0,11.0,,18.0,17.0,,,1.0,28.0,19.0,1.0,0.0,0.0,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Forge FC,6twhs1y8bihm7vc9dib8hgezt,K. Çela,Defender,16,2.0,3.0,6.0,3.0,35.0,33.0,7.0,,,2.0,7.0,2.0,16.0,6.0,6.0,2.0,2.0,3.0,1.0,,4.0,10.0,2.0,,124.0,,16.0,,1.0,9.0,2.0,1.0,7.0,12.0,22.0,,106.0,4.0,,52.0,,4.0,79.0,1.0,1.0,1.0,,3.0,4.0,2.0,5.0,,5.0,8.0,,,200.0,1.0,8.0,6.0,,,1.0,,1.0,16.0,1.0,21.0,166.0,10.0,,5.0,13.0,1.0,111.0,108.0,,,,119.0,28.0,,,0.0,,,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Forge FC,6r8emgp7oeom6yyibdb4g77c9,D. Choinière,Forward,7,52.0,,2.0,2.0,35.0,264.0,19.0,3.0,,12.0,19.0,10.0,148.0,23.0,23.0,14.0,20.0,20.0,11.0,1.0,6.0,10.0,9.0,1.0,386.0,2.0,157.0,4.0,3.0,82.0,,4.0,66.0,84.0,150.0,2.0,320.0,72.0,,89.0,1.0,3.0,64.0,6.0,20.0,1.0,1.0,11.0,9.0,26.0,3.0,15.0,12.0,52.0,1.0,10.0,1188.0,11.0,60.0,4.0,16.0,1.0,6.0,1.0,14.0,74.0,33.0,105.0,678.0,66.0,1.0,16.0,64.0,12.0,322.0,311.0,,2.0,4.0,384.0,195.0,2.0,2.0,2.0,,,,13.0,,9.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,Forge FC,c8gbyfp650fgai5782915ywa1,E. Cissé,Midfielder,8,55.0,19.0,42.0,23.0,224.0,609.0,23.0,1.0,22.0,22.0,27.0,18.0,262.0,28.0,28.0,23.0,20.0,84.0,56.0,2.0,28.0,10.0,28.0,6.0,1230.0,4.0,221.0,1.0,37.0,121.0,4.0,9.0,141.0,144.0,304.0,5.0,989.0,56.0,,372.0,12.0,16.0,453.0,5.0,46.0,1.0,1.0,70.0,53.0,37.0,29.0,14.0,34.0,143.0,2.0,6.0,2218.0,17.0,164.0,89.0,21.0,,9.0,,15.0,151.0,23.0,413.0,1783.0,160.0,1.0,37.0,177.0,9.0,1053.0,983.0,2.0,4.0,1.0,1166.0,330.0,1.0,0.0,0.0,,,,3.0,,5.0,6.0,,,,,4.0,5.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
