liga,temporada,equipo,id,nombre,posicion,dorsal,Goal Assists,Yellow Cards,Goals Conceded Inside Box,Duels won,Unsuccessful Launches,Successful Short Passes,Leftside Passes,Times Tackled,Foul Attempted Tackle,Through balls,Unsuccessful Passes Opposition Half,Time Played,Games Played,Ground Duels won,Total Clearances,Substitute On,Backward Passes,Unsuccessful Crosses open play,Penalty Goals Conceded,Unsuccessful Passes Own Half,Index,Total Fouls Conceded,Total Passes,Open Play Passes,Duels,PutThrough/Blocked Distribution Won,Aerial Duels,Right Foot Goals,Rightside Passes,Total Losses Of Possession,Unsuccessful Dribbles,Corners Won,Throw Ins to Opposition Player,Successful Open Play Passes,Key Passes (Attempt Assists),Successful Passes Opposition Half,Substitute Off,Unsuccessful Crosses & Corners,Goals,Tackles Won,Total Successful Passes ( Excl Crosses & Corners ) ,Goals Conceded Outside Box,Unsuccessful Long Passes,Ground Duels,Goals from Inside Box,Assists (Intentional),Duels lost,Interceptions,Blocked Shots,Forward Passes,Successful Dribbles,Touches,Goals Conceded,PutThrough/Blocked Distribution,Successful Passes Own Half,Total Touches In Opposition Box,Penalties Conceded,Successful Long Passes,Recoveries,Appearances,Tackles Lost,Successful Crosses & Corners,Shots On Target ( inc goals ),Total Tackles,Successful Crosses open play,Starts,Ground Duels lost,Total Fouls Won,Throw Ins to Own Player,Clean Sheets,Unsuccessful Short Passes,Total Shots,Blocks,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Launches,Aerial Duels won,Aerial Duels lost,Home Goals,Away Goals,Winning Goal,Goals from Outside Box,Corners Taken (incl short corners),Successful Lay-offs,Left Foot Goals,Offsides,Shots Off Target (inc woodwork),Successful Corners into Box,Unsuccessful Corners into Box,Handballs conceded,Second Goal Assists,Clearances Off the Line,Foul Won Penalty,Penalty Goals,Set Pieces Goals,Attempts from Set Pieces,Penalties Taken,Total Red Cards,Straight Red Cards,GK Unsuccessful Distribution,Red Cards - 2nd Yellow,Hit Woodwork,Unsuccessful lay-offs,Drops,Last Man Tackle,GK Successful Distribution,Saves Made from Inside Box,Penalties Faced,Crosses not Claimed,Saves made - parried,Catches,Saves Made from Outside Box,Saves Made,Punches,Goalkeeper Smother,Saves made - caught,Headed Goals,Other Goals,Own Goal Scored,Saves from Penalty,Penalties Saved
Canada_Canadian_Premier_League,2022,Pacific FC,622w13rktz2os2jlo286col3p,M. Aparicio,Midfielder,34,3.0,3.0,8.0,83.0,14.0,578.0,166.0,30.0,14.0,1.0,174.0,1473.0,19.0,62.0,6.0,1.0,130.0,13.0,1.0,39.0,10.0,26.0,836.0,804.0,194.0,23.0,42.0,,217.0,276.0,19.0,6.0,,613.0,19.0,407.0,4.0,16.0,2.0,21.0,639.0,4.0,63.0,152.0,2.0,3.0,111.0,13.0,10.0,323.0,16.0,1113.0,12.0,37.0,245.0,20.0,,61.0,112.0,19.0,12.0,13.0,6.0,33.0,9.0,18.0,90.0,13.0,12.0,6.0,134.0,20.0,1.0,197.0,,21.0,21.0,2.0,0.0,0.0,,8.0,5.0,,1.0,14.0,3.0,3.0,2.0,,,,,,6.0,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,2.0,,,,
Canada_Canadian_Premier_League,2022,Pacific FC,ea3jzvmeyl77rp1t8co1mhox6,Umaro Baldé,Midfielder,6,,,,4.0,,33.0,13.0,6.0,2.0,,3.0,59.0,4.0,4.0,,3.0,4.0,1.0,,,10.0,2.0,36.0,35.0,12.0,,,,6.0,11.0,2.0,1.0,,33.0,3.0,16.0,1.0,1.0,,1.0,34.0,1.0,,12.0,,,8.0,,,13.0,2.0,50.0,1.0,1.0,18.0,2.0,,1.0,3.0,4.0,1.0,,,2.0,,1.0,8.0,,,,2.0,,,2.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Pacific FC,334ys3md0ycavngg26g75yi21,Matthew Baldisimo,Midfielder,66,1.0,2.0,15.0,66.0,4.0,435.0,146.0,12.0,10.0,1.0,59.0,959.0,17.0,57.0,6.0,5.0,121.0,1.0,2.0,22.0,10.0,18.0,529.0,516.0,115.0,10.0,13.0,,131.0,100.0,3.0,1.0,,439.0,4.0,178.0,8.0,4.0,,22.0,452.0,4.0,29.0,102.0,,1.0,49.0,9.0,1.0,131.0,9.0,657.0,19.0,14.0,277.0,3.0,,17.0,47.0,17.0,19.0,3.0,,41.0,1.0,12.0,45.0,7.0,,1.0,48.0,2.0,1.0,77.0,1.0,9.0,4.0,0.0,0.0,0.0,,3.0,7.0,,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Pacific FC,c0bz7h3es1ym0n5he0l4ntzop,J. Brown,Forward,15,,1.0,5.0,12.0,,37.0,9.0,5.0,5.0,,21.0,441.0,10.0,8.0,1.0,5.0,20.0,2.0,1.0,3.0,10.0,17.0,60.0,54.0,50.0,1.0,19.0,1.0,20.0,43.0,2.0,3.0,,32.0,4.0,21.0,5.0,2.0,1.0,3.0,38.0,1.0,1.0,31.0,1.0,,38.0,2.0,4.0,11.0,,114.0,6.0,5.0,17.0,16.0,,1.0,13.0,10.0,2.0,,5.0,5.0,,5.0,23.0,3.0,,,21.0,7.0,1.0,22.0,,4.0,15.0,0.0,1.0,1.0,,,5.0,,1.0,2.0,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Pacific FC,7t6lyj5pvvgzfscj775acuqc5,M. Bustos,Forward,10,6.0,4.0,24.0,127.0,11.0,827.0,315.0,73.0,11.0,6.0,212.0,2404.0,30.0,117.0,3.0,3.0,330.0,28.0,3.0,26.0,10.0,20.0,1035.0,983.0,245.0,18.0,25.0,,132.0,368.0,36.0,23.0,1.0,829.0,29.0,619.0,7.0,77.0,2.0,18.0,874.0,7.0,42.0,220.0,1.0,6.0,118.0,13.0,22.0,258.0,39.0,1570.0,31.0,36.0,282.0,79.0,,47.0,125.0,30.0,15.0,27.0,24.0,33.0,11.0,27.0,103.0,45.0,36.0,6.0,119.0,38.0,1.0,161.0,1.0,10.0,15.0,2.0,0.0,2.0,1.0,47.0,4.0,1.0,4.0,14.0,12.0,30.0,1.0,,,1.0,,,1.0,1.0,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,
Canada_Canadian_Premier_League,2022,Pacific FC,7vn8g8wlm99npne5i8fwv3vft,K. Dada-Luke,Defender,13,1.0,5.0,26.0,174.0,14.0,623.0,280.0,51.0,11.0,,156.0,1947.0,25.0,149.0,31.0,3.0,228.0,59.0,4.0,44.0,10.0,23.0,785.0,770.0,279.0,12.0,46.0,1.0,32.0,350.0,27.0,14.0,35.0,630.0,22.0,338.0,7.0,59.0,1.0,46.0,644.0,5.0,28.0,233.0,1.0,1.0,105.0,36.0,2.0,245.0,38.0,1445.0,31.0,35.0,320.0,23.0,1.0,21.0,102.0,25.0,27.0,14.0,4.0,73.0,14.0,22.0,84.0,38.0,148.0,3.0,113.0,6.0,3.0,141.0,3.0,25.0,21.0,1.0,0.0,0.0,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Canada_Canadian_Premier_League,2022,Pacific FC,4lpxjj4vf8682i2x537r9bu5m,D. Daniëls,Forward,23,,6.0,12.0,63.0,2.0,119.0,41.0,47.0,18.0,1.0,45.0,956.0,23.0,47.0,4.0,11.0,65.0,4.0,3.0,14.0,10.0,29.0,178.0,172.0,172.0,15.0,38.0,,30.0,138.0,15.0,3.0,,117.0,6.0,88.0,11.0,4.0,3.0,17.0,123.0,2.0,5.0,134.0,2.0,,109.0,4.0,3.0,42.0,10.0,382.0,14.0,23.0,35.0,31.0,,4.0,40.0,23.0,8.0,,7.0,25.0,,12.0,87.0,13.0,,,50.0,13.0,1.0,55.0,,16.0,22.0,1.0,2.0,2.0,1.0,,13.0,3.0,4.0,6.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Pacific FC,79pboh9mzuchik3r2027wntgp,A. Đidić,Defender,55,1.0,6.0,23.0,100.0,30.0,1258.0,648.0,2.0,8.0,,115.0,2242.0,28.0,27.0,125.0,3.0,64.0,,4.0,64.0,10.0,27.0,1548.0,1521.0,158.0,4.0,99.0,1.0,248.0,194.0,2.0,1.0,,1343.0,4.0,339.0,1.0,,2.0,18.0,1369.0,5.0,78.0,59.0,1.0,1.0,58.0,40.0,3.0,588.0,1.0,1825.0,28.0,8.0,1030.0,28.0,,111.0,118.0,28.0,7.0,,6.0,25.0,,25.0,32.0,1.0,,9.0,101.0,17.0,17.0,179.0,11.0,73.0,26.0,2.0,0.0,1.0,1.0,,,,,11.0,,,,,2.0,,,1.0,4.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,
Canada_Canadian_Premier_League,2022,Pacific FC,4ezd4d37kbb1249qd7bvi0dzp,J. Dixon,Midfielder,22,,5.0,18.0,96.0,10.0,624.0,203.0,11.0,18.0,,70.0,1525.0,23.0,71.0,21.0,6.0,140.0,3.0,2.0,30.0,10.0,29.0,782.0,769.0,172.0,13.0,39.0,,249.0,133.0,4.0,1.0,,674.0,7.0,313.0,9.0,3.0,,32.0,685.0,4.0,30.0,133.0,,,76.0,8.0,2.0,190.0,9.0,977.0,22.0,19.0,372.0,5.0,,61.0,103.0,23.0,16.0,,,48.0,,17.0,62.0,14.0,5.0,2.0,67.0,1.0,10.0,97.0,4.0,25.0,14.0,0.0,0.0,0.0,,,8.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Pacific FC,am6blpv9h0wzsn8rjv1q0zpp1,A. Díaz,Forward,9,3.0,,17.0,42.0,3.0,234.0,61.0,23.0,10.0,2.0,92.0,1444.0,18.0,25.0,9.0,1.0,109.0,9.0,1.0,22.0,10.0,18.0,355.0,321.0,121.0,11.0,43.0,6.0,80.0,188.0,6.0,10.0,,216.0,9.0,164.0,9.0,9.0,13.0,7.0,250.0,4.0,13.0,78.0,13.0,3.0,79.0,5.0,6.0,105.0,7.0,551.0,21.0,33.0,87.0,68.0,,16.0,34.0,18.0,2.0,1.0,21.0,9.0,1.0,17.0,53.0,9.0,2.0,3.0,92.0,34.0,1.0,105.0,,17.0,26.0,7.0,6.0,4.0,,,16.0,3.0,9.0,13.0,,,2.0,,,,3.0,,1.0,3.0,,,,,,3.0,,,,,,,,,,,,,,4.0,,,,
