root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Open Play Passes,Corners Won,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Interceptions,Ground Duels won,Substitute On,Blocks,Successful Lay-offs,Goals,Successful Crosses & Corners,Yellow Cards,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Successful Dribbles,Total Shots,Successful Corners into Box,Blocked Shots,PutThrough/Blocked Distribution,Corners Taken (incl short corners),Goals from Outside Box,Total Touches In Opposition Box,Shots On Target ( inc goals ),Attempts from Set Pieces,Total Fouls Won,Unsuccessful Dribbles,Left Foot Goals,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Goal Assists,Through balls,Tackles Lost,Shots Off Target (inc woodwork),Substitute Off,Saves Made,GK Successful Distribution,Successful Launches,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Offsides,Unsuccessful lay-offs,Successful Crosses open play,Goals from Inside Box,Right Foot Goals,Other Goals,Clearances Off the Line,Hit Woodwork,Headed Goals,Penalties Taken,Goalkeeper Smother,Penalty Goals Conceded,Crosses not Claimed,Penalties Saved,Penalties Faced,Saves from Penalty,Penalties Conceded,Total Red Cards,Straight Red Cards,Set Pieces Goals,Penalty Goals,Red Cards - 2nd Yellow,Own Goal Scored,Second Goal Assists,Foul Won Penalty
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Honduras,Honduras,1yhtzq33ssznnl1pkg6fjz26t,B. Acosta,Midfielder,6,1.0,224.0,2.0,150.0,1.0,17.0,70.0,3.0,7.0,1.0,33.0,65.0,12.0,19.0,157.0,6.0,113.0,2.0,26.0,60.0,2.0,22.0,,21.0,3.0,6.0,203.0,3.0,5.0,30.0,49.0,10.0,16.0,18.0,,31.0,4.0,2.0,2.0,3.0,14.0,31.0,125.0,131.0,1.0,,8.0,15.0,2.0,16.0,,1.0,4.0,,4.0,,3.0,,1.0,2.0,2.0,1.0,4.0,4.0,,,,1.0,3.0,,,1.0,,,,,4.0,2.0,2.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Honduras,Honduras,3hqyl61z7yssettsjoqpboclx,É. Alvarado,Defender,5,3.0,270.0,17.0,113.0,2.0,4.0,39.0,4.0,8.0,3.0,33.0,59.0,6.0,12.0,117.0,3.0,87.0,2.0,20.0,54.0,2.0,18.0,,18.0,3.0,5.0,178.0,3.0,1.0,24.0,49.0,10.0,15.0,10.0,5.0,32.0,6.0,2.0,3.0,3.0,14.0,10.0,93.0,97.0,8.0,1.0,5.0,17.0,7.0,10.0,,,1.0,,1.0,2.0,3.0,,,1.0,,,5.0,,,3.0,,,4.0,7.0,,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Honduras,Honduras,akvnlaszzemsj14oa62n39c5x,B. Beckeles,Defender,21,3.0,90.0,5.0,56.0,,6.0,25.0,1.0,1.0,2.0,14.0,23.0,7.0,8.0,57.0,2.0,43.0,,9.0,3.0,,10.0,1.0,6.0,1.0,2.0,86.0,1.0,1.0,14.0,21.0,10.0,11.0,5.0,,16.0,2.0,,3.0,1.0,3.0,27.0,47.0,48.0,2.0,1.0,4.0,5.0,,11.0,,,,,,,,,4.0,,,,1.0,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Honduras,Honduras,94pxxwnijz699m6qzpdjkbcnp,R. Canales,Goalkeeper,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Honduras,Honduras,6qtrfvr137xo8gmu17jn3d42d,M. Chirinos,Forward,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Honduras,Honduras,1611q3b6pqjci1ebkib0hgvkl,J. Claros,Midfielder,20,,90.0,,53.0,,7.0,18.0,,2.0,,9.0,31.0,2.0,6.0,57.0,1.0,46.0,,8.0,20.0,2.0,5.0,,5.0,1.0,3.0,70.0,1.0,1.0,7.0,11.0,10.0,4.0,3.0,1.0,8.0,2.0,,,1.0,4.0,19.0,45.0,49.0,1.0,1.0,2.0,4.0,4.0,3.0,,1.0,3.0,,,,,,1.0,2.0,,,,1.0,,1.0,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Honduras,Honduras,em31io8siplg24cxtflbmdz2t,F. Crisanto,Defender,2,4.0,270.0,24.0,89.0,2.0,14.0,38.0,,8.0,2.0,35.0,37.0,2.0,11.0,90.0,2.0,69.0,2.0,19.0,5.0,3.0,19.0,2.0,8.0,3.0,4.0,152.0,3.0,1.0,13.0,35.0,10.0,12.0,2.0,4.0,19.0,6.0,2.0,4.0,3.0,5.0,36.0,70.0,71.0,6.0,1.0,2.0,7.0,1.0,8.0,,,,,4.0,,1.0,,2.0,2.0,,,2.0,,,4.0,2.0,,4.0,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Honduras,Honduras,azxnfh4dv4ylvbbb744fkiwgl,C. Discua,Midfielder,7,,154.0,1.0,33.0,,6.0,16.0,1.0,1.0,2.0,22.0,8.0,1.0,12.0,37.0,1.0,22.0,1.0,13.0,8.0,2.0,13.0,,5.0,2.0,2.0,58.0,3.0,1.0,7.0,13.0,10.0,2.0,2.0,,9.0,,1.0,2.0,3.0,5.0,10.0,21.0,24.0,2.0,,,7.0,1.0,2.0,1.0,,2.0,,,,3.0,,,5.0,,,4.0,1.0,,1.0,,,1.0,1.0,,1.0,,,,,1.0,5.0,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Honduras,Honduras,aoe90w0oopw8h5ipktpmme9cl,A. Elis,Forward,17,4.0,315.0,3.0,73.0,3.0,15.0,47.0,2.0,3.0,4.0,38.0,9.0,1.0,15.0,73.0,7.0,53.0,1.0,18.0,12.0,6.0,21.0,,7.0,3.0,1.0,126.0,4.0,5.0,28.0,15.0,10.0,20.0,2.0,7.0,39.0,,1.0,4.0,4.0,15.0,31.0,55.0,55.0,11.0,2.0,,19.0,1.0,13.0,1.0,,3.0,,1.0,,2.0,,4.0,10.0,,2.0,5.0,,,21.0,5.0,,8.0,5.0,,,,,,,1.0,5.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Honduras,Honduras,9nmiil8whu5ggno69zu7ji11x,D. Escober,Goalkeeper,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
