liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals Conceded,Total Fouls Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Starts,Total Tackles,Rightside Passes,Time Played,Unsuccessful Long Passes,Times Tackled,Ground Duels won,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Losses Of Possession,Unsuccessful Short Passes,Goals Conceded Outside Box,Unsuccessful Passes Opposition Half,Tackles Lost,Tackles Won,Clean Sheets,Aerial Duels,Foul Attempted Tackle,Recoveries,Goals Conceded Inside Box,Total Passes,Successful Open Play Passes,Open Play Passes,Duels lost,Unsuccessful Passes Own Half,Interceptions,Touches,Aerial Duels won,Total Clearances,Ground Duels,Duels,Backward Passes,Successful Long Passes,Ground Duels lost,Forward Passes,Appearances,Index,Duels won,Successful Passes Own Half,Successful Short Passes,Key Passes (Attempt Assists),Leftside Passes,Blocks,Successful Passes Opposition Half,Home Goals,Away Goals,Winning Goal,Throw Ins to Own Player,Unsuccessful Launches,Unsuccessful Crosses open play,Substitute Off,Throw Ins to Opposition Player,PutThrough/Blocked Distribution Won,PutThrough/Blocked Distribution,Unsuccessful Crosses & Corners,Substitute On,Total Shots,Unsuccessful Dribbles,Total Fouls Won,Aerial Duels lost,Successful Dribbles,Handballs conceded,Blocked Shots,Shots Off Target (inc woodwork),Successful Launches,Unsuccessful lay-offs,Successful Lay-offs,Offsides,Yellow Cards,GK Successful Distribution,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made,Total Touches In Opposition Box,Saves made - parried,Punches,Goals from Inside Box,Attempts from Set Pieces,Assists (Intentional),Right Foot Goals,Corners Won,Penalty Goals,Penalties Taken,Shots On Target ( inc goals ),Goal Assists,Successful Crosses & Corners,Goals,Successful Crosses open play,Goalkeeper Smother,Saves Made from Outside Box,Total Red Cards,Straight Red Cards,Unsuccessful Corners into Box,Corners Taken (incl short corners),Successful Corners into Box,Through balls,Second Goal Assists,Drops,Hit Woodwork,Left Foot Goals,Clearances Off the Line,Own Goal Scored,Headed Goals,Saves made - caught,Catches,Penalty Goals Conceded,Goals from Outside Box,Penalties Conceded,Penalties Faced,Saves from Penalty,Penalties Saved,Foul Won Penalty,Set Pieces Goals,Other Goals
Concacaf_Concacaf_Champions_Cup,2021,CF Cruz Azul,14bw0a2azjioiorlbhhhbul05,P. Aguilar,Defender,23,4.0,6.0,4.0,176.0,4.0,6.0,58.0,336.0,23.0,,10.0,38.0,41.0,15.0,,23.0,2.0,4.0,1.0,11.0,2.0,19.0,6.0,214.0,172.0,210.0,10.0,15.0,6.0,270.0,7.0,24.0,16.0,27.0,15.0,28.0,6.0,78.0,4.0,76.0,17.0,121.0,148.0,1.0,63.0,3.0,55.0,0.0,1.0,0.0,1.0,14.0,,1.0,,1.0,1.0,,,5.0,,4.0,4.0,,,,2.0,6.0,,,,1.0,,,,,6.0,,,1.0,,,,1.0,,,3.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,CF Cruz Azul,bd9ov8z9402i9cceuu4dv4nv9,A. Aldrete,Defender,16,5.0,4.0,4.0,163.0,4.0,7.0,67.0,279.0,13.0,,7.0,28.0,41.0,15.0,,21.0,4.0,3.0,,9.0,3.0,18.0,4.0,191.0,159.0,186.0,7.0,10.0,4.0,242.0,7.0,4.0,12.0,21.0,29.0,15.0,5.0,64.0,5.0,85.0,14.0,93.0,148.0,,31.0,2.0,70.0,0.0,0.0,0.0,14.0,6.0,3.0,3.0,7.0,1.0,2.0,3.0,1.0,3.0,,,2.0,,,,3.0,1.0,,,,,,,,,4.0,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,CF Cruz Azul,9vvleh9yqqcm955432lsl8c7p,R. Alvarado,Forward,25,5.0,5.0,4.0,117.0,3.0,6.0,46.0,257.0,6.0,5.0,12.0,20.0,48.0,14.0,,28.0,1.0,5.0,,1.0,2.0,19.0,5.0,137.0,113.0,133.0,11.0,6.0,7.0,214.0,1.0,2.0,23.0,24.0,35.0,5.0,11.0,41.0,5.0,63.0,13.0,38.0,112.0,3.0,15.0,,85.0,0.0,0.0,0.0,7.0,5.0,11.0,3.0,,8.0,10.0,14.0,2.0,3.0,1.0,2.0,,4.0,,1.0,3.0,,,,,1.0,,,,,9.0,,,,,,,1.0,,,,1.0,6.0,,3.0,,,,,3.0,7.0,3.0,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,CF Cruz Azul,1sgnb6jzur8xdz6z2zel2luqd,B. Angulo,Forward,17,5.0,2.0,2.0,36.0,2.0,,15.0,217.0,1.0,3.0,3.0,13.0,30.0,12.0,,10.0,,,,8.0,1.0,5.0,2.0,49.0,33.0,46.0,9.0,3.0,1.0,83.0,4.0,2.0,8.0,16.0,12.0,1.0,5.0,11.0,5.0,92.0,7.0,8.0,35.0,3.0,11.0,,28.0,2.0,2.0,2.0,,,,2.0,,2.0,2.0,,3.0,7.0,,2.0,4.0,1.0,,,2.0,,,,1.0,,,,,,12.0,,,2.0,,,4.0,,,,5.0,,,4.0,,,,,,,,,1.0,,,1.0,,,,,,,,2.0,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,CF Cruz Azul,f47fwbxgm35jx628hwpmfdrrp,R. Baca,Midfielder,22,5.0,5.0,4.0,202.0,5.0,6.0,66.0,375.0,17.0,6.0,7.0,35.0,46.0,18.0,,25.0,3.0,3.0,1.0,1.0,3.0,33.0,5.0,237.0,195.0,230.0,14.0,12.0,13.0,284.0,,4.0,20.0,21.0,36.0,26.0,13.0,54.0,5.0,51.0,7.0,110.0,176.0,,81.0,,92.0,0.0,0.0,0.0,,8.0,2.0,2.0,,3.0,3.0,2.0,,2.0,1.0,1.0,1.0,,,2.0,2.0,3.0,,1.0,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,CF Cruz Azul,2lsqo8x3mbz4shb8nuv5catp1,Jesús Corona,Goalkeeper,1,2.0,1.0,,36.0,2.0,,9.0,180.0,21.0,1.0,,21.0,22.0,,,16.0,,,1.0,,,19.0,1.0,57.0,22.0,33.0,1.0,5.0,,74.0,,,1.0,1.0,,16.0,1.0,40.0,2.0,59.0,,27.0,20.0,,8.0,,9.0,0.0,0.0,0.0,,13.0,,,,,,,,,,,,,,,,10.0,,,,,23.0,2.0,2.0,4.0,1.0,1.0,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,CF Cruz Azul,dmqmxkyprphad4zlbcv0igcet,J. Domínguez,Defender,4,3.0,5.0,1.0,127.0,2.0,1.0,67.0,197.0,8.0,,2.0,14.0,17.0,6.0,,9.0,,1.0,,5.0,,10.0,5.0,141.0,124.0,137.0,5.0,5.0,3.0,154.0,1.0,2.0,3.0,8.0,3.0,7.0,1.0,43.0,3.0,92.0,3.0,73.0,120.0,1.0,28.0,2.0,54.0,0.0,0.0,0.0,,2.0,,,,,1.0,,1.0,,,1.0,4.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,CF Cruz Azul,8urkitc19yftx182gfaa8may1,M. Domínguez,Forward,14,1.0,,,39.0,1.0,,17.0,82.0,1.0,,2.0,8.0,11.0,7.0,,8.0,,,,1.0,,6.0,,47.0,39.0,47.0,1.0,2.0,1.0,56.0,,,2.0,3.0,13.0,1.0,,12.0,1.0,49.0,2.0,9.0,38.0,1.0,5.0,,31.0,0.0,0.0,0.0,1.0,,2.0,1.0,,,,2.0,,,,,1.0,2.0,,1.0,,,,,1.0,,,,,,6.0,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,CF Cruz Azul,64d0bjnplywbybkge20roti39,J. Escobar,Defender,24,5.0,2.0,6.0,160.0,3.0,6.0,21.0,339.0,23.0,2.0,11.0,38.0,57.0,15.0,,36.0,3.0,3.0,1.0,9.0,2.0,29.0,2.0,198.0,155.0,193.0,17.0,10.0,4.0,271.0,3.0,8.0,22.0,31.0,34.0,21.0,11.0,70.0,5.0,75.0,14.0,99.0,139.0,3.0,73.0,2.0,61.0,1.0,0.0,0.0,17.0,15.0,8.0,,2.0,1.0,7.0,8.0,2.0,5.0,,3.0,6.0,3.0,,2.0,4.0,7.0,,,1.0,2.0,,,,,6.0,,,,,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,CF Cruz Azul,51xhmu9q14hlqc1zei83dum6t,G. Fernández,Midfielder,28,5.0,4.0,,180.0,2.0,2.0,70.0,209.0,4.0,5.0,6.0,8.0,19.0,4.0,,6.0,1.0,1.0,,5.0,,18.0,4.0,188.0,171.0,179.0,11.0,3.0,3.0,217.0,2.0,,14.0,19.0,19.0,18.0,8.0,42.0,5.0,68.0,8.0,71.0,162.0,5.0,57.0,1.0,109.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,,,,,,,,1.0,,,,,5.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
