root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Total Shots,Total Losses Of Possession,Index,Total Fouls Conceded,Substitute Off,Yellow Cards,Games Played,Foul Attempted Tackle,Successful Passes Own Half,PutThrough/Blocked Distribution Won,Total Tackles,Shots Off Target (inc woodwork),Ground Duels lost,Unsuccessful Long Passes,Total Touches In Opposition Box,Successful Open Play Passes,Substitute On,Unsuccessful Passes Opposition Half,Forward Passes,Penalty Goals Conceded,Tackles Won,Successful Short Passes,Touches,Successful Passes Opposition Half,Ground Duels won,PutThrough/Blocked Distribution,Duels,Recoveries,Backward Passes,Time Played,Duels won,Times Tackled,Unsuccessful Passes Own Half,Ground Duels,Open Play Passes,Goals Conceded,Starts,Leftside Passes,Unsuccessful Dribbles,Unsuccessful Short Passes,Appearances,Shots On Target ( inc goals ),Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Aerial Duels lost,Corners Won,Aerial Duels won,Aerial Duels,Rightside Passes,Duels lost,Key Passes (Attempt Assists),Home Goals,Away Goals,Winning Goal,Successful Long Passes,Total Fouls Won,Foul Won Penalty,Tackles Lost,Assists (Intentional),Successful Crosses & Corners,Total Clearances,Successful Dribbles,Hit Woodwork,Offsides,Goals from Inside Box,Goal Assists,Goals,Interceptions,Unsuccessful Crosses open play,Successful Lay-offs,Successful Crosses open play,Unsuccessful Crosses & Corners,Right Foot Goals,Throw Ins to Opposition Player,Throw Ins to Own Player,Blocked Shots,Unsuccessful Launches,Punches,Penalties Saved,Successful Launches,Catches,Saves Made,Saves from Penalty,Clean Sheets,Penalties Faced,Saves Made from Outside Box,GK Unsuccessful Distribution,GK Successful Distribution,Saves Made from Inside Box,Saves made - parried,Through balls,Corners Taken (incl short corners),Blocks,Set Pieces Goals,Unsuccessful Corners into Box,Successful Corners into Box,Attempts from Set Pieces,Goals from Outside Box,Penalties Conceded,Penalty Goals,Unsuccessful lay-offs,Penalties Taken,Handballs conceded,Left Foot Goals,Headed Goals,Goalkeeper Smother,Total Red Cards,Straight Red Cards,Goals Conceded Outside Box,Fifty Fifty,Successful Fifty Fifty,Drops,Clearances Off the Line,Red Cards - 2nd Yellow,Own Goal Scored,Crosses not Claimed,Saves made - caught,Last Man Tackle,Second Goal Assists,Penalties Off Target
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Qatar,Qatar,64fsy2ioovrwpkf3mh7tgb11,Almoez Ali,Forward,19,14.0,33.0,10.0,4.0,3.0,,5.0,4.0,36.0,3.0,1.0,6.0,16.0,2.0,23.0,68.0,,14.0,19.0,1.0,1.0,63.0,146.0,35.0,6.0,4.0,34.0,8.0,21.0,401.0,8.0,6.0,3.0,22.0,84.0,6.0,5.0,22.0,3.0,14.0,5.0,8.0,87.0,71.0,6.0,16.0,10.0,3.0,2.0,12.0,25.0,26.0,3.0,3.0,1.0,1.0,8.0,1.0,,,,,3.0,4.0,,2.0,4.0,,4.0,2.0,1.0,2.0,,1.0,3.0,,1.0,4.0,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,1.0,,,,,,12.0,7.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Qatar,Qatar,5k9892yp5tsjbhrbkani38qcq,Yusuf Abdurisag,Forward,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Qatar,Qatar,7w4qckvaiku9ecl4q07fppgid,Akram Afif,Forward,11,6.0,57.0,10.0,2.0,3.0,1.0,5.0,2.0,48.0,1.0,1.0,2.0,5.0,3.0,19.0,139.0,,35.0,43.0,1.0,1.0,138.0,244.0,112.0,13.0,3.0,20.0,9.0,44.0,412.0,14.0,2.0,4.0,18.0,165.0,5.0,5.0,20.0,1.0,25.0,5.0,4.0,181.0,153.0,5.0,28.0,1.0,4.0,1.0,2.0,74.0,6.0,19.0,1.0,1.0,0.0,15.0,10.0,2.0,,3.0,7.0,,2.0,,,1.0,3.0,2.0,,1.0,4.0,,11.0,2.0,2.0,3.0,2.0,1.0,,,1.0,,,,1.0,,,,,,,4.0,19.0,,,8.0,7.0,,1.0,,,,1.0,,,,,,,,6.0,4.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Qatar,Qatar,9erzswqeuhdaebzdqn8l4wyy1,Homam El Amin,Defender,14,6.0,36.0,10.0,2.0,1.0,,5.0,1.0,52.0,,9.0,3.0,7.0,7.0,9.0,112.0,,25.0,33.0,1.0,8.0,105.0,199.0,62.0,16.0,3.0,33.0,15.0,48.0,427.0,22.0,1.0,6.0,23.0,137.0,6.0,5.0,1.0,1.0,18.0,5.0,3.0,137.0,112.0,6.0,25.0,4.0,2.0,6.0,10.0,55.0,11.0,1.0,0.0,1.0,1.0,7.0,6.0,,1.0,1.0,2.0,2.0,1.0,,,1.0,1.0,1.0,3.0,6.0,,2.0,6.0,,1.0,13.0,,7.0,,,2.0,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,7.0,5.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Qatar,Qatar,52yf6bw18yziffxf87ma3v56,Meshaal Barsham,Goalkeeper,22,,30.0,10.0,,,,5.0,,60.0,,1.0,,,28.0,,34.0,,15.0,65.0,1.0,1.0,48.0,145.0,5.0,1.0,,6.0,39.0,,450.0,6.0,,15.0,1.0,50.0,6.0,5.0,17.0,,2.0,5.0,,95.0,65.0,6.0,30.0,,,5.0,5.0,13.0,,,0.0,0.0,0.0,17.0,1.0,,,,,4.0,,,,,,,,,,,,,,,,15.0,,,2.0,3.0,11.0,,2.0,1.0,4.0,5.0,50.0,7.0,3.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,2.0,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Qatar,Qatar,d83znywa6z78vo6gqqa0up591,Ahmed Alaa,Forward,7,1.0,8.0,10.0,4.0,,,3.0,3.0,5.0,1.0,2.0,1.0,5.0,1.0,5.0,8.0,3.0,5.0,4.0,,1.0,8.0,23.0,3.0,4.0,2.0,13.0,6.0,3.0,34.0,6.0,1.0,2.0,9.0,15.0,,,5.0,,6.0,3.0,,15.0,8.0,,7.0,2.0,,2.0,4.0,3.0,7.0,1.0,0.0,0.0,0.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Qatar,Qatar,7xzzt2mxqmfa77t31xy0uoslx,Abdullah Al Ahrak,Midfielder,20,1.0,12.0,10.0,,,,5.0,,23.0,1.0,2.0,1.0,4.0,1.0,7.0,41.0,5.0,4.0,12.0,,,40.0,61.0,19.0,3.0,1.0,9.0,3.0,11.0,68.0,4.0,4.0,2.0,7.0,47.0,1.0,,9.0,1.0,5.0,5.0,,47.0,41.0,1.0,6.0,1.0,1.0,1.0,2.0,15.0,5.0,1.0,0.0,0.0,0.0,1.0,,,2.0,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Qatar,Qatar,1n4vsrq9e9gfki5t1uvxm7euh,Ahmed Suhail,Defender,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Qatar,Qatar,cny9ms8vwz4wcpr43h4amv45x,Hassan Al Haydos,Forward,10,6.0,41.0,10.0,2.0,4.0,,5.0,1.0,37.0,4.0,3.0,5.0,13.0,3.0,6.0,82.0,1.0,24.0,37.0,1.0,2.0,81.0,160.0,52.0,11.0,9.0,24.0,17.0,15.0,327.0,11.0,6.0,5.0,24.0,107.0,5.0,4.0,43.0,3.0,23.0,5.0,1.0,112.0,86.0,5.0,26.0,,1.0,,,17.0,13.0,7.0,1.0,0.0,0.0,5.0,5.0,,1.0,1.0,3.0,3.0,3.0,,,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,1.0,,2.0,,,,,,,,7.0,4.0,,,,,,,,,1.0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Qatar,Qatar,28a883m3vivjdrssdxvxk84ix,Bassam Al Rawi,Defender,15,2.0,37.0,10.0,3.0,,,5.0,2.0,117.0,,8.0,2.0,6.0,19.0,1.0,162.0,1.0,24.0,57.0,1.0,6.0,130.0,258.0,53.0,16.0,1.0,33.0,21.0,11.0,409.0,24.0,2.0,11.0,22.0,195.0,6.0,4.0,118.0,1.0,15.0,5.0,,204.0,170.0,6.0,34.0,3.0,,8.0,11.0,18.0,9.0,2.0,0.0,0.0,0.0,40.0,7.0,,2.0,,,15.0,1.0,,,,,,9.0,1.0,,,1.0,,,,,4.0,,,3.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,11.0,7.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Qatar,Qatar,11l078oztsbsvjibba45ob0t1,Saad Al Sheeb,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
