liga,temporada,equipo,id,nombre,posicion,dorsal,Total Passes,Total Clearances,Offsides,Foul Attempted Tackle,Through balls,Unsuccessful Long Passes,Time Played,Starts,Duels,Index,Aerial Duels lost,Clean Sheets,Penalty Goals Conceded,Interceptions,Total Successful Passes ( Excl Crosses & Corners ) ,Leftside Passes,Total Shots,Unsuccessful Crosses open play,Total Fouls Conceded,Open Play Passes,Aerial Duels won,Throw Ins to Own Player,Blocks,Total Tackles,Successful Short Passes,Unsuccessful Passes Opposition Half,Recoveries,Games Played,Appearances,Unsuccessful Dribbles,PutThrough/Blocked Distribution,Ground Duels lost,Unsuccessful Passes Own Half,Successful Crosses & Corners,Unsuccessful Short Passes,Duels lost,Forward Passes,Ground Duels,Successful Passes Opposition Half,Goals Conceded Outside Box,Unsuccessful Launches,Backward Passes,Successful Long Passes,Rightside Passes,Duels won,Ground Duels won,Corners Won,Successful Crosses open play,Total Losses Of Possession,Shots On Target ( inc goals ),Tackles Lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots Off Target (inc woodwork),PutThrough/Blocked Distribution Won,Substitute Off,Throw Ins to Opposition Player,Blocked Shots,Total Touches In Opposition Box,Successful Launches,Times Tackled,Total Fouls Won,Tackles Won,Successful Dribbles,Goals Conceded Inside Box,Successful Open Play Passes,Aerial Duels,Goals Conceded,Successful Passes Own Half,Key Passes (Attempt Assists),Successful Lay-offs,Unsuccessful Crosses & Corners,Touches,Winning Goal,Attempts from Set Pieces,Clearances Off the Line,Substitute On,Yellow Cards,Goals from Inside Box,Handballs conceded,Overruns,Penalties Taken,Left Foot Goals,Goal Assists,Goals,Right Foot Goals,Unsuccessful lay-offs,Penalty Goals,Assists (Intentional),Home Goals,Away Goals,Headed Goals,Successful Corners into Box,Unsuccessful Corners into Box,Corners Taken (incl short corners),GK Successful Distribution,Saves Made from Inside Box,Saves Made,Goalkeeper Smother,Saves Made from Outside Box,Saves made - parried,Drops,GK Unsuccessful Distribution,Goal Kicks,Punches,Catches,Goals from Outside Box,Hit Woodwork,Straight Red Cards,Total Red Cards,Foul Won Penalty,Set Pieces Goals,Second Goal Assists,Penalties Conceded,Saves made - caught,Penalties Faced,Last Player Tackle,Saves from Penalty,Penalties Saved,Red Cards - 2nd Yellow,Penalties Off Target,Own Goal Scored,Crosses not Claimed,Other Goals,Last Man Tackle
Mexico_Liga_MX,2022-2023,Atlético de San Luis,ddl2k2321u4oml8r07lvysr2s,R. Alba,Forward,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Atlético de San Luis,exi29g84yg4gaptqo55lhmqj9,M. Barovero,Goalkeeper,1,380.0,14.0,,1.0,,162.0,1530.0,17.0,5.0,10.0,,5.0,4.0,1.0,218.0,43.0,,,1.0,129.0,3.0,,,1.0,111.0,145.0,138.0,17.0,17.0,,,1.0,17.0,,,1.0,298.0,2.0,59.0,4.0,45.0,,107.0,39.0,4.0,1.0,1.0,,170.0,,,162.0,,,,,,,18.0,,1.0,1.0,,19.0,87.0,3.0,23.0,159.0,,,,565.0,0.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,181.0,38.0,69.0,,31.0,24.0,2.0,79.0,180.0,5.0,10.0,,,,,,,,1.0,1.0,5.0,,1.0,1.0,,,,,,
Mexico_Liga_MX,2022-2023,Atlético de San Luis,bfwr4kqbk0sqnlv8he4hyezft,G. Berterame,Forward,0,344.0,16.0,2.0,11.0,,6.0,1414.0,15.0,184.0,10.0,36.0,5.0,1.0,13.0,243.0,75.0,47.0,15.0,24.0,338.0,43.0,8.0,1.0,15.0,239.0,108.0,48.0,19.0,19.0,13.0,35.0,56.0,10.0,3.0,95.0,92.0,79.0,105.0,187.0,2.0,2.0,79.0,4.0,111.0,92.0,49.0,14.0,3.0,192.0,22.0,7.0,101.0,25.0,13.0,6.0,,11.0,75.0,,28.0,19.0,8.0,15.0,6.0,237.0,79.0,8.0,59.0,21.0,4.0,17.0,621.0,0.0,,,4.0,1.0,5.0,3.0,1.0,,2.0,1.0,6.0,3.0,1.0,,1.0,4.0,2.0,1.0,,2.0,2.0,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Atlético de San Luis,90guns09mguhjj0yacn0gsn9x,J. Castro,Forward,2,86.0,2.0,,1.0,1.0,1.0,258.0,3.0,34.0,10.0,3.0,,,3.0,69.0,33.0,4.0,4.0,4.0,85.0,2.0,,1.0,4.0,65.0,21.0,20.0,11.0,11.0,1.0,6.0,14.0,2.0,1.0,16.0,17.0,19.0,29.0,47.0,1.0,,20.0,4.0,14.0,17.0,15.0,,,34.0,1.0,1.0,17.0,3.0,1.0,3.0,,,4.0,,8.0,6.0,3.0,5.0,6.0,68.0,5.0,7.0,23.0,1.0,,6.0,135.0,0.0,,,8.0,2.0,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Atlético de San Luis,ctiesvd76yq85nbnwfxvll39x,R. Chávez,Defender,5,469.0,39.0,,11.0,,36.0,1387.0,16.0,158.0,10.0,23.0,4.0,4.0,16.0,351.0,173.0,8.0,33.0,16.0,462.0,30.0,112.0,4.0,35.0,322.0,126.0,74.0,16.0,16.0,15.0,20.0,47.0,34.0,6.0,82.0,70.0,181.0,105.0,205.0,4.0,24.0,70.0,29.0,45.0,88.0,58.0,12.0,5.0,212.0,6.0,18.0,118.0,2.0,5.0,1.0,14.0,1.0,20.0,6.0,20.0,12.0,17.0,12.0,15.0,345.0,53.0,19.0,152.0,14.0,2.0,42.0,847.0,0.0,1.0,,,3.0,,1.0,,,,2.0,,,,,2.0,,,,1.0,7.0,9.0,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Atlético de San Luis,5av0x4no7v8epor7wm4ss371m,A. Cruz,Defender,25,471.0,31.0,,1.0,,48.0,1309.0,16.0,91.0,10.0,14.0,5.0,3.0,11.0,358.0,34.0,2.0,17.0,7.0,455.0,12.0,104.0,4.0,11.0,323.0,93.0,65.0,16.0,16.0,10.0,20.0,34.0,38.0,7.0,65.0,48.0,256.0,65.0,202.0,4.0,23.0,53.0,35.0,128.0,43.0,31.0,4.0,7.0,194.0,1.0,5.0,113.0,1.0,9.0,4.0,28.0,,5.0,7.0,22.0,13.0,6.0,7.0,14.0,344.0,26.0,18.0,163.0,4.0,,18.0,783.0,0.0,,,,2.0,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Atlético de San Luis,evk0esdocrzt5zxqmv4ostdcl,J. Damm,Midfielder,25,38.0,1.0,1.0,,,,122.0,,16.0,10.0,,,1.0,1.0,31.0,14.0,2.0,15.0,2.0,38.0,1.0,1.0,1.0,1.0,31.0,19.0,8.0,6.0,6.0,3.0,,6.0,3.0,1.0,7.0,6.0,4.0,15.0,21.0,1.0,,12.0,,8.0,10.0,9.0,1.0,1.0,29.0,2.0,1.0,7.0,,,,1.0,,8.0,,4.0,2.0,,6.0,1.0,31.0,1.0,2.0,11.0,1.0,,15.0,81.0,0.0,,,6.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Atlético de San Luis,8z500j8o7agchtuoqjwqvgudx,Rodrigo Dourado,Midfielder,13,242.0,11.0,,11.0,,15.0,668.0,9.0,99.0,10.0,16.0,,3.0,22.0,178.0,67.0,1.0,,15.0,230.0,17.0,3.0,6.0,23.0,166.0,44.0,30.0,11.0,11.0,4.0,20.0,29.0,20.0,,49.0,45.0,84.0,66.0,89.0,1.0,4.0,29.0,12.0,62.0,54.0,37.0,1.0,,81.0,,11.0,64.0,1.0,12.0,7.0,1.0,2.0,10.0,2.0,6.0,11.0,12.0,4.0,8.0,167.0,33.0,9.0,89.0,,1.0,,379.0,0.0,,,2.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Atlético de San Luis,euatrr7ydr5kf54wsj1ukbgus,J. Favila,Midfielder,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Atlético de San Luis,b5pf64v2vu42s1td4u9uh5c7o,Vitinho,Forward,11,200.0,,2.0,9.0,,7.0,790.0,7.0,97.0,10.0,13.0,,3.0,4.0,152.0,104.0,17.0,11.0,12.0,200.0,2.0,2.0,,10.0,142.0,56.0,38.0,17.0,17.0,15.0,17.0,47.0,6.0,3.0,41.0,60.0,43.0,82.0,108.0,2.0,1.0,41.0,10.0,12.0,37.0,35.0,7.0,3.0,131.0,5.0,2.0,48.0,12.0,11.0,5.0,1.0,6.0,44.0,,26.0,9.0,8.0,16.0,10.0,152.0,15.0,12.0,47.0,5.0,2.0,14.0,374.0,0.0,,,10.0,2.0,,,8.0,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
