liga,temporada,equipo,id,nombre,posicion,dorsal,Duels,Total Fouls Won,Goals Conceded Outside Box,Total Clearances,PutThrough/Blocked Distribution Won,Throw Ins to Own Player,Throw Ins to Opposition Player,Unsuccessful Passes Opposition Half,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Tackles Lost,Total Passes,Unsuccessful Launches,Total Tackles,Unsuccessful Long Passes,Time Played,Successful Passes Own Half,Ground Duels lost,Goals Conceded Inside Box,Ground Duels won,Games Played,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Leftside Passes,Starts,Successful Short Passes,Total Fouls Conceded,Total Losses Of Possession,Foul Attempted Tackle,Unsuccessful Short Passes,Duels won,Ground Duels,Tackles Won,Times Tackled,Substitute Off,Recoveries,Index,Successful Open Play Passes,Touches,Appearances,Duels lost,Forward Passes,Goals Conceded,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Winning Goal,Successful Dribbles,Aerial Duels lost,Successful Lay-offs,Shots On Target ( inc goals ),Interceptions,Aerial Duels,Backward Passes,Successful Passes Opposition Half,Unsuccessful Dribbles,Blocks,Blocked Shots,Rightside Passes,Overruns,Total Touches In Opposition Box,Foul Won Penalty,Total Shots,Aerial Duels won,Saves made - parried,Punches,Crosses not Claimed,Drops,GK Successful Distribution,Successful Long Passes,Goalkeeper Smother,Saves Made,Saves Made from Inside Box,GK Unsuccessful Distribution,Goal Kicks,Catches,Successful Launches,Saves Made from Outside Box,Handballs conceded,Key Passes (Attempt Assists),Yellow Cards,Shots Off Target (inc woodwork),Unsuccessful Crosses & Corners,Successful Crosses & Corners,Offsides,Assists (Intentional),Goal Assists,Unsuccessful Corners into Box,Successful Crosses open play,Corners Taken (incl short corners),Successful Corners into Box,Corners Won,Unsuccessful lay-offs,Clearances Off the Line,Unsuccessful Crosses open play,Goals,Left Foot Goals,Goals from Inside Box,Home Goals,Away Goals,Penalties Taken,Penalties Off Target,Headed Goals,Hit Woodwork,Penalty Goals Conceded,Penalties Faced,Penalties Saved,Saves from Penalty,Attempts from Set Pieces,Right Foot Goals,Saves made - caught,Last Player Tackle,Penalties Conceded,Red Cards - 2nd Yellow,Total Red Cards,Through balls,Penalty Goals,Clean Sheets,Own Goal Scored,Other Goals,Goals from Outside Box,Second Goal Assists,Set Pieces Goals,Straight Red Cards
Concacaf_Concacaf_U17,2025,Canada Under 17,a0vc8g0evrfmws5en2229h5as,M. Aiyenero,Forward,19,38.0,4.0,,,1.0,1.0,,16.0,1.0,13.0,,56.0,1.0,4.0,1.0,238.0,16.0,17.0,2.0,10.0,4.0,2.0,,12.0,3.0,42.0,5.0,38.0,2.0,12.0,15.0,27.0,4.0,13.0,3.0,13.0,10.0,40.0,118.0,4.0,23.0,10.0,2.0,53.0,43.0,0.0,2.0,6.0,4.0,8.0,1.0,11.0,18.0,29.0,7.0,,3.0,16.0,2.0,30.0,,12.0,5.0,,,,,,1.0,,,,,,,,,2.0,5.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,,2.0,,,5.0,,,3.0,5.0,2.0,5.0,1.0,4.0,,,,,2.0,,,,,3.0,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Canada Under 17,el3xjm6wfsfrriqjsmgxq84d0,A. Ali-Gayapersad,Forward,11,42.0,4.0,,1.0,4.0,11.0,1.0,19.0,2.0,13.0,,101.0,,1.0,2.0,235.0,13.0,21.0,1.0,21.0,4.0,6.0,2.0,15.0,2.0,87.0,2.0,56.0,,11.0,21.0,42.0,1.0,16.0,,19.0,10.0,86.0,200.0,4.0,21.0,30.0,1.0,99.0,88.0,1.0,16.0,,2.0,4.0,,,31.0,76.0,9.0,,3.0,25.0,1.0,34.0,,8.0,,,,,,,1.0,,,,,,,,,,8.0,,4.0,8.0,1.0,4.0,2.0,2.0,2.0,,4.0,1.0,3.0,,,5.0,2.0,1.0,2.0,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,
Concacaf_Concacaf_U17,2025,Canada Under 17,5eti6n9r725t4lu1ukajx5xjo,M. Archange,Defender,3,11.0,1.0,,6.0,,1.0,,9.0,,16.0,,178.0,2.0,1.0,4.0,238.0,96.0,1.0,1.0,4.0,3.0,1.0,7.0,58.0,3.0,152.0,1.0,16.0,,12.0,8.0,5.0,1.0,,1.0,15.0,10.0,161.0,192.0,3.0,3.0,63.0,1.0,177.0,162.0,0.0,2.0,2.0,,,,6.0,4.0,66.0,,1.0,1.0,53.0,,1.0,,,4.0,,,,,,10.0,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,
Concacaf_Concacaf_U17,2025,Canada Under 17,2r3pxt4e2ern8a7fko7kwd79w,M. Beimers,Goalkeeper,12,1.0,,,1.0,,,,4.0,,4.0,,20.0,3.0,,4.0,90.0,16.0,1.0,1.0,,1.0,,,8.0,1.0,15.0,1.0,4.0,1.0,,,1.0,,,,7.0,10.0,10.0,25.0,1.0,1.0,8.0,1.0,12.0,16.0,0.0,,,,,,,,,,,,4.0,,,,,,,,,1.0,9.0,1.0,,,,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Canada Under 17,c17dsbdvdteiub1kggnssgk5w,A. Bossenberry,Midfielder,15,10.0,1.0,,1.0,4.0,,,16.0,1.0,14.0,,50.0,,3.0,1.0,147.0,4.0,3.0,1.0,6.0,3.0,5.0,1.0,14.0,2.0,35.0,,22.0,,13.0,7.0,9.0,3.0,1.0,2.0,2.0,10.0,35.0,84.0,3.0,3.0,15.0,1.0,49.0,36.0,0.0,2.0,,,3.0,,1.0,10.0,32.0,1.0,,5.0,11.0,,26.0,,5.0,1.0,,,,,,1.0,,,,,,,,,,1.0,,2.0,3.0,,,,,1.0,,2.0,,3.0,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,
Concacaf_Concacaf_U17,2025,Canada Under 17,cgcpmpetc768pyqb51qthq61g,R. Chukwu,Defender,13,24.0,1.0,,8.0,3.0,31.0,2.0,23.0,,25.0,3.0,209.0,3.0,6.0,6.0,328.0,52.0,8.0,2.0,8.0,4.0,5.0,4.0,25.0,4.0,182.0,4.0,40.0,1.0,19.0,14.0,16.0,3.0,2.0,1.0,8.0,10.0,177.0,286.0,4.0,10.0,93.0,2.0,202.0,184.0,0.0,1.0,2.0,,2.0,3.0,8.0,25.0,134.0,2.0,,,66.0,,2.0,,2.0,6.0,,,,,,2.0,,,,,,,,,,4.0,,,2.0,2.0,1.0,,,,1.0,,,1.0,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,
Concacaf_Concacaf_U17,2025,Canada Under 17,i1f9a92dbp6midkoshwjlfro,W. Daniels,Defender,20,14.0,,,2.0,2.0,6.0,2.0,25.0,1.0,10.0,,67.0,,1.0,3.0,159.0,10.0,6.0,1.0,4.0,3.0,5.0,1.0,8.0,2.0,55.0,2.0,39.0,,7.0,5.0,10.0,1.0,4.0,1.0,9.0,10.0,54.0,137.0,3.0,9.0,24.0,1.0,64.0,57.0,1.0,3.0,3.0,,6.0,1.0,4.0,15.0,56.0,2.0,,4.0,20.0,1.0,23.0,,9.0,1.0,,,,,,2.0,,,,,,,1.0,,,7.0,,3.0,16.0,9.0,1.0,4.0,4.0,6.0,3.0,14.0,6.0,7.0,1.0,,10.0,1.0,1.0,1.0,1.0,0.0,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,1.0,,
Concacaf_Concacaf_U17,2025,Canada Under 17,1l7dyv7n5ndr2scmxnoraxmhg,S. Deo,Forward,2,29.0,5.0,,6.0,1.0,12.0,3.0,20.0,2.0,13.0,1.0,87.0,2.0,8.0,6.0,203.0,19.0,8.0,1.0,13.0,4.0,2.0,1.0,27.0,2.0,72.0,5.0,31.0,3.0,7.0,15.0,21.0,7.0,2.0,2.0,10.0,10.0,74.0,152.0,4.0,14.0,35.0,1.0,87.0,74.0,0.0,,6.0,1.0,,1.0,8.0,21.0,56.0,2.0,1.0,1.0,4.0,,7.0,1.0,3.0,2.0,,,,,,2.0,,,,,,,,,1.0,2.0,,3.0,8.0,1.0,,,1.0,,1.0,,,1.0,,,8.0,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,1.0,,
Concacaf_Concacaf_U17,2025,Canada Under 17,85uyc8p2bl0mxq5wpnjmy1wr8,A. Evans,Forward,9,32.0,1.0,,,,,,15.0,2.0,11.0,,60.0,,2.0,1.0,252.0,3.0,22.0,1.0,7.0,4.0,1.0,,18.0,2.0,48.0,4.0,45.0,2.0,10.0,9.0,29.0,2.0,17.0,,8.0,10.0,49.0,138.0,4.0,23.0,17.0,1.0,60.0,49.0,1.0,4.0,1.0,2.0,9.0,,3.0,13.0,47.0,2.0,,7.0,12.0,2.0,55.0,,19.0,2.0,,,,,,1.0,,,,,,,,,,8.0,,10.0,4.0,1.0,,,,2.0,1.0,2.0,,5.0,,,2.0,7.0,2.0,7.0,6.0,1.0,,,,,1.0,,,,,5.0,,,,,,,,1.0,,,,,,
Concacaf_Concacaf_U17,2025,Canada Under 17,3hxu42v56v1261auxmfrea5uc,T. Fortier,Midfielder,14,17.0,1.0,,,1.0,,,24.0,,18.0,3.0,106.0,2.0,8.0,3.0,145.0,17.0,5.0,1.0,10.0,2.0,1.0,3.0,25.0,2.0,87.0,1.0,30.0,,15.0,11.0,15.0,5.0,2.0,1.0,7.0,10.0,85.0,139.0,2.0,6.0,31.0,1.0,102.0,88.0,0.0,1.0,1.0,,1.0,1.0,2.0,15.0,73.0,1.0,,1.0,35.0,,2.0,,2.0,1.0,,,,,,1.0,,,,,,,,,,7.0,,1.0,9.0,2.0,,,,7.0,,11.0,2.0,2.0,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,
