liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Forward Passes,Unsuccessful Passes Opposition Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Time Played,Successful Short Passes,Unsuccessful Passes Own Half,Duels,Touches,Duels won,Corners Won,Unsuccessful Long Passes,Successful Passes Opposition Half,Ground Duels won,Times Tackled,Duels lost,Recoveries,Unsuccessful Short Passes,Total Tackles,Tackles Won,Total Passes,Leftside Passes,Ground Duels,Throw Ins to Own Player,Ground Duels lost,Total Losses Of Possession,Index,Total Successful Passes ( Excl Crosses & Corners ) ,Appearances,Home Goals,Away Goals,Winning Goal,Aerial Duels lost,Shots On Target ( inc goals ),Foul Won Penalty,Successful Lay-offs,Unsuccessful Crosses open play,Successful Passes Own Half,Unsuccessful Crosses & Corners,Unsuccessful Dribbles,Successful Open Play Passes,Goals Conceded,Right Foot Goals,Rightside Passes,Unsuccessful lay-offs,Interceptions,Offsides,Successful Dribbles,Shots Off Target (inc woodwork),Penalty Goals Conceded,Goals from Inside Box,Total Fouls Won,Goals Conceded Inside Box,Open Play Passes,Through balls,Starts,Aerial Duels won,Blocked Shots,Key Passes (Attempt Assists),Goals Conceded Outside Box,Total Shots,Successful Long Passes,Total Clearances,Total Fouls Conceded,Backward Passes,Aerial Duels,Handballs conceded,Attempts from Set Pieces,Successful Crosses & Corners,Corners Taken (incl short corners),Unsuccessful Launches,Second Goal Assists,Successful Crosses open play,Penalties Taken,Throw Ins to Opposition Player,Penalty Goals,Tackles Lost,Headed Goals,Goals from Outside Box,Left Foot Goals,Clean Sheets,Successful Launches,Blocks,Goal Assists,Assists (Intentional),Hit Woodwork,Total Touches In Opposition Box,Unsuccessful Corners into Box,Penalties Conceded,Successful Corners into Box,Set Pieces Goals,Last Man Tackle,Own Goal Scored,Catches,Saves made - parried,Goalkeeper Smother,Saves Made from Outside Box,GK Successful Distribution,GK Unsuccessful Distribution,Drops,Saves Made from Inside Box,Saves Made,Crosses not Claimed,Punches,Penalties Faced,Saves made - caught,Clearances Off the Line,Penalties Off Target,Other Goals,Saves from Penalty,Penalties Saved
USA_MLS,2011,DC United,ecne8b098mt2u1zd5en2cpgph,B. Barklage,Midfielder,24.0,4.0,,,,,,4.0,,12.0,3.0,7.0,38.0,14.0,4.0,7.0,38.0,2.0,,2.0,11.0,2.0,1.0,5.0,2.0,5.0,2.0,,22.0,10.0,6.0,4.0,4.0,10.0,100.0,15.0,4.0,0.0,0.0,0.0,1.0,1.0,,,,5.0,,,,1.0,,,,2.0,,,,,,,1.0,,,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,,2.0,,1.0,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,DC United,5p4r9f170j08myllrx4slmtp1,B. Bošković,Midfielder,8.0,4.0,,,,,,3.0,1.0,30.0,18.0,14.0,124.0,62.0,2.0,25.0,136.0,12.0,2.0,4.0,38.0,12.0,8.0,13.0,14.0,10.0,7.0,5.0,88.0,25.0,23.0,1.0,11.0,35.0,10.0,74.0,4.0,0.0,0.0,0.0,2.0,2.0,,2.0,1.0,37.0,6.0,1.0,10.0,3.0,,13.0,,2.0,,4.0,5.0,,,1.0,3.0,13.0,1.0,1.0,,1.0,1.0,,7.0,12.0,1.0,1.0,20.0,2.0,1.0,1.0,1.0,4.0,,,,,1.0,,2.0,,,,,,,,,2.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,DC United,bp8lw65tazpy9zuwy6his1o7p,R. Brasesco,Defender,3.0,3.0,,,,,,1.0,1.0,34.0,11.0,11.0,155.0,44.0,,17.0,106.0,12.0,,4.0,16.0,7.0,,5.0,10.0,7.0,6.0,3.0,63.0,13.0,10.0,6.0,3.0,25.0,77.0,52.0,3.0,0.0,0.0,0.0,2.0,,,,,36.0,,,,7.0,,11.0,,7.0,,,,2.0,,1.0,7.0,,,2.0,5.0,,,,,8.0,17.0,1.0,5.0,7.0,,,,,1.0,,,,3.0,,3.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,DC United,gp4zb55fhkv2fd7pmtguahg5,B. Brettschneider,Forward,29.0,15.0,1.0,1.0,,,,6.0,5.0,51.0,79.0,81.0,789.0,167.0,10.0,106.0,369.0,36.0,3.0,2.0,126.0,14.0,24.0,70.0,21.0,79.0,4.0,4.0,252.0,47.0,53.0,,39.0,152.0,10.0,171.0,15.0,1.0,0.0,0.0,31.0,5.0,,27.0,8.0,46.0,8.0,3.0,,18.0,,54.0,6.0,5.0,15.0,2.0,9.0,2.0,,8.0,17.0,,1.0,9.0,22.0,6.0,4.0,1.0,14.0,4.0,5.0,13.0,100.0,53.0,,,1.0,,,,1.0,,2.0,,,,1.0,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,DC United,7728unff4imi0hr91hifq7t1x,M. Burch,Defender,4.0,17.0,1.0,4.0,,,,6.0,,297.0,154.0,148.0,1117.0,383.0,22.0,57.0,845.0,36.0,3.0,62.0,228.0,35.0,5.0,21.0,58.0,86.0,24.0,22.0,573.0,19.0,54.0,80.0,19.0,230.0,21.0,425.0,17.0,0.0,1.0,0.0,2.0,1.0,,1.0,28.0,204.0,28.0,1.0,23.0,27.0,,175.0,,25.0,,3.0,4.0,2.0,,8.0,25.0,33.0,1.0,11.0,1.0,2.0,6.0,2.0,5.0,42.0,33.0,10.0,82.0,3.0,,1.0,7.0,,30.0,,7.0,,23.0,,2.0,,1.0,1.0,1.0,5.0,6.0,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,,,,1.0,,,,
USA_MLS,2011,DC United,e99csocso4ahlrd4satmytn85,Fred,Midfielder,27.0,17.0,,3.0,,,,12.0,3.0,115.0,46.0,53.0,596.0,318.0,10.0,86.0,510.0,47.0,1.0,9.0,223.0,47.0,16.0,39.0,63.0,44.0,33.0,26.0,404.0,94.0,83.0,4.0,36.0,87.0,46.0,351.0,17.0,0.0,0.0,0.0,3.0,1.0,,11.0,3.0,129.0,3.0,4.0,80.0,15.0,,95.0,2.0,6.0,1.0,4.0,4.0,,,10.0,15.0,97.0,,5.0,,5.0,5.0,,5.0,33.0,8.0,14.0,100.0,3.0,1.0,,1.0,,3.0,,1.0,,,,7.0,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,DC United,5pminhce9c99lr1cc65cxdxx,S. Cronin,Goalkeeper,1.0,2.0,,,,,,2.0,,24.0,14.0,15.0,126.0,5.0,1.0,,72.0,,,14.0,5.0,,,,15.0,1.0,,,27.0,3.0,,,,27.0,35.0,12.0,2.0,0.0,0.0,0.0,,,,,,7.0,,,,4.0,,,,,,,,,,,3.0,,,,,,,1.0,,7.0,3.0,,,,,,,,7.0,,,,,,,,,,,3.0,,,,,,,,,,,,5.0,,,,15.0,10.0,,,6.0,,3.0,,1.0,,,,,
USA_MLS,2011,DC United,ncf4istx07zcs21x7pdb0gyd,C. Davies,Forward,9.0,26.0,11.0,3.0,,,,8.0,10.0,44.0,70.0,72.0,1553.0,246.0,14.0,111.0,522.0,36.0,15.0,2.0,192.0,36.0,50.0,75.0,34.0,70.0,6.0,6.0,321.0,78.0,106.0,2.0,70.0,190.0,76.0,249.0,26.0,5.0,6.0,3.0,5.0,18.0,2.0,40.0,12.0,61.0,12.0,6.0,42.0,21.0,10.0,63.0,6.0,2.0,14.0,8.0,12.0,3.0,11.0,22.0,20.0,55.0,,18.0,,4.0,15.0,1.0,30.0,3.0,1.0,23.0,136.0,5.0,2.0,,4.0,,1.0,,4.0,5.0,,4.0,,,,1.0,4.0,,,1.0,1.0,,16.0,,,,,,,,,,,,,,,,,,,,,1.0,,,
USA_MLS,2011,DC United,4qoq1fk9yht9nztamkc5ee8k5,D. De Rosario,Midfielder,7.0,33.0,16.0,3.0,,,,2.0,7.0,298.0,307.0,277.0,2781.0,814.0,36.0,287.0,1835.0,111.0,28.0,40.0,547.0,96.0,111.0,176.0,163.0,237.0,30.0,27.0,1230.0,274.0,249.0,25.0,153.0,586.0,76.0,953.0,33.0,10.0,6.0,3.0,23.0,44.0,3.0,43.0,49.0,417.0,66.0,24.0,85.0,44.0,10.0,360.0,6.0,15.0,45.0,20.0,48.0,2.0,12.0,46.0,36.0,110.0,28.0,31.0,15.0,20.0,48.0,8.0,92.0,139.0,11.0,57.0,298.0,38.0,17.0,15.0,11.0,16.0,11.0,2.0,7.0,5.0,1.0,4.0,3.0,3.0,4.0,3.0,7.0,4.0,4.0,10.0,10.0,1.0,8.0,11.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,DC United,9q3w4j10qfsq94svbmyxa879x,B. Hamid,Goalkeeper,28.0,28.0,,1.0,1.0,1.0,,,1.0,430.0,244.0,272.0,2392.0,87.0,28.0,8.0,1098.0,5.0,2.0,259.0,113.0,4.0,,3.0,300.0,13.0,,,491.0,33.0,7.0,,3.0,419.0,52.0,219.0,28.0,0.0,0.0,0.0,,,,,,106.0,,,22.0,37.0,,28.0,,,,,,4.0,,3.0,35.0,38.0,,28.0,1.0,,2.0,2.0,,132.0,25.0,3.0,,1.0,1.0,,,,175.0,,,,,,,,,,7.0,96.0,,,,,,,1.0,,,,,24.0,21.0,1.0,37.0,262.0,154.0,3.0,40.0,79.0,2.0,13.0,4.0,14.0,,,,,
