matchday,id,equipo_local,link_local,equipo_visitante,link_visitante,link_partido,date,season,liga
Final,ewy66mz6534fytt0dhwg84fs9,Jamaica,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/8yhjl13p7luh3v905btbvz42t,Mexico,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/4vofb84dzb5fyc81n2ssws6ah,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/match/view/ewy66mz6534fytt0dhwg84fs9,27/07/2015,2015 USA-Canada,Concacaf_Concacaf_Gold_Cup
3rd Place Final,aph0y6cpcee5xlh30s76zvgmh,United States,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/9vh2u1p4ppm597tjfahst2m3n,Panama,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/8856r86rattc8kxn6a0l9tb2t,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/match/view/aph0y6cpcee5xlh30s76zvgmh,25/07/2015,2015 USA-Canada,Concacaf_Concacaf_Gold_Cup
Semi-finals,42lc58q4ou2nuzayx7s4pjj6x,Panama,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/8856r86rattc8kxn6a0l9tb2t,Mexico,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/4vofb84dzb5fyc81n2ssws6ah,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/match/view/42lc58q4ou2nuzayx7s4pjj6x,23/07/2015,2015 USA-Canada,Concacaf_Concacaf_Gold_Cup
Semi-finals,42hp8q3o1qxkso2yw3z9mv46h,United States,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/9vh2u1p4ppm597tjfahst2m3n,Jamaica,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/8yhjl13p7luh3v905btbvz42t,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/match/view/42hp8q3o1qxkso2yw3z9mv46h,23/07/2015,2015 USA-Canada,Concacaf_Concacaf_Gold_Cup
Quarter-finals,4sbcfpycbqrbew9w2s994i1nt,Mexico,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/4vofb84dzb5fyc81n2ssws6ah,Costa Rica,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/bfgqfm4qa3mal7fll74wd04mu,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/match/view/4sbcfpycbqrbew9w2s994i1nt,20/07/2015,2015 USA-Canada,Concacaf_Concacaf_Gold_Cup
Quarter-finals,4s913zvk1m4jxarstj8po8w6h,Trinidad,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/8vxfv3p9ff60t5v4mm1t5si4s,Panama,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/8856r86rattc8kxn6a0l9tb2t,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/match/view/4s913zvk1m4jxarstj8po8w6h,19/07/2015,2015 USA-Canada,Concacaf_Concacaf_Gold_Cup
Quarter-finals,4s61nx1wysn3b5gi5ymuxp2ax,Haiti,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/151psmk1h1c846f2lqmflkx75,Jamaica,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/8yhjl13p7luh3v905btbvz42t,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/match/view/4s61nx1wysn3b5gi5ymuxp2ax,19/07/2015,2015 USA-Canada,Concacaf_Concacaf_Gold_Cup
Quarter-finals,4s3jd9k1sju5zlgcmefj1bvft,United States,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/9vh2u1p4ppm597tjfahst2m3n,Cuba,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/m49kr6rapkqh6zbqdm01w3sj,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/match/view/4s3jd9k1sju5zlgcmefj1bvft,18/07/2015,2015 USA-Canada,Concacaf_Concacaf_Gold_Cup
Group Stage,a4ca2slkaw13d03wo8me8sjc9,Mexico,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/4vofb84dzb5fyc81n2ssws6ah,Trinidad,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/8vxfv3p9ff60t5v4mm1t5si4s,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/match/view/a4ca2slkaw13d03wo8me8sjc9,16/07/2015,2015 USA-Canada,Concacaf_Concacaf_Gold_Cup
Group Stage,a475zfvomnxuc8muh77qpmne1,Cuba,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/m49kr6rapkqh6zbqdm01w3sj,Guatemala,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/a4wu0pabb2b7r8ik6gs0w1o28,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/match/view/a475zfvomnxuc8muh77qpmne1,16/07/2015,2015 USA-Canada,Concacaf_Concacaf_Gold_Cup
Group Stage,5j79uw5g4efd2u0hg9e7ucxyh,Canada,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/eg7vduna0h3vis1wd47s41za7,Costa Rica,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/bfgqfm4qa3mal7fll74wd04mu,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/match/view/5j79uw5g4efd2u0hg9e7ucxyh,15/07/2015,2015 USA-Canada,Concacaf_Concacaf_Gold_Cup
Group Stage,5j449lj2hxq1bggp1xlgr8a95,Jamaica,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/8yhjl13p7luh3v905btbvz42t,El Salvador,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/avc9qnhswi33ld54pvpp4fmkg,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/match/view/5j449lj2hxq1bggp1xlgr8a95,15/07/2015,2015 USA-Canada,Concacaf_Concacaf_Gold_Cup
Group Stage,9zqvrm6xf8w42xmfoc167rhl,Panama,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/8856r86rattc8kxn6a0l9tb2t,United States,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/9vh2u1p4ppm597tjfahst2m3n,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/match/view/9zqvrm6xf8w42xmfoc167rhl,14/07/2015,2015 USA-Canada,Concacaf_Concacaf_Gold_Cup
Group Stage,d8tvqqc2g6srgvgn6apsh70tl,Haiti,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/151psmk1h1c846f2lqmflkx75,Honduras,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/6ngz19ekzqqufux1sswnhzlsw,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/match/view/d8tvqqc2g6srgvgn6apsh70tl,14/07/2015,2015 USA-Canada,Concacaf_Concacaf_Gold_Cup
Group Stage,a43bbb4nv9zx9k3vnph7eqtbd,Guatemala,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/a4wu0pabb2b7r8ik6gs0w1o28,Mexico,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/4vofb84dzb5fyc81n2ssws6ah,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/match/view/a43bbb4nv9zx9k3vnph7eqtbd,13/07/2015,2015 USA-Canada,Concacaf_Concacaf_Gold_Cup
Group Stage,a3ziltqpdc33i7ccx2wha9ujt,Trinidad,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/8vxfv3p9ff60t5v4mm1t5si4s,Cuba,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/m49kr6rapkqh6zbqdm01w3sj,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/match/view/a3ziltqpdc33i7ccx2wha9ujt,13/07/2015,2015 USA-Canada,Concacaf_Concacaf_Gold_Cup
Group Stage,5j16ph76k6hv4dn0w2mkebill,Costa Rica,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/bfgqfm4qa3mal7fll74wd04mu,El Salvador,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/avc9qnhswi33ld54pvpp4fmkg,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/match/view/5j16ph76k6hv4dn0w2mkebill,12/07/2015,2015 USA-Canada,Concacaf_Concacaf_Gold_Cup
Group Stage,5ixzxfyywje9g2cvojw7bq1gp,Jamaica,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/8yhjl13p7luh3v905btbvz42t,Canada,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/eg7vduna0h3vis1wd47s41za7,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/match/view/5ixzxfyywje9g2cvojw7bq1gp,12/07/2015,2015 USA-Canada,Concacaf_Concacaf_Gold_Cup
Group Stage,9w9oosura2sw9t0o6m2yv46h,United States,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/9vh2u1p4ppm597tjfahst2m3n,Haiti,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/151psmk1h1c846f2lqmflkx75,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/match/view/9w9oosura2sw9t0o6m2yv46h,11/07/2015,2015 USA-Canada,Concacaf_Concacaf_Gold_Cup
Group Stage,d8r7xlb8mhda792phqpnbi86h,Honduras,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/6ngz19ekzqqufux1sswnhzlsw,Panama,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/view/8856r86rattc8kxn6a0l9tb2t,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/match/view/d8r7xlb8mhda792phqpnbi86h,11/07/2015,2015 USA-Canada,Concacaf_Concacaf_Gold_Cup
