equipo,link,logo,cod_equipo,cod_liga,liga
Canada,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/canada/eg7vduna0h3vis1wd47s41za7,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=eg7vduna0h3vis1wd47s41za7,eg7vduna0h3vis1wd47s41za7,1u95s7m7q59ca2yy59iz2p239,concacaf-gold-cup-2015-usa-canada
Costa Rica,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/costa-rica/bfgqfm4qa3mal7fll74wd04mu,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=bfgqfm4qa3mal7fll74wd04mu,bfgqfm4qa3mal7fll74wd04mu,1u95s7m7q59ca2yy59iz2p239,concacaf-gold-cup-2015-usa-canada
Cuba,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/cuba/m49kr6rapkqh6zbqdm01w3sj,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=m49kr6rapkqh6zbqdm01w3sj,m49kr6rapkqh6zbqdm01w3sj,1u95s7m7q59ca2yy59iz2p239,concacaf-gold-cup-2015-usa-canada
El Salvador,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/el-salvador/avc9qnhswi33ld54pvpp4fmkg,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=avc9qnhswi33ld54pvpp4fmkg,avc9qnhswi33ld54pvpp4fmkg,1u95s7m7q59ca2yy59iz2p239,concacaf-gold-cup-2015-usa-canada
Guatemala,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/guatemala/a4wu0pabb2b7r8ik6gs0w1o28,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=a4wu0pabb2b7r8ik6gs0w1o28,a4wu0pabb2b7r8ik6gs0w1o28,1u95s7m7q59ca2yy59iz2p239,concacaf-gold-cup-2015-usa-canada
Haiti,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/haiti/151psmk1h1c846f2lqmflkx75,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=151psmk1h1c846f2lqmflkx75,151psmk1h1c846f2lqmflkx75,1u95s7m7q59ca2yy59iz2p239,concacaf-gold-cup-2015-usa-canada
Honduras,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/honduras/6ngz19ekzqqufux1sswnhzlsw,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=6ngz19ekzqqufux1sswnhzlsw,6ngz19ekzqqufux1sswnhzlsw,1u95s7m7q59ca2yy59iz2p239,concacaf-gold-cup-2015-usa-canada
Jamaica,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/jamaica/8yhjl13p7luh3v905btbvz42t,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=8yhjl13p7luh3v905btbvz42t,8yhjl13p7luh3v905btbvz42t,1u95s7m7q59ca2yy59iz2p239,concacaf-gold-cup-2015-usa-canada
Mexico,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/mexico/4vofb84dzb5fyc81n2ssws6ah,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=4vofb84dzb5fyc81n2ssws6ah,4vofb84dzb5fyc81n2ssws6ah,1u95s7m7q59ca2yy59iz2p239,concacaf-gold-cup-2015-usa-canada
Panama,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/teams/panama/8856r86rattc8kxn6a0l9tb2t,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=8856r86rattc8kxn6a0l9tb2t,8856r86rattc8kxn6a0l9tb2t,1u95s7m7q59ca2yy59iz2p239,concacaf-gold-cup-2015-usa-canada
