liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Aerial Duels won,Duels,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Duels lost,Throw Ins to Own Player,Goals,Corners Won,Shots Off Target (inc woodwork),Total Shots,Total Touches In Opposition Box,Shots On Target ( inc goals ),Total Fouls Won,Left Foot Goals,Goals from Inside Box,Ground Duels won,Successful Launches,Unsuccessful Launches,Yellow Cards,Total Tackles,Successful Dribbles,Throw Ins to Opposition Player,Tackles Lost,Interceptions,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Blocks,Total Clearances,Unsuccessful Crosses & Corners,Tackles Won,Substitute On,Successful Crosses & Corners,Successful Corners into Box,Blocked Shots,Corners Taken (incl short corners),Goals from Outside Box,Attempts from Set Pieces,Unsuccessful Corners into Box,Offsides,Successful Crosses open play,Assists (Intentional),Goal Assists,Through balls,Successful Lay-offs,Handballs conceded,Penalties Conceded,Unsuccessful Dribbles,Headed Goals,Saves Made,GK Successful Distribution,Punches,Penalties Saved,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,GK Unsuccessful Distribution,Right Foot Goals,Foul Won Penalty,Catches,Saves Made from Outside Box,Penalties Taken,Penalty Goals,Times Tackled,Goals Conceded Outside Box,Home Goals,Away Goals,Winning Goal,Clean Sheets,Goalkeeper Smother,Hit Woodwork,Total Red Cards,Straight Red Cards,Own Goal Scored,Clearances Off the Line,Unsuccessful lay-offs,Drops,Second Goal Assists,Saves made - caught,Last Man Tackle
Concacaf_Concacaf_Champions_Cup,2020,Los Angeles FC,1a2903ylmdc3vmdps0u619lh,Mohammed El Munir,Defender,13,24.0,16.0,1.0,7.0,3.0,,9.0,5.0,2.0,,16.0,,,10.0,1.0,5.0,4.0,,3.0,2.0,,2.0,2.0,27.0,2.0,,4.0,11.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,3.0,,11.0,11.0,1.0,3.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,,2.0,,,,2.0,,1.0,,1.0,2.0,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Los Angeles FC,1ulponxwggurn592nk3rqcfs9,E. Atuesta,Midfielder,20,218.0,164.0,15.0,76.0,14.0,3.0,49.0,57.0,23.0,1.0,170.0,1.0,1.0,126.0,2.0,37.0,38.0,1.0,32.0,18.0,3.0,5.0,6.0,210.0,3.0,1.0,17.0,66.0,49.0,11.0,7.0,3.0,23.0,2.0,3.0,9.0,51.0,127.0,133.0,6.0,12.0,1.0,,1.0,2.0,3.0,3.0,1.0,3.0,,,8.0,1.0,5.0,1.0,2.0,3.0,1.0,2.0,5.0,,2.0,4.0,2.0,1.0,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,4.0,,0.0,0.0,0.0,,,,1.0,1.0,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Los Angeles FC,3qw81ws1dvf6ye83m2sd9vje1,T. Blackmon,Defender,27,448.0,180.0,16.0,88.0,6.0,3.0,60.0,65.0,35.0,1.0,192.0,1.0,12.0,140.0,5.0,41.0,15.0,1.0,22.0,31.0,5.0,6.0,20.0,290.0,5.0,8.0,34.0,88.0,46.0,24.0,11.0,6.0,43.0,6.0,5.0,16.0,73.0,140.0,151.0,9.0,19.0,33.0,,1.0,1.0,1.0,4.0,,4.0,,,18.0,,2.0,1.0,9.0,5.0,8.0,2.0,7.0,1.0,4.0,2.0,5.0,1.0,7.0,,2.0,,,2.0,,,,,2.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,3.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Los Angeles FC,6fnojo4m3daqz5moaa9yu1dk9,L. Blessing,Forward,7,325.0,128.0,21.0,75.0,3.0,4.0,43.0,30.0,21.0,,129.0,,8.0,104.0,3.0,24.0,30.0,1.0,17.0,31.0,3.0,4.0,7.0,188.0,5.0,5.0,41.0,38.0,48.0,19.0,1.0,1.0,46.0,4.0,5.0,23.0,40.0,104.0,105.0,5.0,27.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0,,1.0,18.0,,1.0,1.0,8.0,2.0,1.0,1.0,8.0,,3.0,,3.0,,7.0,2.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,1.0,,,,,,9.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Los Angeles FC,1wa6jf39zdyi462b1fk50vl61,J. Cifuentes,Midfielder,11,216.0,113.0,20.0,50.0,4.0,2.0,44.0,32.0,28.0,1.0,114.0,3.0,4.0,79.0,2.0,32.0,27.0,4.0,22.0,17.0,3.0,9.0,11.0,150.0,3.0,4.0,21.0,33.0,25.0,8.0,3.0,1.0,24.0,2.0,3.0,14.0,34.0,81.0,82.0,3.0,16.0,,,2.0,1.0,1.0,3.0,,3.0,,,7.0,,1.0,,2.0,2.0,,1.0,5.0,1.0,3.0,,1.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,0.0,0.0,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Los Angeles FC,c3dtl72eb5ejh6h7ujaspomsq,B. Duke,Midfielder,19,28.0,9.0,,6.0,,,2.0,3.0,,,9.0,,2.0,9.0,1.0,,4.0,1.0,,2.0,,,,17.0,1.0,1.0,6.0,2.0,49.0,3.0,,,6.0,1.0,1.0,3.0,3.0,9.0,9.0,,3.0,,,,,,,,1.0,,,3.0,,,,1.0,1.0,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Los Angeles FC,5hz95r5xtghhv5qiclwyf05ey,P. Ejimadu,Goalkeeper,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Los Angeles FC,944pzf87cyzjh2n2snwzmuaga,F. Ginella,Midfielder,8,141.0,80.0,7.0,34.0,3.0,1.0,20.0,33.0,12.0,,82.0,,4.0,63.0,3.0,15.0,18.0,,10.0,8.0,1.0,,5.0,107.0,4.0,4.0,20.0,33.0,18.0,10.0,4.0,2.0,23.0,4.0,4.0,12.0,24.0,65.0,67.0,3.0,13.0,,,,1.0,1.0,2.0,,2.0,,,8.0,,1.0,,5.0,2.0,,3.0,1.0,,,,2.0,,2.0,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Los Angeles FC,6hq9a0pz5ybc67wdttd54xvbp,A. Guido,Midfielder,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Los Angeles FC,8bcbp6dqxvu3vmwm4fuxnrmc5,J. Harvey,Defender,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
