liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Assists (Intentional),Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Corners Taken (incl short corners),Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goal Assists,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Overruns,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Successful Corners into Box,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Substitute On,Yellow Cards,Attempts from Set Pieces,Clearances Off the Line,GK Successful Distribution,Goal Kicks,Successful Launches,Total Big Chances Saved,Penalties Conceded,Second Goal Assists,Goals,Goals Openplay,Goals from Inside Box,Goals from Outside Box,Right Foot Goals,Home Goals,Away Goals,Unsuccessful lay-offs,Last Player Tackle,Catches,Crosses not Claimed,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Hit Woodwork,Total Big Chances Scored,Left Foot Goals,Direct Setpiece Goals,Set Pieces Goals,Headed Goals,Penalty Goals Conceded,Straight Red Cards,Total Red Cards,Own Goal Scored,Other Goals,Penalties Taken,Penalty Goals,Foul Won Penalty,Saves made - caught,Red Cards - 2nd Yellow,Penalties Saved,Saves from Penalty,Penalties Off Target
USA_MLS,2026,New York Red Bulls,5vs8nlpijmnefyq6m0tne4t1w,J. Bazán,Defender,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2026,New York Red Bulls,65p0a68vn2iw3ev3liepvchec,N. Benedetti,Midfielder,39,2.0,1.0,1.0,4.0,,9.0,,1.0,23.0,,,1.0,8.0,1.0,7.0,30.0,12.0,,4.0,,2.0,2.0,,6.0,,6.0,1.0,,3.0,23.0,,50.0,,13.0,2.0,,4.0,7.0,3.0,1.0,,,,,,,1.0,,3.0,36.0,30.0,7.0,34.0,1.0,3.0,,,2.0,64.0,,,,,1.0,1.0,16.0,51.0,1.0,37.0,4.0,5.0,14.0,67.0,,,,,1.0,1.0,8.0,6.0,13.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2026,New York Red Bulls,6br25cdde7u380e5jnwgy4xjp,G. Berggren,Midfielder,4,6.0,1.0,5.0,9.0,,15.0,2.0,,24.0,,,1.0,24.0,10.0,14.0,40.0,35.0,3.0,9.0,,7.0,7.0,,18.0,9.0,9.0,,4.0,3.0,39.0,,116.0,,13.0,6.0,3.0,7.0,28.0,3.0,4.0,1.0,2.0,1.0,,,,1.0,2.0,1.0,98.0,45.0,54.0,98.0,1.0,4.0,,1.0,,233.0,1.0,,,6.0,6.0,3.0,24.0,117.0,5.0,99.0,5.0,8.0,18.0,156.0,,1.0,1.0,1.0,4.0,4.0,16.0,3.0,14.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,
USA_MLS,2026,New York Red Bulls,64ux2tbb35i36qf6oij2263qi,J. Che,Defender,2,15.0,9.0,6.0,7.0,,30.0,1.0,8.0,107.0,1.0,,1.0,43.0,18.0,25.0,48.0,135.0,2.0,7.0,,7.0,6.0,1.0,28.0,9.0,19.0,,6.0,3.0,103.0,,328.0,,62.0,7.0,5.0,28.0,70.0,3.0,,2.0,5.0,2.0,,1.0,1.0,3.0,,16.0,298.0,149.0,160.0,292.0,7.0,5.0,1.0,,4.0,463.0,3.0,1.0,,23.0,4.0,4.0,44.0,338.0,2.0,308.0,12.0,7.0,30.0,434.0,,5.0,5.0,2.0,10.0,15.0,27.0,8.0,15.0,0.0,2.0,2.0,,2.0,1.0,1.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_MLS,2026,New York Red Bulls,e5mjphb52suw89189nyca72z9,E. Choupo-Moting,Forward,13,9.0,3.0,6.0,10.0,,18.0,,,23.0,,,2.0,33.0,22.0,11.0,62.0,14.0,2.0,10.0,,5.0,4.0,1.0,24.0,19.0,5.0,,,2.0,10.0,3.0,56.0,,7.0,5.0,1.0,3.0,20.0,2.0,1.0,3.0,1.0,1.0,,,,2.0,3.0,2.0,43.0,38.0,11.0,47.0,,,1.0,,,176.0,16.0,,,2.0,3.0,3.0,38.0,62.0,4.0,49.0,,11.0,13.0,106.0,,1.0,1.0,5.0,,,13.0,1.0,13.0,0.0,9.0,,,,,,,,,,2.0,,2.0,,2.0,0.0,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,
USA_MLS,2026,New York Red Bulls,5vjalgmy5e9xhfdjoeq6kxqwa,C. Cowell,Forward,7,17.0,14.0,3.0,12.0,3.0,93.0,9.0,1.0,169.0,,6.0,19.0,114.0,81.0,33.0,350.0,47.0,4.0,12.0,3.0,18.0,15.0,3.0,97.0,67.0,30.0,,,16.0,93.0,2.0,249.0,,109.0,33.0,14.0,24.0,17.0,19.0,6.0,11.0,12.0,10.0,4.0,15.0,10.0,9.0,4.0,3.0,193.0,176.0,32.0,190.0,6.0,8.0,1.0,,2.0,869.0,49.0,6.0,2.0,4.0,9.0,7.0,186.0,250.0,17.0,193.0,14.0,78.0,57.0,490.0,2.0,42.0,40.0,21.0,3.0,5.0,95.0,4.0,52.0,1.0,,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,4.0,,,,,,,,,,,,
USA_MLS,2026,New York Red Bulls,a79oz5xhvq7gz2k2j20sa02dw,R. Donkor,Midfielder,48,17.0,7.0,10.0,13.0,3.0,94.0,2.0,3.0,181.0,,1.0,2.0,125.0,68.0,57.0,262.0,179.0,11.0,13.0,4.0,27.0,25.0,2.0,108.0,61.0,47.0,2.0,5.0,18.0,142.0,,529.0,,102.0,25.0,17.0,60.0,118.0,22.0,4.0,4.0,13.0,4.0,,1.0,1.0,18.0,20.0,15.0,433.0,327.0,111.0,422.0,6.0,10.0,7.0,,1.0,1093.0,30.0,6.0,2.0,6.0,19.0,13.0,153.0,533.0,8.0,437.0,16.0,25.0,96.0,700.0,,6.0,6.0,12.0,3.0,10.0,87.0,15.0,86.0,0.0,,4.0,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,0.0,5.0,,,,,,,,,,,,,1.0,1.0,,,,,3.0,,,,,,,,,,,,
USA_MLS,2026,New York Red Bulls,d49aa9fx8oddpsucnnicby8k,M. Dos Santos,Defender,56,23.0,15.0,8.0,14.0,,78.0,1.0,,109.0,,29.0,6.0,71.0,45.0,26.0,245.0,205.0,5.0,14.0,,16.0,14.0,2.0,48.0,30.0,18.0,1.0,15.0,11.0,36.0,,492.0,1.0,56.0,29.0,11.0,37.0,195.0,11.0,3.0,1.0,13.0,10.0,1.0,9.0,8.0,2.0,1.0,20.0,383.0,245.0,169.0,385.0,3.0,10.0,1.0,15.0,75.0,937.0,9.0,3.0,,10.0,12.0,3.0,198.0,514.0,4.0,405.0,13.0,11.0,109.0,775.0,23.0,46.0,23.0,5.0,14.0,30.0,125.0,30.0,79.0,0.0,1.0,1.0,1.0,,,,3.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,
USA_MLS,2026,New York Red Bulls,ckox9w95duwhmt72xxk7lt2vp,E. Forsberg,Midfielder,10,7.0,4.0,3.0,14.0,1.0,90.0,11.0,1.0,136.0,1.0,32.0,15.0,81.0,45.0,36.0,271.0,106.0,6.0,14.0,3.0,27.0,24.0,3.0,74.0,41.0,33.0,1.0,7.0,21.0,53.0,1.0,392.0,2.0,63.0,13.0,3.0,46.0,169.0,24.0,7.0,8.0,13.0,7.0,4.0,7.0,,7.0,18.0,16.0,340.0,258.0,114.0,349.0,8.0,7.0,3.0,,,1081.0,22.0,4.0,3.0,6.0,14.0,11.0,129.0,418.0,15.0,365.0,15.0,35.0,53.0,595.0,19.0,29.0,7.0,12.0,1.0,8.0,71.0,11.0,45.0,0.0,1.0,,3.0,,,,,,,2.0,1.0,,,1.0,1.0,1.0,0.0,2.0,,,,,,,,,,,,,1.0,,,1.0,1.0,,3.0,,,,,,,,,,,,
USA_MLS,2026,New York Red Bulls,8y7kqet5swj9dmqama0z5ngus,J. Hall,Forward,16,34.0,33.0,1.0,14.0,2.0,87.0,3.0,,90.0,1.0,,3.0,113.0,80.0,33.0,188.0,34.0,4.0,14.0,2.0,28.0,25.0,3.0,79.0,47.0,32.0,,2.0,8.0,43.0,4.0,189.0,,41.0,23.0,14.0,23.0,62.0,10.0,7.0,14.0,14.0,5.0,,1.0,1.0,13.0,20.0,1.0,143.0,106.0,74.0,178.0,3.0,6.0,,,1.0,1195.0,26.0,3.0,5.0,5.0,12.0,10.0,110.0,226.0,21.0,179.0,9.0,47.0,47.0,392.0,,2.0,2.0,12.0,,,34.0,15.0,47.0,3.0,,,,,,,,,,,9.0,5.0,9.0,,6.0,6.0,3.0,10.0,,,,,,,,,,,,,,9.0,2.0,,,1.0,4.0,,,,,,,,,,,,
